POA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA6012,..,17,3,21,0,21,..,10,0,10,0,10,..,27,3,26,0,28,..,4,0,4,0,4,..,9,0,9,0,9,..,3,0,3,0,3,..,28,3,27,0,27,..,86,3,86,0,87,..,72,3,77,3,79,..,34,9,44,0,49,..,17,5,18,0,18,..,3,0,4,0,4,..,0,0,0,0,0,..,26,6,34,0,34,..,35,4,37,0,37,..,27,6,33,0,33,..,3,0,3,0,3,..,15,0,15,0,15,..,14,0,14,0,14,..,22,0,25,0,25,..,14,0,16,0,16,..,3,0,3,0,3,..,60,3,57,0,57,..,62,3,59,0,65,..,21,0,19,0,19,..,6,0,6,0,6,..,0,0,0,0,0,..,10,0,18,0,18,..,218,17,237,4,246,..,1060,105,1167,12,1185,..,21,0,20,676,694,6874,1085,107,1189,692,8757
POA6014,..,105,11,115,0,118,..,39,11,46,0,46,..,156,8,160,0,160,..,66,0,64,0,64,..,43,0,43,0,43,..,27,3,33,0,33,..,187,11,201,0,201,..,518,34,556,0,556,..,205,11,211,6,218,..,86,14,102,0,102,..,42,7,52,0,49,..,10,0,9,0,9,..,0,0,0,0,0,..,59,8,64,0,64,..,54,4,59,0,59,..,34,3,45,0,46,..,3,0,3,0,3,..,25,0,25,0,25,..,18,0,17,0,21,..,42,3,41,0,41,..,42,0,40,0,40,..,28,0,28,0,28,..,131,4,134,0,137,..,113,8,125,0,125,..,49,3,56,0,56,..,21,0,24,0,24,..,6,0,9,0,9,..,71,15,84,0,84,..,748,65,810,6,817,..,3283,304,3590,23,3612,..,42,4,45,1043,1085,15909,3320,308,3633,1066,20604
POA6015,..,78,0,78,0,79,..,0,0,0,0,0,..,25,0,25,0,25,..,10,0,10,0,10,..,6,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,42,0,45,0,45,..,91,9,99,0,99,..,12,9,14,0,14,..,0,0,0,0,0,..,20,0,20,0,20,..,0,0,0,0,0,..,14,0,14,0,14,..,17,0,17,0,17,..,17,0,17,0,17,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,17,0,17,0,17,..,10,0,10,0,10,..,0,0,0,0,0,..,28,0,28,0,28,..,35,0,35,0,35,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,10,3,14,0,14,..,80,3,84,3,90,..,796,40,841,10,850,..,15,0,15,281,292,5473,810,40,854,292,6609
POA6016,..,98,10,113,0,112,..,9,3,9,0,9,..,103,12,113,3,113,..,39,4,46,0,46,..,15,0,12,0,12,..,5,0,10,0,10,..,296,35,331,0,331,..,472,54,522,3,528,..,302,37,340,0,345,..,33,3,38,0,38,..,23,4,20,0,23,..,54,12,69,0,69,..,3,0,3,0,3,..,30,6,31,0,31,..,32,0,28,0,28,..,9,3,11,0,11,..,0,0,0,0,0,..,27,6,34,0,34,..,12,0,9,0,9,..,18,0,22,0,22,..,35,0,35,0,35,..,13,0,13,0,13,..,83,3,87,0,87,..,75,8,83,0,83,..,12,0,11,0,11,..,21,4,24,0,24,..,0,0,0,0,0,..,63,17,78,4,79,..,364,39,403,6,414,..,2087,285,2371,17,2395,..,30,4,37,536,575,7070,2119,290,2406,560,10035
POA6017,..,15,0,15,0,15,..,4,0,4,0,4,..,125,6,137,0,135,..,47,4,52,3,52,..,3,0,8,0,8,..,31,4,34,0,34,..,194,23,212,0,215,..,406,40,443,6,450,..,132,29,156,3,161,..,20,0,15,0,15,..,10,12,23,0,23,..,23,3,27,0,27,..,0,0,0,0,0,..,34,10,43,0,43,..,18,0,18,0,18,..,9,0,9,0,9,..,0,0,0,0,0,..,22,0,22,0,22,..,26,3,25,0,25,..,11,0,11,0,11,..,30,0,30,0,30,..,9,0,9,0,9,..,80,3,77,0,77,..,39,9,47,0,47,..,14,0,16,0,16,..,17,7,17,0,17,..,3,0,3,0,3,..,41,13,51,0,52,..,239,48,283,9,295,..,1328,250,1579,21,1601,..,10,0,11,298,303,2211,1341,250,1593,315,4120
POA6018,..,156,11,170,0,170,..,17,0,19,0,19,..,86,3,91,6,94,..,50,5,51,0,51,..,47,0,50,0,50,..,42,3,46,0,47,..,263,19,282,0,285,..,510,26,542,8,550,..,584,58,644,15,654,..,193,48,236,0,239,..,48,11,52,0,52,..,77,7,83,0,85,..,0,0,0,0,0,..,146,32,179,0,179,..,112,10,121,3,123,..,92,8,102,0,102,..,0,0,0,0,0,..,72,8,79,0,77,..,36,0,36,0,36,..,101,5,104,0,104,..,41,0,43,0,43,..,49,0,49,0,49,..,226,7,235,0,235,..,183,7,195,0,191,..,69,0,74,0,74,..,73,11,83,0,83,..,18,3,17,0,17,..,123,28,150,0,150,..,705,95,795,15,812,..,5384,678,6061,54,6122,..,103,6,109,2079,2186,29701,5487,691,6173,2133,38004
POA6019,..,74,0,82,0,82,..,7,0,7,0,7,..,32,0,32,0,32,..,14,0,14,0,14,..,11,0,10,0,10,..,13,0,12,0,12,..,55,6,60,0,61,..,139,9,143,0,149,..,237,15,253,3,261,..,94,4,97,0,97,..,13,3,16,0,16,..,29,4,33,0,31,..,0,0,0,0,0,..,39,4,39,3,46,..,55,4,58,0,58,..,39,4,46,0,46,..,5,0,5,0,5,..,34,5,33,0,33,..,10,0,10,0,10,..,42,0,42,0,42,..,17,0,17,0,17,..,15,0,15,0,15,..,92,0,92,0,92,..,157,12,173,0,173,..,15,0,13,0,13,..,22,0,25,0,25,..,6,0,6,0,6,..,32,8,39,0,39,..,652,66,720,10,722,..,2556,208,2769,22,2787,..,43,3,49,1440,1486,17516,2596,215,2810,1462,21787
POA6020,..,65,0,68,0,68,..,8,0,8,0,8,..,18,0,18,0,18,..,8,0,8,0,8,..,8,0,8,0,8,..,4,0,4,0,4,..,42,0,42,0,42,..,99,0,99,0,99,..,269,9,280,0,277,..,34,10,41,0,41,..,3,0,3,0,3,..,61,0,66,0,66,..,0,0,0,0,0,..,23,7,27,0,27,..,69,4,69,0,69,..,19,3,26,0,26,..,0,0,0,0,0,..,25,3,33,0,33,..,8,0,8,0,8,..,29,0,29,0,29,..,27,0,24,0,24,..,7,0,7,0,7,..,69,0,67,0,67,..,76,6,79,0,79,..,15,0,15,0,15,..,4,0,9,0,9,..,3,0,3,0,3,..,40,19,51,3,53,..,218,39,261,0,263,..,1722,149,1875,15,1887,..,49,5,56,755,809,18095,1775,155,1926,767,20791
POA6021,..,214,33,246,3,244,..,13,3,22,0,22,..,158,3,164,0,165,..,153,14,165,0,165,..,24,0,24,0,24,..,70,5,75,0,79,..,325,25,353,0,350,..,742,58,798,3,803,..,1501,231,1732,20,1749,..,81,13,97,0,95,..,25,4,26,0,26,..,620,98,712,11,727,..,8,0,8,0,8,..,106,7,115,0,115,..,81,10,91,0,91,..,40,7,48,0,48,..,5,0,5,0,5,..,86,9,101,0,101,..,58,0,58,0,57,..,64,10,71,0,71,..,55,0,58,0,58,..,26,5,30,0,31,..,199,14,213,0,213,..,121,12,139,3,139,..,20,0,20,0,20,..,41,5,51,0,51,..,21,3,23,0,23,..,252,65,315,11,323,..,600,98,700,15,715,..,6073,939,7004,77,7082,..,49,8,52,1181,1238,11743,6118,944,7060,1254,20058
POA6022,..,13,0,13,0,13,..,0,0,0,0,0,..,9,0,16,0,16,..,18,0,22,0,22,..,7,0,7,0,7,..,0,0,0,0,0,..,16,3,12,0,17,..,51,3,56,0,53,..,74,9,77,0,84,..,8,3,13,0,13,..,7,0,6,0,6,..,64,11,67,0,67,..,3,0,3,0,3,..,17,0,15,0,15,..,4,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,16,0,16,..,10,0,10,0,10,..,21,0,21,0,21,..,0,0,0,0,0,..,42,0,39,0,39,..,5,3,7,0,7,..,0,0,0,0,0,..,22,3,24,0,25,..,0,0,0,0,0,..,32,11,42,0,42,..,76,5,84,3,88,..,598,77,678,9,689,..,8,0,12,179,185,4096,608,83,689,193,4982
POA6023,..,48,3,48,0,48,..,12,0,15,0,15,..,32,3,31,0,31,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,55,8,61,0,61,..,115,8,120,0,120,..,125,11,136,0,136,..,37,3,43,0,44,..,6,3,8,0,8,..,34,0,34,0,34,..,3,0,3,0,3,..,37,0,41,0,41,..,57,5,62,0,62,..,19,3,21,0,21,..,0,0,0,0,0,..,25,4,27,0,27,..,9,0,9,0,9,..,16,0,16,0,16,..,15,0,15,0,15,..,23,0,29,0,29,..,63,3,66,0,66,..,72,5,75,4,81,..,14,0,14,0,14,..,27,3,31,0,31,..,0,0,0,0,0,..,24,6,34,0,34,..,148,24,174,0,178,..,1432,148,1584,11,1597,..,41,0,46,458,505,13170,1476,147,1628,473,15268
POA6024,..,41,0,43,0,43,..,0,0,0,0,0,..,24,0,19,0,19,..,21,0,21,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,46,7,47,0,47,..,88,6,100,0,100,..,133,18,146,4,154,..,34,6,42,0,42,..,10,3,12,0,12,..,24,5,29,0,29,..,3,0,3,0,3,..,23,3,31,0,31,..,31,3,38,0,38,..,25,3,26,0,22,..,13,0,13,0,13,..,17,3,23,0,23,..,17,0,17,0,17,..,14,0,14,0,14,..,30,0,29,0,29,..,17,0,17,0,17,..,76,0,76,0,76,..,71,10,78,0,82,..,3,0,3,0,3,..,29,6,39,0,39,..,0,0,0,0,0,..,45,15,63,0,60,..,225,37,255,4,257,..,1363,201,1566,17,1583,..,16,0,20,476,492,11273,1380,200,1581,492,13347
POA6025,..,55,4,60,0,58,..,0,0,0,0,0,..,42,3,46,0,46,..,37,0,38,0,38,..,10,0,10,0,10,..,15,3,21,0,23,..,92,3,93,0,93,..,199,5,209,0,208,..,224,8,228,0,228,..,60,10,77,0,75,..,15,0,15,0,15,..,46,0,54,0,50,..,4,0,4,0,4,..,22,4,31,0,31,..,120,10,134,0,132,..,73,11,83,0,83,..,0,0,0,0,0,..,63,3,60,0,60,..,34,0,34,0,34,..,49,3,57,0,57,..,52,3,56,0,56,..,77,3,81,0,81,..,217,10,228,0,228,..,89,3,94,0,94,..,12,0,12,0,12,..,49,8,56,0,56,..,8,3,11,0,11,..,81,18,95,0,95,..,425,53,476,10,490,..,2785,254,3034,30,3064,..,59,4,64,1204,1261,25704,2840,255,3099,1227,30031
POA6026,..,45,0,51,0,51,..,13,0,10,0,10,..,34,0,29,0,36,..,9,0,9,0,9,..,10,0,9,0,9,..,0,0,0,0,0,..,104,0,106,0,106,..,166,7,173,0,169,..,171,17,186,0,184,..,62,7,64,0,64,..,12,5,19,0,19,..,51,0,57,0,57,..,3,0,3,0,3,..,62,6,69,0,69,..,61,0,67,0,65,..,11,3,19,0,19,..,7,0,7,0,7,..,12,0,12,0,12,..,17,0,17,0,17,..,32,0,28,0,28,..,24,0,24,0,24,..,17,0,17,0,17,..,93,0,99,0,99,..,55,3,63,0,63,..,18,0,18,0,18,..,44,7,51,0,49,..,5,0,5,0,5,..,40,11,52,0,52,..,227,36,262,6,265,..,1911,178,2086,9,2095,..,47,7,55,622,675,19571,1959,186,2140,631,22337
POA6027,..,69,6,77,0,77,..,34,3,43,0,43,..,74,9,82,0,82,..,53,7,61,0,61,..,34,0,31,0,31,..,23,3,20,0,20,..,87,6,92,0,93,..,305,26,332,0,335,..,224,24,246,0,251,..,70,14,90,0,90,..,42,12,55,0,55,..,50,4,51,0,56,..,7,0,7,0,7,..,138,16,156,0,156,..,195,26,219,0,225,..,57,8,65,0,65,..,8,0,8,0,8,..,49,9,58,0,58,..,39,0,39,3,47,..,85,9,91,3,95,..,75,0,75,0,75,..,58,4,64,0,64,..,258,9,269,6,278,..,160,17,170,0,170,..,34,0,37,0,37,..,100,21,114,0,114,..,17,0,19,0,16,..,79,20,101,0,107,..,788,101,884,17,900,..,4519,534,5054,46,5100,..,105,10,114,1799,1914,34662,4626,539,5164,1848,41677
POA6028,..,14,0,16,0,16,..,0,0,0,0,0,..,32,5,37,0,37,..,47,0,47,0,47,..,6,0,6,0,6,..,9,4,12,0,12,..,120,3,124,0,124,..,210,8,221,0,221,..,92,0,97,3,96,..,41,3,43,0,43,..,15,0,14,0,14,..,29,0,36,0,36,..,4,0,4,0,4,..,69,7,77,0,77,..,98,10,110,0,109,..,17,0,14,0,14,..,0,0,0,0,0,..,26,0,27,0,23,..,38,0,38,0,38,..,44,0,44,0,44,..,54,0,54,0,54,..,62,3,70,0,70,..,200,5,204,0,204,..,86,6,89,3,92,..,14,0,14,0,14,..,39,0,42,0,42,..,0,0,0,0,0,..,47,15,57,0,57,..,270,38,312,4,314,..,2482,198,2680,17,2694,..,48,3,47,654,698,19052,2528,195,2722,665,22440
POA6029,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,36,0,36,0,41,..,4,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,41,3,44,0,44,..,213,10,218,3,220,..,7,0,7,103,103,2464,216,10,222,103,2794
POA6030,..,40,3,43,0,43,..,39,3,39,0,38,..,113,11,122,0,127,..,164,18,183,0,190,..,17,0,17,0,17,..,27,7,32,0,32,..,83,9,92,4,98,..,442,42,486,9,489,..,157,10,165,4,166,..,54,6,60,0,60,..,27,21,45,0,45,..,18,3,25,0,25,..,11,0,11,0,11,..,59,11,71,0,71,..,128,17,149,0,149,..,77,15,93,0,93,..,10,3,14,0,14,..,30,3,37,0,37,..,112,7,118,0,118,..,75,3,75,0,75,..,159,0,164,3,163,..,83,0,81,0,85,..,425,14,441,3,443,..,199,25,226,0,221,..,29,3,29,0,29,..,103,7,110,3,117,..,3,0,3,0,3,..,109,48,157,0,157,..,1049,205,1250,30,1283,..,4890,587,5474,60,5535,..,117,6,124,2274,2402,31454,5001,593,5596,2337,39386
POA6031,..,6,0,6,0,12,..,6,0,8,0,8,..,107,17,124,0,122,..,136,17,152,0,152,..,36,0,36,0,36,..,21,3,33,0,33,..,139,14,156,4,160,..,448,54,501,6,504,..,56,0,56,0,56,..,27,3,27,0,27,..,9,0,9,0,9,..,5,0,4,0,4,..,3,0,3,0,3,..,22,6,29,0,29,..,40,4,39,0,39,..,23,3,22,0,22,..,0,0,0,0,0,..,29,4,35,0,35,..,124,3,123,0,124,..,28,0,34,0,34,..,184,7,194,3,194,..,51,0,53,0,54,..,390,16,403,3,405,..,59,3,61,0,61,..,37,3,44,0,44,..,14,9,29,0,29,..,0,0,0,0,0,..,69,29,102,0,102,..,706,115,815,11,834,..,2490,303,2789,31,2821,..,32,3,34,758,793,13007,2517,309,2827,793,16624
POA6032,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,13,0,15,0,15,..,0,0,0,16,19,156,15,0,20,16,195
POA6033,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,5,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,21,36,0,36,..,0,0,0,0,0,..,42,27,70,0,70,..,3,0,3,46,49,326,47,27,67,46,442
POA6034,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,15,0,15,0,15,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,31,3,33,0,33,..,114,6,125,3,125,..,3,0,5,135,136,1414,119,4,125,135,1680
POA6035,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,25,0,25,..,27,3,23,0,23,..,17,0,17,0,17,..,3,3,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,20,0,20,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,11,0,11,0,11,..,3,0,3,0,3,..,28,0,28,0,28,..,27,3,30,0,30,..,4,0,4,0,4,..,12,0,11,0,11,..,0,0,0,0,0,..,8,3,5,0,5,..,97,14,114,0,120,..,546,52,598,12,606,..,35,0,35,726,760,7498,588,52,634,733,8868
POA6036,..,8,0,8,0,8,..,17,0,17,0,17,..,29,3,32,0,32,..,43,9,45,0,45,..,5,0,5,0,5,..,13,0,16,0,16,..,46,3,52,0,52,..,153,9,162,0,162,..,42,0,46,0,46,..,30,3,33,0,33,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,23,5,30,0,30,..,22,3,26,0,26,..,15,3,20,0,20,..,8,0,8,0,8,..,8,0,8,0,11,..,62,4,62,9,70,..,22,4,23,0,23,..,77,3,81,3,78,..,18,0,18,0,18,..,174,10,182,7,195,..,70,8,78,0,82,..,12,0,12,0,12,..,40,3,42,0,42,..,0,0,3,0,3,..,14,3,18,0,21,..,441,58,498,20,515,..,1763,168,1928,33,1965,..,43,3,44,1291,1341,12497,1801,173,1979,1327,15796
POA6037,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,4,0,5,0,5,..,3,0,3,0,3,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,29,0,34,..,120,13,127,0,132,..,9,0,9,270,276,2588,127,13,134,268,2990
POA6038,..,0,0,0,0,0,..,0,0,0,0,0,..,35,3,39,0,39,..,20,5,23,0,23,..,6,0,6,0,6,..,7,0,7,0,7,..,18,4,25,0,25,..,80,14,93,0,93,..,10,0,10,3,17,..,11,0,11,0,11,..,3,10,9,0,12,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,22,3,22,0,22,..,4,3,6,0,6,..,14,0,14,0,10,..,4,0,4,0,4,..,37,3,38,0,38,..,8,0,8,0,8,..,28,4,33,0,33,..,10,0,12,0,12,..,86,4,88,0,88,..,38,0,37,0,44,..,6,0,6,0,6,..,9,3,17,0,17,..,11,0,11,0,11,..,3,0,3,0,3,..,161,19,181,3,177,..,754,74,832,16,844,..,24,0,22,493,522,4906,779,75,854,507,6269
POA6041,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,7,0,7,..,65,10,79,0,79,..,3,0,3,124,131,1307,67,10,82,124,1514
