region_id,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA6330,3,86,89,9,25,68,280,0,159,15,28,5,4,211,29,225,96,58,33,7,448,91,111,147,30,47,3,429,119,24,154,13,12,0,322,450,17,222,7,28,3,727,597,5,212,5,17,5,841,253,0,53,4,4,4,318,16,0,5,0,4,0,25,5,0,5,0,0,0,10,6,0,4,0,3,3,16,17,39,55,10,11,7,139,1586,666,1057,164,189,104,3766
POA6333,3,11,20,0,6,23,63,3,18,8,3,0,0,32,8,24,18,9,9,0,68,17,18,34,7,8,0,84,35,0,30,3,8,0,76,88,0,34,0,5,0,127,67,3,24,0,3,0,97,14,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,7,7,0,0,0,14,235,81,184,22,42,23,587
POA6335,0,3,4,0,11,6,24,0,0,0,0,3,0,3,0,9,9,3,4,0,25,6,5,5,0,0,0,16,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,9,20,23,3,21,6,82
POA6336,0,0,0,0,12,4,16,0,0,3,0,0,0,3,0,3,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,12,4,29
POA6337,0,0,0,0,11,5,16,0,6,0,0,3,0,9,0,4,12,0,4,0,20,0,3,5,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,11,0,16,20,0,26,5,67
POA6338,0,3,9,0,12,17,41,0,0,0,3,0,3,6,0,3,8,0,3,0,14,8,0,0,0,0,0,8,4,0,3,0,3,0,10,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,16,6,24,3,24,20,93
POA6341,0,3,0,0,10,4,17,0,3,3,0,0,0,6,0,3,5,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,11,0,13,4,37
POA6343,0,0,4,0,3,0,7,0,0,0,0,3,0,3,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,6,0,18
POA6346,0,0,8,0,11,4,23,0,0,0,0,3,0,3,0,3,6,0,0,0,9,5,3,9,0,3,0,20,3,3,4,0,0,0,10,6,0,3,0,3,0,12,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,9,17,13,33,0,28,4,95
POA6348,0,3,3,0,9,11,26,0,0,0,0,0,0,0,0,5,8,0,12,0,25,6,3,3,0,0,0,12,0,0,3,0,5,0,8,32,0,0,0,51,0,83,19,0,6,0,0,0,25,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0,0,4,0,9,87,11,23,0,81,11,213
POA6350,0,3,4,0,3,0,10,0,3,0,0,5,0,8,0,0,6,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,12,10,0,8,0,33
POA6352,0,4,5,3,3,7,22,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,11,3,7,7,32
POA6353,0,0,7,0,15,3,25,0,0,5,0,3,0,8,0,19,8,0,11,0,38,0,0,6,0,4,0,10,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,19,37,0,38,3,97
POA6355,0,0,15,0,19,19,53,0,0,0,0,0,0,0,0,4,10,0,3,3,20,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,21,0,7,33,0,38,22,100
POA6358,0,0,3,0,3,3,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,0,6,3,18
POA6359,0,0,0,3,6,6,15,0,3,0,0,0,0,3,0,4,5,5,3,0,17,0,0,5,0,0,0,5,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,8,9,6,50
POA6365,0,3,6,0,9,4,22,0,6,4,0,0,0,10,3,6,3,0,0,3,15,3,6,0,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,21,20,0,12,7,66
POA6367,0,0,0,0,5,0,5,3,3,0,0,0,0,6,0,3,5,4,9,0,21,0,3,4,0,3,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,15,9,4,20,0,51
POA6368,0,0,5,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,12
POA6369,0,0,10,0,7,5,22,0,4,0,0,0,0,4,0,7,10,3,3,0,23,0,6,7,0,5,0,18,3,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,17,33,3,21,5,82
POA6370,0,4,3,0,9,3,19,0,0,3,0,0,0,3,0,4,3,4,0,0,11,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,10,0,11,19,4,12,3,49
POA6373,0,0,11,0,4,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,4,19
POA6375,0,3,7,0,10,0,20,0,4,3,12,0,0,19,0,12,15,5,0,0,32,0,0,18,0,4,0,22,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,19,52,17,20,0,108
POA6383,0,6,7,9,11,8,41,0,6,3,0,3,0,12,3,8,4,0,3,0,18,5,3,10,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,8,26,28,9,20,8,99
POA6386,0,0,10,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,16
POA6390,0,0,11,3,25,3,42,0,3,3,0,0,3,9,0,5,3,0,5,0,13,3,4,3,0,5,0,15,0,0,7,0,0,0,7,3,0,4,0,0,0,7,11,3,8,0,3,0,25,13,0,21,0,5,0,39,10,0,3,0,3,0,16,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,7,0,13,40,18,70,3,53,6,190
POA6391,0,3,17,0,9,16,45,0,3,0,0,0,0,3,0,5,6,0,7,0,18,3,0,7,0,3,0,13,0,3,6,3,0,0,12,4,3,3,0,3,0,13,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,17,42,3,25,16,110
POA6392,0,3,6,3,5,4,21,3,0,0,0,0,0,3,0,3,5,0,4,0,12,3,3,15,0,3,0,24,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,9,26,3,18,4,66
POA6393,0,0,7,0,5,8,20,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,15,0,8,8,31
POA6394,0,0,5,0,5,7,17,0,0,3,0,3,0,6,3,0,8,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,11,7,37
POA6395,0,4,11,3,11,11,40,0,11,0,3,0,3,17,7,11,16,0,12,0,46,10,3,20,0,5,0,38,4,0,9,0,4,0,17,3,0,3,0,3,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,8,3,18,24,32,66,6,46,17,191
POA6396,0,0,4,0,10,11,25,0,0,0,0,0,0,0,7,0,4,0,3,0,14,0,0,6,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,0,14,0,21,11,53
POA6397,0,0,6,0,4,8,18,3,0,0,0,0,0,3,9,0,4,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,4,8,37
POA6398,0,0,3,0,6,0,9,0,0,0,0,0,0,0,7,3,3,0,3,0,16,18,0,9,0,0,0,27,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,18,0,9,0,61
POA6401,0,24,17,3,8,14,66,0,57,4,0,5,0,66,11,69,23,5,23,4,135,26,42,40,0,24,0,132,41,11,33,0,8,0,93,66,4,43,0,4,0,117,47,4,20,0,7,0,78,25,0,10,0,0,0,35,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,13,3,4,4,0,27,224,224,196,12,83,18,757
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,10,0,0,0,16
POA6405,0,0,4,0,0,0,4,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,4,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,17
POA6407,0,3,4,0,17,6,30,0,9,0,4,0,0,13,0,6,13,0,0,0,19,0,8,10,0,5,0,23,5,0,3,0,3,0,11,6,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,10,11,32,33,4,32,6,118
POA6409,0,0,4,0,8,6,18,0,3,3,0,0,0,6,0,3,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,13,6,8,6,39
POA6410,0,9,9,11,7,8,44,0,4,6,0,0,0,10,3,13,16,0,5,0,37,3,3,11,0,0,0,17,0,0,3,0,3,0,6,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,32,45,11,21,8,123
POA6413,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,9,0,0,0,12
POA6415,0,11,11,3,29,8,62,3,21,6,5,3,0,38,3,39,13,6,28,0,89,5,20,26,0,9,0,60,6,3,21,0,0,0,30,5,0,15,0,3,0,23,5,0,8,0,0,0,13,3,0,7,0,0,0,10,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,3,0,18,34,102,113,14,78,8,349
POA6418,0,4,8,9,10,3,34,0,3,0,3,3,0,9,0,6,3,0,4,0,13,0,4,11,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,3,9,0,17,28,12,23,6,86
POA6421,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,15
POA6423,0,0,4,0,3,3,10,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,8,3,24
POA6425,0,0,4,0,3,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,16
POA6426,0,4,5,0,19,13,41,0,3,0,0,3,3,9,3,8,13,3,4,0,31,3,4,21,0,3,0,31,3,0,5,0,3,0,11,0,0,6,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,19,50,3,44,16,141
POA6429,0,5,3,11,13,14,46,0,3,0,13,0,0,16,3,5,3,0,13,0,24,8,5,3,5,3,0,24,4,0,9,0,0,0,13,7,0,5,0,0,0,12,0,0,7,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,5,0,0,0,9,25,22,35,29,32,14,157
POA6430,3,45,42,19,56,36,201,3,78,0,11,23,3,118,13,133,32,19,123,7,327,30,132,30,0,175,4,371,35,28,40,0,38,0,141,142,34,68,4,26,0,274,395,24,123,0,17,0,559,403,8,90,0,9,5,515,149,3,30,0,7,0,189,74,0,3,0,6,0,83,21,0,6,0,4,5,36,34,20,19,0,16,4,93,1302,505,483,53,500,64,2907
POA6431,0,41,3,42,20,0,106,0,0,0,3,0,0,3,0,0,0,7,0,0,7,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,41,3,64,20,0,128
POA6432,0,9,11,3,11,6,40,0,39,3,0,0,0,42,4,39,6,0,17,3,69,11,20,17,0,15,0,63,39,9,22,0,17,0,87,103,5,43,0,11,0,162,124,0,57,0,8,0,189,101,0,18,0,4,3,126,18,0,6,0,4,0,28,4,0,0,0,0,0,4,0,0,0,0,0,0,0,12,9,7,3,7,0,38,416,130,190,6,94,12,848
POA6434,0,6,0,4,0,0,10,0,3,0,0,0,0,3,0,7,0,4,0,0,11,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,19,0,8,3,0,30
POA6436,0,3,0,0,3,4,10,0,0,0,5,0,0,5,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,8,4,26
POA6437,0,0,0,0,107,34,141,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,3,0,122,34,159
POA6438,0,0,0,6,25,12,43,0,6,3,3,0,0,12,0,14,4,0,8,0,26,3,5,3,0,0,0,11,0,6,0,0,3,0,9,0,3,7,0,0,0,10,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,0,5,0,12,3,37,24,9,48,12,133
POA6440,0,15,0,31,22,4,72,0,0,0,12,0,3,15,0,0,5,18,0,0,23,3,3,3,0,0,0,9,0,0,6,0,0,0,6,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,21,20,61,25,7,137
POA6442,3,4,5,0,8,5,25,0,6,0,0,4,0,10,14,8,7,0,10,0,39,67,0,11,0,5,0,83,40,0,23,0,6,0,69,61,0,17,0,3,0,81,29,0,4,0,0,4,37,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,3,0,3,0,10,221,18,73,0,39,9,360
POA6443,0,3,3,5,23,15,49,3,0,9,0,0,0,12,0,8,12,0,17,0,37,0,0,17,0,3,3,23,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,9,3,15,41,9,48,18,134
POA6445,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
POA6447,0,0,4,0,13,9,26,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,3,16,0,19,9,47
POA6448,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,15,0,10,5,30
POA6450,0,18,54,8,59,49,188,0,53,6,12,16,3,90,15,88,50,23,41,4,221,55,45,79,3,35,3,220,71,16,72,0,7,0,166,100,6,75,0,9,3,193,126,3,83,0,4,0,216,78,0,20,0,4,3,105,15,0,7,0,0,0,22,0,0,3,0,0,0,3,0,0,9,0,0,0,9,11,11,17,0,21,4,64,471,240,475,46,196,69,1497
POA6460,0,7,8,0,11,4,30,0,3,3,0,0,0,6,3,10,3,3,5,3,27,3,5,11,0,4,0,23,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,8,6,25,34,3,28,7,103
POA6461,0,3,3,3,5,0,14,0,0,0,3,0,0,3,0,5,8,0,0,0,13,3,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,11,18,9,5,0,46
POA6462,0,0,9,3,3,4,19,0,0,3,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,15,3,9,4,31
