POA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
POA6111,779,27,0,0,27,4,809,62,168,5,0,177,0,233,0,23,12,0,33,0,33,0,0,0,3,3,0,3,57,191,18,3,211,0,273,3,0,0,0,0,3,13,843,213,18,3,237,12,1089,772,17,0,0,17,3,795,56,126,10,0,131,0,186,0,15,15,0,22,0,22,0,3,0,0,4,0,4,56,142,19,0,161,0,215,7,0,0,0,0,3,12,828,155,19,0,176,8,1016,464,12,0,0,12,0,476,16,59,0,0,61,0,72,0,5,11,0,20,0,22,0,0,0,0,0,0,0,14,60,15,0,78,0,90,3,0,0,0,0,0,3,484,75,15,0,86,0,573,264,9,0,0,9,0,275,16,29,0,0,32,0,42,0,4,9,0,13,0,13,0,0,0,0,0,0,0,16,31,11,0,39,0,57,0,0,0,0,0,3,7,284,41,11,0,53,3,335,397,6,0,0
POA6112,2425,103,0,0,103,0,2529,176,1239,33,6,1280,0,1458,3,86,36,0,122,0,128,0,6,0,5,10,0,12,181,1331,76,6,1414,0,1597,3,4,0,0,4,0,9,2608,1438,76,6,1522,0,4134,1928,48,0,0,50,3,1981,81,894,25,3,924,0,1004,5,59,34,0,94,0,96,0,3,0,0,0,0,7,82,954,65,5,1019,0,1104,5,0,0,0,0,0,10,2020,1002,65,9,1070,3,3094,1001,24,0,0,24,0,1030,49,343,12,3,350,0,404,0,23,18,0,36,0,39,0,0,0,0,0,0,0,52,366,25,4,392,0,443,0,0,0,0,0,0,3,1050,392,25,4,418,0,1475,529,6,0,0,6,0,538,31,197,5,0,205,0,233,0,16,11,0,26,0,31,0,3,0,0,3,0,3,31,214,17,0,234,0,265,0,0,0,0,0,0,0,562,222,17,0,239,0,803,700,16,0,0
POA6121,95,3,0,0,3,0,103,5,4,0,0,4,0,10,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,5,0,0,5,0,12,0,0,0,0,0,0,0,102,11,0,0,8,0,113,141,11,0,0,11,0,151,0,8,0,0,8,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,11,0,0,7,0,9,0,0,0,0,0,0,0,145,17,0,0,17,0,166,99,0,0,0,0,0,99,4,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,5,0,12,0,0,0,0,0,0,0,101,7,0,0,10,0,115,70,0,0,0,0,0,70,3,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,6,0,0,0,0,0,0,0,68,4,0,0,4,0,73,92,3,0,0
POA6122,1057,21,0,0,21,0,1075,35,230,0,0,233,0,262,0,14,3,0,16,0,16,0,3,0,0,3,0,3,35,253,3,0,251,0,284,3,3,0,0,3,3,9,1092,274,3,0,278,3,1373,863,22,0,0,22,3,882,31,161,0,0,161,0,193,0,14,4,0,15,0,15,0,5,0,0,5,0,5,31,177,4,0,177,0,209,3,0,0,0,0,0,3,895,197,4,0,198,3,1099,417,9,0,0,9,0,426,11,72,0,0,72,0,83,0,0,0,0,6,0,6,0,3,0,0,3,0,3,11,75,0,0,78,0,94,0,0,0,0,0,3,3,429,84,0,0,89,4,518,262,4,0,0,4,0,263,11,39,0,0,39,0,42,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,36,0,0,36,0,44,0,0,0,0,0,0,0,268,42,0,0,42,0,315,316,4,0,0
POA6123,84,0,0,0,0,0,85,0,12,0,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,19,0,0,0,0,0,0,0,87,12,0,0,12,0,97,74,0,0,0,0,0,74,5,8,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,8,0,10,0,0,0,0,0,0,0,76,8,0,0,8,0,79,38,0,0,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,40,0,0,0,0,0,43,26,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,25,37,0,0,0
POA6124,62,0,0,0,0,0,62,3,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,11,0,0,0,0,0,0,0,64,4,0,0,4,0,72,55,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,59,21,0,0,0,0,0,21,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,27,0,0,0,0,0,27,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,16,0,0,0
POA6125,105,0,0,0,0,0,105,4,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,6,0,0,0,0,0,3,3,109,3,0,0,3,3,109,127,0,0,0,0,0,130,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,5,5,134,3,0,0,3,5,142,105,3,0,0,3,0,103,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,104,4,0,0,4,0,106,60,3,0,0,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,0,3,0,67,91,3,0,0
POA6126,4,0,0,0,0,0,4,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,4,4,0,0,4,0,7,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,7,0,0,0
POA6147,306,17,0,0,17,0,325,31,307,14,0,329,0,364,0,53,28,0,81,0,87,0,0,0,0,3,0,3,38,366,46,3,415,0,449,0,0,0,0,0,0,0,344,380,46,3,432,0,777,299,17,0,0,17,0,314,29,247,14,0,261,0,292,0,32,41,3,73,0,75,0,3,0,0,3,0,3,30,285,55,3,335,0,373,0,3,0,0,3,3,5,331,300,55,3,355,3,692,129,7,0,0,7,0,128,14,119,12,0,131,0,147,0,25,36,0,57,0,57,0,0,0,0,0,0,0,16,145,47,0,189,0,205,0,0,0,0,0,0,0,144,146,47,0,196,0,341,82,0,0,0,0,0,88,10,65,3,0,72,0,78,0,8,31,0,40,0,40,0,0,0,0,0,0,0,10,77,37,0,109,0,117,0,0,0,0,0,0,0,89,78,37,0,107,0,199,117,4,0,0
POA6148,358,25,0,0,26,0,388,35,239,8,0,247,0,285,3,29,7,0,42,0,41,0,0,0,0,0,0,0,35,270,16,0,284,0,322,0,0,0,0,0,0,0,399,293,16,4,316,0,712,423,24,0,0,24,0,445,31,327,11,3,343,0,377,4,31,13,0,40,0,39,0,0,0,0,0,0,0,39,357,20,3,381,0,417,3,0,0,0,0,0,3,460,386,20,3,405,0,867,271,11,0,0,11,0,282,22,244,8,0,250,0,276,0,20,12,0,29,0,29,0,0,0,0,0,0,0,27,268,18,0,286,0,310,3,0,0,0,0,0,3,302,274,18,0,294,0,590,188,0,0,0,6,0,191,9,148,0,0,152,0,159,0,9,4,0,20,0,20,0,0,0,0,0,0,0,10,163,4,0,165,0,181,0,0,0,0,0,0,0,203,163,4,3,172,0,370,278,0,0,0
POA6149,437,23,0,0,23,0,459,44,168,3,0,171,0,212,0,15,4,0,18,0,18,3,0,0,0,3,0,3,49,182,8,0,192,0,237,0,0,0,0,0,0,0,483,200,8,0,212,0,692,641,13,0,0,13,0,660,55,208,3,0,216,0,270,0,13,9,0,22,0,22,0,0,0,0,0,0,0,55,219,14,0,233,0,291,0,0,0,0,0,0,0,699,236,14,0,250,0,949,332,18,0,0,18,0,352,19,119,4,0,129,0,148,0,5,4,0,6,0,6,0,0,0,0,0,0,0,19,127,9,0,138,0,155,0,0,0,0,0,0,0,358,142,9,0,159,0,512,250,3,0,0,3,0,258,10,68,0,0,73,0,80,0,5,5,0,9,0,8,0,0,0,0,0,0,0,14,73,5,0,81,0,92,0,0,0,0,0,0,4,267,80,5,0,88,0,355,351,12,0,0
POA6150,202,6,0,0,6,0,205,22,134,8,0,144,0,169,0,5,7,0,13,0,13,0,0,0,0,0,0,0,25,142,8,0,154,0,174,0,0,0,0,0,0,0,226,148,8,0,158,0,380,304,15,0,0,15,0,324,31,129,8,3,133,0,165,0,10,5,0,15,0,15,0,0,0,0,0,0,0,31,138,6,3,149,0,180,0,0,0,0,0,0,0,334,156,6,3,164,0,506,210,5,0,0,5,0,212,15,83,3,0,90,0,102,0,3,3,0,7,0,9,0,0,0,0,0,0,0,18,89,8,0,96,0,110,0,0,0,0,0,0,0,225,99,8,0,105,0,325,159,3,0,0,3,0,159,12,71,3,0,73,0,87,0,3,4,0,7,0,7,0,0,0,0,0,0,0,12,74,6,0,83,0,96,0,0,0,0,0,0,0,170,82,6,0,86,0,259,244,4,0,0
POA6151,354,14,0,0,12,0,369,44,158,4,0,163,0,210,0,16,0,0,15,0,19,0,4,0,0,4,0,4,47,177,5,0,177,0,230,0,0,0,0,0,0,0,400,183,3,0,191,0,595,456,11,0,0,11,0,463,36,120,3,0,122,0,155,0,13,3,0,14,0,14,0,0,0,0,0,0,0,36,128,8,0,138,0,172,0,0,0,0,0,0,0,489,141,8,0,144,0,636,290,14,0,0,14,0,301,16,51,0,0,47,0,65,0,8,4,0,13,0,13,0,0,0,0,0,0,0,16,53,7,0,59,0,72,3,0,0,0,0,0,3,303,67,7,0,75,0,379,195,4,0,0,4,3,204,9,22,4,0,22,0,37,0,3,0,0,3,0,3,0,0,0,0,4,0,4,9,26,0,0,30,0,40,0,0,0,0,0,0,0,209,26,0,0,35,3,245,245,11,0,0
POA6152,557,27,0,0,30,0,587,69,271,7,0,276,0,346,0,32,6,0,43,0,43,0,0,0,0,0,0,3,74,301,13,0,317,0,386,0,0,0,0,0,0,0,632,329,13,0,345,0,978,581,15,0,0,15,4,602,66,225,5,3,237,0,298,0,19,8,0,23,0,23,3,0,0,0,0,0,3,68,243,11,3,261,0,326,0,0,0,0,0,0,3,654,259,11,3,278,3,929,298,12,0,0,12,0,313,28,97,4,0,97,0,130,0,18,5,0,20,0,20,0,0,0,0,0,0,0,28,114,10,0,125,0,155,0,0,0,0,0,0,0,330,128,10,0,137,0,466,169,3,0,0,3,0,172,19,60,0,0,57,0,79,0,8,0,0,13,0,13,0,0,0,0,0,0,0,19,70,3,0,70,0,95,0,0,0,0,0,0,0,192,71,3,0,76,0,265,264,15,0,0
POA6153,501,41,0,0,41,0,545,66,230,3,0,238,0,304,0,19,4,0,23,0,24,0,0,0,0,0,0,0,68,251,5,0,257,0,327,0,0,0,0,0,0,0,571,289,5,0,295,0,870,581,30,0,0,30,0,612,60,229,5,0,232,0,295,3,14,8,0,22,0,24,0,0,0,0,0,0,0,63,246,9,0,250,0,317,0,0,0,0,0,0,0,643,270,9,0,280,0,929,351,20,0,0,20,0,371,26,114,3,0,118,0,143,0,6,6,0,16,0,13,0,0,0,0,0,0,0,28,120,12,0,126,0,158,0,0,0,0,0,0,0,379,133,12,0,150,0,529,195,7,0,0,7,0,204,19,78,3,0,81,0,97,0,3,4,0,6,0,5,0,0,0,0,0,0,0,19,78,5,0,84,0,103,0,0,0,0,0,0,0,222,84,5,0,88,0,307,362,10,0,0
POA6154,308,9,0,0,9,0,318,26,84,0,0,88,0,118,0,10,5,0,15,0,15,0,0,0,0,0,0,0,30,94,7,0,103,0,132,0,0,0,0,0,0,0,338,102,7,0,113,0,444,407,12,0,0,12,0,419,33,71,5,0,78,0,109,0,6,0,0,12,0,12,0,0,0,0,0,0,0,33,83,6,0,88,0,125,0,0,0,0,0,0,0,445,90,6,0,98,0,545,236,7,0,0,7,0,241,12,44,0,0,47,0,59,0,4,0,0,4,0,8,0,0,0,0,0,0,0,17,46,0,0,51,0,65,3,0,0,0,0,0,3,252,53,0,0,57,0,307,148,9,0,0,9,0,154,6,15,0,0,18,0,28,0,3,0,0,7,0,7,0,0,0,0,0,0,0,8,17,3,0,23,0,33,0,0,0,0,0,0,0,158,29,3,0,28,0,186,217,6,0,0
POA6155,950,62,0,0,62,3,1017,132,1071,34,7,1109,0,1243,3,110,84,0,200,0,203,0,4,0,0,4,0,6,136,1189,115,11,1307,0,1445,0,5,0,0,3,0,5,1086,1248,115,12,1374,3,2465,1401,66,0,0,66,4,1467,130,1246,46,0,1290,0,1417,5,109,63,0,179,0,178,0,7,0,0,5,0,4,137,1358,108,0,1470,0,1602,8,0,0,0,0,0,7,1544,1426,108,0,1536,4,3082,920,34,0,0,34,4,952,79,679,23,3,705,0,784,0,50,64,0,112,0,116,0,3,0,0,3,0,3,77,733,84,3,821,0,904,6,3,0,0,3,0,7,1002,766,84,3,858,4,1860,581,10,0,0,10,0,589,36,458,22,0,479,0,522,0,39,33,0,70,0,70,0,0,0,0,0,0,0,36,503,52,0,554,0,594,3,0,0,0,0,0,5,621,509,52,0,564,0,1183,870,12,0,0
POA6156,625,23,0,0,23,3,650,55,76,0,0,76,0,130,0,8,0,0,5,0,5,0,0,0,0,0,0,0,55,80,0,0,85,0,135,3,0,0,0,0,0,3,677,105,0,0,109,3,790,713,26,0,0,26,0,738,48,65,0,0,64,0,114,0,4,0,0,4,0,3,0,0,0,0,0,0,0,49,66,0,3,74,0,126,0,0,0,0,0,0,0,769,92,0,3,97,0,862,468,11,0,0,11,0,475,22,29,0,0,27,0,47,0,12,0,0,12,0,14,3,0,0,0,0,0,3,21,39,0,0,39,0,62,0,0,0,0,0,0,0,488,50,0,0,47,0,540,248,13,0,0,13,0,257,11,33,0,0,36,0,47,0,6,0,0,9,0,9,0,0,0,0,0,0,3,14,37,3,3,43,0,50,0,0,0,0,0,0,0,258,49,3,3,52,0,316,344,17,0,0
POA6157,529,22,3,0,24,0,551,41,50,0,0,50,0,89,0,4,0,0,4,0,4,0,0,0,0,0,0,0,40,55,0,0,55,0,96,3,0,0,0,0,0,3,575,74,3,0,76,0,651,476,13,0,0,11,0,489,32,43,0,0,43,0,74,0,8,0,0,8,0,8,0,0,0,0,0,0,0,30,48,0,0,48,0,78,0,0,0,0,0,0,0,509,59,0,0,56,0,566,286,10,0,0,9,0,296,11,15,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,14,0,24,0,0,0,0,0,0,0,291,25,0,0,28,0,317,175,4,0,0,4,0,178,8,19,0,0,19,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,0,22,0,23,0,0,0,0,0,0,0,176,23,0,0,23,0,201,216,0,0,0
POA6158,229,3,0,0,3,0,233,17,15,0,0,16,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,16,0,36,0,0,0,0,0,0,0,246,22,0,0,22,0,270,323,15,0,0,15,0,339,21,18,0,0,18,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,18,0,39,0,0,0,0,0,0,0,347,32,0,0,32,0,387,224,5,0,0,5,0,228,9,7,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,7,0,17,0,0,0,0,0,0,0,232,15,0,0,15,0,251,129,0,0,0,0,0,129,5,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,13,0,0,0,0,0,0,0,136,3,0,0,3,0,136,154,4,0,0
POA6159,89,0,0,0,0,0,90,4,11,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,11,0,18,0,0,0,0,0,0,0,98,12,0,0,12,0,110,67,3,0,0,3,0,71,9,8,0,0,8,0,13,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,8,0,0,5,0,15,0,0,0,0,0,0,0,73,7,0,0,12,0,88,39,0,0,0,0,0,45,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,8,0,0,0,0,0,0,0,39,4,0,0,8,0,49,31,0,0,0,0,0,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,31,0,0,0,0,0,34,57,0,0,0
POA6160,202,14,0,0,14,0,216,17,27,0,0,27,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,0,0,28,0,47,0,0,0,0,0,0,0,216,43,0,0,44,0,257,148,4,0,0,4,0,153,10,19,0,0,19,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,0,25,0,37,0,0,0,0,0,0,0,158,26,0,0,26,0,187,71,6,0,0,6,0,76,11,10,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,10,0,16,0,0,0,0,0,0,0,81,10,0,0,10,0,92,58,0,0,0,0,0,62,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,61,3,0,0,3,0,63,81,0,0,0
POA6161,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,352,21,0,0,21,0,373,41,39,0,0,39,0,75,0,5,0,0,5,0,5,0,0,0,0,0,0,3,41,43,0,0,43,0,86,0,0,0,0,0,0,0,391,64,0,0,64,0,459,362,14,0,0,14,0,375,32,41,0,0,37,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,39,0,0,44,0,78,0,0,0,0,0,0,0,396,57,0,0,55,0,453,188,9,0,0,9,0,200,16,28,0,0,28,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,0,0,31,0,49,0,0,0,0,0,0,0,205,40,0,0,43,0,246,105,3,0,0,3,0,109,14,18,0,0,20,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,15,0,0,22,0,31,0,0,0,0,0,0,0,120,17,0,0,21,0,145,142,10,0,0
POA6163,1370,90,0,3,87,3,1462,133,400,7,4,411,0,546,0,36,18,0,51,0,51,0,0,0,3,3,0,3,133,437,21,6,463,0,599,0,0,0,0,0,3,3,1502,523,21,7,552,3,2062,1284,67,0,3,75,0,1359,79,338,13,5,349,0,433,3,26,10,0,33,0,36,3,0,0,0,3,0,5,88,361,18,5,388,0,475,0,0,0,0,0,0,0,1373,428,18,11,464,3,1838,657,28,0,0,29,0,690,47,191,7,0,195,0,242,3,6,19,0,26,0,25,0,0,0,0,0,0,0,48,203,23,0,223,0,272,0,0,0,0,0,0,0,708,228,25,0,254,0,963,444,16,0,0,16,0,459,43,114,4,0,117,0,156,0,3,10,0,12,0,12,0,0,0,0,0,0,0,45,114,11,0,129,0,173,0,0,0,0,0,0,0,488,132,11,0,150,0,636,654,16,0,0
