POA_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
POA6111,5,0,0,3,4,0,0,0,5,3,0,3,6,0,0,8,105,15,0,0,123,11,0,11,132,5,0,143,18,3,0,0,23,0,0,0,27,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,122,19,0,0,147,16,0,16,162,11,0,173,26,0,0,0,30,0,0,0,30,0,0,31,21,5,0,0,33,0,0,0,34,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,11,0,0,63,0,0,0,63,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,11,0,0,63,0,0,0,60,5,0,67,5,0,0,0,9,0,0,0,9,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,58,13,0,0
POA6112,7,0,0,7,12,3,0,0,16,0,0,0,16,0,0,17,255,21,3,5,284,12,3,17,300,11,0,307,50,10,0,0,61,6,0,6,71,19,0,81,0,0,0,0,0,0,0,0,0,0,0,0,306,27,5,11,350,20,3,24,375,23,0,395,62,3,0,0,69,0,0,0,66,3,0,72,37,4,4,0,46,3,0,5,55,0,0,50,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,102,12,4,0,118,5,0,10,124,4,0,128,5,0,0,0,5,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,13,0,0,0,13,0,0,0,14,0,0,14,115,12,4,0,129,4,0,9,135,4,0,138,14,7,0,3,23,0,0,0,25,8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,132,13,4,3
POA6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,34,0,0,0,34,0,0,34,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,45,0,0,0,45,0,0,45,10,0,0,0,10,0,0,0,10,0,0,10,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,13,0,0,0,13,0,0,13,6,0,0,0,6,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0
POA6122,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,70,8,0,0,78,3,0,3,84,5,0,85,21,3,0,0,28,0,0,0,28,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,90,14,0,0,106,3,0,3,109,5,0,116,10,0,0,0,14,0,0,0,14,0,0,14,11,0,0,0,14,0,0,0,17,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,23,0,0,0,26,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,23,0,0,0,26,3,0,32,4,3,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
POA6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,13,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,13,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,6,0,0,6,7,0,0,0,7,0,0,0,6,0,0,11,69,20,3,3,101,7,3,12,110,4,0,117,13,8,0,3,28,0,0,3,30,11,0,35,0,0,0,3,3,0,0,0,3,0,0,3,84,28,3,5,131,8,4,9,141,14,0,157,13,0,0,0,14,0,0,0,15,5,0,14,7,8,0,0,19,0,0,0,19,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,24,10,0,0,34,0,0,0,34,3,0,37,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,5,0,0,0,5,0,0,5,26,12,0,0,37,0,0,0,35,3,0,46,12,0,0,0,16,0,0,0,17,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,35,10,0,0
POA6148,7,0,0,7,8,0,0,0,8,5,0,5,15,0,0,15,185,22,3,4,217,16,4,18,232,22,0,254,53,3,0,0,60,3,0,9,67,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,239,26,3,4,273,18,6,24,299,25,0,324,35,4,0,0,43,0,0,0,43,6,0,48,28,6,0,4,41,5,0,5,45,0,0,48,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,63,15,0,7,89,5,0,8,94,5,0,104,0,0,0,0,0,3,0,3,3,0,0,3,3,3,0,0,6,0,4,4,5,0,0,5,3,3,0,0,6,3,4,6,11,0,0,11,69,21,0,8,92,8,6,9,103,5,0,113,16,3,0,0,20,3,0,3,26,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,84,25,0,6
POA6149,4,0,0,4,3,0,0,0,3,3,0,3,6,0,0,7,186,34,0,3,225,15,3,19,240,12,0,253,33,8,3,0,39,9,0,9,51,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,224,44,6,3,268,20,3,27,290,15,0,309,46,5,0,0,48,0,3,3,56,3,0,63,47,17,6,0,65,3,0,3,71,8,0,75,3,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,95,20,6,0,119,5,3,8,129,10,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,97,20,6,0,122,5,3,8,133,10,0,145,21,3,0,0,24,3,0,3,27,12,0,37,0,0,0,0,0,0,0,0,0,0,0,0,116,23,6,0
POA6150,9,0,0,9,9,0,0,0,9,0,0,0,8,0,0,8,182,14,3,0,199,0,0,6,207,5,0,213,40,3,3,0,45,3,0,3,44,11,0,57,0,0,0,0,0,0,0,0,0,0,0,0,214,20,8,0,244,4,3,9,254,13,0,265,41,3,0,0,40,0,3,3,41,3,0,45,40,6,0,0,48,0,0,0,44,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,6,3,0,86,0,3,3,89,8,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,5,0,0,0,0,3,0,3,3,5,0,0,5,83,10,3,0,93,6,4,10,96,8,0,107,16,8,0,0,25,0,0,3,29,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,94,10,9,0
POA6151,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,4,125,22,0,0,148,10,0,9,154,9,0,160,19,9,0,0,29,0,0,0,29,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,144,25,0,0,174,10,0,9,179,12,0,195,29,3,0,0,35,0,0,3,42,3,0,47,18,7,0,0,28,0,0,0,27,3,0,31,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13,0,0,69,4,0,3,71,12,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,3,55,13,0,0,69,7,0,4,72,12,0,80,6,0,0,0,5,0,0,0,9,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,0
POA6152,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,4,169,25,4,7,207,10,0,10,214,9,0,224,29,7,0,0,42,0,3,6,46,6,0,53,0,0,0,0,0,0,0,0,0,0,0,0,201,36,4,7,241,10,3,15,253,14,0,270,30,4,0,0,35,3,0,4,37,9,0,45,33,8,0,0,48,0,0,0,48,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,15,0,3,83,3,0,4,83,11,0,92,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,73,15,0,3,89,3,0,4,89,11,0,96,17,8,0,0,25,0,6,7,28,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,89,15,0,3
POA6153,3,0,0,3,3,0,0,0,3,0,0,0,5,0,0,5,182,28,0,0,217,6,3,16,229,17,0,247,56,7,0,3,68,3,0,3,70,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,238,34,0,3,284,11,3,15,296,25,0,325,45,3,0,0,52,3,0,4,56,4,0,60,51,10,0,0,59,0,0,0,56,5,0,63,0,3,3,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,98,15,3,0,116,3,3,8,119,11,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,15,3,0,116,3,3,8,119,9,0,128,21,9,0,0,32,4,0,4,36,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,117,23,3,0
POA6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,10,4,0,94,3,4,4,106,9,0,113,23,0,0,0,21,0,0,0,27,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,100,14,5,0,121,5,4,10,125,6,0,138,19,5,0,0,19,0,0,0,19,0,0,23,31,3,0,0,33,0,0,0,33,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,0,0,57,0,0,0,57,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,0,0,7,0,4,0,0,5,0,0,0,5,0,0,5,49,7,0,0,62,0,0,0,62,9,0,63,11,0,0,0,11,0,0,0,11,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,56,7,0,0
POA6155,17,0,0,17,21,0,0,0,28,7,0,7,28,0,0,28,540,82,11,7,632,45,6,51,691,36,0,724,134,34,7,3,176,9,3,15,184,33,0,217,0,0,0,0,0,0,0,0,0,0,0,0,675,108,17,9,810,60,11,69,877,66,0,948,130,15,3,0,146,11,0,11,151,19,0,168,92,16,4,0,118,4,3,4,124,9,0,135,7,0,0,0,9,0,0,0,9,0,0,11,3,0,0,0,3,0,0,0,3,3,0,5,233,31,3,4,272,12,3,14,289,30,0,320,7,0,0,0,5,4,0,7,12,0,0,12,9,0,0,0,11,0,0,0,11,0,0,11,9,3,0,0,14,8,0,7,17,0,0,17,244,34,3,4,288,16,5,23,309,30,0,337,52,11,3,0,65,3,0,3,71,33,0,105,0,0,0,0,0,0,0,0,0,0,0,0,297,45,11,3
POA6156,0,0,0,0,5,0,0,0,5,0,0,0,4,0,0,4,140,14,4,3,158,5,3,10,167,3,0,165,17,0,0,0,24,3,0,3,21,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,158,17,5,3,180,6,3,7,189,8,0,199,25,3,0,0,25,0,0,0,23,3,0,32,26,5,0,0,35,0,0,0,35,0,0,31,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,4,4,0,0,0,4,0,0,4,49,3,3,3,59,0,0,0,62,6,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,53,3,3,3,63,0,0,0,63,6,0,69,3,0,3,0,11,0,0,0,11,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,60,7,6,3
POA6157,0,0,0,0,8,0,0,0,5,0,0,0,5,0,0,5,92,13,4,0,115,4,0,4,117,3,0,116,10,3,0,0,13,0,0,0,13,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,108,16,4,0,127,4,0,4,134,7,0,138,13,0,0,0,13,0,0,0,13,0,0,13,21,3,0,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,39,0,0,0,39,0,0,40,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,32,3,0,0,41,0,0,0,41,0,0,42,3,0,0,0,5,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0
POA6158,3,0,0,3,3,0,0,0,7,0,0,0,7,0,0,7,82,10,0,3,99,0,0,0,101,3,0,107,16,3,0,0,23,0,0,0,23,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,98,15,7,3,118,0,0,0,119,7,0,125,22,0,0,0,23,0,0,0,24,0,0,24,22,3,0,0,26,0,0,0,26,0,0,26,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,4,3,0,49,0,0,3,52,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,3,0,52,0,0,3,50,0,0,50,5,0,0,0,13,0,0,0,13,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,47,8,3,0
POA6159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,13,3,0,3,19,0,0,17,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,23,3,0,3,21,0,0,21,0,3,0,0,6,0,0,0,6,0,0,9,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
POA6160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,33,0,0,0,33,3,0,35,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,34,0,0,0,34,3,0,35,3,0,0,0,8,0,0,0,8,0,0,7,6,4,0,0,9,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,20,0,0,0,21,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,20,0,0,0,18,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,3,55,12,5,0,72,3,0,3,73,5,0,79,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,59,12,5,0,80,3,0,3,81,5,0,87,16,0,0,0,18,0,0,0,18,0,0,19,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,32,0,0,0,32,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,32,0,0,0,32,0,0,33,6,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,3
POA6163,7,0,0,7,3,3,3,0,7,0,0,0,7,0,0,13,260,38,6,3,311,11,0,11,313,10,0,326,38,4,0,0,47,3,0,3,51,14,0,71,0,0,0,0,0,0,0,0,0,0,0,0,301,47,7,7,359,13,0,13,367,31,0,399,58,9,0,0,67,3,0,3,65,12,0,78,72,15,0,0,92,3,0,3,98,3,0,98,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,133,25,3,3,164,5,0,5,166,11,0,180,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,3,0,5,136,26,3,3,165,9,0,9,172,15,0,193,28,0,3,0,32,3,0,3,32,9,0,46,0,0,0,0,0,0,0,0,0,0,0,0,162,33,8,3
