region_id,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
POA6159,0,63,8,71,0,97,8,105,0,36,9,45,0,50,10,60,3,203,26,232,3,176,14,193,4,149,22,175,6,189,27,222,3,136,9,148,15,57,11,83,10,18,0,28,44,1174,144,1362,0,65,8,73,0,93,7,100,0,43,4,47,0,75,9,84,0,198,24,222,3,175,14,192,6,150,11,167,7,208,18,233,5,126,13,144,7,53,4,64,19,18,0,37,47,1204,112,1363,0,128,16,144,0,190,15,205,0,79,13,92,0,125,19,144,3,401,50,454,6,351,28,385,10,299,33,342,13,397,45,455,8,262,22,292,22,110,15,147,29,36,0,65,91,2378,256,2725
POA6160,4,137,8,149,5,234,15,254,3,143,13,159,0,251,20,271,3,662,77,742,7,529,31,567,19,500,48,567,27,502,42,571,21,282,22,325,39,108,22,169,15,33,7,55,143,3381,305,3829,0,162,4,166,3,229,7,239,3,154,16,173,0,277,21,298,6,632,51,689,15,474,33,522,15,530,36,581,22,488,41,551,24,276,17,317,47,146,20,213,47,35,9,91,182,3403,255,3840,4,299,12,315,8,463,22,493,6,297,29,332,0,528,41,569,9,1294,128,1431,22,1003,64,1089,34,1030,84,1148,49,990,83,1122,45,558,39,642,86,254,42,382,62,68,16,146,325,6784,560,7669
POA6161,0,7,3,10,0,3,0,3,0,0,0,0,0,8,0,8,0,14,0,14,0,9,3,12,0,11,0,11,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6,65,0,0,0,0,0,4,0,4,0,5,0,5,0,10,0,10,0,13,3,16,0,3,0,3,0,11,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,52,0,7,3,10,0,7,0,7,0,5,0,5,0,18,0,18,0,27,3,30,0,12,3,15,0,22,0,22,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,108,9,117
POA6162,3,312,12,327,21,498,30,549,4,240,16,260,5,230,17,252,6,592,56,654,12,712,39,763,26,713,49,788,24,604,39,667,36,351,15,402,54,213,20,287,32,38,8,78,223,4503,301,5027,0,272,15,287,15,550,27,592,4,223,23,250,0,273,10,283,8,617,35,660,8,779,41,828,29,733,42,804,29,662,25,716,34,383,31,448,80,233,33,346,70,52,16,138,277,4777,298,5352,3,584,27,614,36,1048,57,1141,8,463,39,510,5,503,27,535,14,1209,91,1314,20,1491,80,1591,55,1446,91,1592,53,1266,64,1383,70,734,46,850,134,446,53,633,102,90,24,216,500,9280,599,10379
POA6163,7,1276,98,1381,82,2383,120,2585,35,1347,59,1441,22,1587,97,1706,49,2848,170,3067,62,3066,183,3311,79,2972,164,3215,149,2425,120,2694,168,1612,74,1854,236,835,49,1120,139,131,22,292,1028,20482,1156,22666,8,1159,88,1255,34,2427,130,2591,27,1323,64,1414,30,1559,61,1650,43,2811,125,2979,71,3121,148,3340,91,3214,100,3405,139,2675,96,2910,172,1746,72,1990,395,985,60,1440,349,230,40,619,1359,21250,984,23593,15,2435,186,2636,116,4810,250,5176,62,2670,123,2855,52,3146,158,3356,92,5659,295,6046,133,6187,331,6651,170,6186,264,6620,288,5100,216,5604,340,3358,146,3844,631,1820,109,2560,488,361,62,911,2387,41732,2140,46259
POA6164,27,2118,137,2282,112,3392,176,3680,33,1448,64,1545,20,1627,81,1728,33,4124,265,4422,51,3902,214,4167,47,2725,161,2933,74,1710,95,1879,82,739,31,852,51,272,21,344,29,41,6,76,559,22098,1251,23908,15,1943,140,2098,47,3207,174,3428,16,1434,81,1531,10,1595,74,1679,20,4235,208,4463,47,3962,185,4194,58,2781,123,2962,80,1730,75,1885,67,743,35,845,100,290,26,416,74,53,9,136,534,21973,1130,23637,42,4061,277,4380,159,6599,350,7108,49,2882,145,3076,30,3222,155,3407,53,8359,473,8885,98,7864,399,8361,105,5506,284,5895,154,3440,170,3764,149,1482,66,1697,151,562,47,760,103,94,15,212,1093,44071,2381,47545
POA6165,0,0,0,0,0,3,0,3,0,3,5,8,0,3,0,3,0,3,0,3,0,7,3,10,0,10,0,10,0,8,0,8,0,4,0,4,0,5,0,5,0,0,0,0,0,46,8,54,0,0,0,0,0,12,0,12,0,7,0,7,0,3,0,3,0,3,5,8,0,9,0,9,5,6,0,11,0,10,0,10,0,8,0,8,0,0,0,0,0,0,0,0,5,58,5,68,0,0,0,0,0,15,0,15,0,10,5,15,0,6,0,6,0,6,5,11,0,16,3,19,5,16,0,21,0,18,0,18,0,12,0,12,0,5,0,5,0,0,0,0,5,104,13,122
POA6166,0,207,15,222,14,456,21,491,3,307,11,321,0,240,19,259,10,376,17,403,15,531,25,571,7,634,39,680,27,484,23,534,32,326,23,381,23,152,10,185,11,24,5,40,142,3737,208,4087,0,209,6,215,7,505,16,528,4,310,14,328,3,212,10,225,6,353,12,371,3,588,26,617,9,651,15,675,19,517,19,555,19,334,19,372,44,133,12,189,20,14,4,38,134,3826,153,4113,0,416,21,437,21,961,37,1019,7,617,25,649,3,452,29,484,16,729,29,774,18,1119,51,1188,16,1285,54,1355,46,1001,42,1089,51,660,42,753,67,285,22,374,31,38,9,78,276,7563,361,8200
POA6167,6,903,99,1008,56,1378,138,1572,22,649,86,757,6,632,154,792,27,1665,391,2083,26,1451,278,1755,63,1163,189,1415,87,836,126,1049,81,557,60,698,64,264,39,367,20,47,13,80,458,9545,1573,11576,6,878,92,976,23,1296,120,1439,14,605,54,673,11,744,61,816,14,1805,131,1950,42,1419,113,1574,44,1085,73,1202,77,915,64,1056,67,560,41,668,88,286,35,409,84,60,20,164,470,9653,804,10927,12,1781,191,1984,79,2674,258,3011,36,1254,140,1430,17,1376,215,1608,41,3470,522,4033,68,2870,391,3329,107,2248,262,2617,164,1751,190,2105,148,1117,101,1366,152,550,74,776,104,107,33,244,928,19198,2377,22503
POA6168,9,683,64,756,43,1110,92,1245,25,682,54,761,10,832,109,951,14,1353,116,1483,36,1301,122,1459,70,1411,137,1618,112,1235,88,1435,114,931,48,1093,135,550,42,727,84,122,14,220,652,10210,886,11748,5,633,53,691,18,1040,69,1127,14,652,37,703,11,711,47,769,32,1280,78,1390,33,1242,85,1360,59,1449,63,1571,88,1375,77,1540,111,1100,46,1257,201,681,67,949,191,147,26,364,763,10310,648,11721,14,1316,117,1447,61,2150,161,2372,39,1334,91,1464,21,1543,156,1720,46,2633,194,2873,69,2543,207,2819,129,2860,200,3189,200,2610,165,2975,225,2031,94,2350,336,1231,109,1676,275,269,40,584,1415,20520,1534,23469
POA6169,17,1135,76,1228,80,2126,126,2332,44,1287,81,1412,24,1097,94,1215,32,1846,157,2035,41,2041,171,2253,67,2209,181,2457,115,1608,104,1827,108,1121,70,1299,99,569,52,720,79,104,15,198,706,15143,1127,16976,14,1086,82,1182,49,2103,138,2290,16,1163,77,1256,9,1115,60,1184,32,1915,110,2057,57,2231,153,2441,92,2346,115,2553,107,1745,70,1922,90,1211,58,1359,184,606,48,838,155,97,18,270,805,15618,929,17352,31,2221,158,2410,129,4229,264,4622,60,2450,158,2668,33,2212,154,2399,64,3761,267,4092,98,4272,324,4694,159,4555,296,5010,222,3353,174,3749,198,2332,128,2658,283,1175,100,1558,234,201,33,468,1511,30761,2056,34328
POA6170,6,248,31,285,16,446,67,529,6,239,22,267,3,238,23,264,4,491,55,550,5,457,41,503,9,389,17,415,20,213,12,245,9,132,10,151,6,22,0,28,0,3,0,3,84,2878,278,3240,3,293,31,327,11,475,57,543,3,236,23,262,5,245,17,267,3,534,33,570,14,501,50,565,10,382,14,406,16,233,9,258,13,100,8,121,3,19,9,31,8,0,3,11,89,3018,254,3361,9,541,62,612,27,921,124,1072,9,475,45,529,8,483,40,531,7,1025,88,1120,19,958,91,1068,19,771,31,821,36,446,21,503,22,232,18,272,9,41,9,59,8,3,3,14,173,5896,532,6601
POA6171,9,787,35,831,46,1220,41,1307,8,471,24,503,3,553,30,586,7,1296,72,1375,12,1220,85,1317,9,899,43,951,22,508,25,555,11,292,11,314,6,81,5,92,5,7,3,15,138,7334,374,7846,8,859,46,913,23,1275,52,1350,3,491,15,509,3,555,22,580,10,1381,50,1441,10,1333,51,1394,12,813,30,855,20,557,23,600,14,267,16,297,13,65,6,84,9,5,0,14,125,7601,311,8037,17,1646,81,1744,69,2495,93,2657,11,962,39,1012,6,1108,52,1166,17,2677,122,2816,22,2553,136,2711,21,1712,73,1806,42,1065,48,1155,25,559,27,611,19,146,11,176,14,12,3,29,263,14935,685,15883
POA6172,6,590,70,666,44,1162,94,1300,11,585,56,652,9,435,43,487,9,743,73,825,12,1029,100,1141,17,836,74,927,27,411,37,475,26,261,21,308,28,108,18,154,10,18,15,43,199,6178,601,6978,7,530,49,586,24,1167,79,1270,8,587,34,629,6,436,39,481,6,855,53,914,18,1141,78,1237,31,885,70,986,24,429,21,474,16,246,19,281,43,126,28,197,26,18,27,71,209,6420,497,7126,13,1120,119,1252,68,2329,173,2570,19,1172,90,1281,15,871,82,968,15,1598,126,1739,30,2170,178,2378,48,1721,144,1913,51,840,58,949,42,507,40,589,71,234,46,351,36,36,42,114,408,12598,1098,14104
POA6173,6,490,21,517,26,1024,41,1091,5,476,13,494,4,300,14,318,5,623,50,678,8,961,48,1017,8,666,35,709,14,245,22,281,13,111,4,128,7,34,0,41,3,4,0,7,99,4934,248,5281,3,469,12,484,13,991,24,1028,3,411,16,430,3,239,9,251,3,719,20,742,5,1100,22,1127,7,625,20,652,5,235,20,260,8,123,4,135,6,27,0,33,3,3,0,6,59,4942,147,5148,9,959,33,1001,39,2015,65,2119,8,887,29,924,7,539,23,569,8,1342,70,1420,13,2061,70,2144,15,1291,55,1361,19,480,42,541,21,234,8,263,13,61,0,74,6,7,0,13,158,9876,395,10429
POA6174,0,76,11,87,7,153,17,177,0,87,7,94,0,60,10,70,0,124,9,133,0,163,19,182,3,134,9,146,7,90,7,104,7,54,8,69,3,25,3,31,3,3,0,6,30,969,100,1099,0,75,8,83,0,163,12,175,0,69,10,79,0,58,6,64,4,120,6,130,3,167,18,188,4,158,7,169,3,78,9,90,4,55,7,66,10,21,0,31,0,0,0,0,28,964,83,1075,0,151,19,170,7,316,29,352,0,156,17,173,0,118,16,134,4,244,15,263,3,330,37,370,7,292,16,315,10,168,16,194,11,109,15,135,13,46,3,62,3,3,0,6,58,1933,183,2174
POA6175,0,135,11,146,11,300,15,326,3,123,6,132,0,54,4,58,3,156,16,175,6,241,13,260,3,206,13,222,4,117,12,133,3,65,0,68,3,28,3,34,3,0,0,3,39,1425,93,1557,0,111,4,115,3,226,10,239,0,121,0,121,3,55,3,61,3,189,11,203,5,268,10,283,3,184,6,193,8,113,6,127,5,74,0,79,0,26,0,26,3,3,0,6,33,1370,50,1453,0,246,15,261,14,526,25,565,3,244,6,253,3,109,7,119,6,345,27,378,11,509,23,543,6,390,19,415,12,230,18,260,8,139,0,147,3,54,3,60,6,3,0,9,72,2795,143,3010
POA6176,0,21,0,21,3,60,0,63,0,30,0,30,0,19,3,22,0,21,0,21,0,39,3,42,3,66,0,69,0,48,3,51,3,35,0,38,3,6,0,9,0,3,0,3,12,348,9,369,0,16,0,16,0,48,0,48,3,31,3,37,0,16,0,16,0,25,0,25,0,48,3,51,3,57,3,63,0,62,0,62,0,15,0,15,0,11,0,11,0,0,0,0,6,329,9,344,0,37,0,37,3,108,0,111,3,61,3,67,0,35,3,38,0,46,0,46,0,87,6,93,6,123,3,132,0,110,3,113,3,50,0,53,3,17,0,20,0,3,0,3,18,677,18,713
POA6180,4,169,22,195,13,215,23,251,0,117,17,134,3,112,10,125,3,245,25,273,4,218,31,253,0,167,15,182,8,145,7,160,6,103,4,113,6,25,3,34,0,0,3,3,47,1516,160,1723,3,158,19,180,3,231,25,259,0,110,3,113,3,135,5,143,0,262,15,277,8,236,21,265,3,191,9,203,3,165,5,173,5,92,4,101,3,12,3,18,3,3,3,9,34,1595,112,1741,7,327,41,375,16,446,48,510,0,227,20,247,6,247,15,268,3,507,40,550,12,454,52,518,3,358,24,385,11,310,12,333,11,195,8,214,9,37,6,52,3,3,6,12,81,3111,272,3464
POA6181,3,8,4,15,3,36,0,39,0,30,3,33,0,20,3,23,0,11,0,11,0,28,3,31,0,61,3,64,0,19,0,19,0,16,0,16,3,3,0,6,0,0,0,0,9,232,16,257,0,11,0,11,3,34,0,37,0,21,0,21,0,16,0,16,0,15,0,15,3,36,3,42,0,51,4,55,0,23,0,23,0,13,0,13,0,0,4,4,0,0,0,0,6,220,11,237,3,19,4,26,6,70,0,76,0,51,3,54,0,36,3,39,0,26,0,26,3,64,6,73,0,112,7,119,0,42,0,42,0,29,0,29,3,3,4,10,0,0,0,0,15,452,27,494
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,3,36,9,48,0,71,10,81,0,39,3,42,0,22,3,25,0,41,7,48,3,87,6,96,3,78,8,89,3,74,3,80,3,43,5,51,3,11,0,14,0,3,0,3,18,505,54,577,0,23,4,27,3,64,10,77,3,37,3,43,0,17,5,22,0,43,4,47,3,73,7,83,0,82,6,88,3,58,5,66,3,36,3,42,0,8,0,8,3,0,0,3,18,441,47,506,3,59,13,75,3,135,20,158,3,76,6,85,0,39,8,47,0,84,11,95,6,160,13,179,3,160,14,177,6,132,8,146,6,79,8,93,3,19,0,22,3,3,0,6,36,946,101,1083
POA6208,5,271,24,300,16,591,43,650,6,275,18,299,0,203,21,224,12,419,39,470,6,506,39,551,13,550,51,614,43,567,41,651,49,551,27,627,52,283,17,352,19,42,6,67,221,4258,326,4805,0,315,30,345,14,589,42,645,5,233,17,255,3,205,13,221,3,479,29,511,14,529,32,575,15,583,28,626,28,605,40,673,33,550,15,598,52,216,30,298,31,32,3,66,198,4336,279,4813,5,586,54,645,30,1180,85,1295,11,508,35,554,3,408,34,445,15,898,68,981,20,1035,71,1126,28,1133,79,1240,71,1172,81,1324,82,1101,42,1225,104,499,47,650,50,74,9,133,419,8594,605,9618
POA6209,0,24,0,24,3,110,5,118,3,56,5,64,0,30,3,33,3,57,3,63,3,88,8,99,6,137,8,151,10,150,19,179,10,110,6,126,10,59,5,74,7,10,0,17,55,831,62,948,0,31,5,36,3,95,8,106,0,49,11,60,0,33,4,37,5,47,0,52,3,103,6,112,0,132,8,140,8,147,6,161,6,96,4,106,10,45,0,55,0,14,6,20,35,792,58,885,0,55,5,60,6,205,13,224,3,105,16,124,0,63,7,70,8,104,3,115,6,191,14,211,6,269,16,291,18,297,25,340,16,206,10,232,20,104,5,129,7,24,6,37,90,1623,120,1833
POA6210,21,1717,176,1914,119,3395,236,3750,45,1884,132,2061,32,1525,131,1688,69,2687,234,2990,91,3089,277,3457,137,3388,272,3797,268,3231,259,3758,308,2971,193,3472,311,1650,162,2123,185,334,65,584,1586,25871,2137,29594,16,1563,144,1723,63,3341,233,3637,34,1824,91,1949,27,1591,85,1703,48,2950,188,3186,74,3478,202,3754,138,3858,202,4198,213,3725,201,4139,218,3219,171,3608,402,1866,200,2468,422,413,99,934,1655,27828,1816,31299,37,3280,320,3637,182,6736,469,7387,79,3708,223,4010,59,3116,216,3391,117,5637,422,6176,165,6567,479,7211,275,7246,474,7995,481,6956,460,7897,526,6190,364,7080,713,3516,362,4591,607,747,164,1518,3241,53699,3953,60893
POA6211,3,189,29,221,8,408,28,444,4,179,12,195,3,85,5,93,4,220,14,238,3,360,27,390,8,312,13,333,30,355,21,406,26,316,15,357,16,74,0,90,0,9,3,12,105,2507,167,2779,3,154,22,179,8,361,30,399,3,190,13,206,0,90,6,96,0,275,19,294,8,398,21,427,8,342,13,363,23,424,17,464,13,238,13,264,14,53,0,67,4,5,3,12,84,2530,157,2771,6,343,51,400,16,769,58,843,7,369,25,401,3,175,11,189,4,495,33,532,11,758,48,817,16,654,26,696,53,779,38,870,39,554,28,621,30,127,0,157,4,14,6,24,189,5037,324,5550
POA6213,0,26,0,26,3,50,0,53,0,23,0,23,0,19,0,19,0,31,0,31,0,40,0,40,3,52,5,60,0,63,7,70,4,29,0,33,0,13,0,13,0,0,0,0,10,346,12,368,0,21,0,21,0,47,3,50,0,25,0,25,0,6,0,6,3,27,4,34,0,47,0,47,3,59,0,62,0,55,3,58,0,15,3,18,0,13,0,13,0,0,0,0,6,315,13,334,0,47,0,47,3,97,3,103,0,48,0,48,0,25,0,25,3,58,4,65,0,87,0,87,6,111,5,122,0,118,10,128,4,44,3,51,0,26,0,26,0,0,0,0,16,661,25,702
POA6214,0,12,0,12,0,28,3,31,0,11,0,11,0,6,0,6,4,15,3,22,0,30,4,34,0,25,0,25,0,28,3,31,0,15,0,15,0,0,0,0,3,0,0,3,7,170,13,190,0,12,0,12,0,27,4,31,0,10,0,10,0,6,0,6,0,17,0,17,0,30,0,30,0,22,0,22,0,22,0,22,0,6,3,9,0,6,5,11,0,0,0,0,0,158,12,170,0,24,0,24,0,55,7,62,0,21,0,21,0,12,0,12,4,32,3,39,0,60,4,64,0,47,0,47,0,50,3,53,0,21,3,24,0,6,5,11,3,0,0,3,7,328,25,360
POA6215,0,101,4,105,15,245,5,265,0,120,4,124,0,87,9,96,5,145,12,162,5,205,9,219,15,249,21,285,21,228,7,256,23,139,10,172,18,54,3,75,5,8,3,16,107,1581,87,1775,0,98,9,107,9,245,6,260,3,102,7,112,0,79,3,82,5,171,8,184,9,226,5,240,5,249,7,261,14,239,0,253,14,145,11,170,24,67,3,94,26,15,3,44,109,1636,62,1807,0,199,13,212,24,490,11,525,3,222,11,236,0,166,12,178,10,316,20,346,14,431,14,459,20,498,28,546,35,467,7,509,37,284,21,342,42,121,6,169,31,23,6,60,216,3217,149,3582
POA6218,0,14,5,19,0,24,11,35,0,19,4,23,0,14,0,14,0,14,6,20,4,24,11,39,0,38,4,42,7,13,4,24,0,16,0,16,0,6,0,6,0,0,0,0,11,182,45,238,0,18,6,24,0,37,3,40,0,20,5,25,0,15,3,18,0,17,5,22,3,32,9,44,0,19,4,23,0,19,0,19,0,18,3,21,0,4,0,4,3,0,0,3,6,199,38,243,0,32,11,43,0,61,14,75,0,39,9,48,0,29,3,32,0,31,11,42,7,56,20,83,0,57,8,65,7,32,4,43,0,34,3,37,0,10,0,10,3,0,0,3,17,381,83,481
POA6220,4,126,11,141,4,285,13,302,4,223,10,237,3,108,5,116,0,224,18,242,5,299,21,325,9,299,14,322,20,284,14,318,18,204,12,234,22,87,14,123,14,11,3,28,103,2150,135,2388,0,123,11,134,0,261,22,283,3,146,8,157,3,101,9,113,3,207,4,214,10,313,16,339,11,313,17,341,12,273,22,307,15,222,15,252,20,87,12,119,18,24,6,48,95,2070,142,2307,4,249,22,275,4,546,35,585,7,369,18,394,6,209,14,229,3,431,22,456,15,612,37,664,20,612,31,663,32,557,36,625,33,426,27,486,42,174,26,242,32,35,9,76,198,4220,277,4695
POA6221,0,19,0,19,3,35,3,41,0,13,3,16,0,8,0,8,0,31,4,35,0,35,0,35,0,26,3,29,3,22,0,25,0,17,3,20,0,8,0,8,0,0,0,0,6,214,16,236,0,13,0,13,0,28,0,28,0,13,0,13,0,9,0,9,0,23,0,23,0,41,0,41,0,26,6,32,3,22,4,29,0,13,0,13,0,0,0,0,0,3,0,3,3,191,10,204,0,32,0,32,3,63,3,69,0,26,3,29,0,17,0,17,0,54,4,58,0,76,0,76,0,52,9,61,6,44,4,54,0,30,3,33,0,8,0,8,0,3,0,3,9,405,26,440
POA6224,0,38,3,41,3,108,4,115,3,35,0,38,3,18,3,24,0,57,8,65,0,63,10,73,5,92,6,103,7,55,3,65,5,52,0,57,6,26,0,32,3,0,0,3,35,544,37,616,0,30,6,36,0,91,13,104,0,32,3,35,0,27,3,30,3,52,6,61,3,80,6,89,3,73,5,81,6,67,4,77,3,53,3,59,4,18,0,22,4,4,0,8,26,527,49,602,0,68,9,77,3,199,17,219,3,67,3,73,3,45,6,54,3,109,14,126,3,143,16,162,8,165,11,184,13,122,7,142,8,105,3,116,10,44,0,54,7,4,0,11,61,1071,86,1218
POA6225,5,267,18,290,28,588,32,648,7,323,19,349,3,247,30,280,4,547,75,626,16,596,56,668,20,686,71,777,39,600,49,688,36,301,8,345,31,139,18,188,16,26,5,47,205,4320,381,4906,3,233,25,261,8,532,26,566,0,283,11,294,5,203,9,217,6,426,23,455,10,591,18,619,22,558,22,602,36,513,18,567,33,280,12,325,46,153,18,217,53,40,3,96,222,3812,185,4219,8,500,43,551,36,1120,58,1214,7,606,30,643,8,450,39,497,10,973,98,1081,26,1187,74,1287,42,1244,93,1379,75,1113,67,1255,69,581,20,670,77,292,36,405,69,66,8,143,427,8132,566,9125
POA6226,0,20,0,20,0,58,3,61,0,22,0,22,3,13,3,19,0,26,0,26,0,48,0,48,0,58,3,61,0,42,0,42,0,13,0,13,0,5,0,5,0,0,0,0,3,305,9,317,0,18,0,18,0,38,3,41,0,30,0,30,0,11,3,14,0,27,0,27,0,47,3,50,0,61,3,64,0,40,0,40,0,12,0,12,0,0,0,0,4,0,3,7,4,284,15,303,0,38,0,38,0,96,6,102,0,52,0,52,3,24,6,33,0,53,0,53,0,95,3,98,0,119,6,125,0,82,0,82,0,25,0,25,0,5,0,5,4,0,3,7,7,589,24,620
POA6227,0,30,0,30,0,47,0,47,0,12,4,16,0,10,3,13,0,41,0,41,0,40,4,44,0,19,3,22,8,16,0,24,0,12,0,12,0,8,0,8,0,3,0,3,8,238,14,260,0,24,3,27,0,48,0,48,0,20,0,20,0,12,0,12,0,40,0,40,0,46,3,49,0,22,0,22,0,23,0,23,0,9,0,9,0,8,0,8,0,0,0,0,0,252,6,258,0,54,3,57,0,95,0,95,0,32,4,36,0,22,3,25,0,81,0,81,0,86,7,93,0,41,3,44,8,39,0,47,0,21,0,21,0,16,0,16,0,3,0,3,8,490,20,518
POA6229,0,18,3,21,0,42,3,45,0,14,0,14,0,6,3,9,0,29,3,32,0,38,3,41,3,41,3,47,0,36,3,39,0,23,3,26,0,3,3,6,0,3,3,6,3,253,30,286,3,16,3,22,0,18,3,21,0,12,3,15,0,10,0,10,0,28,3,31,0,36,5,41,0,25,3,28,0,34,0,34,0,18,0,18,3,3,0,6,0,0,0,0,6,200,20,226,3,34,6,43,0,60,6,66,0,26,3,29,0,16,3,19,0,57,6,63,0,74,8,82,3,66,6,75,0,70,3,73,0,41,3,44,3,6,3,12,0,3,3,6,9,453,50,512
POA6230,17,1313,131,1461,67,2547,179,2793,34,1312,107,1453,30,1211,147,1388,36,2393,322,2751,56,2531,278,2865,87,2556,216,2859,130,1994,144,2268,116,1162,79,1357,139,565,45,749,96,128,27,251,808,17712,1675,20195,8,1177,131,1316,39,2501,182,2722,15,1307,83,1405,16,1172,69,1257,41,2488,145,2674,41,2738,171,2950,88,2619,143,2850,113,2142,114,2369,102,1266,60,1428,236,727,65,1028,243,174,27,444,942,18311,1190,20443,25,2490,262,2777,106,5048,361,5515,49,2619,190,2858,46,2383,216,2645,77,4881,467,5425,97,5269,449,5815,175,5175,359,5709,243,4136,258,4637,218,2428,139,2785,375,1292,110,1777,339,302,54,695,1750,36023,2865,40638
