POA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,0,14,82,156,29,16,0,0,0,298,1478,1663,1502,2588,933,826,520,207,58,9766,4,12,12,75,17,5,3,0,0,133,0,0,0,8,0,0,3,0,0,10,0,0,0,14,10,8,8,0,0,41,0,0,0,9,3,0,3,0,0,20,0,3,0,11,4,10,3,0,0,31,10,17,243,521,71,36,24,6,0,935,0,0,0,3,4,3,8,4,0,18,0,3,0,6,3,4,0,0,0,20,3,27,24,145,173,150,135,112,35,794,0,0,0,6,0,0,0,0,0,12,0,0,0,12,3,0,3,0,0,21,0,0,0,5,6,9,19,8,3,48,0,0,0,0,0,0,0,0,3,5,0,0,35,92,4,7,4,3,0,153,36,141,325,1126,132,79,60,16,7,1922,3,41,70,202,45,11,10,3,0,394,0,6,9,68,4,0,4,0,0,95,3,21,15,44,17,7,3,0,0,105
POA6108,0,3,21,67,11,5,3,0,0,117,672,1095,1044,1590,631,634,401,155,41,6266,5,3,3,29,0,3,0,0,0,48,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,7,6,5,0,0,0,20,0,0,0,3,3,5,3,0,0,15,3,25,38,149,60,16,8,3,0,294,0,0,0,0,3,0,3,3,0,11,0,3,0,3,0,4,3,3,0,18,0,11,25,130,185,198,175,98,30,864,0,0,0,0,3,0,3,0,0,13,0,0,0,0,3,3,0,0,0,5,0,0,0,6,8,5,10,4,0,32,0,0,0,0,0,0,3,0,0,5,0,0,3,20,4,3,0,0,0,34,7,24,36,199,46,32,44,14,4,414,0,18,13,53,14,14,6,0,0,116,0,3,7,8,7,3,3,0,0,23,0,3,3,22,11,3,3,0,0,42
POA6109,5,16,70,146,35,10,6,0,0,280,432,509,456,805,310,300,205,76,24,3120,0,10,4,30,5,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,3,19,12,3,5,0,0,50,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,6,0,8,4,35,68,67,67,65,15,337,0,0,0,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,3,8,5,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,12,36,38,230,31,16,19,6,3,395,3,8,9,31,8,6,3,0,0,74,0,3,3,3,3,0,0,0,0,16,0,0,0,8,3,0,0,0,0,15
POA6110,0,11,89,168,33,14,3,0,0,317,1476,2295,1671,2973,1097,909,578,218,73,11287,0,5,6,20,5,4,0,0,0,38,0,0,0,13,3,3,0,0,0,15,0,0,0,5,3,0,0,0,0,11,0,3,0,11,4,0,0,0,0,13,0,0,0,10,4,3,0,0,0,15,4,23,34,137,42,18,13,0,0,265,0,0,0,6,0,0,3,0,0,17,0,6,3,12,9,0,3,0,0,36,3,28,55,213,338,283,264,204,51,1445,0,0,0,3,8,3,0,0,0,16,0,0,3,6,8,0,0,0,0,23,0,5,3,12,7,18,22,14,0,85,0,0,0,0,0,0,3,0,0,4,0,0,3,14,4,3,0,0,0,27,17,75,92,489,84,59,27,17,7,870,0,20,21,78,26,13,4,4,0,165,0,5,8,17,5,7,0,0,0,47,0,0,7,29,11,4,0,0,0,54
POA6111,0,3,9,20,3,0,0,0,0,38,687,1207,1109,1927,834,754,509,161,54,7231,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,3,0,12,6,0,0,3,0,31,0,0,0,0,0,0,3,0,3,11,0,0,0,3,3,0,0,0,0,4,3,23,56,172,322,317,275,129,36,1329,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,3,0,0,14,0,0,0,3,10,9,17,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,21,18,111,25,14,21,6,0,213,0,0,6,7,3,0,0,0,0,18,0,0,3,10,0,0,0,0,0,13,0,0,4,5,0,0,0,0,0,6
POA6112,0,0,10,37,0,0,0,0,0,52,2603,2998,2371,4710,1448,1100,651,236,70,16172,0,3,0,19,5,0,0,0,0,30,0,3,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,7,0,7,8,16,4,4,0,3,0,49,0,0,0,5,8,10,3,0,0,24,5,13,28,123,22,10,6,3,0,210,0,0,0,5,3,3,3,3,0,22,0,0,0,9,0,0,3,0,0,15,3,66,101,434,490,440,339,231,67,2164,0,0,0,9,4,0,0,0,0,10,0,0,3,8,3,5,0,3,0,31,0,4,0,13,16,11,28,20,0,91,0,0,0,0,0,0,0,0,0,3,0,5,0,23,7,0,0,0,0,39,26,124,111,995,105,48,37,20,5,1475,0,9,16,101,21,12,0,4,0,159,0,3,3,24,7,0,0,0,0,46,0,3,6,16,3,3,0,0,0,33
POA6121,0,0,0,0,0,0,0,0,0,0,72,233,201,192,197,128,65,23,3,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,49,29,29,8,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6122,0,0,8,8,0,0,0,0,0,13,852,1158,843,1859,482,319,191,54,23,5779,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,4,5,6,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,3,9,0,0,0,0,0,11,0,0,0,3,0,0,0,0,4,7,0,0,0,3,0,0,0,0,0,3,4,23,41,166,194,122,106,50,8,722,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,3,8,4,7,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,14,7,191,18,11,3,0,0,250,0,3,0,3,0,0,0,0,0,6,0,0,0,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0
POA6123,0,0,0,0,0,0,0,0,0,0,61,82,90,146,73,70,35,20,7,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,19,16,19,5,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6124,0,0,0,0,0,0,0,0,0,0,47,72,46,84,50,52,22,15,3,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,29,9,21,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6125,0,0,0,0,0,0,0,0,0,0,69,211,176,234,175,137,82,32,4,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,60,24,31,23,10,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6126,0,0,0,0,0,0,0,0,0,0,7,12,13,177,64,37,26,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,9,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,0,3,19,29,5,0,3,0,0,56,438,610,600,934,279,358,196,61,19,3500,0,0,0,15,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,7,0,3,0,31,0,0,0,3,3,0,0,0,0,10,0,0,0,4,6,0,0,0,0,13,0,34,45,170,55,24,6,15,4,362,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,6,0,0,12,0,3,12,80,80,109,105,56,20,472,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,8,3,3,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,25,7,3,4,5,0,50,4,19,69,172,34,26,20,8,7,355,5,20,9,47,16,7,10,3,0,110,0,5,4,14,3,0,0,3,0,31,3,3,3,5,11,0,0,0,0,31
POA6148,0,0,0,13,4,0,0,0,0,13,383,762,747,907,466,475,391,205,69,4415,0,9,3,4,7,3,5,0,0,32,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,3,5,9,3,0,0,0,28,0,0,0,0,3,0,0,0,0,4,4,33,59,143,47,25,11,8,0,321,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,3,13,3,43,46,90,143,140,127,84,38,713,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,6,0,3,10,10,0,32,0,0,0,0,0,0,0,0,0,0,0,3,8,18,0,8,4,0,0,48,4,59,79,136,102,24,19,6,3,439,3,13,34,29,9,6,3,3,0,106,0,3,0,17,4,5,0,0,0,38,0,0,0,12,3,0,0,0,0,20
POA6149,0,0,5,0,0,0,0,0,0,4,363,936,922,1065,536,693,473,189,87,5258,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,0,20,0,0,0,3,0,0,3,0,0,12,0,15,18,99,35,27,11,4,5,216,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,0,0,10,4,47,59,94,146,139,138,60,23,713,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,9,0,0,0,14,3,5,7,4,0,38,0,0,0,0,0,0,3,0,0,3,0,0,11,25,16,12,13,6,0,84,0,17,35,78,51,40,28,11,4,264,0,0,14,28,8,7,8,3,0,70,0,0,0,13,12,0,0,0,0,28,0,0,0,5,0,0,0,0,0,12
POA6150,0,0,0,0,0,0,0,0,0,0,209,592,764,614,323,369,244,142,87,3343,0,0,0,6,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,16,0,0,3,0,0,0,0,0,0,3,0,6,37,53,25,17,19,6,0,163,0,0,0,0,3,0,5,6,0,10,0,0,0,0,0,0,0,0,0,3,3,20,27,44,70,71,60,40,6,332,0,0,0,4,0,0,0,0,0,4,0,5,3,3,3,0,0,0,0,16,0,0,0,4,0,0,7,0,0,16,0,0,0,0,0,0,3,0,0,4,0,3,20,33,6,19,12,8,3,107,3,8,35,64,28,40,28,6,8,229,0,6,45,73,30,22,33,17,0,223,0,3,3,9,6,4,0,0,0,36,0,3,0,9,0,0,0,0,0,17
POA6151,0,0,0,3,0,0,0,0,0,0,322,727,838,1166,580,551,403,138,56,4793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,14,3,3,0,0,0,32,0,0,0,3,3,0,0,0,0,8,0,4,37,43,12,8,3,7,0,119,0,0,0,3,0,0,0,4,0,10,0,3,0,10,0,0,0,0,0,15,3,19,30,167,140,116,118,30,12,629,0,0,0,3,0,0,3,0,0,9,0,0,3,15,3,0,3,0,0,25,0,0,0,6,4,5,9,0,0,31,0,0,0,0,0,3,5,3,0,13,0,0,11,16,7,8,0,0,0,34,12,9,9,105,13,19,10,4,3,174,0,4,10,18,0,3,10,5,0,51,0,5,0,58,11,3,0,0,0,74,0,0,0,3,3,0,0,0,0,7
POA6152,0,3,3,0,6,0,0,0,0,16,547,1010,1366,1808,703,709,487,239,127,6993,0,0,9,14,0,0,0,0,0,27,0,0,0,3,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,6,3,0,0,33,0,0,0,3,0,0,3,3,0,19,0,14,106,116,28,17,5,5,5,299,0,0,0,3,0,4,3,4,4,17,0,3,0,9,0,0,7,0,0,19,3,22,37,150,145,145,118,61,33,721,0,0,0,5,0,0,0,0,0,5,0,0,3,14,3,0,0,0,0,22,0,0,0,12,9,3,9,4,0,39,0,4,0,3,0,3,3,3,0,21,0,3,18,26,7,14,4,4,0,71,8,5,38,143,25,18,21,9,0,260,3,15,49,66,17,21,4,3,0,179,3,0,8,73,18,12,5,3,0,127,7,9,0,22,4,3,3,0,0,53
POA6153,0,0,0,0,0,0,0,0,0,0,484,860,920,1108,674,666,454,260,135,5558,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,12,6,7,3,0,0,34,0,0,0,0,3,3,0,0,0,7,5,9,37,70,19,17,8,0,3,171,0,0,0,0,0,3,0,4,0,11,0,3,0,5,0,3,3,0,0,21,4,43,47,112,147,120,135,61,21,690,0,0,0,3,0,0,0,0,0,7,0,3,3,6,6,0,0,0,0,17,0,0,4,6,3,9,5,7,0,40,0,0,0,0,0,0,0,6,0,5,0,7,8,26,9,5,5,4,0,66,0,7,12,71,24,29,21,6,4,176,0,12,26,57,20,20,17,11,0,151,0,7,4,44,20,14,9,3,0,107,0,0,3,3,0,0,0,0,0,8
POA6154,0,0,0,0,0,0,0,0,0,0,248,587,490,660,355,270,197,147,94,3037,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,10,0,0,0,3,0,3,0,0,0,4,0,10,14,30,12,11,8,0,0,80,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,6,23,24,57,77,75,67,36,22,376,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,12,0,0,0,3,3,3,7,3,0,26,0,0,0,0,0,3,3,5,0,10,0,0,4,10,0,3,3,3,0,25,0,3,9,17,3,5,7,9,0,57,0,3,7,24,13,3,5,3,0,57,0,0,0,22,4,4,0,0,0,34,0,0,0,0,0,0,0,0,0,3
POA6155,0,0,9,38,10,3,3,0,0,64,1299,2635,2376,2827,1230,1080,708,209,61,12408,0,10,7,52,32,5,0,0,0,114,0,0,3,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,10,0,5,9,6,10,8,5,0,0,41,0,0,0,3,5,3,0,0,0,16,13,144,218,613,209,85,51,11,4,1344,0,0,0,3,0,6,3,3,0,17,0,11,4,10,3,5,5,0,0,37,14,112,114,209,431,300,240,104,33,1559,0,0,0,7,6,3,0,0,0,17,0,0,3,3,5,3,5,0,0,16,0,3,4,13,17,11,31,6,0,86,0,0,0,0,0,0,0,3,0,11,4,15,25,79,19,21,8,7,0,181,19,167,232,660,325,109,79,33,8,1625,6,23,51,127,48,20,17,6,0,310,0,8,17,49,14,9,3,3,0,106,0,6,12,29,17,3,0,0,0,68
POA6156,0,0,0,0,0,0,0,0,0,0,474,1046,805,1323,714,521,325,206,124,5533,0,0,0,4,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,22,0,0,0,0,0,0,3,0,0,11,0,5,6,16,10,3,0,3,0,41,0,0,0,0,3,15,5,3,0,25,0,0,0,0,3,3,3,3,0,7,3,33,22,134,149,88,87,56,20,588,0,3,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,3,0,5,11,7,14,6,0,36,0,0,0,0,0,0,0,3,0,9,0,0,0,3,5,0,0,0,0,9,0,9,3,26,3,5,4,4,0,54,0,4,6,12,0,3,3,4,0,34,0,0,0,12,6,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0
POA6157,0,0,0,0,0,0,0,0,0,0,430,664,569,1106,580,477,299,173,80,4380,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,3,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,8,4,3,0,0,0,0,26,0,0,0,3,3,0,3,0,0,8,0,0,0,5,0,0,3,0,0,4,0,32,25,146,137,92,81,43,18,563,0,0,0,0,0,3,0,0,0,4,0,5,0,9,0,0,4,0,0,20,0,0,3,5,3,5,3,5,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,11,3,0,4,27,3,5,6,3,0,47,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
POA6158,0,0,0,0,0,0,0,0,0,0,159,417,347,525,390,329,170,84,22,2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,11,0,0,0,0,0,0,0,0,0,4,3,20,7,79,68,69,41,19,3,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,5,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6159,0,0,0,0,0,0,0,0,0,0,62,102,113,259,150,129,136,51,12,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,42,28,30,27,13,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6160,0,0,0,3,0,0,0,0,0,3,158,208,275,716,312,294,181,72,25,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,3,0,0,21,0,0,0,8,3,3,3,0,0,12,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,4,6,4,3,23,0,0,0,0,0,3,0,0,0,6,3,9,11,146,103,66,64,24,5,441,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,4,3,0,0,29,0,0,0,7,0,0,7,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,5,10,3,5,3,0,0,28,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4
POA6161,0,0,0,0,0,0,0,0,0,0,0,3,4,9,7,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
