POA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
POA6122,0,0,0,0,0,0,65,0,0,0,0,0,3,0,0,4,9,21,0,0,0,0,0,0,0,0,0,0,0,36,8,10,5,0,7,5,3,4,6,90,0,0,0,0,0,0,0,0,0,0,0,424,37,36,13,4,10,9,4,7,16,570,293,11,10,0,4,3,3,0,0,3,329,44,0,0,3,0,0,0,0,0,0,49,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,49,0,3,3,0,0,3,5,0,0,61,0,0,0,0,0,0,0,0,0,0,3,338,11,13,0,3,4,7,8,0,5,390,125,6,6,0,0,0,3,0,3,0,140,14,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
POA6123,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,0,0,0,0,0,0,51,38,0,0,0,0,0,0,0,0,0,44,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,41,16,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6124,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,3,43,36,0,0,0,0,0,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,54,19,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
POA6125,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,117,10,6,0,0,0,0,0,0,10,140,104,0,0,0,0,0,0,0,0,3,109,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,3,126,71,3,3,0,0,0,0,0,0,3,74,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
POA6126,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,10,8,0,0,0,0,0,0,0,0,8,20,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,14,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
POA6147,6,0,0,0,4,5,347,98,10,8,3,7,3,4,3,9,3,154,3,0,0,0,0,0,0,0,0,0,3,353,43,46,10,17,4,3,3,9,17,503,0,0,0,0,0,0,0,0,0,0,0,769,63,71,10,19,6,10,3,9,23,978,425,4,8,0,0,0,0,0,0,7,448,221,3,5,0,3,0,0,5,0,3,240,82,8,11,0,0,3,0,0,0,0,114,3,0,0,0,0,0,0,0,0,0,3,303,12,12,0,4,3,0,7,4,4,352,3,0,0,0,0,0,0,0,0,0,3,730,19,22,4,7,3,3,7,4,14,804,237,4,4,0,0,0,0,0,0,9,248,68,4,0,0,0,0,3,0,0,0,77,63,0,12,0,0,0,0,0,3,0,80,0,0,0,0,0,0,0,0,0,0,0,139,4,12,0,0,0,3,0,0,0,157,3,0,0,0,0,0
POA6148,0,9,5,0,0,7,364,29,4,4,0,5,7,6,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,310,49,26,9,4,15,12,5,0,5,433,0,0,0,0,0,0,0,0,0,0,3,809,86,50,14,8,15,10,6,4,21,1020,559,8,8,0,5,0,0,0,0,3,574,182,9,7,0,3,0,0,0,0,9,207,31,8,11,3,3,0,0,3,0,8,65,0,0,0,0,0,0,0,0,0,0,0,218,12,14,3,5,3,0,3,0,10,271,3,0,0,0,0,0,0,0,0,0,3,774,19,22,3,5,3,0,3,3,22,856,310,10,3,0,0,0,0,0,0,14,335,84,3,3,0,0,0,3,0,0,6,99,23,3,8,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,111,8,7,0,0,0,3,0,0,13,145,0,0,0,0,0,0
POA6149,11,6,0,3,0,5,473,38,6,3,5,0,0,4,3,0,11,74,0,0,0,0,0,0,0,0,0,0,0,416,60,34,5,14,6,4,4,0,10,550,0,0,0,0,0,0,0,0,0,0,0,1059,102,61,9,12,13,11,8,0,18,1301,554,17,13,5,4,0,0,0,0,10,599,249,13,3,0,3,0,3,0,0,0,270,51,0,0,7,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,294,14,3,7,3,0,4,3,0,3,329,0,0,0,0,0,0,0,0,0,0,0,851,29,19,6,4,4,5,3,0,11,930,230,13,5,0,3,3,0,0,3,7,266,84,5,0,0,0,0,0,0,0,0,95,33,5,0,0,0,0,0,0,0,3,42,4,0,0,0,0,0,0,0,0,0,4,123,9,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0
POA6150,0,0,3,0,0,8,483,46,11,4,0,7,0,0,0,0,7,74,4,0,0,0,0,0,0,0,0,0,4,455,57,20,3,6,3,3,0,0,11,558,0,0,0,0,0,0,0,0,0,0,0,828,97,36,5,4,3,0,0,0,17,989,330,4,4,0,0,0,0,0,0,3,340,360,14,6,0,0,0,0,0,0,4,384,59,3,3,0,0,0,3,0,0,3,72,3,0,0,0,0,0,0,0,0,0,3,423,16,7,0,0,0,4,0,0,11,460,0,0,0,0,0,0,0,0,0,3,3,748,26,8,0,0,0,4,0,0,11,806,167,3,3,0,0,0,0,0,0,0,177,120,3,0,0,0,0,0,0,0,0,132,47,3,0,0,0,0,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,164,9,4,0,0,5,0,0,0,0,187,0,0,0,0,0,0
POA6151,3,3,3,4,3,6,172,13,0,0,5,0,3,0,3,4,0,33,0,0,0,0,0,0,0,0,0,0,0,147,18,11,6,3,4,3,5,7,3,204,0,0,0,0,0,0,0,0,0,0,0,657,49,29,17,7,11,15,8,12,16,819,422,18,3,3,5,0,4,0,0,5,454,94,4,3,0,0,0,0,3,0,6,120,10,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,105,6,3,3,0,0,0,3,0,12,131,0,0,0,0,0,0,0,0,0,0,0,525,22,5,7,5,0,5,4,0,14,592,135,3,4,0,0,0,0,0,0,10,150,50,7,3,0,0,0,0,0,0,0,54,10,0,0,0,0,0,0,0,3,15,33,0,0,0,0,0,0,0,0,0,0,0,59,3,3,0,0,0,0,0,3,13,88,0,0,0,0,0,0
POA6152,3,0,0,0,0,3,423,42,14,11,3,3,3,0,0,0,0,77,3,0,0,0,0,0,0,0,0,0,3,372,69,39,4,8,4,5,0,3,5,507,0,0,0,0,0,0,0,0,0,0,3,1017,118,72,8,6,9,3,0,3,19,1265,522,17,6,3,0,0,0,0,0,7,553,230,10,14,3,0,0,0,0,0,5,262,37,5,9,3,4,3,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,266,11,14,4,6,5,0,0,0,3,323,0,0,0,0,0,0,0,0,0,0,0,784,26,22,6,6,9,0,6,0,13,875,273,10,4,0,0,0,0,0,0,8,302,116,3,0,0,0,0,0,3,0,6,130,35,3,4,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,151,5,4,3,0,0,0,4,0,8,173,0,0,0,0,0,0
POA6153,4,3,0,3,0,3,369,28,3,9,0,3,4,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,330,32,26,6,9,8,0,6,0,15,433,0,0,0,0,0,0,0,0,0,0,0,936,82,46,14,12,11,0,11,3,19,1127,602,14,7,0,3,0,0,6,0,8,633,220,4,3,0,0,0,0,0,3,3,234,24,0,3,0,5,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,244,7,9,0,5,0,0,0,3,3,271,0,0,0,0,0,0,0,0,0,0,0,847,21,14,0,9,4,0,6,3,10,908,278,10,10,0,0,0,0,0,0,6,303,104,7,0,0,0,0,0,0,0,0,113,21,0,0,0,0,0,0,3,0,0,27,3,0,0,0,0,0,0,0,0,0,3,124,6,0,0,0,0,0,4,0,0,143,0,0,0,0,0,0
POA6154,0,0,0,0,0,3,115,11,0,7,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,100,12,14,6,0,0,3,0,0,7,146,0,0,0,0,0,0,0,0,0,0,0,377,33,27,8,0,0,3,0,0,9,466,236,3,8,0,0,0,0,0,0,3,256,112,0,0,0,0,3,0,3,0,0,118,14,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,124,0,0,0,0,3,0,3,0,0,141,0,0,0,0,0,0,0,0,0,0,0,367,4,9,3,5,3,0,3,0,3,393,153,3,0,0,0,0,0,0,0,0,160,78,3,0,0,0,0,0,0,0,0,79,17,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,97,3,0,0,0,0,4,0,0,0,98,0,0,0,0,0,0
POA6155,10,17,3,9,8,18,1167,160,30,50,17,10,6,18,14,17,42,371,9,3,0,0,0,0,0,0,0,0,11,960,209,160,39,20,26,19,27,18,64,1549,0,0,0,0,0,0,3,0,0,12,21,2311,329,243,54,29,34,25,30,18,106,3179,1003,42,31,3,0,3,3,3,0,16,1103,489,34,23,3,0,5,4,0,3,9,570,109,13,30,11,9,4,10,18,11,26,238,0,0,0,0,0,0,0,0,0,0,4,597,44,53,11,11,7,15,18,15,30,809,3,0,0,0,0,0,0,0,0,6,4,1600,87,82,20,14,13,19,18,15,52,1919,380,18,16,0,0,0,0,0,0,7,432,161,5,17,0,0,0,3,0,0,6,192,72,18,15,0,3,0,0,5,0,8,116,0,0,0,0,0,0,0,0,0,0,0,231,23,27,0,6,0,3,5,0,13,310,0,0,0,0,0,0
POA6156,0,0,0,0,0,0,133,7,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,117,18,8,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,503,40,27,3,0,9,0,4,0,14,597,349,9,11,0,0,0,0,0,0,9,382,119,0,0,0,0,0,0,0,0,0,120,9,3,0,0,0,0,4,0,0,0,22,7,0,0,0,0,0,0,0,0,0,7,131,3,0,0,0,0,3,0,0,0,143,0,0,0,0,0,0,0,0,0,3,3,479,9,15,0,0,0,3,0,0,19,529,214,3,4,0,0,0,0,0,0,5,236,86,0,0,0,0,0,0,0,0,0,83,20,0,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,104,0,3,0,0,0,0,0,0,3,109,4,0,0,0,0,0
POA6157,0,3,0,0,0,0,75,5,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,75,11,0,0,0,3,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,419,27,8,5,3,0,0,4,0,7,478,346,3,11,0,0,0,0,0,0,14,371,79,3,0,0,0,0,0,0,0,7,89,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,85,3,0,0,0,0,0,0,0,7,96,0,0,0,0,0,0,0,0,0,0,0,431,5,12,0,3,0,0,0,0,21,464,168,8,3,0,0,0,0,0,0,3,183,38,0,3,0,0,0,0,0,0,3,42,11,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,48,4,3,0,0,0,0,0,0,3,59,0,0,0,0,0,0
POA6158,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,282,8,6,0,0,4,0,0,0,3,311,194,0,0,0,0,0,0,0,0,3,199,44,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,3,252,70,0,0,0,0,0,0,0,0,0,72,38,0,0,0,0,0,0,0,0,3,38,15,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,3,52,0,0,0,0,0,0
POA6159,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,121,14,12,0,0,3,0,0,0,0,147,111,3,0,0,0,0,0,0,0,0,116,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,124,3,0,0,0,0,0,0,0,0,131,40,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
POA6160,0,0,0,0,0,0,62,7,3,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,59,5,0,3,0,0,0,0,0,3,82,0,0,0,0,0,0,0,0,0,0,0,337,24,6,3,3,0,0,0,3,14,392,221,4,0,0,3,0,0,0,0,3,231,57,0,0,0,0,0,0,0,0,3,64,8,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,74,3,0,0,0,0,0,0,0,3,78,0,0,0,0,0,0,0,0,0,0,0,290,4,3,0,3,0,0,0,0,9,311,99,0,0,0,0,0,0,0,0,0,106,59,0,0,0,0,0,0,0,0,0,58,39,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,4,98,0,0,0,0,0,0
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,0,0,0,0,0,0,117,25,3,0,0,0,0,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,138,4,0,0,0,0,0,0,0,9,154,0,0,0,0,0,0,0,0,0,0,0,480,17,7,0,3,6,3,0,0,12,527,279,4,5,0,3,0,0,0,3,6,300,135,0,3,0,0,0,0,0,0,5,140,27,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,166,0,5,0,0,0,0,0,0,5,178,0,0,0,0,0,0,0,0,0,0,3,448,5,5,0,3,0,0,0,3,9,476,105,0,5,0,0,0,0,0,0,0,118,141,0,0,0,0,0,0,0,0,6,146,119,3,0,0,0,0,0,0,0,7,129,6,0,0,0,0,0,0,0,0,0,9,263,3,3,0,0,0,0,0,0,12,284,0,0,0,0,0,0
POA6163,13,10,3,3,3,17,892,101,21,16,0,0,3,3,3,6,5,164,4,0,0,0,0,0,0,0,0,0,8,848,78,58,6,14,9,8,9,14,25,1063,3,0,0,0,0,0,0,0,0,0,4,2206,144,102,21,18,23,11,14,14,61,2620,1151,23,11,7,8,5,0,10,3,26,1242,756,3,3,0,0,0,3,3,0,21,796,189,12,3,0,0,0,0,0,3,5,224,3,0,0,0,0,0,0,0,0,3,5,955,21,10,0,4,0,3,7,3,30,1025,3,0,0,0,0,0,0,0,0,0,6,2107,37,24,7,14,6,5,14,5,59,2268,624,18,19,3,0,0,0,3,0,24,695,435,0,3,0,0,0,6,0,0,11,457,246,10,3,0,0,0,0,3,0,8,276,3,0,0,0,0,0,0,0,0,0,3,685,11,5,0,0,0,6,3,0,24,736,10,0,0,0,0,0
POA6164,7,3,3,7,0,16,718,91,31,32,10,9,3,11,14,8,18,218,0,0,0,0,0,0,0,0,0,0,0,625,114,94,14,15,6,14,21,8,29,933,0,0,0,0,0,0,0,0,0,0,0,1805,211,176,29,30,19,23,28,13,47,2383,721,31,36,4,10,7,0,3,5,11,821,301,18,11,0,0,3,3,4,3,10,355,80,15,9,3,0,3,3,5,5,8,135,0,0,0,0,0,0,0,0,0,0,0,379,28,19,7,0,7,4,6,7,22,492,4,0,0,0,0,0,0,0,0,0,7,1105,65,52,6,12,11,7,14,9,30,1318,275,17,9,0,3,3,3,0,0,3,315,111,8,0,0,0,0,0,0,0,3,129,64,0,6,0,0,0,0,0,0,6,75,0,0,0,0,0,0,0,0,0,0,0,177,9,11,0,0,0,3,0,0,10,208,0,0,0,0,0,0
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,3,0,0,0,0,3,184,23,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,186,4,6,0,7,0,0,0,0,5,210,0,0,0,0,0,0,0,0,0,0,0,432,17,27,0,7,0,4,0,0,8,496,227,3,4,0,0,3,0,0,0,5,244,167,0,3,0,0,0,0,0,0,3,181,31,3,0,0,0,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,202,3,3,0,0,0,0,0,0,5,221,0,0,0,0,0,0,0,0,0,0,3,430,3,8,0,0,0,3,0,0,9,471,89,4,0,0,0,0,0,0,0,0,101,87,0,0,0,0,0,0,0,0,3,87,54,4,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,138,4,0,0,0,0,0,0,0,5,151,0,0,0,0,0,0
POA6167,5,3,4,3,3,4,185,17,9,4,4,7,7,4,0,0,3,55,3,0,0,0,0,0,0,0,0,0,3,144,26,33,7,9,7,8,3,3,8,244,0,0,0,0,0,0,0,0,0,6,8,805,62,77,14,16,10,10,8,3,40,1051,556,13,15,0,4,0,0,3,0,17,606,107,5,5,0,0,3,0,0,0,3,131,22,3,0,0,3,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,131,8,5,6,3,3,3,0,0,4,167,3,0,0,0,0,0,0,0,0,4,6,688,20,16,6,3,10,3,8,0,23,778,450,4,0,0,0,0,0,0,0,14,476,43,0,0,0,0,0,0,0,0,0,43,18,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,3,71,5,0,0,0,0,0
