POA_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
POA6152,110,3,5,11,121,15,0,135,645,84,5,3,740,41,13,51,792,44,0,837,1140,113,7,17,1285,19,6,31,1311,43,0,1359,95,19,9,0,119,4,0,4,132,0,0,132,3,0,0,6,12,3,0,3,13,3,0,16,1884,214,21,29,2155,71,18,92,2247,96,0,2340,31,0,0,0,31,9,0,13,42,3,0,47,49,15,0,4,69,7,3,15,79,10,0,86,79,15,0,7,98,16,4,23,127,11,0,133,1972,231,22,30,2257,92,20,113,2367,104,0,2474,646,124,21,8,800,32,20,58,858,116,4,977,0,0,0,0,0,0,0,0,0,0,10,9,2613,353,46,48,3054,123,45,168,3225,221,13,3460
POA6153,145,9,3,9,155,18,0,169,643,71,0,3,714,37,10,42,760,47,0,805,1270,153,4,7,1433,18,4,25,1461,49,0,1510,100,9,4,0,117,0,0,0,117,0,0,114,6,0,0,3,13,0,0,0,13,0,0,13,2020,231,11,8,2274,58,16,67,2341,96,0,2443,31,0,0,0,36,14,0,14,44,5,0,54,61,8,7,0,76,6,0,6,78,0,0,81,90,8,7,0,110,21,0,21,126,12,0,136,2117,243,16,8,2381,75,16,88,2472,109,0,2575,831,98,11,11,941,34,3,37,978,63,0,1036,0,0,0,0,0,0,0,0,0,0,3,0,2949,341,21,16,3328,105,17,124,3450,170,0,3618
POA6154,71,0,0,0,71,11,0,80,350,42,7,0,399,12,5,14,420,21,0,438,775,89,7,0,877,25,3,25,898,29,0,927,25,3,5,0,36,3,0,3,42,0,0,39,0,0,0,9,14,0,0,0,15,0,0,15,1154,138,22,13,1330,35,3,40,1374,55,0,1424,14,0,0,0,16,3,0,3,20,0,0,20,34,9,0,0,44,3,0,3,41,0,0,41,49,11,0,0,55,8,0,8,64,0,0,64,1205,144,22,13,1386,40,3,51,1435,55,0,1486,397,28,10,3,443,18,0,18,459,29,0,487,0,0,0,0,0,0,0,0,0,0,3,0,1601,176,33,18,1829,58,3,64,1890,85,3,1978
POA6155,355,24,3,28,387,59,0,444,2466,338,23,22,2860,186,25,209,3066,155,0,3219,3396,403,54,33,3893,105,9,119,4015,115,0,4131,198,27,27,0,254,12,0,16,270,12,0,277,66,9,0,36,115,0,0,0,116,20,4,143,6132,789,107,95,7126,309,37,346,7472,303,4,7773,155,23,10,0,190,51,0,57,243,18,0,260,322,47,6,8,383,44,13,58,440,9,0,445,475,76,20,8,576,96,18,110,682,27,0,703,6607,862,130,104,7702,400,53,457,8153,325,4,8479,2353,296,66,43,2760,153,22,178,2938,294,0,3236,15,0,0,10,19,0,0,0,19,3,21,45,8977,1155,196,156,10484,555,79,632,11114,624,22,11759
POA6156,73,0,0,0,79,9,0,86,604,78,7,14,706,14,3,17,721,40,0,764,1268,110,41,0,1419,22,0,25,1440,22,0,1467,98,3,13,0,112,0,0,0,111,0,0,117,10,0,0,6,18,0,0,0,18,0,0,18,1979,195,60,21,2250,34,6,38,2294,64,0,2361,19,0,0,0,19,3,0,3,22,0,0,22,55,4,0,0,56,4,0,4,57,9,0,65,73,5,0,0,78,9,0,9,82,9,0,88,2052,202,60,21,2330,40,6,46,2375,74,0,2447,561,57,30,8,654,28,3,27,687,48,0,734,11,0,3,0,14,0,0,0,14,0,5,18,2621,260,89,29,2993,68,11,79,3070,123,12,3201
POA6157,46,0,0,0,46,3,0,49,329,47,11,0,385,9,0,14,401,26,0,426,895,76,7,5,990,20,0,18,1007,17,0,1021,74,3,14,0,96,3,0,8,96,5,0,107,3,0,0,11,17,0,0,0,17,0,0,14,1306,126,30,21,1487,35,3,38,1523,44,0,1564,23,3,0,0,22,3,0,3,28,6,0,35,42,5,0,0,50,7,0,7,56,0,0,57,59,8,0,0,70,12,0,12,84,9,0,92,1369,139,35,21,1554,46,3,46,1604,53,0,1662,401,25,18,3,450,15,10,22,471,35,0,512,6,0,0,3,6,0,0,0,6,0,0,6,1771,164,53,25,2010,61,14,73,2087,89,0,2173
POA6158,61,0,0,3,62,0,0,67,289,40,7,0,339,10,5,13,351,27,0,374,566,42,7,0,620,10,0,10,629,28,3,657,21,3,9,3,36,0,0,0,34,3,0,40,3,0,0,3,10,0,0,0,10,0,0,10,879,83,26,6,995,20,5,28,1025,56,3,1081,6,0,0,0,6,0,0,0,6,0,0,6,34,0,0,3,40,4,0,4,47,0,0,47,40,0,0,3,44,4,0,4,53,0,0,53,916,90,26,10,1039,30,5,30,1071,56,3,1131,210,27,9,0,245,6,0,6,251,23,0,280,0,0,0,0,0,0,0,0,0,0,3,3,1128,115,33,10,1292,34,5,38,1328,78,5,1412
POA6159,12,0,0,0,12,0,0,8,66,13,3,4,90,11,0,11,101,5,0,107,120,16,0,0,139,6,0,6,144,3,0,144,17,0,3,0,23,0,0,0,23,0,0,23,0,0,0,3,3,0,0,0,3,0,0,3,202,35,8,11,248,14,0,14,267,9,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,205,35,6,11,250,14,0,14,267,9,0,277,58,12,0,0,75,0,0,0,77,8,0,86,0,0,0,0,0,0,0,0,0,3,3,4,263,43,10,11,324,19,0,21,345,23,3,369
POA6160,21,0,0,0,23,3,0,20,155,23,0,0,180,6,0,10,183,8,0,198,275,38,3,4,320,13,0,15,339,3,0,341,25,3,8,0,28,0,0,0,35,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,456,65,7,10,534,16,3,19,554,17,0,569,3,0,0,0,4,5,0,5,5,0,0,5,5,0,0,0,5,0,0,0,6,0,0,6,7,0,0,0,12,3,0,3,17,0,0,17,460,65,9,10,544,25,3,28,570,17,0,585,143,16,3,0,158,3,0,3,162,16,0,178,0,0,0,0,0,0,0,0,0,0,0,0,605,78,12,8,701,29,3,33,737,28,0,764
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,0,0,0,14,0,0,14
POA6162,34,0,0,0,34,0,0,38,291,82,0,0,375,3,0,3,381,33,0,416,528,110,15,3,657,9,4,13,673,18,0,687,40,12,3,0,50,0,0,0,54,3,0,53,14,0,0,7,19,0,0,0,19,0,0,19,873,200,17,7,1099,13,4,20,1115,54,0,1172,3,0,0,0,3,7,0,7,9,0,0,9,19,4,0,3,25,7,3,8,36,0,0,36,25,4,0,3,29,17,6,16,48,0,0,48,898,206,17,11,1128,27,9,33,1161,54,0,1220,304,33,11,0,348,5,3,14,358,22,3,384,0,0,0,0,0,0,0,0,0,0,0,3,1202,240,22,11,1481,34,14,45,1524,79,5,1610
POA6163,200,7,0,8,210,27,0,239,1189,139,25,18,1365,24,6,36,1405,97,3,1502,2462,319,41,28,2850,74,9,85,2935,66,0,3003,182,26,25,0,229,6,8,12,244,11,0,250,23,9,0,23,50,0,0,0,56,0,0,53,3851,486,88,66,4495,111,22,139,4632,168,3,4809,53,9,0,3,67,18,0,17,85,14,0,92,161,17,3,0,181,18,3,23,203,3,0,207,213,28,6,3,244,36,8,41,288,19,0,302,4068,517,91,68,4740,149,27,178,4919,187,3,5115,1392,134,36,21,1580,101,14,113,1693,239,0,1931,8,0,0,4,9,0,0,0,14,0,13,23,5463,652,121,97,6331,248,39,294,6623,427,18,7066
POA6164,229,8,0,6,233,19,0,254,2275,272,33,8,2595,102,23,131,2719,129,0,2847,4258,387,57,40,4739,108,6,117,4854,114,3,4976,337,37,55,9,442,10,6,16,462,6,0,470,50,4,0,44,108,5,0,5,112,4,4,121,6929,702,152,107,7882,228,40,266,8145,258,6,8413,136,15,0,0,158,31,3,35,187,15,0,207,257,25,4,12,306,27,6,34,336,13,0,354,398,45,9,10,459,64,11,68,527,30,0,562,7328,739,157,111,8336,291,47,338,8674,290,10,8970,2549,226,77,69,2926,129,13,146,3064,203,17,3286,12,0,0,0,15,0,0,0,15,0,4,15,9882,967,237,187,11277,415,64,480,11756,492,25,12276
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,6,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,10,0,0,0,10,0,0,6
POA6166,46,4,0,3,49,6,0,57,308,30,8,0,345,9,3,15,359,14,5,375,685,57,9,3,753,13,7,25,772,14,0,786,59,0,3,0,62,0,0,0,62,3,0,62,7,0,0,8,14,0,0,0,14,0,3,24,1064,88,15,9,1177,24,14,39,1215,27,8,1246,8,3,0,0,12,0,0,0,12,4,0,17,27,6,0,0,32,0,0,0,35,0,0,35,33,8,0,0,46,0,0,0,49,4,0,53,1099,90,15,9,1223,26,14,42,1263,31,8,1298,320,31,9,4,365,18,3,22,387,20,0,405,0,0,0,0,0,0,0,0,0,3,0,3,1418,127,28,19,1591,46,15,63,1647,53,11,1707
POA6167,36,3,0,4,36,11,0,48,581,97,6,7,700,35,6,39,737,64,0,801,1146,120,14,5,1281,41,0,42,1329,60,3,1390,122,19,16,0,153,6,0,3,159,0,3,161,24,0,0,16,44,6,0,6,45,7,4,55,1870,240,43,26,2176,81,11,95,2270,126,10,2406,60,15,9,0,79,14,0,16,99,6,0,101,112,16,0,0,127,18,3,23,153,3,0,154,169,27,9,0,211,34,6,37,250,8,0,254,2041,261,47,30,2383,114,15,132,2515,139,10,2659,1060,173,36,43,1311,105,8,107,1416,210,7,1640,13,0,3,0,13,0,0,0,13,0,10,28,3112,438,93,74,3706,219,26,242,3953,347,32,4331
POA6168,33,5,0,5,39,3,0,42,362,43,0,0,403,21,0,23,430,57,0,488,610,59,19,8,697,28,3,30,722,34,3,762,58,10,13,0,79,6,0,6,86,0,0,86,6,4,0,11,17,0,0,0,17,3,3,22,1037,113,31,17,1200,52,5,56,1260,100,4,1359,27,3,0,0,31,16,0,16,44,8,0,58,86,14,9,3,109,3,3,10,116,4,0,117,112,19,5,3,141,20,3,19,161,17,0,179,1150,128,41,20,1341,72,6,80,1421,108,4,1531,642,106,36,33,817,75,10,85,906,105,0,1004,0,0,0,0,0,0,0,0,0,0,8,12,1794,236,74,49,2153,149,20,164,2324,210,14,2551
POA6169,64,5,0,5,70,14,0,81,859,89,30,7,975,33,0,34,1013,83,0,1094,1472,158,45,23,1692,50,4,57,1753,77,6,1838,139,16,23,0,175,3,0,3,178,14,0,194,22,0,0,13,36,0,0,0,39,0,3,38,2490,257,95,42,2888,89,3,97,2984,181,12,3170,78,14,0,0,86,25,0,29,116,16,0,129,128,12,6,3,149,22,4,21,167,9,0,176,201,23,6,3,235,41,3,45,288,22,0,302,2695,287,101,40,3120,132,9,147,3269,195,12,3473,1297,195,57,37,1580,91,9,98,1683,154,3,1840,5,0,0,0,5,0,0,0,5,0,12,21,3999,477,157,80,4716,221,21,240,4956,348,29,5337
POA6170,30,0,0,0,34,9,0,39,474,48,12,5,537,30,5,36,573,20,0,588,546,104,15,8,678,33,0,33,710,24,0,735,52,7,5,3,71,3,0,3,76,8,0,87,12,0,3,6,17,0,0,0,17,0,0,18,1081,156,42,24,1305,63,5,68,1377,49,0,1426,41,0,0,0,47,9,3,9,58,0,0,60,84,5,0,0,94,5,0,5,96,0,0,103,127,5,0,0,136,19,3,22,157,4,0,164,1210,168,42,24,1444,78,6,85,1533,56,0,1594,634,74,13,14,741,44,0,44,780,61,0,839,0,0,0,3,3,0,0,0,3,0,22,24,1845,242,55,44,2190,122,6,129,2320,119,27,2459
POA6171,58,0,0,0,63,4,0,63,1237,133,27,10,1398,63,0,63,1465,47,0,1510,2096,174,71,19,2365,50,3,59,2418,30,0,2453,182,31,38,6,258,5,0,5,263,10,0,278,20,0,3,17,41,3,0,3,45,4,0,51,3534,340,142,50,4066,119,8,124,4195,99,0,4292,103,0,3,0,105,16,0,16,117,0,0,121,209,21,3,3,230,15,0,20,254,8,0,256,306,20,6,3,338,36,0,36,372,11,0,377,3836,357,152,56,4405,154,6,164,4565,108,0,4672,1717,143,83,31,1975,76,0,71,2053,98,3,2150,13,0,0,3,11,4,0,4,17,0,8,19,5561,500,237,92,6396,229,6,240,6633,204,12,6844
POA6172,34,0,0,0,32,3,0,36,495,18,6,7,530,24,9,30,564,43,0,604,780,73,8,7,867,43,3,47,910,36,0,952,51,0,10,3,66,8,0,8,71,3,0,73,6,0,3,9,17,0,0,0,17,0,0,17,1331,94,32,24,1483,73,11,81,1560,86,0,1643,33,0,0,3,40,10,0,10,49,0,0,49,66,15,12,0,90,10,0,10,98,0,0,99,99,19,14,3,132,22,0,22,151,0,0,154,1431,110,39,24,1614,92,11,101,1717,87,0,1801,590,42,25,3,667,46,4,47,715,57,0,770,0,0,0,0,4,0,0,0,4,0,0,4,2025,158,68,35,2278,135,15,150,2428,145,0,2577
POA6173,41,0,0,0,41,3,0,39,578,37,22,4,643,28,3,34,672,21,0,692,967,68,37,5,1079,34,3,37,1110,11,0,1128,51,3,15,0,70,0,0,0,73,0,0,71,4,0,0,17,15,0,0,0,15,0,0,15,1603,111,75,21,1804,63,3,65,1874,38,0,1907,36,0,0,0,36,6,0,6,40,3,0,45,114,0,4,3,117,0,0,0,121,8,0,128,149,0,4,3,161,7,0,7,164,9,0,173,1755,111,81,29,1969,68,3,68,2037,46,0,2078,696,36,40,15,786,38,0,43,824,34,0,860,0,0,0,7,6,0,0,0,6,0,0,6,2449,146,118,50,2757,105,5,114,2868,76,3,2952
POA6174,6,0,0,0,6,0,0,6,128,13,3,0,142,10,0,8,152,10,0,158,224,31,3,0,258,12,0,12,273,10,0,281,17,5,3,0,29,0,0,0,29,0,0,29,0,0,0,4,4,0,0,0,4,0,3,5,373,51,8,4,437,18,0,19,452,19,3,471,7,0,0,0,7,0,0,0,7,0,0,7,11,7,0,0,19,0,0,0,19,0,0,19,22,7,0,0,24,0,0,0,24,0,0,24,392,54,8,4,463,18,0,19,481,19,3,501,177,23,6,3,211,6,0,6,222,18,0,235,0,0,0,0,0,0,0,0,0,0,0,0,569,83,21,9,674,22,0,26,696,32,3,738
POA6175,6,0,0,0,6,0,0,7,138,19,10,0,169,9,0,9,176,3,0,180,235,25,3,0,265,10,0,11,272,10,0,280,21,5,3,0,31,0,0,0,31,0,0,31,3,0,3,0,8,0,0,0,8,0,0,8,401,51,15,0,471,15,0,17,483,15,0,493,14,0,0,0,17,5,0,5,23,0,0,23,15,0,0,0,15,7,0,7,25,3,0,28,30,0,0,0,31,11,0,11,42,3,0,45,434,54,15,0,497,26,0,27,526,14,0,542,175,26,14,10,225,20,0,20,241,28,0,270,0,0,0,0,0,0,0,0,0,0,0,3,609,84,28,9,722,46,0,48,771,40,0,813
POA6176,5,0,0,0,5,0,0,5,46,3,3,0,56,0,0,0,56,4,0,58,81,3,3,0,90,0,0,0,90,0,0,90,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,136,8,3,0,149,0,0,0,149,4,0,154,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,8,0,0,0,8,0,0,8,147,8,3,0,158,0,0,0,158,4,0,167,60,10,0,4,74,3,0,3,70,13,0,87,0,0,0,0,0,0,0,0,0,0,0,0,201,15,3,3,228,3,0,3,233,18,0,252
POA6180,15,0,0,0,15,0,0,15,129,10,3,0,139,7,0,7,149,15,0,165,341,17,14,5,387,12,3,15,404,13,5,417,30,5,0,0,37,0,0,0,37,0,0,37,3,3,0,5,7,3,0,3,14,0,3,14,512,30,16,8,572,27,3,26,600,33,4,638,12,0,0,0,11,4,0,4,15,0,0,15,38,5,6,3,54,3,0,3,58,0,0,58,48,7,6,3,64,6,0,6,73,0,0,73,557,40,26,14,633,35,3,34,674,33,4,708,249,37,17,13,310,18,0,18,335,10,0,342,3,0,0,0,3,0,0,0,3,0,3,8,815,69,40,26,952,55,3,54,1003,41,10,1058
POA6181,0,0,0,0,0,0,0,0,23,0,0,0,25,0,0,0,25,0,0,25,34,10,4,0,49,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8,4,0,79,0,0,0,75,0,0,75,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,8,0,0,0,8,0,0,0,8,0,0,8,66,8,4,0,80,0,0,0,82,0,0,82,16,10,0,0,25,0,0,0,23,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,86,17,4,0,110,0,0,0,110,5,0,112
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,4,0,0,0,4,0,0,5,22,6,0,0,29,0,0,0,29,3,0,30,74,0,0,0,79,0,0,0,79,4,0,82,9,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,104,9,0,0,111,0,0,0,111,5,0,119,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,17,3,0,3,15,0,0,15,13,3,0,0,17,3,0,3,15,0,0,15,114,9,0,0,129,3,0,3,131,5,0,134,31,3,11,3,45,6,0,6,46,5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,141,15,7,4,168,8,0,8,181,10,0,189
POA6208,12,0,0,0,12,3,0,15,253,18,6,7,287,9,3,11,297,35,0,332,456,49,22,0,530,10,8,16,548,22,0,562,31,3,6,0,42,0,0,0,42,0,0,43,3,0,0,3,8,0,0,0,8,6,0,14,741,73,41,13,866,20,7,28,894,59,0,952,28,0,0,0,30,3,0,3,29,0,0,31,38,5,8,3,50,0,0,0,48,4,0,51,64,5,3,3,76,3,0,3,78,3,0,88,813,77,43,13,944,24,7,31,976,60,0,1039,361,34,32,5,431,33,3,34,467,61,0,528,3,0,0,0,3,0,0,0,3,0,8,15,1173,110,79,23,1376,54,9,67,1448,127,13,1582
POA6209,10,0,0,0,10,0,0,6,50,6,0,0,56,0,0,0,56,14,0,74,76,16,4,0,89,3,0,3,93,3,0,95,6,0,3,0,9,0,0,0,9,0,0,9,4,0,0,0,4,0,0,0,4,0,0,4,138,21,10,0,167,3,0,3,169,18,0,190,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,10,0,0,10,144,21,10,0,171,0,0,0,180,18,0,192,27,4,5,3,31,7,0,7,43,10,0,51,0,0,0,0,0,0,0,0,0,3,0,3,168,21,10,3,208,8,0,8,217,30,0,250
POA6210,130,4,0,4,132,14,0,144,1424,164,35,7,1644,71,7,73,1718,116,0,1834,2636,308,57,36,3036,104,8,116,3149,131,9,3286,156,18,41,0,214,17,0,17,225,22,3,244,28,4,3,37,67,0,0,0,73,3,0,79,4249,499,133,83,4958,186,21,208,5160,264,9,5439,116,24,16,4,156,33,0,29,187,21,0,213,227,37,0,0,268,16,0,18,287,12,0,300,347,57,17,4,427,50,4,49,480,28,0,510,4590,556,144,87,5384,233,21,255,5636,292,9,5941,1916,254,106,83,2360,171,9,184,2540,340,0,2884,0,0,0,0,3,3,0,3,6,4,24,32,6508,806,252,172,7742,407,35,446,8187,642,35,8862
POA6211,17,0,0,0,18,0,0,16,166,27,3,8,199,3,0,7,203,16,0,216,377,48,23,5,446,16,0,16,456,16,3,473,12,0,3,3,15,0,0,0,14,0,0,18,0,0,0,5,7,0,0,0,7,0,0,7,552,72,30,18,668,16,0,22,686,32,3,717,3,0,0,4,7,0,0,0,8,0,0,8,17,4,4,4,31,14,0,14,38,3,0,42,26,4,7,5,35,15,0,15,52,3,0,55,576,74,37,25,701,34,0,36,736,30,3,769,240,20,3,7,279,23,3,21,297,24,0,324,0,0,0,0,0,0,0,0,0,0,4,4,814,90,37,30,978,55,3,52,1038,60,7,1095
POA6213,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,33,3,3,0,35,0,0,0,35,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,3,0,39,0,0,0,41,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,39,8,3,0,47,0,0,0,46,0,0,48,33,6,0,3,35,0,0,0,39,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,68,8,3,3,80,0,0,4,81,5,0,89
POA6214,0,0,0,0,0,0,0,0,19,0,0,0,22,0,3,5,28,3,0,34,34,4,0,0,42,3,0,3,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,0,61,7,3,10,71,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,55,4,0,0,65,10,3,12,71,3,0,79,23,6,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,76,9,0,0,87,10,3,12,99,3,0,98
