POA_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA6262,3,3,8,58,47,103,0,0,0,8,3,9,0,0,0,38,47,85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,7,3,4,3,12,0,9,0,0,0,0,0,0,8,17,25,14,12,33,0,0,0,142,133,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,4,183,166,346,3,0,3,0,3,0,180,168,351,47,46,95,385,360,744
POA6271,12,15,32,333,349,676,0,0,0,15,19,34,0,0,0,235,261,494,0,0,3,0,0,0,0,3,0,3,4,7,0,0,7,0,0,0,0,0,3,6,9,11,48,35,80,0,0,0,9,15,25,53,70,125,57,63,117,3,0,3,765,833,1598,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,6,15,21,9,17,21,677,650,1335,10,0,8,3,4,9,692,657,1346,148,158,312,1623,1686,3314
POA6275,3,9,12,131,133,268,0,0,0,3,0,4,0,0,0,83,85,163,0,0,4,0,4,4,6,3,8,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,16,13,27,0,0,0,0,3,0,26,38,58,3,23,26,0,0,0,279,299,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,3,303,247,552,3,0,5,6,5,9,307,253,564,100,84,186,700,649,1347
POA6280,103,186,286,2637,3242,5880,0,0,0,237,270,513,3,3,8,2138,2505,4647,84,93,176,20,29,47,72,114,183,22,28,45,40,61,103,0,0,0,39,56,96,84,99,184,249,261,508,29,51,78,57,73,127,413,583,993,464,504,971,13,14,28,6597,7987,14583,37,32,72,89,61,148,4,3,8,3,4,6,21,13,41,29,54,84,54,80,130,5214,4619,9835,38,49,85,22,44,64,5272,4713,9984,1447,1508,2955,13592,14569,28166
POA6281,40,64,96,667,718,1380,0,0,0,22,25,49,0,0,0,610,689,1302,6,8,15,5,13,20,11,13,28,3,5,7,11,9,17,0,0,0,13,8,18,13,12,18,38,46,86,3,8,10,3,0,3,81,123,201,66,79,147,0,4,5,1561,1753,3315,12,10,20,5,3,10,0,0,0,0,0,0,0,0,0,8,9,14,9,9,16,1580,1384,2961,13,11,22,12,9,20,1599,1410,3012,410,322,732,3631,3569,7203
POA6282,14,7,19,141,146,287,0,0,0,0,3,9,0,0,0,109,118,226,0,0,0,0,3,3,12,10,16,0,4,4,3,0,4,0,0,0,3,0,3,3,4,10,3,3,13,0,0,0,0,0,0,7,22,33,12,6,18,0,0,0,297,328,629,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,6,5,14,283,233,516,5,0,5,0,3,3,292,238,521,68,74,140,675,659,1330
POA6284,11,18,22,146,150,292,0,0,0,4,8,13,0,0,0,139,145,290,0,5,5,0,3,3,3,3,5,5,5,11,0,5,8,0,0,0,3,7,4,3,3,4,17,17,38,0,0,0,0,0,0,30,41,74,37,36,73,0,0,0,394,430,819,3,3,5,0,0,0,0,3,3,0,0,0,0,0,0,3,4,10,3,4,10,571,492,1063,3,0,8,0,3,3,575,499,1072,162,152,317,1148,1102,2249
POA6285,69,90,164,531,597,1130,0,0,0,52,60,114,0,0,0,603,646,1254,4,9,10,10,5,21,46,52,101,10,10,16,6,13,22,0,0,0,9,3,11,5,9,12,51,53,105,5,0,3,3,3,11,71,118,187,59,62,120,0,5,5,1479,1645,3129,19,11,25,22,22,43,5,7,10,0,0,0,13,8,21,10,16,27,23,29,46,2360,2284,4642,20,21,38,9,22,31,2393,2328,4715,557,484,1045,4567,4608,9177
POA6286,3,6,4,56,51,111,0,0,0,3,0,4,0,0,0,22,31,53,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,0,0,0,0,0,0,3,15,15,10,14,25,0,0,0,107,121,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,133,304,3,4,3,0,0,0,174,134,311,33,25,55,316,284,603
POA6288,4,0,3,47,52,95,0,0,0,0,0,0,0,0,0,50,56,107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,7,9,6,6,11,0,0,3,112,130,246,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,117,109,227,3,0,3,0,0,0,122,115,231,32,32,69,276,279,555
POA6290,7,12,13,211,212,424,0,0,0,11,14,18,0,0,0,102,117,217,0,0,0,3,0,3,4,3,6,0,0,0,5,9,14,0,0,0,4,4,7,3,3,6,18,14,35,0,0,0,0,3,3,35,63,95,22,26,48,0,0,3,413,475,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,7,311,294,602,8,0,8,0,3,8,319,294,610,83,76,159,817,860,1680
POA6302,6,10,15,385,439,821,0,0,0,26,21,47,0,0,0,268,255,523,13,19,39,6,3,9,14,18,27,3,0,4,5,12,18,0,0,0,9,3,15,4,0,8,30,31,64,15,22,39,3,4,10,82,97,176,40,57,96,7,6,11,909,994,1903,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,6,15,3,6,15,638,549,1186,4,0,4,9,5,13,642,560,1203,251,232,480,1818,1802,3623
POA6304,7,9,14,246,253,497,0,0,0,14,15,28,0,0,0,116,123,243,3,3,4,3,4,4,0,0,0,0,3,3,0,0,0,0,0,0,3,11,12,0,0,0,23,4,25,6,5,12,4,5,7,25,37,61,25,32,53,3,4,8,464,494,962,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,8,4,8,8,264,223,492,3,0,3,3,0,6,274,227,493,132,110,242,879,852,1724
POA6306,0,0,4,117,125,241,0,0,0,7,18,22,0,0,0,57,71,128,6,3,11,0,0,0,0,4,7,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,19,23,44,0,0,0,0,0,0,47,45,96,24,20,46,0,0,0,286,312,595,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,3,7,4,13,152,115,270,0,0,0,0,0,0,158,119,268,74,67,137,519,501,1025
POA6308,5,3,5,190,199,388,0,0,0,28,34,67,0,0,0,96,121,214,3,3,9,0,0,4,9,19,25,0,0,0,3,7,4,0,0,0,3,4,7,0,4,6,10,16,17,0,0,0,3,4,5,42,42,89,11,27,33,0,0,0,406,472,878,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,272,197,468,4,0,4,0,3,3,274,202,482,114,109,222,810,783,1593
POA6309,0,0,0,29,26,60,0,0,0,13,17,28,0,0,0,14,10,21,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,7,3,10,3,3,11,0,0,0,79,71,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,25,75,3,0,3,0,0,0,49,25,72,29,19,52,153,122,275
POA6311,0,0,3,51,59,113,0,0,0,12,12,16,0,0,0,39,50,91,0,0,0,0,0,0,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,0,0,0,3,0,3,12,21,31,8,10,14,0,0,0,141,152,291,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,104,81,188,0,0,0,0,0,0,111,81,193,60,40,96,313,283,589
POA6312,12,28,34,396,457,853,0,0,0,88,113,198,0,0,0,479,473,959,3,3,7,3,8,12,32,47,75,5,5,10,13,22,33,0,0,0,6,3,13,24,26,45,39,39,77,9,31,40,4,10,14,118,172,291,74,72,143,4,7,7,1306,1483,2786,12,15,26,7,4,14,0,0,0,3,0,4,0,0,0,0,12,12,3,11,16,750,669,1420,3,0,8,0,9,9,756,679,1433,277,292,571,2373,2509,4884
POA6313,3,0,3,25,24,49,0,0,0,0,3,5,0,0,0,28,30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,3,3,5,0,0,0,0,0,0,0,0,0,8,0,6,5,11,16,0,0,0,71,77,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,36,84,0,0,0,0,3,3,50,37,86,33,21,58,157,135,294
POA6315,3,9,14,193,216,416,0,0,0,33,32,69,0,0,0,156,154,307,0,0,0,0,3,3,0,0,0,0,0,0,4,5,15,0,0,0,4,0,8,0,0,0,20,18,39,5,3,6,3,3,9,84,102,185,23,22,49,3,0,3,529,570,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,3,8,298,286,587,0,3,7,0,3,3,299,294,589,139,131,269,974,1009,1988
POA6316,0,0,0,27,24,52,0,0,0,21,12,33,0,0,0,17,19,36,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,4,0,0,0,5,3,12,0,4,3,0,0,0,7,6,17,6,11,17,0,0,0,88,81,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,56,129,0,0,0,0,0,0,78,56,129,21,19,36,189,154,344
POA6317,36,38,70,239,273,512,0,0,0,197,203,400,0,0,0,269,266,530,3,3,5,4,3,3,16,24,34,7,3,6,40,31,68,0,0,0,12,21,35,12,13,26,16,16,38,10,7,21,4,7,15,51,62,115,64,72,130,4,4,7,945,1006,1949,14,7,24,224,178,405,0,0,0,0,0,0,0,0,0,5,5,11,3,5,9,592,476,1067,0,3,4,0,0,0,593,480,1076,318,324,648,2139,2042,4183
POA6318,0,4,9,43,33,77,0,0,0,11,3,14,0,0,0,35,49,85,0,0,0,0,0,3,0,0,0,0,0,0,7,6,17,0,0,0,0,0,0,0,5,8,7,10,10,0,5,5,0,0,0,10,7,17,8,5,18,0,0,0,118,131,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101,73,175,0,0,0,0,0,0,101,73,175,45,45,87,265,257,525
POA6320,0,3,4,35,40,71,0,0,0,52,56,110,0,0,0,39,42,82,3,7,8,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,26,31,57,17,10,35,0,0,0,191,193,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,62,136,0,0,0,3,0,3,68,64,138,49,52,97,314,308,618
POA6321,0,0,0,60,69,132,0,0,0,19,23,46,0,0,0,34,33,67,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,0,0,0,0,0,0,3,3,6,11,11,19,0,0,0,142,151,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,65,152,0,0,0,0,0,0,89,65,157,24,26,48,254,242,496
POA6322,0,0,0,16,18,37,0,0,0,20,12,31,0,0,0,11,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,3,0,4,0,0,0,57,48,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,38,36,77,0,0,0,0,0,0,41,33,75,17,25,33,110,108,224
POA6323,4,4,10,78,94,172,0,0,0,9,14,27,0,0,0,43,47,87,0,0,0,0,0,0,0,0,3,0,0,0,4,3,5,0,0,0,0,0,0,0,0,4,14,8,23,0,0,0,5,8,10,17,13,36,28,21,48,0,0,0,198,222,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,3,8,10,234,192,424,0,0,0,0,3,4,232,194,427,67,54,123,509,487,989
POA6324,7,11,16,329,337,666,0,0,0,70,82,150,3,0,3,170,209,380,0,0,0,3,3,9,14,19,35,3,5,11,0,3,4,0,0,0,7,5,12,11,20,32,29,22,50,0,0,5,9,7,16,37,61,105,73,74,149,0,0,0,775,857,1630,3,3,5,70,34,100,0,0,0,0,0,0,4,3,8,10,13,26,13,14,32,639,575,1212,3,6,9,4,0,8,651,581,1231,299,203,506,1816,1702,3519
POA6326,0,0,0,47,47,92,0,0,0,0,3,4,0,0,0,20,21,46,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,5,3,7,6,0,0,0,3,4,3,14,12,29,13,26,38,0,0,0,108,122,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,88,195,0,0,0,0,0,3,109,89,197,27,26,55,248,239,492
POA6327,0,0,0,30,26,50,0,0,0,3,3,5,0,0,0,13,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,12,13,25,0,0,0,0,0,0,3,5,9,3,4,9,0,0,0,66,66,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,46,118,3,3,3,0,0,0,74,53,121,12,12,27,153,127,273
POA6328,3,0,3,42,42,83,0,0,0,4,4,7,0,0,0,20,25,44,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,4,3,3,0,8,4,3,12,0,0,3,3,0,3,15,14,33,12,8,16,0,0,0,108,106,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,73,166,3,0,3,0,0,0,97,73,167,23,23,43,227,202,427
POA6330,103,160,269,2679,3270,5946,0,0,0,567,599,1169,51,50,99,2169,2430,4601,82,88,173,32,29,64,86,126,216,30,49,81,57,110,167,4,5,11,119,124,245,231,284,514,543,631,1172,49,73,121,46,64,112,579,856,1433,671,812,1481,15,14,33,8015,9619,17639,56,40,94,42,33,74,3,9,10,3,0,5,21,18,38,67,133,200,89,150,237,7105,6453,13557,76,60,137,34,53,90,7218,6569,13785,2140,1620,3764,17670,18194,35869
POA6333,42,46,85,418,449,870,0,0,0,36,31,68,0,0,0,273,288,563,4,3,11,9,0,11,31,41,67,4,8,12,13,17,26,0,0,0,9,9,15,3,6,7,44,42,86,3,3,3,8,8,17,64,99,160,51,73,127,4,4,6,968,1077,2046,5,8,16,0,0,0,4,4,7,0,0,0,3,0,0,13,34,49,19,36,53,1443,1317,2760,23,19,39,12,28,39,1477,1361,2839,393,407,800,2904,2949,5845
POA6335,0,3,3,66,67,128,0,0,0,42,39,89,46,51,98,46,35,83,7,3,9,0,0,0,0,0,0,3,4,5,0,0,3,0,0,0,0,3,7,0,0,0,6,3,10,3,0,4,0,0,0,4,13,21,13,6,18,0,0,0,243,234,477,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,104,93,200,0,0,3,0,0,0,104,94,197,54,42,88,403,375,775
POA6336,0,0,0,40,23,59,0,0,0,4,0,6,0,3,3,18,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,11,0,0,0,0,0,0,14,8,29,4,4,13,0,0,0,90,72,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,36,108,0,0,0,0,0,0,70,41,107,36,21,60,195,133,330
POA6337,0,3,3,37,40,73,0,0,0,3,3,6,0,0,0,42,37,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,6,14,0,0,0,0,0,0,12,10,27,12,11,24,0,0,0,121,108,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,88,216,0,0,0,0,0,0,126,88,216,59,37,97,304,237,546
POA6338,0,3,4,63,65,123,0,0,0,6,4,6,0,0,0,65,45,109,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,0,5,4,0,0,0,6,6,15,0,0,0,0,0,0,10,8,23,9,14,22,0,0,0,163,152,314,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,110,264,0,0,0,0,0,4,156,113,265,43,43,87,368,313,676
POA6341,0,0,0,30,19,51,0,0,0,9,3,14,0,0,0,12,20,33,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,0,0,0,0,0,0,14,11,22,9,5,15,0,0,0,83,64,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,61,41,99,0,0,0,0,0,0,61,41,99,25,23,51,172,127,296
POA6343,0,0,0,24,21,44,0,0,0,3,4,6,0,0,0,26,20,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,9,10,21,4,6,7,0,3,6,73,63,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,38,37,71,0,0,0,0,0,3,40,36,76,34,21,54,146,119,264
POA6346,0,0,0,82,69,147,0,0,0,4,0,4,0,0,0,63,59,127,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,3,0,0,0,9,12,23,0,0,0,0,0,0,28,27,57,14,6,20,0,0,0,212,184,393,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,5,135,84,219,7,0,9,0,0,3,140,85,228,64,46,111,416,321,738
POA6348,0,3,3,81,93,172,0,0,0,7,11,18,0,0,0,53,54,110,0,4,3,4,0,3,0,0,0,0,0,0,4,0,3,0,0,3,10,6,15,0,0,0,24,14,38,0,0,5,0,0,0,22,18,43,23,14,33,0,0,0,230,216,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,3,8,8,157,130,290,3,0,3,0,0,0,163,136,297,67,48,114,458,415,871
POA6350,0,0,0,29,25,54,0,0,0,4,0,4,0,0,0,23,23,49,0,0,0,0,0,0,4,10,17,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,6,13,0,0,0,0,0,0,9,7,18,3,0,3,0,0,0,73,85,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,52,51,107,4,0,4,0,0,0,55,51,107,15,23,34,148,154,302
POA6351,0,0,0,7,6,20,0,0,0,3,3,8,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,23,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,40,0,0,0,0,0,0,20,15,40,0,3,3,45,35,85
POA6352,0,0,0,11,11,15,0,0,0,0,3,4,0,0,0,25,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,11,5,15,0,0,0,0,0,0,53,42,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,57,0,0,0,0,0,0,33,26,57,17,15,34,103,86,187
POA6353,0,0,0,90,73,170,0,0,0,7,8,15,0,0,0,96,84,182,0,0,0,3,0,3,9,3,8,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,6,13,15,0,0,0,0,0,0,20,25,53,9,13,24,0,0,0,246,228,472,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,4,101,102,198,0,0,0,0,0,0,101,102,202,51,56,106,399,384,785
POA6355,0,0,0,52,49,106,0,0,0,3,3,6,0,0,0,37,34,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,9,0,0,3,0,0,0,13,16,30,6,5,12,0,0,0,129,119,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,62,140,0,0,0,0,0,0,74,62,140,33,21,51,235,200,438
POA6356,0,0,0,18,13,29,0,0,0,0,0,0,0,0,0,11,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,11,4,15,0,0,0,41,31,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,43,0,0,0,0,0,0,27,13,43,6,6,13,71,52,125
POA6357,0,0,0,14,12,30,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,20,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,22,0,0,0,0,0,0,18,9,22,7,7,13,43,33,76
POA6358,0,0,0,12,8,22,0,0,0,0,0,0,0,0,0,9,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,4,0,0,0,27,24,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,33,0,0,0,0,0,0,17,10,33,7,0,3,52,37,93
POA6359,0,0,0,52,43,92,0,0,0,3,0,0,0,0,0,51,48,101,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,9,14,0,0,0,5,5,9,21,20,40,9,6,11,0,0,0,148,126,276,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,41,107,0,0,0,0,0,0,63,41,107,30,25,52,243,195,437
POA6361,0,0,0,12,14,27,0,0,0,0,0,0,0,0,0,11,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,31,28,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,43,0,0,0,0,0,0,25,15,43,3,3,4,59,50,109
POA6363,0,0,0,20,14,31,0,0,0,0,0,0,0,0,0,10,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,16,0,0,0,0,0,0,33,30,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,30,0,0,0,0,0,0,19,8,30,4,6,11,60,40,105
POA6365,0,0,0,72,84,161,0,0,0,0,3,4,0,0,0,37,52,91,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,6,6,0,0,3,0,4,5,27,19,43,0,0,4,0,0,0,144,170,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,91,62,156,0,0,0,0,0,0,88,62,155,29,25,55,273,258,531
POA6367,0,0,0,43,43,82,0,0,0,4,6,7,0,0,0,24,24,45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,16,0,0,0,0,0,0,13,13,23,5,3,12,0,0,0,91,89,186,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,42,110,0,0,0,0,0,0,65,42,108,25,24,52,190,170,354
POA6368,0,0,0,8,11,16,0,0,0,7,4,11,0,0,0,4,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,25,0,0,0,0,0,0,12,9,25,3,0,3,39,39,73
POA6369,0,0,0,80,105,182,0,0,0,0,0,0,0,0,0,72,63,136,10,5,16,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,9,0,0,0,14,11,22,8,9,20,3,8,9,0,0,0,191,218,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,77,187,0,0,0,0,0,0,106,75,185,38,36,73,337,334,671
POA6370,3,0,4,49,51,99,0,0,0,3,0,4,0,0,0,24,30,56,0,0,0,0,0,0,0,8,6,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,3,5,0,0,0,0,0,0,26,26,44,4,6,12,0,0,0,113,126,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,83,190,0,0,0,0,0,0,101,85,192,15,14,27,233,224,458
POA6372,0,0,0,13,4,19,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,29,26,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,38,0,0,0,0,0,0,16,16,38,20,9,29,68,53,115
POA6373,0,0,0,16,16,30,0,0,0,0,0,0,0,0,0,7,3,14,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,29,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,19,0,0,0,0,0,0,8,10,19,9,10,14,46,48,94
