POA_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA6108,4,64,0,12,8,4,0,0,0,94,0,24,0,3,3,0,0,0,0,33,48,446,31,99,144,53,3,46,9,868,0,0,0,0,0,0,0,3,0,10,20,58,14,40,50,21,7,11,4,222,27,32,32,123,96,31,3,19,12,377,40,33,88,224,165,68,17,38,9,677,0,6,3,17,24,19,3,16,7,95,9,6,12,32,53,20,4,12,0,139,3,6,7,11,14,10,4,7,3,62,10,10,0,25,18,8,4,9,16,101,175,782,189,603,585,250,44,172,53,2847,0,7,0,0,0,0,0,0,0,11,6,37,0,0,3,0,0,5,0,51,41,127,23,24,38,14,18,13,5,305,4,16,0,0,0,0,0,0,0,20,9,92,3,12,15,10,6,0,0,147,7,33,3,5,3,0,0,0,0,51,134,766,117,139,210,93,61,88,15,1616,5,0,3,3,0,0,0,3,0,16
POA6109,3,12,0,3,3,0,0,3,0,27,0,8,0,0,0,0,0,0,0,4,22,120,13,43,56,16,0,29,0,295,0,0,0,3,0,0,0,0,0,4,8,15,3,13,17,3,0,3,0,66,15,23,6,55,32,14,0,9,3,157,22,24,36,92,54,22,8,26,3,282,3,0,0,5,10,8,4,11,0,50,3,0,0,27,13,8,4,12,0,70,3,0,0,3,4,0,0,0,0,14,6,3,0,19,4,6,4,14,10,56,89,234,62,278,207,78,19,111,23,1109,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,17,17,44,8,20,17,11,8,12,0,136,0,3,0,0,0,0,0,0,0,7,0,24,0,3,0,0,0,3,0,35,0,10,3,0,0,0,0,0,0,16,51,210,63,63,71,35,31,43,9,571,0,0,0,5,0,0,0,0,0,8
POA6110,14,55,5,24,18,4,0,5,0,120,8,13,0,0,12,0,0,0,0,28,106,719,46,177,197,70,5,58,10,1394,0,0,0,0,3,0,0,0,0,4,43,87,20,59,88,25,3,23,7,350,55,78,40,211,168,64,3,29,14,664,60,62,152,416,311,132,32,72,18,1253,11,7,8,29,46,32,5,19,0,161,22,12,14,67,58,20,6,17,0,226,3,16,8,9,20,3,0,8,0,65,10,14,7,37,32,36,3,24,15,179,365,1245,308,1062,1002,400,66,262,65,4772,0,11,0,0,3,0,0,0,0,19,7,73,0,3,7,0,3,3,0,90,95,277,21,39,81,38,25,27,5,611,5,19,0,0,5,0,0,0,0,33,20,88,5,32,22,3,4,4,3,179,13,24,3,0,13,0,0,3,0,46,262,1198,179,257,297,119,86,113,27,2547,3,4,3,3,3,3,3,0,0,20
POA6111,9,78,0,8,11,0,0,3,3,114,4,17,3,0,0,0,0,0,0,23,70,437,20,62,107,40,3,23,6,779,0,5,0,3,5,0,0,0,0,12,19,78,9,52,59,21,3,12,3,253,35,55,28,121,99,38,7,20,4,398,41,44,92,255,176,74,18,59,6,769,7,11,5,19,24,18,3,8,0,86,10,3,6,43,54,16,3,13,0,147,0,11,0,7,8,3,0,0,0,33,3,13,7,23,25,14,0,6,4,93,225,839,181,615,586,220,37,148,33,2884,3,10,0,0,0,0,0,0,0,10,3,42,3,0,4,0,0,0,0,57,45,115,14,18,25,6,8,11,4,240,0,11,0,0,3,0,0,0,0,16,23,106,5,10,13,0,0,3,3,162,10,25,3,0,3,0,0,0,0,41,184,718,64,106,150,67,27,50,9,1376,0,5,0,3,5,0,0,0,0,13
POA6112,16,138,6,21,12,3,0,0,0,191,3,42,0,3,5,3,0,0,0,60,145,1214,66,247,290,126,16,69,21,2200,0,0,0,6,3,5,0,0,0,17,35,103,31,112,129,37,3,25,0,470,91,170,41,316,254,96,11,48,5,1040,132,100,250,650,481,233,43,93,13,2000,20,10,12,52,89,60,6,18,3,263,21,20,14,101,102,41,0,28,3,332,6,23,3,24,24,12,4,14,0,107,14,34,14,57,52,33,9,29,13,245,526,2126,466,1642,1528,673,106,338,70,7470,5,16,0,0,3,0,0,0,0,29,9,75,3,3,3,0,0,0,3,107,124,460,63,81,141,41,52,21,7,998,9,31,3,0,7,3,3,0,0,48,32,207,16,32,16,3,0,4,0,321,11,53,4,7,12,3,0,0,0,93,416,2034,257,355,464,207,152,148,49,4074,3,0,3,12,7,7,0,0,3,30
POA6121,0,14,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,56,7,3,16,0,0,6,0,101,0,0,0,0,0,0,0,0,0,0,3,4,0,8,9,5,0,0,0,26,8,12,3,10,13,5,0,0,0,51,12,5,18,23,30,11,0,7,0,107,0,0,0,6,4,4,0,0,0,15,6,0,3,6,14,9,0,0,0,35,0,0,0,3,0,0,0,0,0,3,0,9,0,0,5,0,0,0,0,21,36,119,36,63,89,30,0,19,4,396,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,6,13,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,16,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,29,94,13,7,16,3,0,5,0,180,0,0,0,0,0,0,0,0,0,0
POA6122,3,35,0,10,7,3,0,0,3,57,0,23,0,0,3,0,0,0,0,21,39,314,15,60,63,24,0,8,7,537,0,0,0,11,0,0,0,0,0,16,18,46,20,41,45,15,4,3,0,189,35,41,20,126,98,31,0,11,0,371,43,44,123,228,197,87,16,29,7,779,8,0,3,12,33,20,3,8,0,87,9,4,5,26,35,23,6,4,3,108,3,0,0,6,9,3,0,3,0,29,5,8,3,17,15,11,0,12,3,78,178,558,200,552,511,221,32,83,27,2363,0,3,0,0,3,0,0,0,0,12,0,10,0,0,0,0,0,0,0,8,26,67,3,12,18,6,11,12,3,158,3,3,0,0,0,0,0,0,0,9,8,54,3,13,6,6,0,0,3,88,4,28,0,0,3,0,0,0,0,36,90,457,42,84,91,37,36,28,12,879,0,0,4,9,0,0,0,0,0,18
POA6123,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,18,3,3,4,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,3,0,6,5,3,0,0,0,17,10,0,13,20,8,6,3,3,0,63,0,0,0,3,6,3,0,3,0,13,0,0,0,4,4,0,0,0,0,14,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,16,33,19,44,32,12,3,9,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,6,28,6,4,4,5,4,3,0,51,0,0,0,0,0,0,0,0,0,0
POA6124,0,4,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,5,33,0,0,12,0,0,4,0,53,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,0,0,20,4,3,0,10,3,3,0,3,0,22,5,4,5,6,13,0,0,4,0,40,0,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,8,18,58,7,27,31,14,7,11,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,9,13,40,0,3,8,4,0,4,0,77,0,0,0,0,0,0,0,0,0,0
POA6125,3,5,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,4,16,57,4,10,4,4,0,0,3,94,0,0,0,0,0,0,0,0,0,0,5,5,0,6,10,0,0,6,0,38,3,7,0,11,12,0,0,0,0,36,5,0,19,29,18,6,3,19,3,107,3,0,0,0,10,3,0,0,0,27,6,3,0,3,14,3,0,10,0,30,0,0,3,0,0,0,0,0,0,8,0,0,0,3,8,5,0,3,0,29,47,91,31,71,81,23,5,35,10,388,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,16,4,3,0,0,0,0,0,0,0,10,29,79,6,12,11,3,0,0,3,148,0,0,0,0,0,0,0,0,0,0
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,8,8,11,3,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
POA6147,12,36,0,3,11,3,0,0,0,71,0,16,0,0,0,0,0,0,0,29,39,373,27,72,99,49,3,35,6,699,0,0,0,0,3,0,0,0,0,3,8,29,3,36,40,16,3,11,0,144,26,19,23,83,45,16,3,9,3,220,24,28,41,126,76,31,8,24,5,363,3,0,3,8,20,14,0,11,0,54,3,4,3,24,16,9,7,3,0,69,3,3,0,7,13,7,0,8,0,41,5,10,0,10,7,11,3,10,11,64,134,634,119,375,352,153,32,107,32,1942,0,8,0,0,3,0,0,0,0,10,10,57,3,3,0,0,0,0,0,77,29,149,27,21,41,16,5,21,6,313,0,7,0,0,0,0,0,0,0,10,16,64,5,3,14,3,0,0,0,109,3,20,3,0,4,0,0,0,0,39,121,651,127,109,156,89,44,93,12,1393,0,0,0,3,3,0,0,0,0,7
POA6148,8,97,5,9,12,7,0,4,0,141,0,17,0,0,6,0,0,0,0,29,99,643,36,90,170,48,7,29,9,1133,0,0,0,0,0,0,0,0,0,0,22,89,5,31,45,19,0,3,4,213,14,39,17,58,53,25,4,10,0,222,21,21,39,121,71,37,6,22,8,347,7,4,5,9,9,8,0,8,0,42,7,10,5,20,31,11,0,7,0,88,0,14,3,3,6,0,0,4,0,29,3,13,3,16,10,8,0,4,0,58,220,1160,124,383,455,175,17,89,34,2653,4,13,0,0,0,0,0,0,0,24,23,164,7,0,4,0,0,0,0,196,100,309,22,33,62,22,8,17,5,575,3,19,0,0,3,0,0,0,0,24,21,141,6,9,19,5,3,3,0,217,5,20,0,0,4,0,0,0,0,40,318,1176,112,140,248,97,57,63,28,2237,0,0,0,0,0,0,0,0,0,6
POA6149,14,119,0,6,11,5,0,0,0,163,5,20,4,0,4,0,0,0,0,37,120,779,33,90,184,61,3,30,12,1306,0,0,0,0,0,0,0,0,0,6,31,111,13,52,65,19,0,10,3,307,33,39,18,46,77,40,4,9,3,263,21,23,47,114,97,36,9,11,3,356,0,5,0,11,16,12,0,0,0,54,9,17,3,12,47,11,3,6,0,107,3,9,3,6,19,3,0,3,0,56,0,7,3,8,19,3,0,7,5,59,287,1336,127,373,583,195,21,83,31,3028,7,9,0,0,4,0,0,0,0,17,29,158,3,0,4,0,0,0,0,198,112,313,13,10,56,10,3,16,3,537,9,27,0,0,6,0,0,0,0,45,42,191,6,10,13,11,5,0,4,285,10,37,4,3,5,0,0,0,0,64,381,1434,106,140,276,94,36,72,18,2561,3,0,0,0,0,0,0,0,0,7
POA6150,11,65,3,6,8,4,0,0,0,100,3,9,0,0,0,0,0,0,0,14,84,570,30,64,142,51,7,14,8,972,0,0,0,0,0,0,0,0,0,3,5,59,3,22,43,15,0,4,0,158,17,30,9,50,35,18,0,13,0,165,15,11,24,55,53,21,3,12,3,192,0,3,0,7,11,3,0,0,0,27,4,5,4,13,29,12,0,5,0,73,0,10,0,3,9,0,0,0,0,24,5,11,3,9,16,7,0,0,3,53,187,917,86,242,368,144,11,50,23,2032,3,10,0,0,0,0,0,0,0,9,11,125,5,3,4,3,3,0,3,146,83,209,9,24,41,19,3,18,9,408,6,12,0,0,3,0,0,0,0,23,27,108,3,4,19,4,0,0,0,175,4,15,0,0,3,3,0,0,0,29,292,1079,81,99,213,93,35,61,26,1967,0,0,0,0,0,0,0,0,0,8
POA6151,25,126,10,8,16,3,0,0,3,185,3,26,0,0,3,0,0,0,0,32,180,779,36,102,192,63,4,23,8,1395,0,0,0,0,0,0,0,0,0,4,30,63,8,29,49,17,0,5,3,201,17,38,12,55,68,23,0,4,0,227,27,29,39,81,61,26,0,11,3,275,5,3,0,3,8,6,3,8,0,41,11,9,3,11,31,8,0,3,0,74,6,11,4,3,7,4,0,0,0,34,8,15,3,8,13,8,0,4,6,72,382,1440,141,320,496,180,7,58,27,3050,0,19,3,0,3,0,0,0,0,22,29,206,3,0,6,3,0,0,6,250,204,461,22,31,60,14,3,3,7,806,10,27,0,0,4,0,0,0,6,45,49,203,10,11,22,9,3,3,3,313,10,33,3,0,8,0,0,0,0,55,507,1612,121,149,290,124,32,66,19,2908,3,0,0,3,0,0,0,0,0,6
POA6152,25,206,3,17,24,7,0,0,0,284,9,33,0,6,7,0,0,0,0,58,240,1181,51,141,285,109,4,29,18,2064,0,0,0,4,0,0,0,0,0,6,38,90,11,55,73,31,3,5,0,303,45,45,28,73,98,41,5,16,0,344,39,33,60,111,126,46,10,16,8,447,3,9,0,15,27,10,0,0,0,72,14,10,5,28,42,15,0,3,4,112,4,24,3,8,15,4,0,3,0,59,11,13,3,16,19,8,0,6,9,87,520,2050,168,482,787,288,22,98,48,4470,5,17,0,5,3,0,0,0,0,29,36,246,3,0,8,0,0,6,0,297,224,574,33,41,94,27,10,18,7,1033,7,34,0,0,5,7,0,0,0,55,61,294,11,17,34,7,0,3,8,439,11,53,0,6,14,0,0,0,0,76,612,2238,181,238,430,189,53,116,40,4092,0,0,0,4,0,0,0,0,0,7
POA6153,27,140,0,14,24,7,0,0,0,204,10,32,0,0,5,0,0,0,0,45,173,916,30,100,252,84,3,21,15,1587,0,0,0,3,0,0,0,0,0,4,24,69,17,38,72,25,3,7,0,256,31,30,17,49,65,33,0,3,3,229,26,16,36,105,82,31,4,9,7,323,0,4,0,10,10,8,0,0,0,40,7,6,3,22,42,14,3,3,0,100,3,13,3,4,14,3,0,0,0,46,8,19,3,12,22,3,0,4,6,77,390,1590,127,365,629,216,13,51,37,3406,5,25,0,0,6,0,0,0,0,35,30,206,7,0,5,5,0,0,3,246,230,455,21,11,56,23,4,8,12,820,8,34,3,0,3,0,0,0,0,57,47,192,0,16,36,4,0,3,3,308,21,44,0,4,11,0,0,0,0,77,579,1803,120,143,351,158,26,51,46,3281,0,3,0,3,0,0,0,0,0,9
POA6154,12,68,0,7,8,0,0,0,0,100,3,15,0,0,0,0,0,0,0,18,85,407,17,47,117,37,0,17,4,733,0,0,0,0,0,0,0,0,0,0,16,61,12,24,27,3,5,3,0,140,12,25,6,32,42,8,0,0,0,133,13,10,34,63,48,25,4,7,4,202,4,4,3,3,17,0,0,3,0,25,0,3,4,8,19,9,0,3,0,43,0,10,0,5,9,0,0,0,0,20,0,6,3,5,11,3,0,0,7,35,180,714,82,196,314,86,8,32,20,1632,4,7,0,0,0,0,0,0,0,11,13,59,3,3,0,0,0,0,0,80,75,162,17,11,24,10,4,0,4,300,3,8,0,0,3,0,0,0,0,16,23,102,0,8,17,0,0,0,0,156,5,18,0,0,4,0,0,0,0,33,260,735,57,80,171,68,11,41,13,1434,0,0,0,0,0,0,0,0,0,4
POA6155,28,195,4,28,33,7,0,3,0,311,11,48,0,3,16,0,0,0,0,70,251,1737,109,268,458,163,14,95,16,3112,0,0,0,6,0,0,0,0,0,13,62,201,26,98,127,37,3,19,4,577,79,105,46,203,202,62,3,25,6,731,81,68,141,349,276,127,17,61,3,1123,12,10,4,43,58,38,0,13,0,173,24,17,8,74,90,30,3,9,0,267,8,34,7,21,35,9,0,10,0,123,12,36,14,30,49,19,5,15,18,195,657,2953,379,1199,1483,520,47,286,69,7586,3,29,0,0,8,0,0,0,0,39,28,327,7,3,4,0,0,3,0,375,254,831,79,87,193,68,49,54,9,1627,13,39,0,3,4,4,0,0,0,68,62,307,12,35,51,14,7,8,3,497,16,65,0,7,16,0,0,0,3,112,739,3183,361,393,708,280,156,241,57,6106,0,0,3,6,0,0,4,0,0,19
POA6156,9,115,0,9,8,0,0,0,0,145,11,27,0,4,4,0,0,0,0,46,129,741,16,84,154,51,3,16,10,1202,0,0,0,4,0,0,0,0,0,3,35,81,9,40,51,8,0,9,3,234,31,38,13,58,67,25,3,8,0,250,37,20,57,89,102,31,3,13,4,352,4,0,0,8,12,10,0,0,0,38,8,7,3,21,49,9,0,5,0,100,9,11,5,3,14,3,0,0,0,35,4,10,0,8,22,3,0,4,5,63,320,1223,113,348,508,152,12,57,30,2753,5,14,0,0,0,0,0,0,0,27,6,82,0,0,0,0,0,0,0,91,117,229,11,25,37,8,3,13,5,435,3,22,0,0,3,0,0,0,0,27,39,160,0,10,8,6,0,3,0,229,19,36,0,7,4,0,0,0,0,68,392,1215,64,121,208,87,19,51,23,2193,0,3,0,4,0,0,0,0,0,8
POA6157,17,129,0,12,14,3,0,0,0,171,3,18,0,3,7,0,0,0,0,33,131,704,22,93,109,44,5,11,15,1139,0,0,0,0,3,0,0,0,0,5,18,71,8,30,44,17,0,5,3,192,23,47,8,51,50,25,0,11,0,207,20,28,32,89,74,24,9,12,7,287,3,0,0,6,13,5,0,0,0,39,6,3,3,17,25,12,0,6,0,69,4,11,0,0,11,5,0,0,3,30,8,17,4,0,12,10,0,0,4,51,254,1203,84,315,371,157,15,44,32,2478,4,15,0,0,0,0,0,0,0,21,8,102,0,0,3,0,0,0,0,112,81,216,12,13,26,7,0,3,4,365,6,8,0,0,4,0,0,0,0,20,36,178,0,15,15,5,0,0,0,251,8,26,0,4,3,0,0,0,0,49,314,1131,66,137,152,75,24,35,24,1946,0,0,0,0,3,0,0,0,0,5
POA6158,13,67,3,7,5,0,0,0,3,100,3,16,0,0,0,0,0,0,0,25,92,386,6,49,92,16,0,4,12,654,0,0,0,0,0,0,0,0,0,0,16,55,3,14,26,8,3,0,0,131,15,22,3,26,20,8,0,3,0,100,14,9,27,30,30,10,3,9,0,133,0,0,0,0,7,3,0,0,0,16,3,3,3,13,13,6,0,0,0,42,0,3,3,3,7,3,0,0,0,23,3,3,0,6,4,0,0,4,3,28,194,712,48,147,219,75,8,16,19,1452,3,10,0,0,0,0,0,0,0,15,19,87,0,0,0,0,0,0,0,109,75,173,4,4,19,3,0,0,3,278,4,13,0,0,4,0,0,0,0,18,26,94,3,15,14,3,0,0,3,159,9,23,0,0,0,0,0,0,0,37,249,705,33,68,108,40,7,9,16,1244,0,0,0,0,0,0,0,0,0,0
POA6159,9,13,0,0,5,0,0,0,0,33,0,9,0,0,0,0,0,0,0,8,46,205,7,13,33,15,0,0,4,324,0,0,0,0,0,0,0,0,0,0,13,16,3,9,7,3,0,0,0,46,3,12,3,9,11,3,0,0,0,39,9,7,5,8,10,3,0,3,0,43,0,0,0,4,0,0,0,0,0,7,0,0,0,4,7,4,0,0,0,17,3,0,0,0,0,0,0,0,0,5,0,3,0,3,3,5,0,0,0,20,99,352,16,56,84,29,3,9,8,660,0,6,0,0,0,0,0,0,0,4,3,44,0,0,0,0,0,0,0,53,39,118,5,5,12,0,0,0,3,182,0,7,0,0,3,0,0,0,0,9,13,32,3,0,5,0,0,0,0,55,3,9,0,0,0,0,0,0,0,9,110,376,16,30,42,26,6,5,6,612,0,0,0,0,0,0,0,0,0,0
