POA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
POA6105,0,3,3,56,3,5,5,3,0,75,0,0,3,12,5,6,23,29,15,88,0,0,0,3,0,0,0,0,0,4,0,0,13,58,3,0,0,0,0,72,0,3,0,10,3,4,3,3,0,23,0,4,13,57,9,11,14,4,0,116,0,0,0,0,0,0,0,0,0,3,0,4,7,21,3,3,4,7,0,39,0,0,0,12,7,18,8,4,0,45,0,0,9,42,3,0,0,0,0,57,0,0,3,3,0,4,3,5,0,19,0,24,41,122,55,38,19,8,0,306,0,0,3,5,3,3,0,0,0,16,6,15,21,65,6,3,0,0,0,111,0,4,4,7,3,0,0,0,0,17,4,35,37,128,43,6,3,0,0,256,0,0,0,7,3,6,3,5,3,31,0,0,0,9,6,19,5,16,4,64,0,4,4,14,10,9,5,7,3,58,0,0,0,16,6,4,0,0,0,37
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,4,8,0,52,9,12,12,10,3,92,0,3,3,15,6,25,59,50,23,186,0,0,4,18,0,3,3,0,0,27,6,6,24,133,14,4,3,0,0,190,3,3,3,10,3,9,0,0,0,40,8,31,154,340,45,43,31,11,0,656,0,0,0,0,0,0,0,0,0,3,0,12,21,73,16,9,6,0,0,140,0,19,31,130,45,43,31,13,4,319,0,7,35,119,15,3,0,0,0,181,0,0,0,3,3,12,23,20,9,67,8,75,77,229,102,85,36,11,0,614,0,0,0,7,3,3,9,5,0,25,17,19,64,199,16,5,3,0,0,320,0,8,3,10,3,0,0,0,0,24,18,106,149,351,171,29,6,0,0,825,0,0,0,10,13,5,5,8,3,42,0,0,3,19,14,24,10,15,4,90,0,15,18,68,26,31,12,3,0,174,0,0,27,51,25,14,9,0,0,128
POA6108,0,3,0,16,15,12,13,3,0,57,0,0,0,0,4,14,17,12,3,59,0,0,0,7,0,0,0,0,0,5,3,4,3,22,13,3,0,0,0,46,0,0,3,4,6,3,3,0,0,24,0,16,36,122,49,60,50,15,3,352,0,0,0,0,0,0,3,0,0,3,0,4,4,12,5,3,0,0,0,39,0,3,13,42,22,22,17,5,0,127,0,0,3,3,0,0,0,0,0,11,0,0,4,3,3,4,26,5,5,55,7,46,61,146,102,56,21,9,0,446,0,0,0,3,3,3,11,3,0,26,3,15,13,50,8,6,4,0,0,95,0,0,3,3,3,0,0,0,0,12,3,39,48,64,37,10,3,0,0,211,0,0,0,9,4,3,0,0,0,13,0,0,3,22,20,32,31,20,0,121,0,17,22,51,25,35,17,6,4,178,3,11,21,28,24,19,9,7,0,124
POA6109,0,0,0,6,0,0,6,4,0,16,0,0,0,3,5,10,16,23,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,3,0,4,0,0,0,9,0,0,10,25,7,7,6,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,20,0,6,26,39,15,12,6,0,0,110,0,0,3,10,0,0,0,0,0,17,0,0,0,0,3,3,4,3,4,23,3,24,19,61,39,36,15,0,3,204,0,0,0,0,0,0,0,6,0,7,0,11,10,36,3,0,0,0,0,67,0,3,4,0,0,0,0,0,0,6,3,51,39,98,43,13,0,0,0,246,0,0,0,6,0,4,0,0,0,9,0,0,0,4,11,13,6,6,3,46,0,4,0,3,6,6,5,0,0,27,0,0,3,12,4,4,4,0,0,33
POA6110,0,10,0,33,7,0,16,3,5,69,0,0,0,8,6,11,23,15,12,70,0,0,3,0,0,0,0,0,0,6,0,3,4,29,5,0,0,0,0,44,0,0,0,13,8,4,4,0,0,25,10,43,69,160,52,53,19,10,0,411,0,0,0,0,0,4,0,0,0,9,0,7,12,36,13,5,3,0,0,79,0,8,24,80,31,25,10,13,0,188,0,0,0,18,0,0,0,0,0,21,0,0,0,7,3,5,33,22,9,82,8,94,82,297,136,115,34,19,3,792,0,0,0,3,4,4,3,3,0,24,0,23,15,78,12,4,0,0,0,139,3,14,6,13,3,4,0,0,0,43,10,59,81,164,81,18,0,0,0,418,0,0,3,11,4,5,6,0,0,24,0,3,8,30,31,40,40,24,3,171,0,20,25,68,37,34,10,3,0,201,3,50,58,97,56,44,5,9,0,316
POA6111,0,0,0,12,10,4,17,6,0,46,0,0,0,3,4,13,27,23,7,74,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,3,7,6,5,13,3,0,28,0,0,0,0,0,3,0,0,0,10,0,0,0,9,3,0,0,0,0,8,0,4,0,22,17,12,5,7,0,71,0,0,0,0,0,0,0,0,0,7,0,0,0,10,10,8,40,18,3,86,0,27,41,129,96,76,29,10,0,409,0,0,0,3,0,11,8,3,0,20,3,5,3,27,3,3,0,0,0,42,0,4,4,3,3,0,0,0,0,16,0,17,27,42,21,0,0,0,0,107,0,0,0,4,4,3,3,3,0,18,0,0,4,18,22,44,25,6,0,124,0,4,3,6,8,6,4,0,0,38,0,12,17,30,22,16,9,0,0,111
POA6112,0,12,3,51,12,14,16,8,3,115,0,3,0,8,7,27,40,14,3,100,0,4,0,3,4,0,0,0,0,10,0,4,3,36,0,3,0,0,0,46,0,0,3,3,5,0,3,0,0,18,4,38,41,220,49,29,13,8,0,408,0,0,3,0,0,0,8,0,0,13,0,0,4,45,8,3,6,0,0,70,0,9,21,57,27,24,7,3,0,142,0,0,0,19,3,0,0,0,0,22,0,6,3,31,20,25,66,27,18,190,18,115,136,414,167,136,46,16,7,1051,0,0,0,9,3,3,8,0,0,27,0,11,11,49,4,4,0,0,0,73,0,5,6,6,3,3,0,0,0,24,11,92,93,213,74,18,0,0,0,490,0,0,0,17,7,4,4,3,4,33,0,8,10,55,44,48,38,27,5,254,5,26,38,117,49,33,18,4,0,282,0,53,102,226,112,43,18,5,6,568
POA6121,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,4,8,7,6,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,10,0,0,4,0,3,0,0,0,0,6,0,0,4,9,3,0,3,0,0,15
POA6122,0,0,0,17,7,5,3,0,0,33,0,0,0,3,0,3,7,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,15,3,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,5,4,21,0,0,0,0,0,29,0,3,0,4,0,0,0,3,0,15,0,0,0,4,0,0,0,0,0,3,0,0,0,7,4,10,20,7,0,56,7,48,25,155,59,46,12,3,0,356,0,0,0,0,3,3,0,0,0,8,0,9,0,16,3,0,0,0,0,25,0,4,4,3,3,0,0,0,0,15,0,11,13,19,5,0,0,0,0,50,0,0,0,6,0,0,0,0,0,5,0,3,3,22,16,20,7,3,0,73,0,8,7,10,7,5,0,0,0,37,4,22,23,66,36,20,4,0,0,168
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
POA6125,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,10,0,0,0,10,3,13,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,10
POA6126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,13,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
POA6147,0,6,0,18,3,0,8,0,5,41,0,0,3,3,0,7,10,4,0,26,0,4,3,3,0,0,0,0,0,8,4,4,11,38,8,3,0,0,0,64,0,0,0,0,3,0,0,0,0,4,3,34,59,154,60,74,78,22,3,491,0,0,0,0,0,0,0,4,0,3,0,4,3,11,3,0,0,0,0,28,0,0,14,40,36,20,12,5,3,134,0,3,0,3,0,0,0,0,0,9,0,0,0,3,0,0,10,3,5,19,0,24,34,71,47,40,14,6,0,233,0,0,3,0,4,4,4,0,0,16,3,10,13,50,3,4,3,0,0,87,0,0,0,0,0,0,0,0,0,3,8,19,33,86,13,9,0,0,0,169,0,0,0,3,0,0,3,0,0,12,0,0,0,14,17,14,13,6,0,61,0,16,19,42,21,28,20,5,0,151,0,7,7,21,8,11,14,8,0,79
POA6148,0,12,0,18,3,9,9,0,0,48,0,5,4,3,0,8,9,13,8,48,0,3,3,3,0,0,3,0,0,8,3,13,14,37,15,7,0,0,0,87,0,0,0,0,3,4,0,0,0,6,6,35,75,106,65,63,45,9,3,408,0,0,0,0,0,0,0,0,0,4,0,0,5,8,3,0,3,0,3,28,0,0,0,8,9,0,0,0,0,21,0,4,0,4,0,0,0,0,0,10,0,0,6,5,3,0,10,8,3,36,3,26,21,63,40,25,26,5,4,208,0,3,0,0,3,4,4,5,0,18,0,3,8,14,0,0,0,0,0,30,0,0,4,4,3,0,0,0,0,8,0,13,13,31,12,4,0,0,0,75,0,0,0,3,5,3,0,3,3,19,0,0,3,7,9,31,19,12,7,89,0,31,27,29,31,32,15,3,0,165,0,3,20,35,30,18,17,8,3,134
POA6149,0,13,0,25,12,8,6,3,0,69,0,0,0,0,5,8,8,4,0,38,0,0,7,4,4,4,0,0,0,21,0,17,11,44,11,9,8,0,0,98,0,0,0,0,0,0,0,3,0,6,3,29,57,154,49,85,73,33,6,494,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,0,13,0,0,3,0,4,3,3,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,7,10,5,4,35,0,17,17,42,44,36,28,3,3,183,0,0,3,6,0,3,4,0,0,17,0,0,3,6,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,9,0,5,4,4,4,0,4,0,0,18,0,0,0,6,3,0,0,0,0,17,0,4,11,13,28,40,18,11,5,128,3,13,38,52,22,33,22,6,0,195,0,18,39,44,31,29,17,8,0,195
POA6150,0,4,0,10,6,5,3,0,0,31,0,4,0,4,7,15,12,16,3,63,0,0,4,0,0,4,0,0,0,7,0,3,4,20,6,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,14,77,103,47,59,96,25,3,422,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,11,0,0,0,0,3,0,3,0,0,7,0,0,0,3,0,0,0,0,0,3,0,3,3,3,5,4,6,6,4,28,0,6,16,17,21,21,3,4,0,86,0,0,3,0,4,0,0,7,0,12,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,13,16,13,0,0,0,0,41,0,0,0,8,0,4,0,3,0,15,0,4,8,12,12,18,16,3,3,68,0,11,39,61,23,32,29,5,6,202,0,9,25,21,15,21,7,3,3,96
POA6151,0,0,0,69,13,9,3,0,0,95,0,3,3,28,14,14,15,6,7,82,3,4,0,21,3,0,0,0,0,40,0,0,3,26,0,4,0,0,0,41,0,0,0,3,3,0,0,0,0,4,0,3,19,72,22,16,10,11,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,4,0,0,25,0,0,0,5,0,0,3,0,0,12,0,0,3,20,0,0,0,0,0,20,0,0,0,5,3,3,5,4,0,25,3,5,11,75,39,34,22,6,0,190,0,0,0,8,3,0,4,0,3,14,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,3,7,8,0,0,0,0,0,23,0,0,0,4,4,3,3,0,3,18,0,4,13,32,25,18,19,9,0,114,3,5,6,21,9,11,5,4,0,73,0,0,21,52,19,21,10,5,0,129
POA6152,0,3,3,85,6,14,11,8,4,129,0,0,4,13,4,13,26,13,3,83,4,6,8,13,3,3,0,0,0,37,0,5,19,49,11,6,0,0,0,93,0,0,0,0,0,0,4,4,0,15,3,3,95,149,30,45,36,22,9,388,0,0,0,0,0,0,0,0,0,3,0,3,10,22,0,0,0,0,0,39,0,0,4,7,6,8,9,0,0,38,0,0,5,11,0,0,0,0,0,12,0,0,0,3,3,5,16,0,3,39,3,5,25,80,50,40,23,3,0,237,0,0,0,4,4,9,0,0,0,21,0,0,12,27,0,0,0,0,0,43,0,0,0,8,5,0,0,0,0,16,0,5,9,16,8,0,3,0,0,47,0,3,0,11,7,8,9,0,0,39,0,0,8,37,21,25,19,10,3,115,3,3,23,70,11,25,15,8,0,174,3,7,43,59,32,21,15,3,0,182
POA6153,0,3,0,33,6,7,16,8,0,75,0,0,0,11,12,19,32,5,9,89,3,0,3,14,8,4,0,0,0,37,0,7,7,41,10,4,0,0,0,70,0,0,0,7,0,0,0,0,0,10,3,16,33,101,48,36,27,36,3,305,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,3,3,0,0,12,0,0,0,0,5,4,3,0,0,14,0,0,3,6,0,0,0,0,0,9,0,0,0,9,0,3,8,3,8,38,3,4,11,47,37,42,23,6,0,166,0,0,0,11,3,4,3,3,0,18,0,3,3,5,0,0,0,0,0,10,0,0,0,4,3,0,0,0,0,5,0,10,3,14,10,0,0,0,0,37,0,0,0,4,3,4,0,0,0,15,0,8,9,16,23,26,25,6,8,126,3,24,23,50,17,14,13,12,0,161,0,16,21,53,41,31,27,7,3,200
POA6154,0,0,4,15,4,3,3,3,0,34,0,0,0,3,0,5,14,13,3,41,0,0,0,7,0,0,0,0,0,9,0,0,4,15,7,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,11,28,15,4,14,7,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,18,0,4,10,19,18,9,6,0,0,74,0,0,0,3,0,3,0,0,0,5,0,0,3,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,4,0,28,0,0,0,0,3,0,0,0,0,3,0,6,8,10,13,8,12,4,3,67,0,8,3,13,9,4,4,5,0,52,0,8,16,21,13,13,6,5,0,79
POA6155,0,15,6,40,14,12,22,7,0,110,0,0,0,15,14,23,43,16,4,114,0,8,0,11,3,3,0,0,0,26,5,27,37,114,46,9,5,3,0,252,0,4,3,14,3,12,6,0,0,31,9,125,294,530,281,224,144,55,3,1659,0,0,0,0,3,0,4,4,0,7,0,3,8,19,5,9,6,0,0,55,0,4,3,21,11,29,12,4,3,94,0,0,0,12,3,0,0,0,0,17,0,0,4,4,6,13,30,19,0,80,9,93,88,197,133,88,37,9,3,659,0,0,3,10,8,13,10,4,0,46,7,34,33,73,20,17,3,0,0,176,0,3,0,3,4,0,0,0,0,12,4,22,25,64,28,7,0,0,0,160,0,0,0,9,8,16,0,0,3,37,0,19,29,47,59,46,43,11,9,257,6,85,140,198,106,117,54,15,3,738,0,45,126,148,147,78,26,3,0,566
POA6156,0,4,3,30,16,10,3,6,0,66,0,0,0,8,9,9,22,16,6,86,0,0,3,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,4,21,8,9,3,3,0,54,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,0,8,0,0,0,0,0,8,0,0,0,7,7,3,4,3,0,23,0,11,15,79,43,21,13,4,3,199,0,0,0,3,6,4,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,21,11,3,0,0,0,44,0,0,0,0,0,7,3,3,0,14,3,5,8,15,24,22,12,12,3,98,0,0,6,13,6,11,3,0,0,45,0,7,15,32,23,15,14,8,0,106
POA6157,0,0,3,15,12,3,8,0,0,46,0,0,0,9,4,3,19,12,8,58,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,5,9,0,30,0,5,11,43,41,22,17,6,3,146,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,6,11,0,0,0,0,0,24,0,0,0,0,3,8,0,3,0,10,3,0,0,22,15,22,18,15,3,97,0,5,0,3,3,3,5,0,0,17,0,10,6,38,10,14,9,0,0,85
POA6158,0,3,0,10,12,3,3,0,0,31,0,0,0,9,6,5,11,20,6,50,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,4,5,0,22,0,3,0,25,25,30,5,3,0,89,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,7,9,3,0,45,0,0,0,0,3,0,0,0,0,5,0,0,3,13,7,4,6,0,0,28
POA6159,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,3,4,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,6,4,3,0,17,0,0,0,0,0,0,0,0,0,7,0,3,0,6,3,7,5,0,0,31
POA6160,0,3,3,33,7,5,5,4,0,48,0,0,0,30,5,9,14,28,19,104,0,4,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,7,0,3,17,0,0,10,54,27,30,13,0,0,129,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,6,3,0,0,0,0,13,0,0,0,3,3,4,3,0,0,14,0,0,0,16,3,13,12,3,0,55,0,3,0,0,3,0,0,0,0,8,0,0,7,15,3,0,5,0,0,34
