POA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
POA6111,96,21,0,0,117,3,0,3,120,14,0,133,293,28,3,4,325,3,0,3,334,9,3,336,45,4,9,0,57,0,0,0,56,4,0,62,3,0,0,3,3,0,0,0,7,0,0,7,431,49,8,7,505,13,0,13,513,24,3,540,6,0,0,0,6,0,0,0,12,0,0,7,19,6,0,0,24,0,0,3,29,0,0,27,27,6,0,0,32,4,0,7,36,3,0,37,457,55,13,7,538,19,0,21,554,25,3,583,355,50,13,10,426,23,7,32,450,46,0,494,3,0,0,0,3,0,0,0,3,0,5,13,812,112,20,16,963,42,7,46,1011,70,9,1089,149,23,3,3,176,3,0,3,180,10,0,192,339,34,0,3,376,11,0,10,387,6,0,394,6,0,0,0,10,0,0,0,10,3,0,14,0,0,0,3,6,0,0,0,7,0,0,7,503,59,3,5,572,17,0,20
POA6112,428,67,9,8,508,37,8,42,551,36,3,590,1010,123,20,3,1163,27,4,32,1192,22,0,1212,215,21,24,0,264,8,0,8,274,12,0,285,7,0,0,15,25,0,0,0,25,3,0,27,1670,217,54,25,1958,71,15,85,2045,68,4,2120,68,3,0,0,71,19,3,17,85,0,0,91,103,9,0,0,122,16,0,16,135,3,0,131,176,14,0,0,189,27,3,30,219,4,0,221,1841,230,54,25,2149,101,14,119,2262,72,4,2340,1305,152,47,23,1527,107,11,114,1639,132,8,1780,0,0,0,3,7,0,0,0,7,0,3,10,3147,381,98,60,3683,211,25,234,3914,207,12,4134,440,87,3,3,532,21,9,30,565,31,0,597,897,109,10,5,1023,30,10,35,1056,29,0,1090,39,15,3,0,53,0,0,0,53,0,0,57,10,0,0,10,13,0,0,0,13,0,0,18,1384,208,16,12,1625,50,17,68
POA6121,13,0,0,0,13,0,0,0,12,0,0,12,31,0,0,0,38,0,0,0,38,0,0,36,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,3,4,0,60,0,0,0,60,0,0,58,3,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,3,3,0,3,7,0,0,7,5,3,0,0,8,3,0,3,6,0,0,6,57,4,4,0,67,0,0,0,65,0,0,68,30,8,3,0,36,0,0,0,36,3,0,40,0,0,0,0,0,0,0,0,0,0,0,3,84,14,5,3,101,0,0,0,105,7,0,113,27,0,0,0,28,0,0,0,28,3,0,25,60,3,0,4,68,4,0,4,73,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,6,0,4,97,4,0,4
POA6122,133,13,0,0,141,6,0,6,151,12,0,163,398,39,9,4,446,0,0,3,444,5,0,451,66,0,8,0,73,5,0,5,80,5,0,78,7,0,0,3,7,0,0,0,7,0,0,7,591,52,15,8,663,21,0,22,686,17,0,700,27,3,0,0,28,5,0,7,34,0,0,33,23,3,0,0,33,0,0,0,32,0,0,37,53,6,0,0,63,7,0,10,69,3,0,75,646,55,15,7,726,24,0,30,753,21,0,774,460,47,23,13,544,22,0,22,559,30,0,592,0,0,0,0,3,0,0,0,3,0,5,5,1105,100,35,24,1270,44,0,47,1316,55,3,1373,157,16,5,3,178,9,0,9,189,22,0,206,370,27,3,10,404,9,0,10,417,11,0,423,14,3,0,0,23,0,0,0,23,0,0,23,0,0,0,3,3,0,0,0,3,3,0,6,544,44,7,15,607,16,0,18
POA6123,0,0,0,0,3,0,0,0,3,0,0,4,26,3,0,0,27,3,0,3,28,0,0,28,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,35,3,0,3,36,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6,0,3,0,0,8,0,0,0,8,0,0,8,36,6,0,0,44,3,0,3,42,0,0,46,39,10,0,3,52,4,0,4,53,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,72,12,0,3,93,3,0,3,100,0,0,97,8,0,0,0,8,0,0,0,8,0,0,8,25,4,0,0,32,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,38,0,0,0
POA6124,0,3,0,0,3,0,0,0,3,0,0,4,15,5,0,0,21,0,0,0,21,0,0,21,4,0,0,0,4,3,0,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,23,3,0,3,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,30,3,0,3,27,0,0,33,32,0,4,0,34,0,0,0,34,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,54,5,4,0,64,3,0,3,67,4,0,72,3,0,0,0,6,0,0,0,6,0,0,8,18,4,0,0,23,0,0,0,23,0,0,23,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,29,0,0,0
POA6125,8,0,0,0,8,0,0,0,8,0,0,8,43,4,0,0,48,0,0,0,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,0,55,0,0,0,58,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,0,59,0,0,0,56,0,0,56,41,8,0,0,46,0,0,0,48,0,0,51,0,0,0,0,0,0,0,0,0,0,3,3,93,6,3,0,106,4,0,4,104,0,3,109,22,0,0,0,22,0,0,0,22,0,0,22,35,9,0,0,46,3,0,3,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,0,0,69,3,0,3
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0
POA6147,61,13,3,0,82,5,0,5,82,6,0,87,160,32,6,0,197,3,5,5,203,4,0,207,34,8,0,0,39,0,0,0,39,5,0,45,3,5,0,4,7,0,0,0,7,0,0,7,253,57,9,6,323,4,5,13,338,8,0,346,12,4,0,0,17,3,0,3,20,0,0,20,14,6,0,0,23,3,0,3,27,0,0,24,28,10,0,0,39,6,0,6,47,0,0,45,284,65,9,6,363,15,5,14,383,13,0,391,249,45,8,7,311,20,9,30,335,37,0,378,3,0,0,0,3,0,0,0,3,0,0,6,537,116,17,11,677,34,6,43,720,52,4,777,82,16,4,0,99,0,0,0,101,8,0,106,191,24,0,0,219,4,0,5,222,6,0,235,11,0,0,0,13,0,0,0,13,0,0,13,3,0,0,4,4,0,0,0,4,0,0,4,279,48,4,5,337,6,0,4
POA6148,71,8,3,0,79,4,0,4,89,3,0,91,199,21,3,0,221,3,0,7,226,12,0,234,34,10,8,0,52,0,0,0,52,5,0,54,0,0,0,0,3,0,0,0,3,0,0,3,306,35,14,0,360,10,0,9,364,18,0,383,4,3,0,0,7,0,0,0,6,0,0,12,21,0,0,0,21,0,0,3,20,0,0,21,22,3,0,0,29,3,0,5,31,0,0,33,335,40,14,0,385,8,4,15,397,23,0,414,212,35,3,4,251,13,0,14,266,22,0,285,0,0,0,0,6,0,0,0,6,0,4,8,549,74,13,3,640,19,3,24,661,41,4,712,129,30,3,4,170,14,4,14,183,21,0,204,250,36,4,0,294,3,0,5,295,12,0,304,7,0,0,0,10,0,0,0,10,3,0,13,7,0,0,4,8,0,0,0,8,0,0,8,393,73,11,4,476,18,3,19
POA6149,77,8,0,0,85,4,0,4,85,5,0,93,226,21,6,0,258,5,0,5,264,0,0,271,40,3,3,0,49,0,0,0,47,0,0,51,3,3,0,5,8,0,0,0,9,0,0,9,352,37,12,3,404,14,0,14,418,9,0,420,5,0,0,0,5,0,0,0,8,0,0,8,6,4,0,0,14,0,0,0,14,0,0,14,16,4,0,0,23,0,0,0,22,0,0,22,365,38,10,3,422,16,0,16,436,9,0,449,200,12,10,0,221,11,0,11,233,17,0,247,0,0,0,0,0,0,0,0,0,0,0,0,566,54,22,6,647,22,0,22,669,21,0,692,151,21,5,0,176,3,3,8,189,10,0,197,380,35,3,4,426,12,0,12,438,9,0,443,14,0,5,0,21,0,0,0,21,0,0,19,3,0,0,3,7,0,0,0,7,0,0,7,551,59,10,7,627,15,3,20
POA6150,31,10,3,0,38,4,3,3,47,6,0,48,103,24,0,0,131,3,0,3,129,4,0,137,12,3,3,0,16,0,0,0,16,0,0,16,0,0,0,0,3,0,0,0,3,0,0,3,146,36,3,3,191,3,3,7,194,7,0,202,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16,0,0,0,16,0,0,16,9,0,0,0,12,0,0,0,12,0,0,12,156,37,8,3,205,3,3,7,212,7,0,217,134,10,3,0,150,3,0,3,157,13,0,166,0,0,0,0,0,0,0,0,0,0,0,0,292,47,11,7,351,10,3,11,361,21,0,380,64,9,0,0,82,4,0,4,81,5,0,87,203,18,0,0,225,3,0,3,229,9,0,232,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,274,33,9,3,313,3,0,3
POA6151,59,11,0,0,72,3,4,3,79,3,0,89,169,19,0,0,187,0,0,0,186,3,0,196,38,7,3,0,45,0,0,0,45,4,0,51,0,0,0,3,0,0,0,0,0,0,0,0,267,34,7,3,310,5,4,5,313,14,0,331,10,0,0,0,10,3,0,3,12,0,0,12,5,0,0,0,9,0,0,0,11,0,0,11,18,0,0,0,20,3,0,7,20,0,0,20,282,37,7,3,325,9,3,14,339,14,0,352,193,20,3,3,217,0,3,8,227,9,3,241,0,0,0,0,0,0,0,0,0,0,0,3,476,56,9,3,547,13,8,18,567,26,6,595,103,10,0,0,117,7,4,7,120,12,0,133,257,20,0,0,274,6,0,6,281,3,0,284,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,4,0,0,0,4,0,0,4,368,25,0,0,396,7,4,10
POA6152,96,17,0,0,112,5,0,5,118,6,0,125,257,30,0,4,294,0,0,0,296,9,0,305,84,15,3,0,97,9,0,9,103,0,0,103,3,0,0,0,3,3,0,3,5,0,0,5,436,62,8,4,504,16,0,15,516,20,0,535,11,0,0,0,11,0,0,0,11,0,0,11,14,0,0,0,17,3,0,3,19,5,0,24,25,0,0,0,26,6,0,6,30,3,0,31,452,61,8,8,527,23,0,21,546,22,0,567,289,39,11,4,346,8,9,13,359,37,0,400,0,0,0,0,0,0,0,0,0,0,4,6,748,100,18,9,877,30,5,37,909,61,5,978,188,21,0,0,213,3,4,8,225,4,0,229,343,30,0,4,376,7,3,6,388,13,0,396,10,3,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,539,52,6,7,601,15,8,22
POA6153,94,14,0,0,101,9,0,8,115,9,0,121,290,27,0,0,321,3,0,3,326,0,0,324,65,3,3,0,67,0,0,0,67,0,0,67,0,0,0,0,3,0,0,0,3,0,0,3,448,46,3,3,499,12,0,15,509,11,0,516,6,0,0,0,10,3,0,3,10,0,0,10,19,0,3,0,17,0,0,0,17,0,0,17,24,3,3,0,28,3,0,3,28,0,0,28,470,44,3,3,526,15,0,13,536,11,0,549,270,28,0,0,306,7,0,6,310,13,0,317,0,0,0,0,0,0,0,0,0,0,0,0,747,79,8,4,831,15,0,22,848,24,0,870,128,24,0,0,152,10,0,12,160,6,0,172,354,36,0,3,397,0,0,3,396,12,0,406,14,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,500,60,0,5,563,12,3,9
POA6154,45,10,3,0,53,3,0,3,56,4,0,59,136,18,0,0,149,0,0,0,151,6,0,163,24,0,8,0,27,0,0,0,27,0,0,27,0,0,0,3,3,0,0,0,3,0,0,3,196,28,5,3,234,4,0,4,235,12,0,251,0,0,0,0,0,3,0,3,4,0,0,4,8,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,3,0,3,9,0,0,9,203,26,5,3,237,7,0,7,245,12,0,262,163,11,3,0,177,6,0,6,186,3,0,190,0,0,0,0,0,0,0,0,0,0,0,0,366,35,11,5,416,12,0,12,427,16,0,444,97,14,3,0,108,4,0,4,109,7,0,113,232,26,0,0,255,9,0,9,266,5,0,267,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,8,8,0,0,0,8,0,0,8,329,35,3,8,378,11,0,11
POA6155,281,46,4,3,336,20,3,21,357,25,0,379,638,84,13,6,741,11,3,15,755,6,0,764,122,9,17,0,151,3,0,4,152,3,0,163,14,0,0,3,17,0,0,0,17,0,0,24,1047,143,29,15,1245,39,8,43,1285,38,0,1326,28,5,0,0,36,5,0,5,37,3,0,43,80,3,0,0,84,5,3,9,97,3,0,104,107,12,3,0,121,12,3,18,140,10,0,144,1156,158,36,16,1367,48,7,59,1424,44,0,1469,748,100,12,15,873,47,4,49,929,53,0,981,3,0,0,3,9,0,0,0,9,5,6,13,1906,255,47,35,2250,98,13,114,2359,103,6,2465,548,86,0,3,640,38,11,42,683,45,0,730,964,105,10,13,1096,24,3,28,1120,30,0,1145,25,8,0,0,41,0,0,0,40,0,0,40,19,4,0,8,32,0,0,0,34,10,0,41,1555,210,14,27,1806,60,12,72
POA6156,64,7,0,3,74,0,0,0,74,12,0,84,288,34,12,0,327,3,0,3,331,4,0,331,78,3,5,0,81,0,0,0,83,0,0,83,3,0,0,0,3,0,0,0,3,0,0,3,431,41,15,3,491,6,0,6,497,11,0,507,3,0,0,0,3,3,0,3,4,0,0,4,6,3,0,0,13,3,0,3,12,0,0,12,13,3,0,0,13,3,0,3,20,0,0,20,441,49,15,3,505,11,0,11,512,11,0,528,208,17,13,0,238,4,3,11,247,11,0,260,3,0,0,0,3,0,0,0,3,0,3,6,651,64,22,3,745,15,3,23,761,22,3,790,129,21,0,0,154,0,0,4,156,11,0,166,377,29,17,0,426,9,0,9,433,6,0,439,13,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,524,54,18,0,603,6,0,10
POA6157,42,10,0,0,51,0,0,0,48,8,0,59,234,20,5,3,257,4,0,4,270,3,0,270,64,3,4,0,74,0,0,0,77,3,0,77,0,0,0,0,0,0,0,0,0,0,0,3,333,29,15,9,383,7,0,11,392,15,0,409,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,13,0,0,0,18,0,0,16,17,0,0,0,17,0,0,0,16,4,0,19,349,29,15,9,402,9,0,14,411,16,0,426,180,10,12,3,203,5,3,11,210,9,0,219,0,0,0,0,0,0,0,0,0,0,0,0,529,40,24,8,603,16,4,20,621,27,0,651,81,11,0,0,101,0,0,0,96,4,0,99,256,18,0,0,277,5,0,5,283,4,0,288,7,0,3,0,9,0,0,0,18,3,0,15,0,0,0,7,7,0,0,0,7,0,0,7,349,30,5,6,395,8,0,8
POA6158,34,3,0,0,36,0,0,0,41,3,0,39,100,8,4,0,110,3,0,3,111,3,0,119,15,3,4,0,23,0,0,0,23,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,152,15,8,0,172,3,0,4,180,10,0,190,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,11,0,0,11,9,0,0,0,11,0,0,0,11,0,0,11,163,18,8,0,187,3,0,4,188,10,0,200,62,3,0,0,68,3,0,3,68,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,224,20,10,0,254,4,0,10,259,12,0,270,71,10,3,0,83,4,0,5,87,5,0,96,172,5,4,0,186,4,0,4,188,9,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,244,20,8,0,272,10,0,8
POA6159,9,0,0,0,12,0,0,0,15,0,0,16,37,3,0,0,42,0,0,0,42,0,0,42,15,0,0,0,14,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,0,69,3,0,3,72,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,4,0,72,3,0,3,68,0,0,71,28,3,0,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,3,3,4,92,5,4,0,99,3,0,3,99,4,3,110,9,7,3,0,15,0,0,0,20,0,0,20,40,5,0,0,46,0,0,0,46,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,3,3,62,0,0,0
POA6160,29,4,0,0,33,0,0,0,36,0,0,35,80,7,0,0,90,0,0,3,89,0,0,92,18,3,8,0,32,0,0,0,30,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,129,17,8,0,153,4,3,5,155,4,0,158,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,4,0,0,4,132,17,8,0,157,6,3,4,160,4,0,167,75,9,3,0,84,4,0,4,86,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,208,26,11,3,243,9,3,10,248,8,0,257,24,3,0,0,34,0,0,0,34,3,0,36,80,6,0,4,95,0,0,0,99,0,0,99,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,114,13,0,3,129,0,0,0
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
POA6162,38,15,0,0,57,0,0,0,53,7,0,62,149,29,0,0,180,3,0,3,181,7,0,187,28,3,0,0,38,0,0,0,38,3,0,34,0,0,0,3,4,0,0,0,4,0,0,4,220,46,0,4,275,7,0,7,280,8,0,292,3,0,0,0,3,0,0,0,4,0,0,4,9,0,0,3,10,3,0,3,10,0,0,10,6,0,0,3,11,3,0,3,15,0,0,15,226,46,0,3,280,7,0,6,294,8,0,301,130,9,0,0,144,3,4,6,147,4,3,154,0,0,0,0,0,0,0,0,0,0,0,0,354,59,0,4,427,8,4,14,443,19,3,459,47,32,0,0,79,0,0,0,79,11,0,90,173,37,0,0,209,3,0,5,214,7,0,216,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,225,70,0,0,296,3,0,5
POA6163,176,33,3,3,209,3,0,3,215,21,3,234,624,76,9,5,723,19,3,18,741,14,0,762,140,14,15,0,163,0,8,7,171,3,0,179,8,0,0,3,18,0,0,0,18,0,0,18,938,121,31,15,1110,27,7,36,1142,41,3,1187,13,3,0,0,20,5,0,3,24,0,0,24,40,4,0,0,43,3,0,3,44,0,0,44,52,6,0,0,55,5,0,7,65,0,0,65,996,127,31,15,1165,35,12,40,1212,41,3,1255,581,68,17,14,675,39,7,47,724,73,0,796,3,0,0,0,3,0,0,0,7,0,6,13,1581,201,45,29,1844,70,18,88,1938,116,7,2062,268,35,5,3,314,3,3,7,323,19,0,334,708,77,8,4,800,22,0,22,820,18,0,841,21,3,3,0,25,0,0,0,30,3,0,30,3,3,0,7,11,0,0,0,11,0,0,11,994,125,19,17,1150,29,0,32
