POA_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA6230,7,47,56,8,9,39,166,0,50,3,3,0,0,57,11,318,38,5,10,3,392,52,199,75,85,8,10,427,53,49,87,15,17,3,229,342,57,209,17,37,10,665,986,36,481,14,46,8,1578,960,5,302,13,38,4,1321,139,0,45,3,0,0,191,29,0,4,0,0,0,38,6,0,3,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,10,36,43,34,5,7,13,139,2621,817,1346,171,175,88,5220
POA6232,0,0,9,0,0,7,15,0,0,3,4,0,0,9,0,14,5,0,0,0,17,0,10,9,0,0,0,22,0,3,20,0,0,0,24,23,0,26,0,4,0,57,167,3,108,3,8,3,286,263,5,97,0,9,0,363,29,0,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,20,492,36,283,11,33,9,860
POA6233,0,4,23,0,0,11,41,0,0,0,0,0,0,0,0,30,10,0,3,0,43,11,17,21,0,12,0,60,20,9,21,0,11,0,57,46,16,32,0,0,0,94,225,4,124,0,7,3,363,438,0,140,0,10,0,591,55,0,14,0,0,0,68,3,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,4,9,0,3,0,30,820,85,390,7,49,18,1372
POA6236,0,0,6,0,0,7,16,0,0,0,0,0,0,0,0,0,11,0,0,0,8,0,0,5,0,0,0,5,4,0,7,0,0,0,13,3,0,12,0,0,0,17,9,0,7,0,0,0,18,4,0,10,0,0,0,13,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,27,0,55,0,3,4,99
POA6237,0,0,9,0,4,9,17,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,4,0,0,0,0,4,3,0,7,0,0,0,10,4,0,10,0,0,0,19,9,0,12,0,0,0,23,7,0,14,0,0,0,18,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,26,4,61,0,3,9,110
POA6239,0,0,9,0,5,7,26,0,0,0,0,0,0,0,0,6,18,0,0,0,30,9,13,13,0,0,0,38,0,6,12,3,0,0,26,18,3,19,0,0,0,43,23,0,29,0,0,0,53,27,0,13,0,4,0,45,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,13,86,36,126,7,17,11,274
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6244,0,3,13,0,6,13,34,0,0,0,0,0,0,3,0,11,9,0,0,0,19,6,3,9,0,0,0,15,4,0,4,0,0,0,7,4,0,4,0,0,0,17,0,0,3,0,0,0,7,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,25,13,55,0,18,13,122
POA6251,0,0,3,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,4,0,0,3,0,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,9,3,30
POA6252,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,12
POA6253,0,0,3,4,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,14,8,0,0,0,0,0,6,3,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,22,3,0,3,42
POA6254,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,4,3,0,3,0,8,7,0,0,0,0,0,6,8,0,5,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,11,14,0,13,0,52
POA6255,0,0,10,3,3,16,27,0,0,0,0,0,0,7,4,14,9,0,3,0,26,13,4,6,3,5,0,30,6,6,8,0,3,0,22,17,3,20,3,0,0,41,48,0,32,0,0,0,88,26,0,7,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,111,24,103,10,20,13,280
POA6256,0,0,9,0,0,3,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,3,4,29
POA6258,3,6,23,0,6,18,59,0,5,4,0,0,0,14,24,62,29,13,4,4,132,57,25,39,3,10,3,139,21,9,26,3,0,0,60,59,3,31,0,8,0,99,85,6,25,0,0,0,120,25,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,6,4,3,0,31,279,128,191,23,43,27,692
POA6260,0,0,9,0,5,9,27,0,0,0,0,3,0,4,5,6,3,0,3,0,11,7,3,7,0,5,0,20,3,0,3,0,5,0,12,11,0,6,0,0,0,19,7,0,12,0,0,0,16,7,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,36,11,44,3,25,9,128
POA6262,0,0,4,0,0,9,13,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,3,3,0,0,8,7,0,0,0,0,0,11,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,4,31,3,8,6,57
POA6271,0,0,10,0,3,7,17,0,3,0,0,0,0,3,0,12,3,0,0,0,11,3,16,4,0,0,0,21,0,6,6,0,0,0,16,12,0,14,0,3,0,21,46,0,31,0,0,0,78,48,0,16,0,0,0,64,7,0,0,0,0,0,9,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,11,113,34,92,4,5,4,261
POA6275,0,0,4,0,0,7,11,0,0,0,0,0,0,0,4,5,7,0,0,0,17,17,5,3,0,3,0,28,3,0,7,0,3,0,10,4,0,9,0,0,0,10,13,0,3,0,0,0,19,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,6,35,0,4,7,112
POA6280,4,8,59,4,19,41,140,0,24,3,3,3,0,38,5,200,31,0,11,0,251,12,142,47,20,20,0,247,18,36,38,0,18,0,109,38,27,72,6,17,0,164,285,17,170,0,31,7,512,789,0,273,0,25,3,1090,151,0,48,0,8,0,210,17,0,10,0,0,0,27,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,6,12,22,36,5,13,3,94,1336,498,793,42,159,64,2893
POA6281,0,0,11,0,3,11,22,0,3,0,0,0,0,7,0,7,13,0,3,0,22,0,7,5,0,6,0,14,0,3,10,0,4,0,18,3,0,4,0,4,0,16,24,0,33,0,0,0,60,155,0,70,0,7,3,230,132,0,40,0,3,0,176,15,0,9,0,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,4,0,0,0,10,336,21,204,0,27,16,611
POA6282,0,0,5,0,5,6,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,6,0,3,0,6,0,0,9,0,0,0,9,7,0,7,0,0,0,13,5,0,3,0,0,0,11,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,0,47,0,12,6,84
POA6284,0,0,9,0,4,14,23,0,0,3,0,0,0,3,0,3,3,0,0,0,12,0,0,13,0,0,0,13,0,0,3,0,0,0,3,0,0,10,0,0,0,13,17,0,23,0,0,0,34,23,0,22,0,3,0,51,8,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,55,5,88,0,20,14,180
POA6285,0,3,12,0,11,23,55,0,3,3,0,0,0,6,0,32,14,0,7,0,49,3,12,21,7,7,0,53,3,9,23,0,6,0,41,34,10,26,0,3,0,81,105,8,81,0,6,0,203,191,0,140,0,7,3,345,56,0,39,0,0,0,91,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,13,0,13,0,27,409,75,387,13,60,32,973
POA6286,0,0,3,0,3,7,15,0,0,0,0,0,0,0,0,0,5,0,4,0,13,0,0,3,0,0,0,8,3,0,3,0,3,0,10,0,0,7,0,0,0,7,4,0,6,0,0,0,10,0,0,4,0,0,0,3,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,14,0,41,0,9,7,72
POA6288,0,0,4,0,9,10,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,3,0,5,3,0,5,0,0,0,11,0,0,9,0,0,0,10,3,0,5,0,0,0,12,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,15,0,29,0,16,10,67
POA6290,0,0,6,0,0,8,19,0,0,0,0,0,0,0,0,14,5,3,0,0,17,6,4,8,0,6,0,24,11,3,6,0,0,0,22,25,0,5,0,0,0,31,22,0,4,0,0,0,23,9,0,11,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,75,20,51,5,17,12,178
POA6302,0,0,13,0,7,15,36,0,13,0,0,0,0,15,0,19,8,0,3,0,28,3,5,11,0,3,0,22,6,3,14,0,0,0,23,19,3,10,0,6,0,39,57,3,17,0,0,0,75,21,0,5,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,13,107,53,87,0,21,15,285
POA6304,0,0,11,0,3,15,24,0,0,0,0,0,0,4,0,10,7,0,3,0,22,0,3,4,0,4,0,9,0,0,7,0,0,0,8,7,4,7,0,0,0,16,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,16,25,37,3,15,15,107
POA6306,0,0,11,0,10,7,25,0,0,0,0,3,0,8,0,9,11,4,0,0,16,0,4,12,0,0,0,18,0,5,8,0,0,0,16,3,0,3,3,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,18,41,9,24,7,103
POA6308,0,3,12,0,16,7,38,0,0,0,4,3,0,5,0,7,3,3,0,0,20,3,8,12,3,4,0,26,0,0,10,0,3,0,15,5,5,10,0,0,0,18,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,14,12,30,55,15,26,6,148
POA6309,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,12
POA6311,0,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,0,0,0,0,3,3,0,3,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,18,0,13,0,37
POA6312,0,5,15,0,5,8,34,0,7,0,0,0,0,6,0,33,11,0,0,0,50,5,31,19,9,9,0,76,31,17,30,3,18,3,99,50,15,41,3,17,0,128,49,4,26,0,3,0,90,13,0,7,0,0,0,21,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,0,5,3,29,167,123,159,21,61,10,549
POA6313,0,0,6,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,12,0,5,3,18
POA6315,0,0,11,0,7,12,34,0,0,0,3,0,0,3,3,10,5,5,4,0,26,14,10,13,8,4,3,43,4,3,11,0,4,0,22,3,0,11,0,5,0,23,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,18,23,22,67,20,32,20,186
POA6316,0,0,3,0,4,8,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,13,0,8,8,33
POA6317,4,6,14,3,11,10,48,0,4,3,0,4,0,14,26,22,24,12,11,3,95,39,23,19,0,10,0,97,21,11,10,0,3,0,43,31,9,28,0,10,0,74,17,8,25,0,5,0,51,5,3,4,0,3,0,17,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,8,0,0,6,0,25,160,92,128,15,64,17,477
POA6318,0,0,0,0,3,4,11,0,0,0,0,0,0,3,0,3,0,0,4,0,8,3,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,12,0,12,4,38
POA6320,0,0,3,0,7,6,21,0,0,0,0,0,3,7,0,3,3,3,0,0,4,0,8,3,0,0,0,14,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,17,0,9,10,57
POA6321,0,0,4,0,3,5,11,0,3,0,0,0,0,5,0,3,7,0,3,0,12,3,0,3,0,4,0,17,0,0,5,0,0,0,5,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,21,4,14,5,54
POA6322,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,15
POA6323,0,0,8,0,3,3,14,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,5,0,0,0,11,7,0,6,0,0,0,12,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,23,0,3,5,51
POA6324,0,3,21,0,20,19,54,0,0,3,0,0,0,3,10,7,8,0,3,0,32,22,14,15,11,0,0,64,37,3,34,0,3,0,71,53,9,19,0,5,0,81,13,3,3,0,0,0,26,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,141,44,97,11,35,18,349
POA6326,0,0,3,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,16,0,9,5,33
POA6327,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,21
POA6328,0,0,9,0,7,8,31,0,0,0,0,0,0,0,5,0,3,0,3,0,11,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,0,23,0,16,13,60
POA6330,0,25,81,8,24,79,220,3,33,4,23,9,0,77,14,184,57,47,13,3,317,33,148,90,37,41,5,359,64,66,87,12,19,0,259,187,71,183,18,29,3,493,618,27,335,17,34,5,1037,535,4,178,9,21,3,751,77,3,23,0,0,0,106,7,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,22,36,29,15,8,4,110,1566,618,1069,188,204,104,3753
POA6333,0,0,14,0,7,21,48,0,5,3,3,0,0,9,0,30,18,0,0,0,54,6,26,12,10,7,0,66,4,9,13,3,3,0,32,15,7,36,5,4,0,67,85,6,56,0,4,0,150,55,0,35,0,4,0,93,3,0,3,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,3,0,6,0,0,0,17,179,79,216,21,32,26,559
POA6335,0,3,8,0,8,5,24,0,0,0,0,0,0,3,0,4,8,3,0,0,17,4,3,6,3,3,0,19,3,3,10,0,5,0,21,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,36,6,26,7,89
