region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA6260,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,190,162,352,9,23,32,10,0,10,4,0,4,3,0,3,7,3,10,61,37,98,287,228,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,9,0,9,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,58,55,113,48,58,106,11,6,17,417,347,764
POA6262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,81,161,6,9,15,4,0,4,0,0,0,3,3,6,0,3,3,18,8,26,111,104,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,67,20,26,46,8,3,11,178,161,339
POA6271,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,432,365,797,42,29,71,19,3,22,3,4,7,7,3,10,8,6,14,16,17,33,541,427,968,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,7,3,0,3,0,0,0,7,3,10,7,0,7,14,7,21,0,0,0,0,0,0,0,0,0,0,0,0,35,42,77,63,74,137,9,4,13,662,554,1216
POA6275,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,127,128,255,15,13,28,5,3,8,7,0,7,9,5,14,9,3,12,45,32,77,225,187,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,51,38,89,22,52,74,6,0,6,310,277,587
POA6280,4,0,4,94,27,121,3,0,3,0,0,0,15,13,28,3511,3082,6593,369,305,674,109,8,117,43,6,49,103,43,146,102,32,134,187,155,342,4540,3671,8211,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,15,0,15,0,3,3,4,0,4,19,3,22,40,17,57,62,23,85,0,0,0,8,0,8,6,0,6,14,0,14,226,328,554,591,758,1349,90,78,168,5523,4858,10381
POA6281,0,0,0,22,7,29,3,0,3,0,3,3,0,0,0,891,747,1638,58,80,138,21,0,21,4,0,4,36,9,45,37,9,46,45,53,98,1117,908,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,6,0,6,17,4,21,23,4,27,0,0,0,3,0,3,0,0,0,3,0,3,93,135,228,193,223,416,20,16,36,1449,1286,2735
POA6282,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,197,151,348,11,4,15,3,0,3,0,0,0,0,0,0,11,3,14,18,21,39,250,179,429,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,49,59,108,50,37,87,3,4,7,355,282,637
POA6284,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,252,209,461,23,20,43,6,0,6,0,0,0,4,3,7,13,4,17,26,25,51,331,261,592,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,3,12,0,0,0,0,0,0,4,0,4,4,0,4,56,50,106,39,69,108,4,5,9,443,388,831
POA6285,5,0,5,31,0,31,0,0,0,0,0,0,3,3,6,1213,1020,2233,135,120,255,14,0,14,17,5,22,31,14,45,46,9,55,82,114,196,1577,1285,2862,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,4,3,7,17,9,26,25,12,37,0,0,0,0,0,0,3,0,3,3,0,3,142,163,305,240,268,508,22,23,45,2009,1751,3760
POA6286,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,94,76,170,3,7,10,6,0,6,0,0,0,0,0,0,3,0,3,14,9,23,124,92,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,25,47,14,14,28,6,0,6,170,131,301
POA6288,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,53,66,119,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,7,9,16,69,81,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,6,0,6,18,10,28,6,20,26,3,0,3,105,111,216
POA6290,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,183,144,327,14,8,22,0,0,0,11,5,16,3,3,6,9,4,13,27,18,45,256,185,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,24,31,55,52,69,121,7,9,16,339,300,639
POA6302,3,3,6,19,4,23,0,0,0,0,0,0,0,0,0,400,387,787,52,31,83,34,3,37,4,4,8,3,0,3,23,10,33,29,29,58,567,471,1038,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,5,4,9,12,4,16,0,0,0,0,0,0,0,0,0,0,0,0,102,90,192,90,101,191,11,13,24,782,679,1461
POA6304,0,0,0,14,0,14,0,0,0,0,0,0,3,0,3,152,135,287,11,7,18,12,0,12,0,3,3,0,3,3,12,0,12,28,19,47,232,167,399,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,69,47,116,32,44,76,5,7,12,345,265,610
POA6306,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,88,91,179,0,10,10,7,0,7,3,3,6,3,0,3,13,4,17,22,18,40,139,126,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,32,83,23,26,49,3,0,3,219,184,403
POA6308,0,0,0,10,3,13,0,0,0,0,0,0,0,0,0,188,143,331,18,9,27,13,0,13,0,0,0,3,0,3,10,3,13,42,26,68,284,184,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,4,0,4,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,74,51,125,29,44,73,7,5,12,398,287,685
POA6309,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,33,27,60,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,4,3,7,48,30,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30,8,7,15,0,0,0,77,51,128
POA6311,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,87,82,169,4,4,8,3,0,3,0,0,0,4,0,4,5,0,5,14,5,19,120,91,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,16,35,16,25,41,7,3,10,162,139,301
POA6312,0,0,0,10,0,10,0,0,0,0,0,0,3,0,3,717,615,1332,64,54,118,37,0,37,7,0,7,11,4,15,23,6,29,84,93,177,956,772,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,7,5,12,11,5,16,0,0,0,0,0,0,0,4,4,0,4,4,50,65,115,100,135,235,17,7,24,1134,988,2122
POA6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,52,99,3,3,6,4,3,7,0,0,0,0,0,0,5,0,5,10,3,13,69,61,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,30,13,43,3,10,13,3,3,6,108,91,199
POA6315,4,0,4,7,4,11,0,0,0,0,0,0,0,0,0,216,200,416,19,15,34,14,0,14,0,0,0,12,0,12,22,5,27,38,24,62,332,248,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,61,48,109,37,52,89,6,6,12,443,354,797
POA6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,36,78,3,4,7,3,0,3,0,0,0,0,0,0,3,3,6,12,9,21,63,52,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,4,0,4,4,3,7,0,0,0,0,0,0,3,3,6,3,3,6,36,20,56,9,6,15,0,6,6,115,90,205
POA6317,0,0,0,24,6,30,0,0,0,0,0,0,0,4,4,507,467,974,67,39,106,27,0,27,7,3,10,15,0,15,16,9,25,62,62,124,725,590,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,10,4,14,0,0,0,0,0,0,3,0,3,3,0,3,54,47,101,156,149,305,29,20,49,977,810,1787
POA6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,48,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,30,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,5,11,5,0,5,44,37,81
POA6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,85,177,4,6,10,9,0,9,3,0,3,0,0,0,7,0,7,33,12,45,148,103,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,63,47,110,15,20,35,3,3,6,235,173,408
POA6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,55,3,4,7,0,0,0,0,0,0,0,0,0,3,0,3,8,5,13,44,34,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,0,0,0,52,39,91
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,78,4,0,4,3,0,3,3,0,3,0,4,4,5,3,8,19,5,24,74,50,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,36,31,67,11,11,22,0,0,0,124,92,216
POA6323,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,110,113,223,11,8,19,8,0,8,0,0,0,0,0,0,3,4,7,6,6,12,143,131,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,22,48,34,29,63,3,3,6,210,185,395
POA6324,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,432,339,771,49,42,91,15,0,15,6,0,6,4,4,8,16,0,16,43,33,76,573,418,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,92,73,165,73,89,162,10,18,28,751,601,1352
POA6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,61,142,3,5,8,0,0,0,3,0,3,3,0,3,3,3,6,8,6,14,101,75,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,73,10,13,23,0,0,0,148,124,272
POA6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,42,96,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,4,8,62,46,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,48,6,8,14,0,0,0,95,75,170
POA6328,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,52,44,96,5,3,8,0,0,0,0,0,0,0,0,0,8,3,11,9,4,13,74,57,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,29,73,4,8,12,0,0,0,125,94,219
POA6330,8,0,8,82,21,103,7,0,7,0,0,0,25,17,42,5180,4650,9830,401,492,893,138,5,143,89,13,102,100,22,122,86,33,119,227,193,420,6343,5446,11789,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,6,0,4,4,0,5,5,3,12,15,71,25,96,78,37,115,3,0,3,3,0,3,8,3,11,14,3,17,312,416,728,779,1008,1787,106,99,205,7632,7009,14641
POA6333,0,0,0,15,4,19,0,0,0,0,0,0,0,0,0,626,621,1247,44,62,106,13,3,16,11,0,11,18,0,18,13,4,17,77,54,131,817,748,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,10,7,17,13,7,20,0,0,0,0,0,0,0,0,0,0,0,0,161,122,283,161,187,348,12,13,25,1164,1077,2241
POA6335,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,125,75,200,10,7,17,5,0,5,0,0,0,0,0,0,13,3,16,21,26,47,178,111,289,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,21,23,44,9,15,24,6,3,9,217,155,372
POA6336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,23,57,4,0,4,7,0,7,0,0,0,0,0,0,0,0,0,11,6,17,56,29,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,19,34,3,4,7,3,0,3,80,52,132
POA6337,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,79,55,134,3,11,14,5,0,5,0,0,0,0,0,0,7,0,7,21,15,36,119,81,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,34,78,3,15,18,3,0,3,172,130,302
POA6338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,64,160,7,5,12,9,0,9,4,0,4,0,0,0,13,3,16,27,14,41,156,86,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,47,110,14,19,33,10,0,10,243,152,395
POA6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,60,4,0,4,5,0,5,0,0,0,3,0,3,8,0,8,14,12,26,69,37,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,38,3,9,12,3,0,3,100,59,159
POA6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,38,3,0,3,3,3,6,0,0,0,0,0,0,6,3,9,13,6,19,46,29,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,54,6,3,9,0,0,0,81,57,138
POA6346,0,0,0,38,12,50,0,0,0,0,0,0,0,0,0,143,64,207,25,9,34,7,0,7,0,0,0,3,0,3,21,3,24,24,18,42,261,106,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,24,20,44,18,20,38,3,4,7,310,150,460
POA6348,0,0,0,57,13,70,0,0,0,0,0,0,0,0,0,150,103,253,31,27,58,5,0,5,3,0,3,0,0,0,9,0,9,34,15,49,289,158,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,3,0,3,0,0,0,3,0,3,43,32,75,35,50,85,3,3,6,378,243,621
POA6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,46,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,11,8,19,50,24,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,5,9,0,0,0,54,37,91
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,43,93,3,3,6,3,0,3,0,0,0,0,0,0,11,3,14,12,9,21,79,58,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,26,82,8,14,22,0,3,3,143,101,244
POA6353,0,0,0,6,3,9,0,0,0,0,0,0,3,0,3,131,89,220,4,6,10,4,0,4,3,0,3,5,5,10,11,3,14,34,26,60,201,132,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,56,8,22,30,5,0,5,244,180,424
POA6355,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,108,76,184,7,4,11,13,0,13,0,0,0,3,0,3,18,7,25,34,21,55,186,111,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,6,0,6,6,0,6,90,73,163,18,20,38,3,3,6,310,207,517
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,47,0,0,0,5,0,5,0,0,0,0,0,0,9,0,9,9,9,18,43,36,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,50,7,9,16,6,0,6,90,61,151
POA6359,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,65,43,108,9,8,17,15,0,15,5,0,5,4,3,7,19,3,22,19,19,38,161,76,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,0,11,0,0,0,0,0,0,0,4,4,0,4,4,25,21,46,6,11,17,10,0,10,213,112,325
POA6365,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,78,56,134,10,0,10,7,0,7,0,0,0,0,0,0,5,0,5,27,17,44,130,76,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,67,18,23,41,0,3,3,187,130,317
POA6367,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,35,29,64,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,9,9,18,56,38,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,7,10,4,0,4,66,45,111
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,47,3,0,3,6,0,6,0,0,0,0,0,0,3,3,6,14,3,17,49,30,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,24,14,38,0,3,3,0,3,3,76,50,126
POA6369,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,95,48,143,9,4,13,5,3,8,3,0,3,4,5,9,6,6,12,22,20,42,147,86,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,46,0,14,14,0,6,6,176,123,299
POA6370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,49,115,4,0,4,4,0,4,0,0,0,3,0,3,10,0,10,19,7,26,106,56,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,53,12,15,27,3,0,3,151,94,245
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,60,3,3,6,3,0,3,0,0,0,0,0,0,5,0,5,14,4,18,58,34,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,54,0,6,6,0,0,0,90,62,152
POA6375,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,132,90,222,8,9,17,15,0,15,4,0,4,0,0,0,9,4,13,19,33,52,187,139,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,14,16,30,13,27,40,6,5,11,224,187,411
