POA_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA6504,68,70,143,36,11,42,5,24,26,0,0,0,3,0,3,43,34,77,23,27,50,7,0,3.9,63.2,48.6,53.8,60.3,50,47.6,6,0,6,0,3,3,4,4,12,5,8,12,18,6,18,0,0,0,3,0,4,17,9,26,55,59,117,15,13,26,41,37,78,23,30,57
POA6505,53,45,103,35,15,50,9,15,22,0,3,3,3,0,3,41,33,73,8,11,22,7.3,0,4.1,77.4,73.3,70.9,83,73.3,72.8,0,0,0,0,0,0,3,3,4,3,5,6,14,7,19,0,3,3,0,0,0,12,5,21,56,47,108,0,0,0,44,31,77,15,8,25
POA6506,28,19,52,21,6,24,0,10,9,0,0,0,0,0,0,20,14,38,6,8,14,0,0,0,71.4,73.7,73.1,75,84.2,63.5,0,0,0,0,0,0,0,3,4,3,0,3,3,4,6,0,0,0,0,0,0,3,5,7,19,25,45,5,0,5,14,14,31,13,10,19
POA6507,247,194,447,162,66,233,20,52,70,3,7,12,4,3,9,195,130,322,36,51,87,2.1,2.3,2.8,78.9,67,72,74.9,64.4,70.5,8,3,7,0,4,4,16,35,52,20,18,40,59,14,73,0,0,0,5,0,8,63,16,81,238,183,424,35,18,55,160,133,296,90,67,159
POA6509,109,56,162,48,20,72,7,10,15,0,3,6,0,0,0,56,32,88,15,15,30,0,0,0,51.4,57.1,54.3,50.5,58.9,57.4,6,6,5,0,3,3,14,9,21,4,5,11,13,3,14,0,3,3,6,0,3,14,7,22,71,58,133,13,7,23,46,37,81,28,31,59
POA6510,804,768,1578,402,191,586,66,180,249,37,25,65,31,19,51,534,417,950,200,280,480,5.8,4.6,5.4,66.4,54.3,60.2,62.8,51.6,57,8,11,12,3,5,7,39,72,110,33,63,88,182,87,267,6,17,21,12,20,30,201,114,319,785,721,1505,115,120,230,541,487,1025,294,315,610
POA6511,250,211,460,72,45,116,35,39,74,16,12,26,8,3,12,126,99,222,93,87,179,6.3,3,5.4,50.4,46.9,48.3,49.2,45.5,47,0,3,0,0,0,0,14,15,27,11,13,19,65,23,87,4,3,4,5,3,14,76,28,103,210,180,396,38,19,56,149,122,273,89,66,159
POA6512,44,36,72,30,8,37,0,14,20,0,0,3,0,0,0,33,27,58,3,0,4,0,0,0,75,75,80.6,68.2,61.1,83.3,0,0,0,0,0,0,4,3,5,3,7,5,12,5,13,0,0,0,0,0,3,10,4,15,43,43,89,0,0,0,30,34,63,13,10,23
POA6513,99,74,169,56,19,78,7,23,31,3,3,3,3,0,3,73,48,116,14,24,39,4.1,0,2.6,73.7,64.9,68.6,66.7,60.8,66.3,0,0,0,0,3,3,5,16,21,0,9,9,16,10,22,0,0,0,0,0,3,17,10,23,100,82,182,7,6,13,85,64,148,19,26,45
POA6514,304,254,556,72,28,100,27,37,67,7,4,16,22,13,34,130,87,223,139,151,290,16.9,14.9,15.2,42.8,34.3,40.1,34.9,27.2,32.9,0,3,3,0,0,0,3,17,19,20,15,33,84,24,107,0,4,4,14,8,21,96,33,131,265,226,494,44,35,78,186,149,331,114,111,226
POA6515,142,105,245,94,35,132,7,26,35,3,4,6,0,3,3,113,69,181,25,29,56,0,4.3,1.7,79.6,65.7,73.9,73.2,61.9,70.6,0,0,0,0,0,0,4,14,19,11,13,26,28,5,37,0,0,0,8,0,8,38,9,49,138,97,237,19,21,40,114,76,195,35,32,68
POA6516,746,729,1478,244,127,371,80,172,247,39,18,61,22,22,43,382,339,724,290,317,614,5.8,6.5,5.9,51.2,46.5,49,48.7,43.5,45.9,3,7,12,3,6,10,28,57,87,37,58,99,237,71,314,8,19,30,25,27,49,273,117,386,649,617,1263,160,160,318,372,337,717,390,393,782
POA6517,179,152,327,104,48,152,7,33,37,3,3,9,9,4,9,124,84,210,37,51,83,7.3,4.8,4.3,69.3,55.3,64.2,63.7,55.3,60.6,0,3,0,0,3,3,10,12,24,13,12,25,49,8,53,0,9,12,0,3,3,52,15,70,156,134,285,29,26,52,103,81,187,75,59,138
POA6518,94,87,179,52,23,73,4,13,16,4,4,4,3,6,11,62,45,108,22,36,62,4.8,13.3,10.2,66,51.7,60.3,63.8,46,52,0,0,0,0,3,3,3,6,9,3,4,10,22,4,24,0,6,8,5,0,5,27,10,29,94,80,176,12,11,25,76,72,146,26,20,51
POA6519,225,224,452,127,65,189,17,48,59,7,11,16,6,7,14,157,126,276,53,83,137,3.8,5.6,5.1,69.8,56.3,61.1,67.1,55.4,58.4,0,4,3,0,0,0,16,22,37,10,19,30,55,19,78,3,4,4,3,9,16,63,36,100,244,215,460,29,47,79,155,137,289,101,110,212
POA6521,168,139,303,105,64,166,26,38,58,5,9,10,3,0,4,139,106,244,21,25,48,2.2,0,1.6,82.7,76.3,80.5,81,79.9,77.2,0,0,0,0,0,3,9,25,38,6,15,22,37,18,58,0,3,3,3,3,9,37,26,63,152,133,286,18,19,38,118,96,213,52,52,107
POA6522,201,164,368,108,44,152,17,45,64,11,8,16,3,7,7,138,104,239,45,45,92,2.2,6.7,2.9,68.7,63.4,64.9,67.7,59.1,63,0,0,0,0,3,5,14,20,35,4,8,19,42,13,57,0,7,4,5,9,13,50,25,73,203,158,356,22,20,40,145,98,244,70,57,128
POA6525,1476,1481,2958,531,228,758,150,377,523,65,50,111,66,49,118,808,698,1510,542,681,1222,8.2,7,7.8,54.7,47.1,51,50.5,44.2,47.1,12,7,17,5,23,28,51,114,163,77,144,212,461,174,635,21,32,55,33,43,78,511,249,766,1420,1388,2806,218,230,443,1007,938,1943,582,619,1203
POA6528,170,167,333,71,35,107,26,40,61,6,6,13,6,0,13,110,87,194,37,64,107,5.5,0,6.7,64.7,52.1,58.3,60.6,48.5,54.4,0,3,5,3,0,3,5,16,20,9,11,23,41,16,55,0,11,13,6,3,12,45,27,77,151,162,319,18,13,33,121,115,231,50,54,108
POA6530,12592,13136,25724,5326,3131,8459,1344,3189,4533,484,439,921,860,554,1413,8014,7315,15323,3419,4742,8161,10.7,7.6,9.2,63.6,55.7,59.6,56.8,51.5,54.1,185,167,349,98,274,373,681,1319,2000,735,1135,1864,3640,1614,5256,208,315,528,193,312,503,4049,2246,6290,11794,12166,23956,2308,2536,4842,7753,7846,15599,5636,6195,11825
POA6532,2762,2534,5293,1252,683,1936,238,686,923,131,108,232,118,81,192,1734,1552,3287,791,765,1562,6.8,5.2,5.8,62.8,61.2,62.1,58.7,58.3,58.4,23,27,52,20,40,66,128,306,434,142,232,365,788,341,1128,37,48,85,39,58,95,860,451,1312,2370,2302,4676,478,541,1018,1478,1388,2864,1196,1306,2497
POA6535,710,636,1348,258,116,380,59,134,199,27,18,42,46,16,68,393,293,687,239,274,513,11.7,5.5,9.9,55.4,46.1,51,48.5,42.1,46.1,0,3,3,0,12,15,22,61,83,29,58,82,155,64,214,4,7,16,8,13,20,168,86,256,651,583,1230,87,90,172,481,436,914,214,210,426
POA6536,688,653,1344,208,115,325,94,179,275,46,25,72,32,9,43,382,336,714,226,247,476,8.4,2.7,6,55.5,51.5,53.1,50.6,48.9,50,3,10,15,3,4,9,27,40,72,45,51,97,214,74,280,12,19,28,29,21,44,250,106,363,585,574,1157,105,100,210,436,399,839,242,258,505
POA6537,401,344,744,169,83,251,44,76,119,17,10,31,10,4,20,242,175,417,117,130,246,4.1,2.3,4.8,60.3,50.9,56,57.4,49.1,53.9,3,4,12,4,4,7,29,48,75,26,24,48,115,31,150,4,13,22,14,11,26,135,61,193,346,290,638,79,79,159,203,151,354,197,196,396
POA6556,819,832,1649,377,212,598,98,237,335,36,36,75,41,30,76,561,517,1078,199,255,451,7.3,5.8,7.1,68.5,62.1,65.4,62.4,58.3,61.1,3,19,27,13,18,28,38,111,145,54,81,143,299,127,419,5,11,23,15,27,41,318,167,484,867,817,1683,89,98,185,624,597,1221,295,284,579
POA6558,2166,313,2484,142,76,218,44,79,118,17,13,26,10,14,29,207,183,388,1911,100,2010,4.8,7.7,7.5,9.6,58.5,15.6,9.4,53.7,14.6,0,8,5,0,0,7,14,29,40,27,37,65,97,37,138,0,0,3,5,6,12,103,47,154,309,313,624,42,34,76,213,225,444,112,105,222
POA6560,536,569,1106,235,132,373,46,126,168,24,25,48,30,24,49,334,303,634,162,232,394,9,7.9,7.7,62.3,53.3,57.3,56.9,49.7,53.3,0,8,9,3,8,10,10,28,43,33,55,87,161,72,237,11,23,28,9,14,24,180,114,290,536,534,1068,61,99,159,377,377,756,177,236,411
POA6562,503,506,1008,211,142,349,57,117,174,29,22,53,29,13,47,318,295,614,147,186,332,9.1,4.4,7.7,63.2,58.3,60.9,59,55.5,57.1,6,3,9,3,4,5,11,43,53,35,57,88,178,60,242,5,23,28,8,13,22,195,101,291,537,508,1052,46,49,95,374,364,735,187,181,366
POA6564,145,129,268,54,31,84,15,16,36,6,4,11,11,9,16,83,59,148,51,58,110,13.3,15.3,10.8,57.2,45.7,55.2,51.7,39.5,48.9,0,0,6,0,0,0,3,13,12,9,25,26,51,14,60,3,0,7,3,5,3,54,12,66,135,124,255,24,17,44,92,87,183,55,46,102
POA6566,1382,1399,2778,487,267,751,142,309,451,64,35,91,72,51,121,763,660,1419,468,595,1065,9.4,7.7,8.5,55.2,47.2,51.1,50.1,43.7,46.5,24,27,49,13,28,36,72,128,202,92,132,230,389,154,547,8,24,34,24,40,68,424,218,640,1280,1264,2537,169,183,347,873,861,1734,515,528,1048
POA6567,184,174,364,52,30,83,27,35,66,8,15,23,9,4,9,97,93,189,71,73,137,9.3,4.3,4.8,52.7,53.4,51.9,47.3,46,47.3,0,8,9,0,3,6,11,19,27,17,15,34,57,16,72,0,3,3,3,13,11,59,28,91,171,160,333,19,20,37,136,139,271,49,37,88
POA6568,104,95,199,51,20,75,12,24,39,9,5,8,4,0,9,76,49,131,27,37,59,5.3,0,6.9,73.1,51.6,65.8,69.2,51.6,61.3,0,0,0,0,0,0,4,9,18,4,3,8,25,9,28,0,0,0,0,0,0,23,8,33,104,89,200,12,8,17,85,59,144,28,31,66
POA6569,118,95,214,65,20,81,13,25,38,5,0,3,6,0,8,84,45,130,27,47,71,7.1,0,6.2,71.2,47.4,60.7,70.3,47.4,57,3,0,3,0,0,0,3,9,9,7,11,16,29,6,32,0,3,3,3,0,6,29,15,42,121,99,217,12,12,23,82,68,143,42,38,77
POA6571,30,26,58,18,11,29,0,8,13,0,0,3,0,0,0,20,21,41,4,6,15,0,0,0,66.7,80.8,70.7,60,73.1,77.6,0,0,0,0,0,0,3,4,5,3,3,8,3,4,5,0,0,0,0,0,0,3,4,10,32,33,61,3,7,8,22,29,52,9,15,24
POA6572,25,18,47,15,0,16,3,3,6,0,0,0,0,0,0,22,8,31,3,12,18,0,0,0,88,44.4,66,72,16.7,46.8,0,0,0,0,0,0,0,3,4,0,0,3,3,0,3,0,0,0,0,0,0,4,0,7,25,18,45,3,3,9,26,15,41,7,4,10
POA6574,30,31,60,25,5,28,0,13,10,0,4,3,0,3,3,27,20,48,3,7,10,0,15,6.3,90,64.5,80,83.3,71,68.3,0,0,0,0,0,0,3,4,8,0,0,0,4,3,9,0,0,0,0,0,0,4,4,12,33,36,74,0,0,0,26,20,48,10,12,18
POA6575,57,46,105,44,11,58,4,11,18,0,0,0,0,0,0,44,31,79,9,11,15,0,0,0,77.2,67.4,75.2,84.2,47.8,72.4,0,0,0,0,0,0,0,5,7,0,5,10,15,0,19,0,0,0,0,0,0,15,3,22,65,44,110,6,6,13,56,41,99,10,9,13
POA6603,458,414,867,251,98,350,48,124,174,16,16,33,22,14,35,338,257,594,101,144,243,6.5,5.4,5.9,73.8,62.1,68.5,68.8,57.5,64.2,8,8,13,7,3,11,23,44,69,17,41,63,125,48,176,3,9,12,7,8,13,139,68,203,464,416,876,86,80,167,316,275,585,205,189,396
POA6605,20,10,27,12,4,17,0,4,4,0,0,0,0,0,0,17,10,26,0,3,3,0,0,0,85,100,96.3,60,80,77.8,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,0,0,0,0,0,0,3,4,6,20,14,36,0,0,0,17,13,27,4,4,3
POA6606,86,54,136,44,14,55,5,18,23,7,6,11,3,0,7,61,35,95,21,20,45,4.9,0,7.4,70.9,64.8,69.9,65.1,70.4,65.4,0,0,0,0,0,0,3,8,10,3,3,6,24,6,34,0,0,0,0,3,6,25,9,35,83,65,149,8,3,11,67,46,115,14,13,35
POA6608,56,38,101,36,13,49,4,8,12,0,0,0,0,0,0,37,23,66,15,13,25,0,0,0,66.1,60.5,65.3,71.4,55.3,60.4,0,0,0,0,0,0,0,3,8,0,3,3,14,4,15,3,0,3,0,0,4,16,4,19,69,44,108,6,9,9,49,36,87,14,17,30
POA6609,341,324,668,217,95,312,19,82,100,21,4,26,11,7,19,271,192,457,48,107,156,4.1,3.6,4.2,79.5,59.3,68.4,75.4,55.9,65.6,0,8,8,0,3,4,24,32,55,19,28,46,86,22,115,3,3,8,6,8,19,104,40,143,316,281,600,68,62,134,178,157,331,184,177,357
POA6612,101,74,171,53,22,73,9,17,25,3,0,3,4,3,3,67,38,105,18,20,40,6,7.9,2.9,66.3,51.4,61.4,64.4,52.7,59.1,0,0,0,0,4,4,4,5,9,0,9,4,20,7,26,0,0,0,0,3,4,19,9,33,94,66,162,11,12,25,64,42,108,33,31,60
POA6613,28,22,44,13,0,14,0,5,5,0,0,0,0,0,0,17,12,23,9,5,11,0,0,0,60.7,54.5,52.3,46.4,22.7,43.2,0,0,0,0,0,0,0,0,6,0,0,0,3,5,7,0,0,0,0,0,0,3,9,10,26,16,44,6,3,7,17,13,39,10,7,11
POA6614,9,7,17,10,3,16,0,3,3,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,100,85.7,94.1,111.1,85.7,111.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,13,0,0,3,11,5,13,0,0,3
POA6616,24,18,43,9,3,17,0,10,7,3,0,3,0,0,3,19,17,33,10,6,11,0,0,9.1,79.2,94.4,76.7,50,72.2,62.8,0,0,0,0,0,0,0,0,3,0,0,0,5,4,8,0,0,0,0,0,0,10,7,10,25,25,53,0,0,0,24,21,42,3,5,10
POA6620,293,132,429,193,51,246,19,33,50,13,5,19,3,4,8,232,94,327,22,35,54,1.3,4.3,2.4,79.2,71.2,76.2,76.8,67.4,73.4,4,0,6,0,3,3,12,10,26,7,11,18,96,14,113,3,3,6,0,4,9,103,25,131,228,127,355,47,20,72,140,90,229,125,52,180
POA6623,284,246,532,110,70,181,32,43,69,15,9,20,9,9,18,160,125,290,96,90,190,5.6,7.2,6.2,56.3,50.8,54.5,55.3,49.6,50.8,4,3,7,9,4,13,11,27,40,12,17,25,53,22,73,3,11,13,0,3,3,54,31,93,262,231,490,66,55,123,163,142,308,144,117,260
POA6625,18,20,42,7,3,13,3,9,11,0,0,3,0,0,0,11,11,29,3,0,5,0,0,0,61.1,55,69,55.6,60,64.3,0,0,0,0,0,0,0,3,3,3,3,3,6,0,6,0,0,0,0,0,0,4,0,7,21,17,41,0,0,3,15,11,26,12,4,16
POA6627,26,22,49,15,5,19,3,5,9,0,0,0,9,0,6,24,19,35,6,5,11,37.5,0,17.1,92.3,86.4,71.4,69.2,45.5,57.1,0,0,0,0,0,0,0,4,4,0,6,3,8,0,8,0,0,0,0,0,0,5,0,5,36,22,56,4,6,11,19,12,34,19,13,28
POA6628,17,8,26,11,3,7,0,0,0,0,0,0,0,0,0,10,4,14,4,8,13,0,0,0,58.8,50,53.8,64.7,37.5,26.9,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,10,18,3,4,8,9,7,16,10,4,12
POA6630,250,222,475,105,59,157,22,51,68,10,9,18,11,5,21,146,119,267,62,68,133,7.5,4.2,7.9,58.4,53.6,56.2,54.8,53.6,51.2,0,3,3,0,0,3,10,23,34,4,21,23,49,21,70,0,9,10,4,0,3,54,34,82,235,201,428,32,51,83,160,120,284,80,102,187
POA6631,16,9,26,6,5,13,3,0,3,0,0,0,0,0,0,13,3,16,0,6,9,0,0,0,81.3,33.3,61.5,56.3,55.6,61.5,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,15,7,26,0,3,3,13,5,21,0,3,5
POA6632,19,19,45,14,0,14,3,10,9,0,0,0,0,0,0,20,8,26,4,7,11,0,0,0,105.3,42.1,57.8,89.5,52.6,51.1,0,0,0,0,0,0,3,10,6,4,0,7,9,0,8,0,0,0,0,0,0,9,0,10,32,19,56,4,8,11,19,17,31,14,7,28
POA6635,195,109,303,90,31,126,16,22,36,11,9,18,7,0,6,126,63,182,25,30,56,5.6,0,3.3,64.6,57.8,60.1,60,56.9,59.4,3,0,4,0,0,0,17,10,31,12,10,22,34,12,40,3,5,7,0,4,3,38,14,52,109,77,181,52,21,76,58,48,103,99,48,144
POA6638,214,175,394,61,37,105,14,20,38,9,3,12,10,6,16,91,74,172,64,57,125,11,8.1,9.3,42.5,42.3,43.7,39.3,34.3,39.3,5,0,7,4,3,4,7,19,24,6,7,14,35,12,47,3,4,3,8,3,8,41,20,64,177,139,316,21,22,44,111,71,182,80,77,159
POA6639,55,32,86,14,8,31,3,6,5,0,0,0,3,0,3,22,18,39,23,10,33,13.6,0,7.7,40,56.3,45.3,30.9,43.8,41.9,0,0,0,0,0,3,0,4,4,3,3,5,11,3,15,0,0,0,0,0,0,12,5,23,41,23,65,5,5,5,32,18,44,14,8,22
POA6640,96,73,170,23,17,45,9,7,17,9,3,11,3,0,5,41,31,74,24,23,50,7.3,0,6.8,42.7,42.5,43.5,42.7,37,42.9,0,0,0,0,0,5,4,3,8,3,3,6,14,8,21,0,0,0,0,4,4,19,6,25,67,54,120,13,13,25,49,28,75,28,30,60
POA6642,523,354,876,239,106,341,30,36,64,41,11,55,20,13,25,324,161,491,78,106,187,6.2,8.1,5.1,62,45.5,56.1,59.3,43.2,52.5,6,11,13,9,6,16,37,34,67,26,25,55,103,24,125,5,5,8,6,3,10,114,30,141,360,248,606,123,89,212,206,156,359,248,152,397
POA6646,466,198,660,246,64,307,27,18,37,15,5,24,13,15,25,297,99,401,61,70,130,4.4,15.2,6.2,63.7,50,60.8,61.8,43.9,55.8,4,0,5,3,0,3,25,31,57,22,6,24,127,15,139,7,6,15,9,4,11,143,23,166,320,162,483,86,49,130,194,108,304,180,85,270
POA6701,2284,2133,4415,921,677,1596,191,357,551,108,107,212,106,55,165,1321,1196,2514,602,618,1221,8,4.6,6.6,57.8,56.1,56.9,53.4,53.5,53.4,19,22,44,12,27,37,127,222,347,109,141,243,520,196,715,37,54,92,31,51,84,594,303,891,1992,1809,3795,404,400,802,1347,1187,2536,911,910,1818
POA6705,121,78,200,36,12,47,6,12,16,3,3,10,13,3,13,58,33,88,33,44,78,22.4,9.1,14.8,47.9,42.3,44,37.2,34.6,36.5,3,3,4,0,3,3,3,3,6,5,0,9,22,6,24,0,3,3,0,3,5,22,5,25,102,89,188,32,23,50,72,66,136,53,31,85
POA6707,1119,1028,2147,547,303,851,133,298,433,71,55,123,33,31,61,790,679,1467,229,248,481,4.2,4.6,4.2,70.6,66.1,68.3,67.1,63.8,65.5,15,26,38,7,20,32,86,162,250,80,102,183,409,118,531,24,26,50,26,38,63,456,188,639,995,896,1887,262,243,509,567,478,1041,621,600,1214
POA6710,3158,695,3859,2030,362,2392,128,58,190,163,39,200,14,10,30,2342,473,2817,80,97,183,0.6,2.1,1.1,74.2,68.1,73,73.5,66,72.1,52,9,62,13,13,26,252,85,334,186,64,245,1191,84,1270,15,12,31,39,14,53,1249,113,1360,1241,398,1638,1230,225,1456,274,127,399,2170,473,2647
POA6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6712,1813,151,1961,1267,106,1371,46,10,56,105,12,120,6,0,6,1424,127,1551,20,3,21,0.4,0,0.4,78.5,84.1,79.1,78.2,84.8,78.9,20,3,26,4,4,11,136,24,160,130,7,138,729,23,751,15,0,17,28,7,34,765,29,799,1106,79,1185,314,38,356,376,22,401,1047,98,1147
POA6713,417,369,783,272,140,408,29,89,125,28,13,42,15,17,37,347,264,608,40,74,112,4.3,6.4,6.1,83.2,71.5,77.7,78.9,65.6,73.4,7,8,13,4,12,13,30,48,82,35,43,82,162,58,222,4,6,10,7,8,15,173,74,249,414,352,768,120,109,222,232,189,421,258,247,506
POA6714,7165,5517,12689,4462,2048,6505,459,1180,1634,349,234,584,249,230,481,5518,3693,9207,569,1208,1772,4.5,6.2,5.2,77,66.9,72.6,73.6,62.8,68.7,164,134,300,54,114,172,614,851,1462,476,570,1047,2413,690,3095,79,150,224,120,155,277,2607,994,3602,5401,4378,9782,2406,2118,4525,1975,1414,3384,5208,4457,9664
POA6716,304,249,553,220,88,305,14,39,55,22,27,48,12,9,16,263,161,427,14,73,85,4.6,5.6,3.7,86.5,64.7,77.2,84.2,61.8,73.8,9,3,8,3,6,7,9,27,43,20,20,38,123,49,174,9,10,16,7,15,13,137,65,205,305,263,568,63,51,114,136,96,237,194,198,392
POA6718,493,334,825,68,48,116,22,36,61,12,9,18,57,48,103,153,143,296,285,161,444,37.3,33.6,34.8,31,42.8,35.9,20.7,27.8,23.6,0,3,4,0,0,0,5,10,13,8,18,24,38,16,53,0,10,12,4,4,8,47,27,74,296,280,574,83,86,167,173,167,341,174,171,347
POA6720,1079,790,1867,620,257,871,55,169,220,54,53,104,23,40,62,748,518,1268,115,221,340,3.1,7.7,4.9,69.3,65.6,67.9,67.6,60.6,64,3,0,4,8,8,10,31,105,137,48,74,123,415,120,537,9,20,27,11,18,28,432,157,594,939,786,1728,235,202,439,301,240,540,752,653,1412
POA6721,2022,1552,3577,1286,604,1894,112,288,398,109,93,202,46,56,103,1554,1035,2585,165,305,470,3,5.4,4,76.9,66.7,72.3,74.5,63.5,69.7,58,40,96,28,44,74,164,274,436,176,165,337,677,190,870,17,34,46,31,30,60,725,250,974,1402,1111,2514,696,630,1325,522,377,898,1439,1221,2656
POA6722,3890,3511,7399,2146,1156,3299,249,600,850,203,165,369,142,141,286,2736,2063,4798,493,869,1368,5.2,6.8,6,70.3,58.8,64.8,66.8,54.7,61.1,37,47,82,20,70,90,175,371,546,190,321,507,1347,400,1745,39,98,139,46,58,108,1428,555,1987,2886,2527,5413,1304,1274,2572,1140,983,2119,2692,2494,5183
POA6725,4147,4079,8229,1772,1390,3164,443,773,1222,152,163,316,238,159,400,2612,2487,5098,1011,1094,2097,9.1,6.4,7.8,63,61,62,57.1,57,57.1,67,117,184,58,105,161,317,639,958,249,364,611,1050,455,1504,83,100,181,80,96,183,1213,655,1873,3540,3467,7009,1058,1180,2237,2024,1875,3901,2242,2405,4648
POA6726,2010,2116,4125,998,775,1773,252,462,712,93,103,196,67,47,114,1407,1391,2795,361,461,818,4.8,3.4,4.1,70,65.7,67.8,66.8,63.3,65,44,86,128,25,56,84,239,346,585,150,253,400,523,224,745,30,61,89,35,55,94,588,341,929,1739,1718,3456,575,623,1199,951,914,1867,1188,1290,2477
POA6728,2246,2162,4405,674,607,1281,176,192,366,82,79,160,202,102,300,1133,981,2110,890,944,1831,17.8,10.4,14.2,50.4,45.4,47.9,41.5,40.6,41,27,40,67,15,51,73,107,189,296,71,119,194,408,185,594,60,72,130,28,35,64,503,289,795,2091,2077,4174,514,525,1045,1388,1365,2754,983,1052,2044
POA6731,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6740,435,515,954,111,112,225,44,42,82,16,21,38,52,32,82,214,210,424,166,221,384,24.3,15.2,19.3,49.2,40.8,44.4,39.3,34,36.2,0,3,8,0,5,8,10,44,54,10,17,23,72,26,99,4,10,17,7,6,18,83,50,130,429,478,900,84,111,195,323,338,657,143,185,332
POA6743,2421,2415,4830,1252,941,2193,192,396,591,99,102,204,98,83,180,1644,1522,3165,461,608,1069,6,5.5,5.7,67.9,63,65.5,63.7,59.6,61.9,41,47,95,19,70,89,183,369,550,139,208,350,616,241,854,32,60,91,43,54,92,688,352,1039,2055,2040,4092,622,664,1289,1109,1128,2232,1354,1397,2749
POA6751,2684,1277,3961,1755,517,2272,134,198,337,180,83,262,46,48,98,2120,844,2962,103,268,374,2.2,5.7,3.3,79,66.1,74.8,77.1,62.5,72.5,53,21,78,20,20,44,188,164,348,148,114,259,957,213,1164,16,32,50,38,28,61,1007,265,1271,1970,1078,3050,672,427,1097,842,410,1256,1628,968,2592
