POA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
POA6125,0,0,0,0,0,70,3,3,0,0,0,0,0,0,4,84,15,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,467,45,32,9,0,0,0,0,0,30,592,45,3,9,0,5,3,6,0,0,0,75,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,45,4,9,0,5,3,6,0,0,0,81,0,0,0,0,0,0,0,0,0,4,3,511,51,45,9,6,3,4,0,0,34,675
POA6126,0,0,0,7,7,4,0,3,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,9,0,0,0,0,0,0,3,52,7,0,3,0,0,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,73,73,38,3,10,0,3,0,0,0,3,74,141
POA6147,0,0,0,0,3,370,3,13,0,0,0,3,0,0,12,413,95,0,3,0,0,0,0,0,0,3,97,18,0,0,0,0,0,0,0,0,0,18,23,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,137,3,3,0,0,0,0,0,0,3,145,1757,213,340,72,76,52,25,21,15,57,2622,1088,467,1091,160,267,246,191,210,87,70,3875,330,73,228,24,58,59,42,63,81,40,1002,13,0,6,0,0,0,0,0,0,3,32,1426,547,1323,183,330,313,232,269,169,114,4910,4,0,0,0,0,0,3,0,0,5,11,3184,761,1662,253,406,368,265,293,178,172,7549
POA6148,0,0,0,0,0,420,14,14,0,0,0,3,0,0,29,480,129,0,0,0,0,0,0,0,0,18,151,45,3,0,0,0,0,0,0,0,8,55,15,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,0,0,0,0,14,77,3,0,0,0,0,0,0,0,0,4,6,188,3,0,0,0,0,0,0,0,38,230,2250,340,400,78,83,69,82,49,26,102,3483,1098,507,1073,237,264,218,240,203,78,85,4000,129,47,89,13,33,38,45,71,23,45,527,4,4,7,0,0,3,0,0,0,0,15,1231,548,1169,248,300,257,286,279,107,133,4543,8,0,0,0,0,0,0,0,0,7,19,3488,891,1570,332,380,319,365,332,134,240,8046
POA6149,0,0,0,0,0,356,23,9,0,3,3,0,0,3,9,404,126,4,0,0,0,0,0,0,0,21,147,16,0,0,0,0,0,0,0,0,5,28,17,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,34,3,3,0,3,0,0,0,0,6,50,0,0,0,0,0,0,0,0,0,4,4,158,3,3,0,3,0,0,0,0,32,199,2386,422,490,78,113,99,55,47,28,76,3799,1282,444,599,126,160,144,117,118,80,53,3130,164,38,47,20,15,14,31,20,34,34,423,9,3,0,0,0,0,0,0,0,0,10,1449,493,654,148,179,160,149,142,116,87,3566,6,0,0,0,0,0,0,0,0,7,9,3838,913,1143,225,283,257,213,188,143,165,7369
POA6150,0,0,0,4,4,332,7,5,0,0,5,0,0,0,12,366,46,3,0,0,0,0,0,0,0,3,50,24,0,0,0,0,0,0,0,0,3,28,17,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,42,0,3,0,0,0,0,0,0,6,51,0,0,0,0,0,0,0,0,0,18,18,85,3,4,0,0,0,0,0,0,29,128,1432,293,230,53,57,42,35,41,36,33,2254,1528,373,417,97,132,124,165,155,102,57,3147,189,25,43,6,16,18,16,27,16,26,377,12,0,0,0,0,0,3,0,0,3,17,1726,404,458,103,148,137,180,181,123,84,3549,3,3,0,0,0,0,0,0,0,41,46,3157,698,690,160,204,184,214,218,157,158,5841
POA6151,0,0,0,0,0,196,11,5,0,0,0,0,0,3,21,236,61,0,3,0,0,0,0,0,0,14,75,15,0,0,0,0,0,0,0,0,6,22,3,0,0,0,0,0,0,0,0,11,15,3,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,17,35,0,0,0,0,0,0,0,0,0,0,0,76,0,3,0,0,0,0,0,0,24,115,1916,324,333,125,139,119,103,85,53,88,3286,614,216,412,103,178,166,186,164,92,71,2213,62,18,17,9,11,13,29,42,29,54,283,3,3,6,0,0,0,0,5,0,0,19,677,239,435,114,189,186,210,212,121,126,2506,0,3,0,0,0,0,0,0,0,4,9,2595,563,772,246,331,300,317,294,179,211,5801
POA6152,0,0,0,3,3,429,14,9,3,0,0,0,4,0,20,477,122,3,3,0,0,0,0,0,0,26,157,34,0,0,0,0,0,0,0,0,11,47,14,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,4,48,0,0,0,5,0,0,0,0,15,69,3,0,0,0,0,0,0,0,0,0,3,175,4,4,0,5,0,0,0,0,46,234,2569,433,440,170,123,119,107,103,44,122,4231,1362,596,790,194,258,309,293,342,256,118,4509,155,50,70,16,25,31,50,68,54,28,553,8,6,0,0,3,0,0,0,0,10,27,1524,653,862,211,287,345,349,408,307,156,5094,7,0,0,0,0,0,0,0,3,7,21,4097,1084,1305,379,408,464,450,509,362,278,9340
POA6153,0,0,0,0,0,409,10,13,0,0,0,0,4,0,7,448,103,3,3,0,0,0,0,0,0,6,111,49,0,0,0,0,0,0,0,0,0,55,17,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,3,72,4,0,0,0,0,0,0,0,0,0,3,167,3,4,0,0,0,0,0,0,11,191,2620,416,398,96,151,100,91,57,21,71,4021,1284,398,543,133,170,173,146,137,57,45,3070,103,25,43,17,12,27,16,35,20,28,332,6,0,0,0,0,0,0,0,0,0,12,1390,419,581,150,186,197,158,174,87,73,3420,5,0,0,0,0,0,0,3,0,4,15,4016,835,984,247,336,298,253,240,107,147,7452
POA6154,0,0,0,0,0,246,9,5,0,0,0,4,0,0,4,266,87,6,5,0,0,0,0,0,0,3,100,37,0,0,0,0,0,0,0,0,3,40,8,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,3,53,7,0,0,0,0,0,0,0,0,10,16,139,8,5,0,0,0,0,0,0,11,167,1231,187,265,71,46,26,14,23,17,30,1901,532,144,220,56,53,63,64,45,23,21,1224,63,12,21,7,6,0,11,20,8,11,158,0,0,0,0,0,0,0,0,0,0,8,593,159,244,72,62,63,79,63,33,30,1394,4,0,0,0,0,0,0,0,0,7,20,1826,350,507,139,102,91,90,80,53,74,3314
POA6155,0,0,0,3,3,616,45,45,0,7,3,3,5,0,27,752,110,3,0,0,0,0,0,0,0,18,136,29,0,0,0,0,0,0,0,0,3,27,39,3,3,0,0,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,64,3,3,0,0,0,0,0,0,9,76,4,0,0,0,0,0,0,0,0,11,16,174,10,8,3,0,0,0,0,0,32,221,5243,1218,1462,267,308,254,234,165,57,193,9399,3296,2089,3969,710,846,837,659,581,255,221,13467,490,181,614,79,116,140,162,199,118,161,2267,16,14,14,0,5,4,3,3,3,0,71,3801,2282,4596,786,973,984,819,786,383,390,15802,6,0,0,0,3,3,10,0,4,214,242,9057,3494,6065,1056,1275,1240,1055,949,445,796,25446
POA6156,0,0,0,13,13,323,8,4,0,0,0,0,0,0,19,362,100,7,0,0,0,0,0,0,0,6,106,35,0,0,0,0,0,0,0,0,0,34,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,3,6,142,7,0,0,0,0,0,0,0,10,157,1823,281,298,87,75,64,69,32,11,71,2808,544,113,256,46,73,43,53,33,28,17,1202,50,7,23,6,10,7,11,14,3,12,150,10,8,0,0,0,0,0,0,0,0,24,608,129,277,52,82,51,66,50,31,27,1371,7,0,0,3,0,0,0,0,0,16,29,2440,411,579,133,154,119,139,80,37,118,4210
POA6157,0,0,0,0,0,224,11,5,0,0,0,0,0,0,8,244,80,0,0,0,0,0,0,0,0,0,82,14,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,3,100,0,0,0,0,0,0,0,0,3,112,1595,243,295,71,74,68,31,28,20,69,2494,306,87,184,39,68,42,27,37,5,17,826,41,11,3,0,4,7,3,9,3,5,71,3,3,4,0,0,0,0,0,0,0,4,348,99,191,39,73,47,33,42,11,24,902,3,0,0,0,0,0,0,0,0,3,6,1944,338,491,118,144,115,66,79,35,91,3414
POA6158,0,0,0,0,0,128,0,0,0,0,0,0,0,0,3,131,23,0,0,0,0,0,0,0,0,0,27,13,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,49,891,134,130,27,53,43,44,17,16,28,1380,175,21,39,15,23,13,6,13,6,4,322,29,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,0,4,209,22,39,15,23,13,6,13,13,9,356,0,0,0,0,0,0,0,0,0,3,3,1103,157,170,44,76,53,53,30,27,38,1737
POA6159,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,407,50,77,21,24,25,13,9,9,11,657,60,16,26,8,8,12,10,5,5,3,145,8,3,3,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,70,18,27,8,12,14,10,5,7,3,166,0,0,0,0,0,0,0,0,0,0,3,475,74,100,27,34,36,25,16,20,14,826
POA6160,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,206,28,0,0,0,0,0,0,0,0,3,32,18,0,0,0,0,0,0,0,0,4,19,29,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,0,0,0,0,0,8,83,1059,135,201,77,46,53,46,86,33,54,1791,284,48,115,34,46,49,39,46,33,28,718,92,9,0,0,7,5,7,5,5,5,140,0,0,0,0,0,0,0,0,0,0,5,383,53,117,39,51,54,42,55,37,33,859,3,0,0,0,0,0,0,0,0,0,4,1447,185,317,113,101,105,90,135,79,86,2654
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,3,3,3,0,0,0,31,0,0,3,3,0,0,5,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,9,3,6,3,6,5,4,3,3,4,51
POA6162,0,0,0,0,0,372,3,5,0,0,0,0,0,0,15,396,24,0,0,0,0,0,0,0,0,0,24,66,0,0,0,0,0,0,0,0,0,64,78,0,0,0,0,0,0,0,0,3,84,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,3,147,3,0,0,0,0,0,0,0,0,0,3,168,0,0,0,0,0,0,0,0,3,176,1346,173,258,84,47,37,42,31,17,43,2078,594,76,135,34,38,43,45,43,27,23,1045,254,8,3,3,3,4,8,4,3,21,304,7,0,0,0,0,0,0,0,0,3,14,856,85,137,32,44,48,45,47,24,45,1366,6,0,0,0,0,0,0,0,0,4,5,2203,257,399,117,88,84,90,74,46,97,3451
POA6163,0,0,0,3,19,1325,30,24,3,0,3,4,4,0,50,1445,219,4,5,0,0,0,0,0,0,11,241,116,3,0,0,0,0,0,0,0,6,132,119,3,3,0,0,0,0,0,0,3,127,3,0,0,0,0,0,0,0,0,0,3,241,5,3,0,0,0,0,0,0,12,263,13,0,0,0,0,0,0,0,0,7,26,475,13,11,0,0,0,0,0,0,25,526,5430,705,1048,268,253,211,150,180,54,239,8542,3053,630,1262,252,410,424,344,387,136,185,7082,703,89,102,13,32,32,52,68,47,56,1191,24,10,4,0,6,0,0,6,4,3,56,3783,727,1367,273,455,450,393,457,188,246,8333,39,0,0,0,0,0,3,0,0,20,60,9254,1434,2419,537,708,668,550,633,234,500,16931
POA6164,0,0,0,0,0,455,21,19,0,3,3,5,0,0,15,519,94,6,0,0,0,0,0,0,0,12,114,20,0,0,0,0,0,0,0,0,4,31,15,3,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,41,4,3,0,0,0,0,0,0,6,53,0,0,0,0,0,0,0,0,0,0,0,131,12,3,0,0,0,0,0,0,15,169,4979,1149,1754,485,493,371,274,248,107,197,10066,2352,1093,2678,463,608,503,379,342,160,124,8709,304,84,341,41,74,76,99,106,52,77,1257,17,0,19,0,3,3,0,0,0,3,52,2672,1185,3031,504,691,586,481,447,214,199,10014,10,0,0,4,0,3,0,0,4,6,29,7661,2329,4787,995,1187,960,757,691,328,407,20106
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20
POA6166,0,0,0,0,0,234,10,3,0,0,0,0,0,0,7,246,21,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,55,972,133,218,42,76,43,36,35,4,26,1597,634,58,140,31,55,43,30,35,16,22,1073,129,8,7,0,8,4,0,8,0,11,166,8,0,0,0,0,0,0,0,0,0,8,769,67,142,31,67,48,30,46,23,36,1249,3,0,0,0,0,0,0,0,0,0,3,1748,204,360,73,142,89,69,74,26,62,2844
POA6167,0,0,0,0,3,509,11,3,0,0,3,0,0,0,22,550,133,0,4,0,0,0,0,0,0,10,149,18,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,3,3,163,0,4,0,0,0,0,0,0,12,180,2970,364,670,170,174,114,108,53,31,163,4809,580,287,1086,246,232,191,139,123,72,41,2998,78,29,70,23,29,30,23,26,16,22,343,8,3,10,0,4,0,0,0,0,8,34,667,320,1168,268,266,226,167,153,88,66,3375,11,0,0,3,0,0,0,0,0,164,183,3649,680,1833,439,443,339,268,202,123,387,8366
POA6168,0,0,0,0,10,909,16,10,0,0,0,0,0,0,26,970,273,3,0,0,0,0,0,0,0,26,302,26,0,0,0,0,0,0,0,0,6,31,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,6,39,3,0,0,0,0,0,0,0,0,0,8,311,3,0,0,0,0,0,0,0,28,346,4276,434,631,122,179,135,104,75,27,175,6156,586,115,365,87,102,91,75,63,28,31,1544,79,8,52,10,8,14,6,9,17,5,208,7,0,0,3,0,0,0,0,0,0,14,675,121,417,95,120,105,86,72,44,34,1768,15,0,0,0,0,0,0,0,0,7,26,4971,558,1047,215,293,239,192,146,69,216,7945
POA6169,0,0,0,3,10,765,17,9,7,3,3,0,0,4,44,855,169,4,0,0,0,0,0,0,0,30,201,18,0,0,0,0,0,0,0,0,4,23,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,8,31,0,0,0,0,0,0,0,0,0,0,0,189,4,0,0,0,0,0,0,0,35,236,5332,597,1287,331,335,204,160,120,37,234,8632,510,169,437,106,129,92,70,58,31,36,1638,59,13,24,3,6,7,7,7,17,10,149,7,0,6,0,0,0,0,0,0,5,14,569,180,472,115,134,105,79,65,45,52,1803,10,0,0,0,0,0,0,0,0,13,21,5909,778,1761,440,470,304,243,185,87,290,10459
POA6170,0,0,0,0,0,66,3,3,0,0,0,0,0,3,3,78,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,968,205,492,141,161,94,61,54,17,58,2252,198,252,1139,223,213,171,131,107,64,45,2546,12,9,33,18,15,17,17,18,15,19,180,0,5,3,7,4,0,0,0,0,3,17,213,268,1179,240,231,191,150,125,80,70,2741,4,0,0,0,0,0,0,0,0,7,10,1176,474,1677,384,392,281,210,182,94,130,5011
POA6171,0,0,0,0,0,256,9,14,3,0,3,5,0,0,7,296,38,3,3,0,0,0,0,0,0,4,42,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,3,4,54,2932,791,1927,479,673,383,258,173,74,168,7852,324,289,919,197,200,135,118,67,45,27,2322,19,15,29,6,8,7,4,14,7,12,134,4,0,3,3,0,0,0,0,3,0,15,346,307,952,205,208,144,125,80,55,38,2469,4,0,3,0,0,0,0,0,0,3,9,3280,1105,2878,689,882,526,385,255,125,209,10332
POA6172,0,0,0,0,0,133,12,9,0,0,0,0,0,0,16,164,29,4,0,0,0,0,0,0,0,26,60,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,0,0,0,0,32,76,1638,406,739,178,166,102,75,51,9,119,3477,194,84,189,34,39,32,14,24,4,21,646,13,9,3,0,0,3,0,0,0,5,36,0,0,0,0,0,0,0,0,0,3,5,210,90,196,34,43,38,11,30,4,29,688,3,4,0,0,0,0,0,0,0,10,16,1849,498,933,214,209,136,93,83,20,154,4184
POA6173,0,0,0,0,0,67,12,13,0,3,0,0,0,0,0,92,7,4,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,12,1033,446,1252,236,338,207,188,171,45,85,3995,90,65,152,42,23,15,19,5,6,13,429,4,0,5,0,0,0,0,4,0,0,10,0,0,3,0,0,0,0,0,0,0,7,95,65,161,42,22,15,23,11,10,10,455,6,0,0,0,0,0,0,0,0,6,10,1129,506,1409,282,359,221,209,179,52,103,4460
POA6174,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,29,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,346,85,207,20,65,26,33,19,3,12,815,31,22,46,5,17,6,0,9,0,3,149,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,6,40,22,50,5,22,6,0,9,3,3,158,0,0,0,0,0,0,0,0,0,0,3,381,108,256,32,82,33,35,27,6,15,980
POA6175,0,0,0,0,0,42,0,3,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,408,84,187,40,47,49,13,3,0,13,841,24,9,28,10,3,10,3,3,0,0,95,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,9,35,10,3,10,3,8,0,0,97,0,0,0,0,0,0,0,0,0,0,0,433,89,215,52,50,58,13,12,0,17,944
POA6176,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,36,55,15,29,23,8,0,0,6,298,21,7,18,0,3,3,5,0,0,0,63,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,7,20,0,3,3,10,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,144,47,75,16,35,28,16,0,0,3,361
