POA_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA6122,7,20,8,3,5,0,6,6,0,55,5,30,21,4,13,3,16,9,3,100,123,84,802,17,38,26,167,89,19,1359,23,8,240,13,4,3,32,31,0,365,11,11,17,7,0,3,11,12,0,65,6,57,3,15,9,3,4,0,4,99,14,46,3,5,4,0,7,0,0,78,71,55,27,14,47,40,57,26,3,333,13,14,7,69,11,6,12,16,0,148,9,10,12,4,0,0,4,6,0,40,18,5,48,9,8,8,36,21,0,139,0,0,0,0,0,0,0,0,0,0,3,5,19,0,0,0,17,0,0,43,4,3,19,0,8,4,22,13,10,81,307,351,1224,153,136,99,389,218,42,2917,9,19,19,11,10,8,0,3,0,73,0,3,0,3,3,0,0,0,0,13,0,15,12,6,7,0,0,4,0,52,0,5,3,3,5,0,0,0,0,20,6,6,11,4,9,3,0,0,0,40
POA6123,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,11,3,49,0,3,3,18,13,0,107,0,3,18,0,0,0,0,5,0,27,4,0,7,0,0,0,6,0,0,18,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,5,0,0,3,4,3,4,0,0,18,0,0,0,5,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,16,30,17,80,6,8,6,39,30,0,226,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
POA6124,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,7,44,4,3,0,9,6,0,86,6,0,17,0,0,0,4,4,0,27,5,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,9,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,27,24,70,10,9,4,20,19,3,185,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9
POA6125,5,0,0,0,0,0,3,0,0,10,0,3,0,0,0,0,0,0,0,5,35,16,130,3,9,7,34,18,5,255,14,0,36,0,0,0,13,9,0,68,14,0,3,0,0,0,3,4,0,23,3,12,0,3,0,0,0,3,0,19,0,4,4,3,0,0,0,0,0,15,14,7,4,3,8,3,0,0,0,34,5,4,4,6,0,3,0,0,0,22,0,3,0,0,0,0,0,0,0,3,3,0,4,0,0,0,7,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,5,5,0,23,99,52,190,21,14,14,66,32,13,501,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,7,3,4,3,4,0,0,7,0,33
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,14,5,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6147,14,48,15,4,5,3,7,8,0,101,14,62,27,9,11,7,12,15,3,161,74,134,381,24,34,30,98,94,13,883,8,8,106,10,15,6,19,26,0,203,10,3,19,0,3,7,10,10,0,58,8,49,6,21,4,10,3,4,0,108,9,36,3,9,4,0,6,4,0,74,59,91,40,25,62,32,37,38,4,387,18,36,17,31,14,9,13,13,0,151,3,15,4,6,5,8,5,9,0,56,14,3,59,8,7,4,16,20,3,140,0,0,0,0,0,0,3,0,0,3,3,8,10,3,3,0,9,0,0,33,3,3,25,3,9,3,17,17,12,89,240,498,718,154,180,115,253,249,40,2448,12,52,15,7,18,7,0,0,3,111,0,14,4,3,8,3,0,7,0,42,3,17,15,6,7,6,0,4,0,54,7,4,3,0,4,5,0,0,0,20,0,5,0,0,3,0,0,3,0,20
POA6148,34,101,14,4,8,6,3,6,3,172,29,94,25,4,9,5,6,5,7,182,180,310,365,26,54,31,84,57,15,1113,44,30,106,6,7,6,10,25,4,237,4,10,12,0,0,6,8,5,0,42,26,129,4,17,3,4,10,8,0,194,17,69,8,3,0,5,8,0,0,119,162,169,31,34,82,48,28,22,14,594,26,77,8,31,21,13,11,13,3,194,3,16,10,12,3,6,3,4,0,50,10,0,49,5,3,3,9,10,0,89,0,0,6,0,0,0,0,0,0,5,4,13,6,3,0,0,6,6,0,37,0,3,7,3,0,0,9,9,7,41,545,1011,641,141,194,140,186,164,48,3074,12,74,21,11,20,14,0,3,8,155,3,23,3,5,12,3,0,4,0,57,3,38,11,7,16,4,5,3,0,92,5,15,3,8,5,3,0,0,0,32,0,13,5,3,9,7,0,3,0,42
POA6149,41,95,15,14,10,6,3,4,0,185,40,109,27,0,5,0,8,4,5,203,204,339,345,31,55,35,63,68,15,1155,28,16,127,5,13,6,10,28,0,239,14,25,14,4,0,3,4,6,0,69,14,165,5,19,7,4,7,8,0,218,35,111,0,8,7,3,7,0,0,165,215,279,31,15,101,43,18,41,10,737,33,98,8,50,24,11,12,4,3,249,5,32,20,4,3,3,8,10,0,80,10,3,28,9,4,5,0,12,0,76,0,0,0,0,0,0,0,0,0,3,4,8,9,0,0,3,0,4,3,34,4,4,17,0,3,3,8,5,5,50,665,1276,643,151,224,128,144,194,41,3465,15,63,16,16,16,12,0,3,0,143,9,12,3,3,10,3,0,3,0,44,10,36,8,0,11,11,0,3,0,85,4,9,0,3,3,4,0,0,0,23,8,14,10,0,3,4,0,0,0,35
POA6150,31,72,8,3,6,5,12,9,3,146,30,77,19,6,3,9,4,10,0,154,140,227,190,13,35,28,29,39,3,707,22,13,54,3,9,3,6,3,3,122,9,16,8,0,5,0,0,4,0,44,13,146,9,9,0,4,3,10,0,193,21,57,0,0,3,0,0,3,0,88,152,167,19,18,62,49,19,22,9,522,19,79,3,16,20,7,7,11,4,173,3,24,4,3,3,4,4,5,0,54,7,0,21,5,0,3,8,7,0,57,0,0,0,0,0,0,0,0,0,3,4,3,6,4,0,0,0,0,0,22,3,4,4,0,6,0,0,3,4,24,461,890,351,94,150,119,92,131,30,2317,10,52,14,8,16,10,0,6,3,103,4,21,4,0,12,0,0,0,0,43,10,21,11,0,8,5,0,4,0,62,3,7,0,0,3,0,0,0,0,22,5,12,3,3,0,0,0,0,0,27
POA6151,47,148,17,8,11,6,7,4,3,250,40,93,20,7,4,5,0,7,3,169,216,339,197,16,44,29,41,48,15,941,53,49,100,7,13,3,3,15,3,256,19,13,12,3,0,3,0,3,0,63,20,212,7,16,4,3,5,4,4,268,26,71,3,6,4,4,0,0,0,116,285,333,37,19,94,62,17,18,4,871,52,157,13,49,28,3,3,10,3,315,11,37,11,12,8,8,4,3,0,91,9,0,35,8,4,0,0,9,4,71,0,0,0,0,0,0,0,3,0,3,8,9,4,0,4,0,0,0,3,34,6,8,8,4,0,7,4,0,11,48,777,1470,456,158,225,135,85,127,51,3492,12,88,11,9,18,7,0,6,0,167,8,17,3,3,5,0,0,0,0,47,27,61,8,3,10,11,0,6,3,126,9,33,4,3,5,4,0,0,0,59,5,15,8,3,7,0,0,3,0,43
POA6152,48,154,25,13,19,15,8,6,3,290,37,118,32,6,17,3,6,5,4,237,241,444,374,35,68,52,48,71,14,1345,56,54,182,10,15,13,22,39,3,396,20,15,17,0,3,5,3,4,0,79,27,274,10,36,4,6,8,15,0,374,28,104,10,11,6,0,0,10,0,172,320,450,32,50,124,83,31,35,14,1144,60,184,14,64,35,14,11,14,8,410,18,38,25,6,9,8,3,7,0,125,14,3,64,7,6,12,14,9,4,129,0,0,0,0,0,0,6,0,0,7,8,14,9,0,0,3,3,0,4,44,9,7,9,3,0,7,3,10,14,61,875,1869,815,239,315,224,162,234,69,4806,27,152,19,16,26,19,4,4,0,268,11,24,5,4,9,5,0,0,0,61,12,72,19,6,16,10,0,4,0,146,0,28,7,8,10,4,0,3,0,69,5,23,6,3,8,8,0,3,0,61
POA6153,54,126,20,3,10,5,7,3,4,239,39,81,13,3,8,7,3,5,5,164,292,350,243,19,55,40,38,36,15,1089,93,45,101,3,24,12,7,11,3,298,10,17,7,4,4,7,4,3,0,58,26,307,8,10,3,3,4,7,4,380,18,68,0,11,3,3,0,3,0,107,330,368,39,26,91,94,17,25,16,1003,55,149,10,35,14,11,5,5,3,298,14,39,11,6,8,11,0,6,0,91,17,3,39,5,0,4,7,9,0,94,0,0,0,0,0,0,3,0,0,4,9,7,5,4,3,7,0,0,0,42,6,7,10,0,3,0,0,8,8,48,963,1567,520,130,226,201,97,129,71,3897,21,81,13,15,32,17,0,0,0,182,18,19,0,4,15,3,0,0,0,55,19,50,8,3,5,6,0,0,3,103,4,17,6,3,13,7,0,3,0,56,3,9,3,5,9,0,0,0,0,31
POA6154,20,49,11,4,6,3,3,3,0,100,27,45,9,4,10,3,3,3,0,93,99,142,156,15,21,24,26,21,7,508,28,16,70,0,10,4,3,13,0,139,13,7,12,0,0,0,6,8,0,49,12,70,4,11,0,0,3,0,0,111,18,47,3,3,3,0,0,0,0,82,132,141,11,8,54,37,10,14,3,413,27,56,7,30,12,0,0,8,0,146,4,15,6,9,3,3,0,3,0,55,3,0,18,0,0,3,3,7,0,39,3,0,0,0,0,0,0,0,0,3,10,4,4,0,0,3,3,0,0,27,5,7,10,0,3,3,3,0,10,39,391,606,330,97,120,84,62,79,24,1794,4,35,5,3,4,3,0,3,0,68,3,13,3,3,4,0,0,0,0,23,3,17,10,4,3,3,0,3,0,36,3,4,3,0,3,0,0,0,0,15,0,3,3,0,0,0,0,0,0,14
POA6155,67,202,22,9,15,20,28,16,3,394,78,267,101,13,27,29,28,19,14,573,439,793,1277,75,186,98,260,193,34,3349,79,60,316,18,32,17,48,40,13,620,19,25,34,7,7,8,21,25,0,138,33,366,25,49,9,8,16,11,6,516,37,189,14,18,13,0,13,12,3,293,461,597,96,96,243,156,116,101,25,1884,62,183,35,113,54,41,34,32,12,568,18,50,31,11,7,18,4,20,0,169,42,7,139,30,13,14,41,32,4,316,0,0,3,0,3,0,0,4,0,17,12,26,38,10,9,5,27,9,4,143,22,19,39,13,6,15,29,16,32,187,1378,2771,2171,466,634,426,651,521,144,9159,28,163,57,38,42,29,0,16,4,370,20,72,14,6,34,11,0,14,0,170,19,93,33,23,46,19,13,15,0,265,9,19,11,11,9,15,0,3,0,76,7,18,17,8,17,3,0,8,0,74
POA6156,29,76,12,6,10,0,4,10,0,145,23,41,8,8,3,3,3,7,0,100,208,213,318,26,38,28,44,49,8,937,77,23,156,6,6,3,14,19,9,310,19,16,23,3,3,4,6,7,0,78,16,125,9,16,3,0,3,6,0,189,21,71,3,5,7,4,0,8,3,127,211,200,14,24,61,60,15,12,15,604,32,74,14,36,15,3,12,5,4,198,15,29,7,11,8,9,10,14,0,102,12,6,33,3,3,4,5,16,0,88,0,0,0,0,0,0,0,0,0,3,7,4,6,0,0,0,3,3,3,35,9,8,21,3,0,3,3,3,11,57,686,894,621,150,163,135,119,159,52,2973,12,62,13,8,6,7,0,3,0,110,3,9,0,0,6,0,0,0,0,24,4,21,5,7,10,3,3,0,0,54,8,21,0,0,6,3,0,0,0,44,6,18,0,0,7,0,0,0,0,36
POA6157,21,86,6,3,3,6,0,3,0,137,10,38,13,3,3,8,0,0,0,74,140,175,271,31,25,21,36,37,8,741,49,23,140,5,6,4,3,14,0,250,16,23,17,4,6,3,5,5,0,76,23,114,5,25,3,4,3,0,4,187,14,84,9,3,3,0,3,0,3,121,170,117,21,18,41,47,13,16,7,453,32,72,7,32,12,8,4,11,3,186,3,32,9,6,5,6,5,3,0,74,14,5,41,3,4,11,0,5,0,80,0,0,0,0,0,0,0,0,0,0,3,7,9,3,0,0,4,3,3,36,6,6,13,4,3,3,5,3,5,43,509,785,555,134,128,118,87,104,36,2451,9,58,8,3,8,8,0,0,6,94,7,7,3,3,5,0,0,0,0,21,5,18,5,0,10,9,3,0,0,53,3,23,0,0,5,3,0,0,0,44,4,24,0,3,7,0,0,0,0,38
POA6158,26,44,12,3,4,0,0,3,0,90,15,14,7,4,0,0,0,0,0,39,89,112,102,6,6,13,6,14,6,363,24,24,63,7,3,0,3,6,0,133,10,17,12,0,0,3,5,0,0,45,9,125,0,13,4,0,0,4,0,153,18,38,3,6,3,4,3,0,0,73,124,107,9,11,22,25,6,6,6,316,25,62,8,16,8,5,0,0,0,134,6,19,9,3,0,3,0,3,0,46,10,0,13,0,0,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,0,14,0,9,0,0,0,3,4,0,4,20,362,582,239,62,55,65,36,42,19,1451,0,46,5,3,9,3,0,0,0,73,3,4,0,0,4,0,0,0,0,7,6,6,0,0,7,0,0,0,0,22,3,20,0,0,6,0,0,0,0,27,4,10,0,0,3,0,0,0,0,26
POA6159,14,27,0,3,0,3,3,0,0,50,4,4,0,0,0,0,0,0,0,12,29,62,36,4,3,7,5,6,0,149,15,13,13,0,0,0,0,3,4,55,3,13,3,0,0,0,4,3,0,24,4,56,3,3,0,0,0,0,0,74,6,11,0,4,0,0,0,0,0,22,56,51,3,9,14,12,3,0,3,154,9,47,0,4,3,3,0,3,3,71,5,14,3,3,3,0,0,0,0,35,0,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,13,162,313,71,29,26,27,13,19,17,673,11,9,0,3,9,3,0,0,3,34,0,5,0,0,0,0,0,0,3,8,6,7,0,0,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,9
POA6160,17,73,8,7,5,3,3,9,3,117,7,16,4,0,0,3,0,3,5,45,64,113,107,14,16,4,25,20,4,371,30,42,54,3,4,0,7,10,3,153,0,18,6,4,3,3,5,0,0,49,9,107,3,13,3,3,3,0,0,139,9,45,3,0,3,0,0,3,0,64,67,61,12,8,14,24,7,7,4,208,27,109,6,25,10,6,9,7,5,200,15,50,15,11,9,7,7,11,0,111,12,0,30,6,4,0,7,8,0,65,0,0,0,0,0,0,0,0,0,0,4,12,3,0,0,0,0,3,0,23,9,3,4,3,5,0,0,4,6,27,264,644,247,96,79,51,71,75,24,1565,9,43,9,10,5,0,0,3,0,87,0,3,7,5,3,0,0,0,0,18,5,18,3,3,3,0,0,0,0,26,4,40,0,3,3,3,0,0,0,54,7,19,4,0,3,0,0,0,0,34
POA6161,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,15,3,0,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,27,85,7,9,5,0,3,4,0,133,10,23,8,0,0,0,0,3,0,45,102,140,200,11,22,17,34,28,7,554,37,35,95,13,5,3,6,13,0,205,12,20,9,3,8,3,3,7,0,65,12,102,3,14,0,5,3,10,0,151,16,66,3,4,0,0,3,0,0,96,99,92,18,12,28,26,12,6,3,289,39,103,14,19,11,3,3,9,5,203,9,45,15,8,13,6,0,5,0,104,11,0,25,4,0,0,0,6,0,49,0,0,0,0,0,0,0,0,0,0,3,8,7,3,0,0,0,0,3,32,7,11,3,3,0,0,4,8,11,42,374,723,412,102,93,64,76,105,36,1982,11,69,8,10,6,3,0,7,3,117,3,5,0,0,0,4,0,3,0,19,3,20,4,4,3,3,3,0,0,39,4,17,7,4,4,4,0,0,0,40,11,19,4,4,5,4,0,0,0,50
POA6163,55,201,47,15,25,16,12,26,0,384,50,139,49,12,18,15,17,12,10,318,371,478,1498,66,94,64,234,240,45,3093,109,54,509,8,36,21,59,94,11,901,39,58,74,10,9,10,17,29,6,243,33,264,22,64,10,9,15,13,7,439,54,194,19,22,14,6,15,10,0,332,302,307,70,58,145,118,58,64,17,1150,63,212,40,135,41,39,34,41,6,614,21,111,51,29,19,19,26,26,6,309,46,15,172,25,14,14,29,41,3,357,0,3,10,0,0,3,4,3,0,22,18,13,29,15,6,3,7,9,3,103,13,15,76,16,9,18,20,25,44,237,1178,2062,2674,472,445,340,531,639,159,8506,32,168,49,29,48,16,0,14,0,354,10,24,4,10,18,3,0,3,0,74,21,46,26,15,30,7,6,16,0,177,6,35,19,10,10,12,0,4,0,105,22,60,25,10,17,11,3,12,0,167
POA6164,55,171,24,19,9,5,13,15,0,316,107,256,82,12,46,24,28,13,7,576,453,724,2119,84,172,78,349,246,70,4295,116,41,605,15,44,19,83,108,14,1044,43,32,54,5,10,11,27,34,3,219,47,310,26,64,18,4,20,17,6,510,36,206,12,24,17,9,13,14,0,331,422,450,96,61,219,126,120,73,21,1590,94,153,43,156,51,29,46,31,9,605,29,57,44,23,18,22,17,23,3,231,58,12,196,21,23,28,64,49,3,454,0,0,3,0,0,0,0,6,0,18,19,18,42,19,6,0,15,7,8,135,26,14,72,11,21,17,39,32,49,282,1497,2445,3434,522,645,374,837,665,189,10609,29,178,61,35,38,23,3,9,3,379,4,49,12,6,33,19,0,8,3,134,21,84,48,17,43,19,7,12,4,262,13,23,18,6,17,11,0,4,0,92,15,48,19,8,22,3,3,5,0,127
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,10,14,7,0,0,3,6,0,0,34,10,18,4,3,3,0,0,6,0,45,106,94,419,14,14,13,50,55,12,777,30,3,121,0,8,4,15,17,6,199,13,4,11,0,3,0,4,3,0,42,14,48,0,13,4,0,6,3,0,91,4,21,0,6,0,0,0,0,3,44,78,45,11,4,23,18,16,9,3,209,11,18,6,15,9,4,3,4,0,77,3,8,3,3,3,0,0,0,0,25,6,0,21,0,0,3,5,5,0,48,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,3,9,0,0,23,0,6,11,4,0,0,7,10,9,47,282,297,620,60,75,57,120,107,37,1656,4,16,13,3,3,3,0,0,4,39,3,4,0,0,3,0,0,3,0,14,3,10,6,9,6,4,5,5,0,40,0,6,0,0,0,0,0,0,0,10,3,5,3,3,5,3,0,0,0,18
POA6167,11,26,21,0,0,0,4,5,0,78,13,65,31,0,19,14,6,14,3,180,94,133,785,34,46,22,157,117,26,1424,36,4,218,4,5,7,44,58,8,388,10,8,33,3,6,3,17,15,0,91,11,53,13,24,6,8,4,6,3,121,3,47,4,4,4,3,14,4,0,85,79,76,18,35,52,35,69,20,10,395,19,46,10,80,13,10,16,23,0,222,9,12,17,9,3,9,12,8,0,85,26,6,97,12,8,10,43,22,3,221,0,0,0,0,0,0,0,0,0,0,5,3,10,4,3,3,11,6,3,54,12,5,35,9,9,8,44,22,15,158,338,491,1291,222,177,127,444,318,77,3483,3,20,18,12,16,11,0,4,3,82,0,10,0,3,9,3,0,3,0,35,4,18,14,8,10,3,5,14,3,80,0,7,7,3,6,8,0,0,0,31,5,6,6,3,8,6,0,12,0,51
