POA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
POA6122,249,37,54,40,27,21,5,7,517,0,0,0,0,0,0,0,0,0,0,3,250,110,364,68,86,62,32,28,16,15,1027,261,66,84,23,20,9,5,3,4,4,480,40,42,211,15,33,23,17,4,5,7,395,0,0,5,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,3,44,49,215,21,35,27,17,3,3,7,410,0,0,0,0,0,0,0,0,0,0,0,310,108,299,45,52,32,27,4,7,7,889,449,74,85,12,20,3,3,3,7,16,664,44,25,60,7,9,14,0,0,0,0,164,3,3,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,3,53,23,61,7,9,14,6,0,3,3,183,0,0,0,0,0,0,0,0,0,0,0,494,101,154,17,21,23,6,9,4,15,843,390,26,23,6,3,9,3,3,0,8,480,33,11,9,3
POA6123,5,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,4,16,0,3,3,4,0,0,0,40,15,5,0,0,0,0,0,0,0,0,25,0,0,7,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,18,3,6,0,0,4,0,3,0,0,33,52,0,3,0,3,0,0,0,0,3,58,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,54,3,6,0,3,0,0,0,0,0,68,45,3,0,0,0,0,0,0,0,0,49,8,0,0,0
POA6124,0,3,0,0,0,0,4,3,16,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,4,3,27,14,8,5,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,7,5,0,0,0,0,0,0,0,36,59,12,5,0,3,0,0,0,0,3,89,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,63,18,5,0,3,0,0,0,0,0,96,30,0,3,0,0,0,0,0,0,0,37,0,0,0,0
POA6125,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,3,9,3,3,0,0,0,0,0,35,38,9,5,3,0,0,0,0,0,6,58,8,3,3,0,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,47,10,7,3,3,0,3,0,0,4,78,114,12,8,3,0,0,0,0,0,12,153,3,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,118,17,15,3,0,0,0,0,0,12,164,108,10,0,0,0,0,0,0,0,10,130,9,0,0,0
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,3,0,0,0,0,0,0,8,14,0,0,5,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,20,6,0,5,0,3,0,0,0,0,20,29,10,3,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,24,10,3,0,0,0,0,0,0,0,24,45,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0
POA6147,383,74,101,87,80,83,38,27,1137,0,0,0,0,0,0,3,0,0,0,3,229,182,452,93,132,93,89,93,40,31,1439,158,47,48,17,10,10,0,4,0,4,294,171,141,253,24,53,46,35,34,7,3,768,15,18,86,5,18,17,3,9,14,6,190,0,0,0,0,0,0,0,0,0,0,5,189,154,333,29,70,67,39,41,25,15,959,0,0,0,0,0,0,0,0,0,0,0,340,199,381,44,81,76,39,46,22,23,1257,301,39,50,12,4,6,4,0,0,8,428,211,74,131,14,24,16,7,3,0,9,496,48,24,75,3,6,16,3,3,3,13,199,3,0,0,0,0,0,0,0,0,0,6,262,99,207,18,34,25,13,5,4,15,690,0,0,0,0,0,0,0,0,0,0,0,565,137,257,31,39,36,11,9,10,27,1122,412,24,20,3,4,0,0,0,0,8,476,251,35,35,5
POA6148,210,48,52,45,57,54,19,21,678,0,0,0,0,0,0,0,0,0,0,0,203,131,265,64,69,56,66,68,24,31,966,196,53,41,7,5,8,10,5,7,10,339,145,147,287,52,65,48,60,40,17,13,877,6,10,26,0,6,4,6,11,3,3,86,0,0,0,0,0,0,0,0,0,0,3,151,156,309,55,71,59,72,50,18,19,962,0,0,0,0,0,0,0,0,0,0,0,349,211,349,62,82,62,79,55,26,27,1304,408,83,77,6,12,5,12,3,0,12,618,255,110,189,28,35,30,21,15,4,8,704,22,8,22,3,6,3,10,3,3,3,87,0,0,3,0,0,0,0,0,0,0,3,283,124,213,31,43,30,31,26,11,8,802,0,0,0,0,0,0,0,0,0,0,0,686,208,291,41,53,36,41,29,11,24,1417,499,37,23,4,3,0,0,3,0,8,580,275,41,16,7
POA6149,150,32,29,34,52,41,25,12,584,0,0,0,0,0,0,0,0,0,0,0,249,141,190,52,41,43,60,56,23,20,874,226,53,85,16,11,21,3,7,3,11,438,166,112,133,34,31,44,23,17,18,5,587,3,13,15,7,3,8,3,0,3,0,54,0,0,0,0,0,0,0,0,0,0,0,168,123,147,38,32,51,27,15,28,6,642,0,0,0,0,0,0,0,0,0,0,0,401,176,225,59,47,67,31,23,30,22,1073,405,105,104,8,28,3,7,3,4,8,672,269,92,116,20,25,10,3,10,8,3,553,19,11,20,0,3,4,3,0,0,4,60,0,0,0,0,0,0,0,0,0,0,0,288,103,135,21,23,13,8,10,8,5,612,0,0,0,0,0,0,0,0,0,0,0,688,205,234,29,50,15,18,13,8,10,1280,646,44,33,3,3,7,7,6,0,7,748,377,55,28,0
POA6150,104,25,37,35,38,65,36,15,577,0,0,0,0,0,0,0,0,0,3,3,210,123,141,37,47,45,51,73,36,20,776,130,28,31,3,4,0,0,3,4,0,200,213,60,92,20,27,16,35,10,10,7,486,0,3,9,3,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,210,64,108,22,28,20,33,14,9,8,517,0,0,0,0,0,0,0,0,0,0,0,339,86,132,24,35,17,39,17,15,9,714,265,59,42,13,16,8,0,5,0,0,399,243,73,66,7,11,7,8,3,0,4,426,24,10,16,0,4,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,3,264,78,83,7,14,10,6,3,0,6,484,0,3,0,0,0,0,0,0,0,0,3,529,136,125,20,30,15,8,10,0,10,887,370,41,17,3,0,0,0,0,0,0,430,404,48,16,3
POA6151,196,45,59,79,84,72,43,32,723,0,0,0,0,0,0,0,0,0,0,0,169,115,296,110,138,130,123,105,58,44,1303,208,63,81,23,19,24,17,6,5,3,446,113,67,134,27,51,40,42,33,14,3,518,3,3,6,3,0,3,6,10,5,8,48,0,0,0,0,0,0,0,0,0,0,3,119,70,139,24,58,44,48,40,16,13,564,0,0,0,0,0,0,0,0,0,0,0,325,129,219,48,79,61,61,51,20,11,1012,441,69,35,10,10,10,11,4,5,18,623,150,36,30,9,12,11,5,4,3,4,263,17,3,6,0,4,0,0,3,5,3,35,0,0,0,0,0,0,0,0,0,0,0,161,42,33,9,15,11,5,12,6,9,300,0,0,0,0,0,0,0,0,0,0,0,602,111,69,13,28,18,20,13,14,25,918,512,34,25,7,3,10,13,3,3,8,614,127,12,4,0
POA6152,302,86,100,117,113,126,63,36,1245,0,0,0,0,0,0,0,0,0,0,5,359,240,428,168,170,175,153,170,75,51,1992,267,71,86,33,17,14,23,10,3,4,536,229,131,182,30,57,62,50,42,26,10,826,6,4,11,0,3,7,5,9,5,0,61,0,0,0,0,0,0,0,0,0,0,5,240,142,195,38,67,69,53,54,33,13,892,0,0,0,0,0,0,0,0,0,0,0,506,215,282,66,78,85,78,65,38,15,1433,455,76,57,8,7,9,8,4,3,9,637,278,124,79,14,21,11,8,8,3,5,562,17,15,20,0,0,3,10,4,3,9,79,3,0,0,0,0,0,0,0,0,3,8,293,142,100,14,21,15,15,14,9,14,643,0,0,0,0,0,0,0,0,0,0,3,754,224,160,27,26,31,22,20,9,25,1283,642,53,32,5,5,8,0,0,0,12,752,329,53,33,3
POA6153,142,33,29,44,37,53,25,10,591,0,0,0,0,0,0,0,0,0,3,3,252,157,211,60,72,71,61,56,30,21,992,246,78,66,15,26,16,19,6,0,7,481,234,116,163,35,44,44,35,18,10,3,706,3,9,14,4,0,6,0,11,0,4,52,0,0,0,0,0,0,0,0,0,0,0,238,129,170,40,48,50,40,26,14,8,765,0,0,0,0,0,0,0,0,0,0,0,479,207,235,54,74,64,58,33,13,16,1241,554,77,72,9,9,18,12,6,3,8,773,246,59,85,10,26,13,8,13,3,3,470,11,7,6,4,0,4,3,0,4,3,41,0,0,0,0,0,0,0,0,0,0,0,260,68,93,11,32,15,10,14,10,7,512,0,0,0,0,0,0,0,0,0,0,0,816,140,163,22,40,29,29,25,11,16,1287,603,43,16,8,5,8,0,7,3,8,702,301,28,16,6
POA6154,79,14,17,17,23,22,4,3,248,0,0,0,0,0,0,0,0,0,0,0,75,56,115,17,21,27,28,19,6,4,373,148,37,57,12,11,6,0,5,3,0,275,84,44,54,24,11,19,18,8,5,0,269,3,0,3,3,0,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,86,40,56,24,11,19,20,10,8,0,289,0,0,0,0,0,0,0,0,0,0,0,233,76,116,37,20,25,28,18,7,0,557,256,56,38,14,10,0,3,0,0,8,385,100,20,26,3,4,0,0,0,0,3,158,7,5,12,0,0,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,103,26,36,9,6,0,0,3,3,10,189,0,0,0,0,0,0,0,0,0,0,0,361,81,73,25,14,0,4,3,5,17,581,276,19,14,3,0,0,0,0,0,3,322,88,12,8,3
POA6155,935,150,171,209,169,195,80,84,2796,0,0,0,0,0,0,0,0,0,64,67,608,662,1074,186,225,244,207,221,100,170,3690,610,168,206,46,50,44,30,20,4,18,1201,637,590,1038,165,217,197,169,107,35,20,3164,23,42,246,26,38,34,30,19,15,14,480,4,0,3,0,0,0,0,0,0,0,12,666,632,1287,183,259,224,200,126,44,32,3658,0,0,0,0,3,0,0,0,0,47,47,1276,803,1486,230,315,265,234,148,54,98,4908,1332,274,261,39,34,32,27,10,3,42,2056,783,418,674,86,102,86,39,43,16,22,2279,86,50,182,8,16,18,20,12,19,19,421,0,3,0,0,0,0,0,0,0,0,5,878,469,853,98,119,106,53,57,38,38,2707,0,0,0,0,0,0,0,0,0,34,32,2204,745,1118,138,160,133,80,69,43,112,4793,1349,117,83,10,10,11,0,3,0,28,1612,795,177,104,29
POA6156,85,20,24,18,23,18,6,4,243,0,0,0,0,0,0,0,0,0,0,0,114,60,152,39,46,50,37,26,7,11,544,205,70,57,21,19,3,14,3,0,11,402,79,31,71,8,16,7,9,5,5,0,239,0,3,9,0,3,0,0,4,0,4,24,0,0,0,0,0,0,0,0,0,0,3,79,35,80,14,20,11,7,9,5,3,267,0,0,0,0,0,0,0,0,0,0,0,280,109,132,30,41,20,19,15,4,18,668,456,56,54,16,9,6,7,0,4,4,612,94,22,25,4,11,3,4,0,0,3,172,3,0,7,0,3,0,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,101,22,36,5,17,3,11,0,0,3,199,0,0,0,0,0,0,0,0,0,0,0,559,79,92,20,20,8,19,5,4,15,815,381,27,18,3,0,7,0,3,0,8,451,108,15,5,0
POA6157,59,17,22,16,10,14,10,3,180,0,0,0,0,0,0,0,0,0,0,0,99,40,143,40,54,38,19,26,7,10,485,146,72,102,4,11,17,8,6,3,7,379,44,31,68,16,19,6,5,11,0,0,206,0,5,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,44,36,70,16,17,6,9,9,0,0,212,0,0,0,0,0,0,0,0,0,0,0,191,102,174,20,31,26,13,14,10,11,593,408,50,32,6,4,3,6,3,0,10,519,46,15,20,3,9,3,0,0,0,6,99,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,48,15,22,3,9,4,0,6,0,6,102,0,0,0,0,0,0,0,0,0,0,0,452,65,49,10,9,4,4,3,0,19,621,349,16,11,3,0,0,0,0,0,7,391,68,5,0,0
POA6158,8,5,6,3,8,8,5,0,53,0,0,0,0,0,0,0,0,0,0,0,39,14,37,20,26,8,17,12,10,5,184,91,37,35,4,14,13,9,3,0,3,210,11,11,18,8,3,5,3,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,18,8,3,5,3,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,108,48,48,12,15,18,7,9,0,3,270,214,31,21,3,7,3,3,0,0,9,302,25,5,7,0,3,3,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,7,0,3,3,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,242,37,29,3,15,5,3,0,0,9,347,250,8,3,0,0,4,0,0,0,4,271,35,0,0,0
POA6159,9,0,5,0,8,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,20,9,35,13,22,17,11,6,4,4,149,42,15,17,5,5,3,0,0,3,3,91,10,9,4,5,4,3,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,9,11,5,4,4,3,0,4,0,48,0,0,0,0,0,0,0,0,0,0,0,54,23,21,8,6,4,4,0,6,3,131,89,14,6,0,0,0,0,0,0,3,117,9,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,99,17,9,0,0,0,0,0,0,3,132,104,9,10,0,0,3,0,0,0,0,123,18,3,0,0
POA6160,47,19,26,37,28,37,17,7,238,0,0,0,0,0,0,0,0,0,0,0,85,26,113,53,58,62,51,86,35,20,583,110,31,62,25,10,14,10,11,3,8,290,29,19,42,9,12,7,9,6,0,6,131,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,19,42,7,15,11,10,5,0,6,138,0,0,0,0,0,0,0,0,0,0,0,144,50,102,37,22,25,18,17,3,10,427,234,34,22,10,5,9,5,3,0,10,335,47,10,9,0,3,5,0,4,0,3,82,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,51,8,9,0,3,5,0,4,0,3,92,0,0,0,0,0,0,0,0,0,0,0,285,47,34,15,10,10,5,8,3,10,428,278,16,10,0,0,0,0,0,3,8,318,55,4,0,3
POA6161,0,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,4,3,3,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0
POA6162,52,20,11,16,28,15,21,3,200,0,0,0,0,0,0,0,0,0,0,0,93,47,134,55,38,29,41,29,21,6,490,169,51,90,20,9,3,8,7,9,10,375,28,28,55,6,13,15,6,6,0,0,164,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,35,28,51,6,16,15,8,6,0,0,166,0,0,0,0,0,0,0,0,0,0,0,201,80,146,31,23,22,16,14,6,9,549,328,42,39,14,7,4,0,0,0,13,443,76,16,13,3,8,0,0,3,0,0,118,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,78,20,13,3,10,3,0,3,0,3,124,0,0,0,0,0,0,0,0,0,0,0,410,59,51,12,14,10,3,4,0,17,574,340,12,12,0,3,6,3,0,0,3,378,116,3,0,0
POA6163,420,94,140,166,162,161,72,50,1589,3,0,0,0,0,0,0,0,0,0,5,497,271,696,185,260,235,218,211,88,93,2759,554,180,251,58,45,36,23,18,3,41,1207,301,179,360,58,112,101,64,64,15,25,1296,7,14,28,0,13,4,3,6,4,9,93,3,3,3,0,0,0,0,0,0,0,13,321,201,387,65,123,107,69,74,15,34,1400,0,0,0,0,0,0,0,0,0,4,4,872,380,637,120,166,149,90,96,22,71,2602,1116,159,175,30,26,13,6,8,3,35,1568,479,116,180,36,36,23,10,17,3,29,929,35,21,29,6,10,5,3,3,3,6,125,3,0,3,0,3,0,0,0,0,0,10,515,140,213,47,49,27,14,21,4,32,1060,3,0,0,0,0,0,0,0,0,0,3,1632,296,385,73,73,45,24,29,13,68,2635,1359,65,42,14,6,16,8,6,3,38,1558,744,60,43,6
POA6164,819,143,203,195,132,130,67,38,2363,0,0,0,0,0,0,0,0,0,0,5,830,547,1206,275,327,302,209,191,98,74,4050,808,238,411,85,99,66,52,38,16,38,1844,471,358,760,131,166,116,70,56,22,16,2158,12,15,162,9,27,19,23,8,6,5,285,3,0,4,0,0,0,0,0,0,0,5,483,372,924,145,190,135,90,63,37,20,2443,0,0,0,0,0,0,0,0,0,0,0,1292,607,1328,224,291,199,142,97,50,51,4291,1253,257,291,64,58,34,18,17,3,22,2020,562,170,404,35,40,31,20,21,8,18,1300,36,18,74,6,13,6,9,6,3,16,191,6,4,7,0,0,0,0,0,0,0,19,608,195,484,40,55,41,26,27,8,29,1513,5,0,0,4,0,0,0,0,0,3,8,1857,448,777,108,113,69,45,47,12,52,3539,1180,101,79,20,19,16,10,11,5,21,1453,535,84,61,8
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0
POA6166,22,4,20,5,9,13,3,4,118,0,0,0,0,0,0,0,0,0,0,0,88,33,66,23,38,21,15,15,6,13,321,115,31,43,15,18,3,9,4,0,3,236,42,17,63,17,20,13,10,7,6,0,206,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,47,17,64,17,22,13,10,9,6,0,209,0,0,0,0,0,0,0,0,0,0,0,159,51,104,29,40,17,15,14,4,9,449,211,28,49,4,9,5,3,0,0,5,313,113,16,23,6,10,0,3,0,4,4,180,3,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,119,18,28,6,10,0,3,0,4,4,190,0,0,0,0,0,0,0,0,0,0,0,327,42,72,11,21,6,6,4,4,7,505,240,13,18,0,0,0,4,0,0,3,286,162,8,6,0
POA6167,343,57,89,71,50,38,23,16,810,0,0,0,0,0,0,0,0,0,60,69,279,136,493,101,150,108,74,53,27,95,1520,299,92,119,33,21,17,9,4,5,18,625,100,104,347,64,56,32,32,26,11,3,776,5,11,29,3,3,10,0,6,5,0,76,3,3,0,0,0,0,0,0,0,0,5,111,117,383,67,60,43,33,33,14,3,863,0,0,0,0,0,0,0,0,0,36,34,410,206,500,104,89,58,47,35,20,55,1522,612,74,96,15,9,3,6,3,3,30,859,119,58,155,28,17,13,13,4,0,9,411,6,7,20,3,7,0,6,3,0,0,57,5,0,0,0,0,0,0,0,0,3,8,127,64,176,30,29,19,16,12,4,14,479,0,0,0,0,0,0,0,0,0,25,26,738,136,275,47,42,23,24,10,3,69,1363,660,32,50,3,10,6,3,4,0,28,796,122,16,23,6
