POA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
POA6111,9,13,8,17,26,4,0,73,0,3,3,3,9,0,3,20,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,9,15,10,20,32,4,4,105,3,3,5,3,3,0,0,14,0,0,0,0,0,0,0,3,3,3,5,3,3,0,0,16,9,20,15,22,37,3,4,114,0,8,4,7,7,0,0,25,0,0,0,0,0,0,0,0,10,32,22,27,46,5,4,143,18,36,24,28,45,22,13,186,43,73,45,38,50,11,9,261,8,12,0,3,8,0,0,29,0,0,4,0,0,0,0,6,68,117,74,74,98,37,18,487,5,11,4,6,13,3,0,43,11,19,8,9,5,0,0,58,14,29,17,18,17,3,0,96,90,145,89,87,114,38,24,587,126,125,59,26,45,5,3,384,0,0,0,0,0,0,0,3,215,270,147,119,158,46,23,978,25,49,33,47,68,28,17,266
POA6112,15,37,33,21,26,7,9,149,9,19,15,8,10,0,0,67,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,27,55,49,32,35,13,6,220,5,5,8,5,7,0,0,31,0,0,7,6,0,0,0,14,5,7,10,13,11,0,0,47,31,65,61,43,46,17,6,263,10,13,14,10,7,0,6,56,3,0,0,3,0,0,0,8,42,74,71,55,53,17,9,328,72,127,84,57,90,29,14,477,118,219,130,86,118,21,8,697,18,14,3,4,9,0,0,39,0,3,3,0,0,0,0,13,206,359,220,144,214,57,27,1227,12,42,17,15,18,0,3,106,27,57,24,9,12,6,0,138,40,96,46,26,31,9,3,248,243,454,261,174,245,59,32,1473,436,323,131,86,86,25,6,1094,13,7,0,0,3,0,0,24,692,781,392,256,329,90,37,2586,82,160,116,78,117,40,22,624
POA6121,0,8,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,14,0,3,0,5,6,0,0,22,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,12,4,5,30,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,8,5,5,9,4,5,37,10,7,0,3,0,0,0,24,0,0,0,0,0,0,0,0,6,13,6,7,9,4,6,58,0,10,7,4,6,0,3,38
POA6122,5,11,8,6,5,3,0,42,0,3,0,0,0,5,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,11,20,9,12,12,3,0,61,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,12,12,12,3,0,67,4,3,3,0,3,3,3,18,0,0,0,0,0,0,0,0,12,30,15,12,16,11,4,86,17,54,31,21,32,0,8,156,47,81,47,28,30,6,0,240,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,8,68,136,75,56,64,9,6,410,9,3,6,3,6,0,3,31,15,13,14,7,4,0,0,44,25,16,15,9,8,0,3,75,90,157,89,64,70,7,9,485,74,66,28,26,15,4,0,216,3,8,0,0,0,0,0,11,170,223,124,87,81,9,8,706,24,62,33,26,37,3,4,201
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,5,0,0,4,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,3,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,6,0,4,0,3,19,3,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,12,4,3,3,0,3,32,0,3,0,0,0,0,0,6
POA6124,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,5,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,3,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,11,4,3,3,3,0,30,4,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,7,13,4,3,7,3,0,41,0,0,4,0,3,3,0,14
POA6125,0,0,3,0,3,0,3,16,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,14,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,0,3,0,3,19,0,0,3,0,0,0,0,3,0,3,3,0,5,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,5,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,7,3,12,8,3,6,0,0,27,5,7,3,4,3,0,0,21,0,0,0,0,0,0,0,0,6,20,13,7,4,0,0,51,0,0,8,0,4,0,3,14
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
POA6147,0,9,9,4,19,0,8,45,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,3,19,0,10,59,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,6,4,11,8,4,24,5,10,71,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,6,14,15,10,27,5,11,82,14,26,19,15,26,20,8,130,18,35,29,11,27,8,4,125,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,30,68,50,32,51,26,11,267,0,9,6,4,3,0,0,27,10,16,4,0,4,0,0,35,8,20,14,8,11,0,0,61,40,86,58,37,58,25,12,328,86,82,41,16,23,9,8,265,0,0,0,0,0,0,0,3,122,169,101,55,86,38,17,594,13,36,26,24,43,19,13,182
POA6148,3,8,10,12,14,5,7,53,0,3,3,3,5,3,0,17,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,5,14,13,14,20,5,5,77,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,17,13,14,25,9,5,78,3,6,4,3,0,0,0,17,0,0,0,0,0,0,0,0,4,22,17,20,21,9,9,102,6,25,29,22,34,22,11,152,14,38,40,24,37,13,14,172,0,4,0,0,0,3,0,8,0,0,0,0,3,0,0,3,25,64,68,45,71,36,19,336,0,0,6,8,8,0,0,22,0,0,3,0,3,0,0,12,0,3,5,8,10,4,0,28,22,70,75,56,87,41,19,365,41,29,17,14,16,10,6,132,3,0,0,0,0,0,0,3,68,93,90,71,99,49,24,506,8,38,38,30,44,29,17,202
POA6149,0,7,12,9,12,5,3,45,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,9,15,10,4,55,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,12,15,7,20,10,3,63,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,14,7,15,11,3,62,15,27,23,21,32,26,17,147,11,30,29,19,23,18,5,134,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,4,29,57,52,32,56,40,23,292,0,0,0,0,3,0,0,8,8,4,0,3,3,0,0,18,8,4,4,4,6,5,0,25,37,63,60,40,56,44,22,319,27,42,18,13,12,8,3,121,0,0,0,3,0,0,0,4,58,105,74,48,74,52,24,442,15,35,35,24,41,26,20,195
POA6150,3,9,3,3,4,8,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,13,10,3,5,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,10,10,5,8,0,47,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,3,17,14,10,9,4,0,56,6,18,18,14,26,8,9,94,9,12,17,18,14,13,6,98,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,16,26,37,33,45,25,10,193,0,0,0,0,6,0,0,4,0,0,3,3,3,4,0,16,0,0,3,4,3,4,0,16,21,29,40,35,46,25,10,216,10,17,9,9,21,5,6,83,0,0,0,0,0,0,0,0,27,45,52,43,66,34,22,292,3,21,17,19,28,15,8,120
POA6151,3,9,7,3,3,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,4,8,0,0,37,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,10,7,4,8,0,4,37,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,4,16,11,4,7,5,7,48,6,14,16,9,17,9,4,76,16,26,17,15,26,13,9,117,3,0,0,0,0,5,3,5,0,0,0,0,0,0,0,3,27,39,34,24,35,24,15,202,0,3,0,7,3,4,0,14,3,3,0,0,0,0,0,10,8,5,3,7,5,4,0,28,27,44,42,26,42,31,15,226,23,26,16,15,22,15,10,121,0,0,0,0,0,0,0,8,57,75,60,42,61,43,23,356,14,17,19,14,22,8,5,108
POA6152,5,6,16,9,23,8,3,71,3,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,15,10,22,8,6,83,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,11,10,15,19,13,25,12,6,93,0,6,4,0,0,0,0,18,0,0,0,0,0,0,0,0,10,20,26,18,23,15,6,112,3,37,22,31,45,41,23,202,38,54,44,12,38,23,7,206,3,0,0,0,3,0,0,7,0,0,0,0,3,0,0,3,42,89,64,42,84,65,29,422,0,10,3,3,6,4,0,20,3,6,7,3,4,0,0,25,3,12,8,3,9,4,0,49,49,101,73,43,93,72,29,468,56,62,34,17,33,14,11,234,0,4,3,0,0,0,0,8,102,171,113,68,134,87,48,713,8,40,40,35,66,51,32,271
POA6153,4,6,15,7,8,6,3,48,3,3,0,3,3,5,0,15,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,13,17,12,13,9,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,8,14,17,12,14,9,3,73,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,10,18,17,12,14,9,3,82,23,21,30,16,34,26,20,169,17,21,27,17,38,23,6,137,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,32,42,59,36,72,53,25,316,0,0,3,0,4,3,0,17,3,10,4,0,0,0,0,17,3,7,7,0,10,3,0,29,35,53,59,39,75,53,28,344,31,38,14,19,34,12,9,156,0,0,0,0,0,0,0,5,70,91,73,58,107,67,35,500,22,29,42,25,40,37,17,222
POA6154,0,3,3,3,6,0,3,25,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,8,10,4,3,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,10,8,10,4,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,10,4,3,38,4,5,15,9,28,15,6,86,12,26,30,19,23,9,7,115,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,10,41,45,32,54,24,11,212,3,0,0,0,0,0,0,6,3,4,3,0,0,0,0,12,5,3,3,0,3,0,0,19,14,42,49,34,59,21,15,234,7,17,13,5,9,5,0,46,0,0,0,0,0,0,0,3,24,55,57,33,66,29,17,280,4,12,14,17,37,15,9,111
POA6155,13,28,21,24,44,15,9,159,0,3,3,4,3,0,3,15,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,10,33,29,25,53,23,11,180,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,0,0,3,3,5,0,0,12,13,31,30,30,53,19,11,196,3,4,6,3,4,0,6,27,0,0,0,0,0,0,0,3,20,37,34,34,61,24,21,227,23,77,72,78,135,64,23,475,47,109,95,70,96,45,38,495,3,4,5,0,3,0,0,19,0,0,0,0,0,0,0,3,70,184,174,152,243,109,65,991,5,16,4,6,9,3,4,42,15,28,13,5,4,0,3,76,25,43,15,15,14,8,5,118,94,230,183,163,254,117,70,1109,109,98,66,39,66,42,25,442,0,0,0,0,0,0,0,3,201,321,250,201,320,163,90,1554,40,100,98,103,183,79,33,634
POA6156,0,4,12,14,13,6,3,58,0,0,3,5,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,14,25,7,4,77,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,14,14,20,7,5,76,0,6,6,8,4,6,0,29,0,0,0,0,0,0,0,0,8,8,23,26,30,11,3,105,9,22,25,30,32,16,13,154,10,56,32,34,28,7,17,182,3,0,0,0,0,0,0,7,3,0,0,0,3,0,0,4,26,83,58,64,64,27,22,350,3,0,0,0,8,4,0,15,3,7,6,9,3,0,0,23,9,5,9,9,4,4,5,41,31,88,69,72,68,28,24,384,36,52,21,21,27,17,7,186,0,0,3,0,0,0,0,3,70,143,87,95,100,47,31,576,10,26,40,43,49,29,16,207
POA6157,0,5,5,3,14,6,0,44,0,0,0,0,3,0,0,7,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,9,4,14,6,0,55,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,8,9,4,19,6,0,60,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,9,15,4,18,6,3,64,9,22,17,21,40,19,18,145,14,51,40,36,27,12,5,186,3,4,4,0,0,0,0,11,3,0,0,0,0,0,0,3,33,81,65,60,65,33,18,353,0,3,3,0,0,0,0,4,3,9,8,4,4,0,0,21,3,7,9,4,4,3,0,25,33,90,68,63,71,33,24,376,31,28,9,10,12,4,4,87,0,0,0,0,0,0,0,0,68,118,76,70,79,37,24,470,11,28,27,30,51,21,17,191
POA6158,0,4,3,3,3,0,0,25,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,5,9,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,5,9,3,0,30,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,5,11,10,3,7,3,0,36,7,15,14,6,11,3,6,55,7,15,17,17,22,4,0,75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,26,25,25,34,9,7,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,9,26,28,25,32,12,10,149,7,8,4,6,6,0,0,35,0,0,0,0,0,0,0,3,19,34,37,33,35,14,11,184,6,18,17,10,15,5,6,80
POA6159,0,3,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,15,0,8,4,0,3,3,0,19,3,6,8,3,7,5,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16,4,9,8,5,57,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,4,3,0,0,0,0,0,7,5,17,16,9,9,8,5,64,5,4,6,0,5,0,0,20,0,0,0,0,0,0,0,0,9,21,20,9,14,8,5,85,0,5,6,0,6,3,0,29
POA6160,0,3,3,3,9,3,0,15,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,3,8,7,3,3,27,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,3,4,7,3,3,32,0,7,6,8,20,8,7,58,7,18,14,9,12,6,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,24,17,31,13,6,121,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,5,3,3,3,0,0,0,0,6,11,25,22,17,31,12,6,133,29,15,6,9,7,3,0,64,0,0,0,0,0,0,0,0,41,40,30,26,36,19,6,201,0,9,14,14,28,17,7,81
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,0,7,8,4,7,3,0,31,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,12,5,6,5,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,5,5,5,7,44,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,14,11,9,11,5,7,54,4,8,15,14,22,5,3,69,18,28,20,11,17,11,5,112,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,22,38,30,26,44,16,10,184,0,5,0,0,4,0,0,14,0,13,3,3,4,0,0,21,0,19,3,3,8,0,0,34,20,54,35,33,46,20,10,222,31,23,17,7,9,6,3,95,0,0,0,3,0,0,0,3,49,74,57,41,59,24,13,320,3,14,21,14,27,14,7,103
POA6163,13,24,20,23,26,10,0,125,8,12,6,0,10,5,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,30,26,41,17,7,172,0,0,3,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,16,22,35,37,25,41,19,7,188,5,11,10,9,7,0,7,47,0,0,3,0,0,0,0,8,27,49,46,40,56,19,11,241,26,71,69,57,87,48,34,385,79,159,104,74,128,45,23,616,9,4,3,5,8,3,0,30,0,3,0,3,0,0,0,13,119,233,180,139,218,91,55,1039,6,10,9,11,3,4,0,45,20,34,21,5,13,0,0,92,28,46,28,15,13,4,3,141,146,283,201,156,237,100,63,1178,196,187,94,55,67,22,13,629,4,4,3,5,3,0,0,24,348,475,300,209,303,117,72,1830,43,90,84,80,118,59,38,508
