POA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
POA6122,..,16,97,27,36,15,15,5,11,11,236,..,4,60,21,26,25,15,10,3,7,169,..,0,0,3,0,7,0,5,0,0,13,..,0,0,0,0,3,0,0,0,0,3,..,5,58,23,26,26,16,18,3,7,184,..,0,0,0,0,0,0,0,0,0,0,..,25,155,52,59,44,27,20,11,18,418,51,72,80,11,13,11,3,8,0,9,269,4,19,64,9,19,8,6,7,14,0,157,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,19,64,9,18,8,6,8,16,0,158,0,0,0,0,0,0,0,0,0,0,0,57,96,147,24,32,19,16,20,11,9,425,224,55,120,36,35,16,5,4,9,7,509,24,56,239,34,52,36,26,15,8,7,493,0,0,3,5,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,24,56
POA6123,..,0,3,0,3,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,3,0,3,0,0,0,11,3,0,4,0,0,0,0,3,0,0,10,0,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0,0,4,0,0,19,9,3,6,0,3,0,4,0,0,0,29,0,0,5,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6124,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,14,3,0,4,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6125,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,0,3,3,5,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,0,3,0,0,0,21,17,3,9,3,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6126,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,..,11,64,12,21,14,11,7,3,8,148,..,14,123,24,50,67,32,35,16,10,372,..,0,0,0,0,4,15,19,18,5,68,..,0,0,0,0,0,0,0,0,0,0,..,14,127,21,49,72,43,53,37,21,437,..,0,0,0,0,0,0,0,0,0,0,..,22,191,34,65,84,51,58,44,23,582,15,56,71,10,15,8,4,0,5,0,186,29,75,191,30,50,46,44,58,30,13,567,0,3,0,0,5,5,5,9,14,0,47,0,0,3,0,0,3,0,0,0,0,5,29,79,197,33,56,49,51,71,41,17,621,0,0,0,0,0,0,0,0,0,0,0,46,130,265,37,72,58,60,70,47,21,812,112,32,70,22,31,12,8,4,0,6,299,114,135,351,62,81,69,68,67,26,22,999,0,13,33,15,21,15,14,19,16,3,136,3,0,3,0,0,0,0,0,0,0,9,112,148
POA6148,..,25,108,33,27,18,30,25,8,7,282,..,7,175,49,63,61,70,47,26,10,515,..,0,0,0,4,3,4,24,9,4,45,..,0,0,0,0,0,0,0,0,0,0,..,7,176,49,70,64,75,67,30,16,559,..,0,0,0,0,0,0,0,0,3,3,..,31,284,84,93,89,101,93,42,29,844,38,98,95,10,12,18,24,3,6,10,313,22,91,203,50,48,39,42,56,24,10,579,0,0,0,0,0,5,0,13,4,7,34,0,0,0,0,0,0,0,0,0,0,3,22,93,201,50,49,42,42,68,26,17,614,0,0,0,0,0,0,0,0,0,0,0,61,192,301,62,63,63,65,73,34,28,928,118,34,52,12,19,13,8,6,3,8,287,79,93,197,44,41,31,46,49,13,17,604,0,3,16,3,9,8,11,14,5,9,70,0,0,3,0,0,0,0,0,0,0,3,85,98
POA6149,..,23,88,29,24,45,21,15,12,8,264,..,15,72,26,35,35,30,25,26,9,270,..,0,0,0,4,4,3,0,5,6,25,..,0,0,0,0,0,0,0,0,0,0,..,15,69,26,39,39,34,25,28,11,288,..,0,0,0,0,0,0,0,0,0,0,..,32,164,53,68,86,56,37,42,17,554,56,132,128,7,25,10,12,3,3,10,377,18,67,107,11,32,19,20,38,13,11,341,0,4,0,0,3,0,3,7,8,3,32,0,0,0,0,0,0,0,0,0,0,0,18,69,107,15,40,19,26,44,25,16,371,0,0,0,0,0,0,0,0,0,0,0,77,204,234,21,58,27,32,50,25,25,749,143,42,39,19,21,9,9,11,0,3,292,107,92,144,32,19,28,39,36,14,12,514,0,0,9,5,3,3,19,8,7,0,62,0,3,0,0,0,0,0,0,0,0,3,104,94
POA6150,..,13,49,17,13,14,11,7,4,4,125,..,8,46,7,22,19,24,9,12,6,156,..,0,0,0,0,0,0,3,4,0,12,..,0,0,0,0,0,0,0,0,0,3,..,8,48,7,25,24,29,13,16,6,173,..,0,0,0,0,0,0,0,0,0,0,..,24,94,30,35,33,38,17,17,6,300,45,112,58,13,16,18,9,19,26,15,316,45,73,85,31,38,42,60,69,59,15,519,0,0,0,0,0,0,3,9,3,5,30,0,0,0,0,0,0,0,0,0,0,0,44,69,85,34,38,43,65,82,67,23,555,0,0,0,0,0,0,0,0,0,9,9,83,183,147,46,56,63,69,99,88,41,875,86,25,35,8,9,4,14,3,3,4,201,122,95,99,24,34,34,35,57,31,12,533,0,0,3,4,4,7,7,12,6,6,39,0,0,0,0,0,0,0,0,0,0,0,118,95
POA6151,..,14,48,16,9,15,9,9,12,9,144,..,4,19,5,32,13,31,19,13,6,159,..,0,0,0,0,0,6,7,10,9,36,..,0,0,0,0,0,0,5,0,0,4,..,7,19,5,32,20,37,35,20,17,194,..,0,0,0,0,0,0,0,0,0,0,..,21,67,24,37,31,51,40,35,20,342,31,68,38,3,11,13,11,21,11,8,200,7,26,34,24,15,30,32,37,19,19,234,0,3,0,0,0,4,3,3,7,3,26,0,0,0,0,0,0,0,0,0,0,0,7,29,34,24,18,33,34,45,24,20,263,0,0,0,0,0,0,0,0,0,0,0,41,99,72,24,32,45,40,65,36,27,469,120,54,97,71,82,53,41,38,16,12,571,56,55,188,44,56,73,78,61,38,25,681,0,3,3,0,3,7,7,10,0,3,45,0,0,0,0,0,0,0,0,0,0,0,53,63
POA6152,..,28,51,14,13,14,14,19,0,17,165,..,4,64,20,36,47,38,36,14,12,267,..,0,0,0,0,0,4,22,13,0,45,..,0,0,0,0,0,0,0,0,3,4,..,4,66,21,36,45,48,59,21,19,318,..,0,0,0,0,0,0,0,3,0,5,..,32,111,37,47,57,65,78,28,33,485,57,111,76,17,19,19,18,25,23,17,379,21,105,131,37,47,77,86,139,152,30,826,0,3,4,4,3,9,20,9,20,7,81,0,0,0,0,0,0,0,0,0,0,0,21,106,132,39,53,82,107,155,172,41,914,0,0,0,0,0,0,0,0,0,0,0,73,213,210,62,66,103,131,180,203,51,1298,225,75,126,83,68,54,38,44,12,17,741,133,159,291,86,92,106,107,105,57,29,1163,0,6,19,3,9,9,8,13,3,5,80,0,0,0,0,0,0,0,0,0,0,4,133,163
POA6153,..,27,92,20,53,31,30,19,11,18,308,..,9,53,27,34,44,32,25,11,13,238,..,0,0,4,0,5,3,13,6,4,41,..,0,0,0,0,0,0,0,0,0,0,..,9,52,26,35,52,40,40,17,16,283,..,0,0,0,0,0,0,0,0,0,0,..,38,142,54,86,85,62,65,25,34,589,70,117,72,10,12,4,8,10,4,0,312,32,59,88,26,31,32,28,32,15,8,342,0,0,0,0,0,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,34,61,90,26,29,35,24,34,19,7,355,0,0,0,0,0,0,0,0,0,0,0,107,175,159,35,45,38,35,41,27,5,671,156,48,68,24,36,25,26,3,3,6,397,100,110,140,24,29,36,36,43,18,7,551,0,0,6,7,0,11,3,8,5,4,41,0,0,0,0,0,0,0,0,0,0,0,100,110
POA6154,..,14,60,27,12,14,0,10,7,3,141,..,4,22,13,10,13,16,12,4,3,88,..,0,0,0,0,0,4,3,3,0,8,..,0,0,0,0,0,0,0,0,0,0,..,4,22,13,8,13,18,15,7,3,104,..,0,0,0,0,0,0,0,0,0,0,..,11,88,38,17,26,17,19,11,8,238,13,45,45,6,8,5,5,5,4,3,136,3,24,29,10,15,10,7,11,7,4,122,0,0,0,0,0,0,0,3,0,7,8,0,0,0,0,0,0,0,0,0,0,0,8,24,29,10,15,10,7,13,10,9,129,0,0,0,0,0,0,0,0,0,0,0,24,68,80,14,23,13,12,16,10,13,271,51,12,33,4,9,5,3,3,3,0,124,28,40,77,8,14,17,19,9,4,3,233,0,0,4,0,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,28,45
POA6155,..,78,325,81,93,81,83,77,21,26,863,..,62,545,154,236,207,171,127,40,41,1590,..,0,3,0,7,30,31,56,38,21,187,..,0,6,0,0,0,0,0,0,0,10,..,67,555,155,241,238,203,188,77,65,1786,..,0,0,0,0,0,0,0,0,3,8,..,144,875,239,335,318,288,267,104,91,2656,156,351,403,53,63,50,40,30,12,22,1172,114,310,725,137,132,162,136,157,86,40,2001,0,8,11,5,7,11,19,18,13,14,106,0,0,0,0,0,0,0,0,0,0,12,114,322,736,146,140,170,148,178,103,55,2113,0,0,0,0,0,0,7,0,0,38,45,275,665,1137,200,200,225,199,205,115,113,3328,310,160,142,31,53,32,38,17,13,25,826,288,484,848,140,148,171,133,143,66,56,2475,0,24,82,14,21,39,36,55,18,24,309,0,6,7,0,0,4,0,0,0,0,17,292,504
POA6156,..,23,52,22,19,15,18,8,0,4,159,..,0,34,3,12,7,7,4,3,0,70,..,0,0,0,0,0,3,3,3,3,8,..,3,0,0,0,0,0,0,0,0,8,..,3,34,3,12,9,9,12,9,3,91,..,0,0,0,0,0,0,0,0,0,0,..,25,81,27,37,24,32,13,9,9,246,26,56,37,6,3,5,14,6,3,6,158,9,16,38,8,13,8,11,9,8,0,110,0,0,0,0,0,3,3,3,0,4,14,0,0,0,0,0,0,0,0,0,0,3,9,22,38,9,13,12,7,10,8,5,129,0,0,0,0,0,0,0,0,0,0,0,35,71,73,14,14,17,23,12,15,11,291,96,34,66,20,26,32,13,12,0,7,300,23,24,85,16,20,20,18,18,4,4,232,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,22,29
POA6157,..,16,36,14,17,25,6,9,10,13,135,..,8,23,6,19,7,5,5,0,0,66,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,8,23,6,19,7,5,8,0,3,71,..,0,0,0,0,0,0,0,0,0,3,..,22,57,18,29,31,14,13,10,14,211,21,50,25,11,8,6,4,3,5,5,131,3,14,15,8,11,9,4,12,0,3,68,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,14,15,8,11,9,4,12,0,5,67,0,0,0,0,0,0,0,0,0,0,0,27,59,45,12,12,14,13,15,5,5,205,78,31,80,30,35,20,10,17,0,13,309,21,12,63,15,19,18,7,8,5,3,167,0,0,0,0,3,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,20,17
POA6158,..,12,34,3,16,10,11,5,3,7,100,..,0,6,0,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,6,0,3,0,0,3,3,0,14,..,0,0,0,0,0,0,0,0,0,0,..,12,37,7,15,10,11,6,3,7,109,9,29,7,0,0,4,4,4,4,3,66,0,0,3,0,5,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,9,27,9,0,9,7,3,3,4,4,84,38,11,26,14,15,5,13,4,5,3,137,3,0,8,5,6,3,8,4,6,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
POA6159,..,0,12,0,3,0,0,0,3,0,21,..,0,3,3,3,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,3,3,0,0,3,0,16,..,0,0,0,0,0,0,0,0,0,0,..,3,14,3,4,6,0,0,10,0,39,4,10,8,0,0,3,0,3,0,0,29,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,14,8,0,0,3,0,7,0,0,37,19,4,25,12,21,14,7,5,3,4,116,3,3,10,0,5,0,8,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
POA6160,..,8,16,0,0,4,0,7,3,0,45,..,0,8,3,0,0,6,3,0,0,26,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,8,3,0,0,9,4,3,0,27,..,0,0,0,0,0,0,0,0,0,0,..,8,30,4,0,6,13,18,6,0,78,20,27,11,9,0,6,4,9,11,9,100,3,7,9,0,3,0,3,8,11,0,45,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,3,0,3,8,14,3,44,0,0,0,0,0,0,0,0,0,0,0,24,25,25,8,4,5,7,10,22,11,145,71,20,69,31,31,28,26,51,15,8,343,14,6,41,19,29,30,24,28,19,6,223,0,0,0,0,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,14,7
POA6161,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,8,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,..,12,26,12,0,6,7,5,0,10,80,..,3,9,4,4,6,6,5,3,3,42,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,3,9,3,4,9,6,5,3,6,47,..,0,0,0,0,0,0,0,0,0,0,..,10,34,13,3,18,12,12,3,16,124,22,24,9,3,0,3,7,3,5,0,72,6,3,3,0,0,6,5,12,7,3,51,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,6,6,10,7,4,56,0,0,0,0,0,0,0,0,0,0,0,26,29,8,3,3,6,11,14,11,5,126,73,25,83,39,28,14,14,14,3,3,290,21,18,48,20,11,13,21,12,21,3,190,0,0,4,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,21,18
POA6163,..,26,134,31,29,37,37,40,6,19,363,..,14,115,20,52,63,53,79,14,9,427,..,0,0,0,3,6,5,22,19,10,66,..,0,0,0,3,0,0,0,0,0,4,..,14,120,20,59,70,59,103,32,23,496,..,0,0,0,0,0,3,0,0,0,4,..,35,253,56,90,102,100,140,41,39,858,90,119,131,26,21,27,20,33,16,12,516,46,106,145,44,67,65,70,73,38,20,668,0,0,0,0,3,3,8,10,8,7,37,0,0,0,0,3,0,0,3,0,0,9,46,106,142,49,67,68,76,87,39,29,712,0,0,0,0,0,0,0,0,0,0,0,132,230,275,69,91,100,101,123,60,46,1223,318,112,274,95,118,78,59,57,19,42,1165,177,152,405,86,138,157,138,140,60,38,1497,0,3,19,3,3,7,24,15,6,7,86,0,0,0,0,0,0,0,0,0,0,4,177,155
POA6164,..,47,267,112,131,101,74,81,34,35,878,..,12,279,83,146,101,71,51,18,5,775,..,0,5,3,4,17,10,25,13,11,85,..,0,3,0,0,0,0,0,0,0,5,..,12,292,83,146,118,82,76,27,16,862,..,0,0,0,0,0,0,0,4,0,4,..,58,556,199,282,224,156,159,65,50,1745,136,245,276,63,50,40,44,36,15,31,938,53,118,395,73,67,80,90,104,59,34,1073,0,0,3,3,3,5,35,12,10,3,77,0,0,0,0,0,0,0,0,0,0,4,53,118,405,81,77,86,121,121,66,37,1153,0,0,0,0,0,0,0,0,0,3,3,185,363,677,139,127,124,169,158,83,68,2099,517,207,384,133,128,112,75,60,32,30,1681,309,328,754,137,181,170,120,97,52,25,2177,3,3,60,8,21,17,11,32,13,13,176,0,0,5,0,3,0,0,0,0,0,7,313,336
POA6165,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,..,10,31,8,18,12,14,13,0,0,106,..,0,11,5,4,9,5,13,3,4,52,..,0,0,0,0,0,0,5,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,11,5,4,14,5,16,5,4,59,..,0,0,0,0,0,0,0,0,0,0,..,10,43,10,30,22,18,24,5,8,165,15,20,27,3,3,3,4,7,0,0,84,11,4,8,4,0,11,4,4,5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,8,4,0,11,4,4,5,3,55,0,0,0,0,0,0,0,0,0,0,0,24,30,32,3,4,15,8,13,3,3,132,55,24,42,14,23,15,4,5,4,5,204,27,12,19,4,14,6,9,6,3,4,109,0,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,27,12
POA6167,..,12,136,41,49,41,35,7,5,22,353,..,3,99,42,40,40,22,30,16,5,291,..,0,0,0,3,7,6,10,3,3,32,..,0,0,0,0,0,0,0,0,0,3,..,3,101,43,45,47,25,38,18,4,329,..,0,0,0,0,0,0,0,0,3,3,..,12,238,89,95,83,68,44,26,29,687,37,68,97,28,15,14,20,11,14,10,306,15,33,129,47,30,32,33,31,22,6,378,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,15,33,126,46,30,31,33,27,23,6,385,0,0,0,3,0,0,0,0,0,23,20,56,104,226,79,45,48,48,41,34,42,717,222,66,150,44,60,29,31,17,5,20,648,51,69,331,54,81,71,43,38,17,11,763,0,0,13,4,8,0,7,3,3,0,42,0,0,3,0,0,0,0,0,0,0,6,57,69
