POA_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
POA6111,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,10,0,0,0,10,0,0,10,260,48,4,10,323,5,0,5,326,15,0,339,3,0,0,0,3,0,0,0,8,0,0,8,4,0,0,0,4,3,0,3,10,0,0,12,10,0,0,0,12,5,0,5,14,0,0,14,269,51,4,10,329,15,0,15,340,16,0,360,86,9,0,0,91,3,0,5,93,16,0,113,0,0,0,0,0,0,0,0,0,0,0,0,353,57,4,10,424,14,0,18,441,28,0,468,53,12,0,0,64,0,0,0,66,0,0,64,48,4,0,0,56,8,0,8,61,0,0,61,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,104,13,0,0,121,6,0,6,130,0,0,132,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,4,3,0,3
POA6112,13,0,3,0,14,0,0,0,15,0,0,15,3,0,0,0,3,0,0,0,3,0,0,3,549,70,15,10,637,21,6,30,665,35,0,701,13,0,0,0,13,3,0,3,14,0,0,14,19,0,0,0,20,3,0,3,27,3,0,26,34,0,0,0,34,3,0,3,44,3,0,43,589,73,15,10,674,27,6,36,712,41,0,746,187,27,8,4,221,13,0,14,233,37,0,270,0,0,0,3,4,0,0,0,4,0,3,6,774,99,20,12,905,38,5,47,946,76,3,1026,132,3,0,0,140,14,0,15,153,4,0,156,101,14,3,4,115,3,0,6,120,7,0,125,5,0,0,0,9,0,0,0,9,0,0,9,3,0,0,3,8,0,0,0,8,0,0,8,242,13,3,5,265,12,3,17,284,7,0,291,7,0,0,0,6,0,0,0,6,0,0,6,8,0,0,0,7,0,0,0
POA6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,0,0,80,0,0,0,80,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,78,5,0,0,85,0,0,0,85,0,0,83,12,0,0,0,13,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,86,6,0,0,96,0,0,0,96,0,0,97,23,0,0,0,23,0,0,0,23,0,0,23,9,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,36,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6122,5,3,0,0,14,0,0,0,14,0,0,14,0,0,0,0,4,0,0,0,4,0,0,4,211,25,3,3,246,8,0,8,253,6,0,261,3,0,0,0,3,0,0,0,5,0,0,5,9,0,0,0,7,0,0,0,7,0,0,8,12,0,0,0,14,0,0,0,13,0,0,12,223,25,6,3,255,9,0,9,265,9,0,275,63,20,3,0,85,10,0,10,91,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,281,42,6,4,344,18,0,18,356,13,0,373,34,5,0,0,37,0,0,0,40,0,0,40,33,3,0,0,37,3,0,3,43,0,0,43,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,66,8,0,0,74,3,0,3,80,5,0,87,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
POA6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,3,0,31,0,0,0,31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,0,31,0,0,0,34,0,0,35,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,3,3,0,39,0,0,0,41,0,0,42,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,3,0,3,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,3,0,3,14,0,0,14,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,3,0,3,14,0,0,14,0,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,6,3,0,69,0,0,0,67,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,62,6,3,0,70,0,0,0,71,0,0,74,13,3,0,0,17,3,0,3,21,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,74,6,3,0,91,5,0,5,92,7,0,94,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,13,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,141,27,0,0,173,11,0,13,184,10,0,194,5,0,0,0,5,3,0,3,8,0,0,8,6,0,0,0,6,0,0,0,5,0,0,5,13,0,0,0,13,4,0,4,16,0,0,16,153,27,0,0,184,18,0,19,201,10,0,212,53,9,0,3,65,8,4,8,73,19,0,96,0,0,0,0,0,0,0,0,0,0,0,0,211,35,4,0,255,18,7,26,278,30,0,308,27,4,0,0,33,0,0,4,36,0,0,38,34,18,0,0,48,7,0,5,54,3,0,60,3,0,3,0,5,0,0,0,5,0,0,5,0,0,0,3,3,0,0,0,3,0,0,3,67,20,3,0,94,5,3,10,102,3,0,107,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,6,0,0,0
POA6148,0,0,3,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,291,49,4,3,347,23,3,28,366,12,0,377,10,0,0,0,11,0,0,0,9,0,0,11,10,3,5,0,15,3,0,3,20,3,0,21,14,4,5,0,23,9,0,9,28,4,0,31,301,51,9,7,369,26,3,31,398,12,0,415,78,13,3,0,94,8,0,8,103,20,0,116,0,0,0,0,0,0,0,0,0,0,0,0,383,63,14,3,463,33,3,39,497,31,0,530,76,10,0,0,84,4,4,3,93,8,0,100,99,15,0,0,114,4,0,4,120,8,0,134,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,177,22,3,4,205,6,4,13,221,16,0,236,7,0,0,0,7,5,0,5,6,0,0,9,4,0,0,0,4,5,0,5
POA6149,5,0,0,0,5,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,342,40,0,3,387,22,3,24,410,17,0,425,5,0,0,0,4,0,0,0,8,0,0,8,7,0,0,0,7,0,0,0,7,0,0,4,6,0,0,0,7,0,0,0,11,0,0,8,352,40,0,3,396,23,3,21,417,20,0,431,70,7,0,0,84,5,0,5,92,6,0,95,0,0,0,0,0,0,0,0,0,0,0,0,424,53,0,3,475,24,3,32,509,28,0,530,99,15,0,0,112,10,0,8,119,6,0,128,86,17,0,0,104,8,0,8,109,4,0,114,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,185,34,0,3,222,10,3,12,235,7,0,244,3,0,0,0,3,3,0,3,7,0,0,7,4,0,0,0,4,0,0,0
POA6150,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,3,243,21,11,0,273,5,6,14,288,9,0,295,0,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,9,0,0,9,7,0,0,0,9,0,0,0,16,0,0,16,258,22,11,0,286,7,8,14,303,9,0,308,32,3,0,0,38,3,0,3,42,10,0,52,0,0,0,0,0,0,0,0,0,0,0,0,288,28,8,3,327,12,8,16,340,12,3,363,88,11,0,0,97,0,0,0,95,0,0,103,77,9,0,0,92,0,0,3,90,3,0,95,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,172,14,3,0,190,0,0,4,197,5,0,198,3,0,0,0,3,0,0,0,6,0,0,6,9,0,0,0,9,0,0,0
POA6151,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,4,0,0,0,4,0,0,4,171,28,0,3,207,7,0,7,214,13,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,0,6,0,0,0,0,3,3,0,3,6,0,0,6,174,25,0,3,207,13,0,13,214,13,0,224,51,0,3,0,55,3,3,6,60,13,0,68,0,0,0,0,0,0,0,0,0,0,0,0,228,30,3,3,261,9,3,13,277,18,0,292,55,5,0,0,59,3,0,9,69,3,0,69,59,14,0,0,75,0,0,0,72,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,15,0,0,141,10,0,9,151,9,0,155,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
POA6152,3,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,247,28,3,3,276,16,4,19,301,16,0,317,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,6,0,0,0,9,0,0,8,11,0,0,0,8,0,0,3,15,0,0,11,252,25,3,3,287,20,0,18,313,18,0,333,45,11,4,0,62,3,0,5,71,11,0,81,0,0,0,0,0,0,0,0,0,0,0,0,301,43,9,3,353,20,3,22,376,33,0,411,67,14,0,0,81,7,0,7,90,3,0,92,94,12,0,0,108,3,0,3,108,3,0,112,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,7,7,0,0,0,7,0,0,7,165,28,4,7,196,10,0,10,209,9,0,216,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
POA6153,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,298,28,0,3,334,5,3,8,346,12,0,356,0,0,0,0,0,4,0,4,3,3,0,4,3,0,0,0,5,0,0,0,5,0,0,9,5,0,0,0,5,4,0,4,8,5,0,11,303,28,0,3,339,12,3,16,356,16,0,366,79,21,0,0,102,7,0,7,104,12,0,120,0,0,0,0,0,0,0,0,0,0,0,0,384,48,4,4,444,16,3,18,464,26,0,490,78,5,0,0,84,3,0,7,91,6,0,96,95,19,0,0,113,4,5,6,121,10,0,134,3,0,0,0,6,0,0,0,6,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,181,28,0,0,210,4,3,10,218,17,0,240,3,0,0,0,3,3,0,3,6,0,0,6,0,0,0,0,0,0,0,0
POA6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,20,3,0,216,4,0,4,219,5,0,223,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,6,0,0,6,193,20,3,0,222,4,0,4,224,5,0,232,34,3,0,0,37,3,0,3,35,9,0,49,0,0,0,0,0,0,0,0,0,0,0,0,230,25,3,0,256,10,0,10,263,18,0,280,23,8,4,0,36,0,3,3,38,7,0,44,58,3,0,0,56,4,0,7,62,3,0,67,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,82,10,4,0,97,3,4,4,105,9,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6155,11,0,0,0,14,3,0,3,17,0,0,24,8,3,0,12,20,0,0,0,20,3,0,26,1010,133,26,23,1192,58,10,69,1256,46,0,1303,26,5,6,0,31,8,0,8,45,0,0,45,43,4,0,0,52,5,0,4,60,0,0,60,67,9,5,0,83,18,0,16,101,0,0,101,1078,144,35,24,1274,75,14,85,1362,46,0,1404,248,35,9,4,297,21,7,24,321,44,0,370,0,0,0,0,0,0,0,0,0,0,3,3,1323,174,44,29,1569,98,17,113,1681,92,3,1773,273,33,0,3,317,29,3,32,347,14,0,359,223,42,5,0,272,17,3,21,295,21,0,311,10,0,3,0,14,0,0,0,14,0,0,14,4,0,0,3,10,0,0,0,10,0,0,6,514,80,11,7,612,43,6,48,656,36,0,693,13,0,0,0,16,3,0,3,17,0,0,17,14,0,0,0,14,3,0,3
POA6156,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,293,27,3,0,332,3,0,3,334,12,0,342,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,10,0,0,10,11,0,0,0,11,0,0,0,9,0,0,9,305,27,3,0,336,3,0,3,342,12,0,352,41,3,0,0,50,4,0,4,49,6,0,58,0,0,0,0,0,0,0,0,0,0,0,3,343,35,4,5,390,10,0,10,400,19,0,414,60,7,3,0,74,0,0,3,73,0,0,80,75,6,0,0,81,3,0,3,80,0,0,87,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,133,14,4,3,152,4,3,3,159,3,0,166,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
POA6157,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,5,0,0,5,167,16,3,3,191,10,0,8,199,6,0,203,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,6,0,0,4,175,17,3,3,197,10,0,8,201,9,0,210,24,0,0,0,28,0,0,3,35,4,0,39,0,0,0,0,5,0,0,0,5,0,0,5,202,19,5,4,231,8,3,13,243,8,0,249,42,6,0,0,46,4,0,4,49,3,0,52,51,7,3,0,63,0,0,0,63,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,13,3,0,106,4,0,4,111,3,0,111,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
POA6158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,10,0,3,127,5,0,5,131,11,0,139,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,5,0,0,5,4,0,0,0,7,0,0,0,4,0,0,4,125,10,4,3,136,7,0,7,139,11,0,146,19,3,0,0,18,0,0,0,18,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,143,10,5,3,159,7,0,7,161,13,3,177,33,6,0,0,37,0,0,0,37,0,0,38,50,3,0,0,56,0,0,0,56,7,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,82,10,3,3,92,0,0,0,94,3,0,102,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
POA6159,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,3,39,3,0,3,43,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,3,39,3,0,3,43,3,0,43,10,3,0,0,13,0,0,0,12,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,39,8,0,3,46,10,0,10,59,3,0,58,11,3,0,0,14,0,0,0,12,0,0,16,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,13,3,0,3,19,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,15,0,0,75,8,0,8,82,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,15,0,0,75,8,0,8,86,3,0,85,12,0,0,0,8,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,71,13,0,0,85,8,0,8,97,4,0,100,15,4,0,0,20,0,0,0,20,3,0,17,8,4,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,33,0,0,0,33,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,9,7,0,129,3,0,3,128,13,0,141,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,3,0,0,3,4,3,0,0,4,0,0,0,7,0,0,7,111,14,7,0,129,3,0,4,133,13,0,153,21,4,0,0,32,3,0,3,33,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,140,16,3,0,162,5,0,6,171,16,0,182,24,3,0,0,26,0,0,0,28,3,0,28,23,9,4,0,41,0,0,0,41,3,0,41,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,12,5,0,71,0,0,0,71,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA6163,8,0,0,0,10,0,0,0,12,0,0,9,3,3,0,3,11,0,0,0,11,0,0,11,572,74,7,11,661,20,3,18,683,34,0,714,6,0,0,0,6,4,0,4,14,4,0,20,14,0,0,0,17,5,0,5,22,0,0,22,23,0,0,0,26,10,0,10,33,4,0,39,593,71,7,11,684,30,3,32,712,32,0,752,122,15,5,6,138,15,0,15,154,38,0,186,0,0,0,0,4,0,0,0,4,0,0,4,707,87,16,13,826,42,3,46,870,76,0,942,114,6,0,3,127,6,0,6,133,3,0,132,138,30,0,0,163,6,0,6,169,3,0,174,4,0,3,0,7,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,256,38,8,3,299,11,0,11,305,14,0,319,3,0,0,0,3,0,0,0,3,0,0,7,3,0,0,0,7,0,0,0
