POA_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
POA6111,590,15,0,607,13,0,0,0,13,0,0,0,15,3,0,16,24,10,0,0,32,3,0,3,38,0,0,40,35,10,0,0,46,3,0,3,49,3,0,55,538,68,3,5,617,21,0,23,636,19,0,657,226,34,9,13,280,24,0,23,307,41,0,350,0,3,0,0,4,0,0,0,4,0,0,3,770,107,11,19,905,45,3,45,952,63,0,1016,102,18,3,0,128,3,0,3,126,9,0,137,177,20,3,3,200,9,3,8,210,4,0,217,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,5,0,0,0,7,0,0,7,280,39,5,9,335,12,3,11,352,18,0,367,8,0,0,0,8,0,0,0,7,0,0,11,13,5,0,0,18,0,0,0,20,0,0,20,20,5,0,0,23,7,0,7,29,0,0,25,299,46,9,9,359,13,3,16,376,18,0,390,125,6,6,3
POA6112,1690,58,0,1754,52,4,0,0,63,10,0,10,71,3,0,77,84,3,0,0,94,14,0,14,103,3,0,104,141,12,0,0,154,22,0,22,172,9,0,182,1521,219,18,19,1775,68,17,85,1866,65,0,1930,796,116,31,21,964,62,13,67,1033,107,3,1147,0,0,0,0,0,0,0,0,0,0,8,16,2319,338,49,44,2743,128,27,158,2903,178,18,3094,274,42,7,0,325,12,4,13,343,16,0,353,422,42,3,3,473,21,3,29,501,19,0,519,22,4,0,0,30,0,0,0,27,0,0,27,8,0,0,5,10,0,0,0,10,0,0,14,724,96,16,8,844,33,7,40,885,37,0,915,17,3,0,0,20,7,0,7,29,0,0,29,37,0,0,0,38,3,0,3,40,3,0,48,53,4,0,0,53,12,0,12,69,3,0,77,776,100,16,12,895,46,7,53,948,41,0,991,316,51,12,8
POA6121,97,4,0,100,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,7,3,0,3,4,0,0,4,9,0,0,0,6,3,0,3,7,0,0,7,94,4,0,4,102,3,0,3,110,4,0,111,44,3,0,0,44,0,0,0,49,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,137,12,0,0,148,9,0,9,154,7,0,166,22,0,0,0,27,0,0,0,23,0,0,30,51,7,0,0,58,4,0,4,58,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,7,3,0,81,3,0,3,86,0,0,91,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,78,7,3,0,86,3,0,3,88,0,0,88,16,3,0,0
POA6122,629,32,0,656,27,0,0,0,27,0,0,0,28,0,0,27,20,4,0,0,26,4,0,4,26,0,0,26,42,4,0,0,51,6,0,6,55,0,0,57,584,49,11,14,656,23,0,26,679,36,0,710,275,33,13,11,334,16,0,16,345,29,0,379,3,0,0,0,5,0,0,0,5,0,0,7,859,84,24,26,988,43,0,40,1033,65,0,1099,103,12,3,0,120,4,0,4,130,8,0,136,155,28,7,5,194,6,0,10,200,9,0,208,7,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,268,44,5,9,326,17,0,16,344,16,0,356,6,0,0,0,6,3,0,3,8,0,0,4,7,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,11,4,0,4,13,0,0,19,284,44,6,9,338,21,0,23,362,13,0,376,112,6,5,0
POA6123,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,35,10,0,0,45,0,0,0,43,0,0,43,20,5,3,3,33,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,3,3,55,13,5,3,72,4,0,4,77,0,3,79,4,0,0,0,4,0,0,0,4,0,0,4,20,3,0,0,21,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,26,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,30,0,0,0,28,0,0,28,11,0,0,0
POA6124,29,0,0,31,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,6,0,0,29,0,0,0,29,3,0,36,20,0,0,0,20,5,0,5,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,0,53,5,0,5,60,3,0,59,3,0,0,0,6,0,0,0,6,0,0,6,15,0,0,0,15,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,19,0,0,0,21,0,0,21,4,0,0,0
POA6125,74,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,67,9,0,0,77,3,0,3,79,0,0,79,32,4,4,3,44,4,0,4,46,12,0,56,0,0,0,0,0,0,0,0,0,0,8,8,100,13,4,3,119,6,0,6,125,12,8,142,15,0,0,0,15,0,0,0,20,0,0,20,38,4,0,0,45,0,0,0,45,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6,0,0,60,0,0,0,63,0,0,65,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,6,0,0,6,64,6,0,0,71,3,0,3,68,0,0,72,18,3,9,0
POA6126,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0
POA6147,345,11,0,360,17,5,0,0,22,0,0,0,19,0,0,19,17,0,0,0,20,0,0,3,18,0,0,25,32,8,0,0,36,3,0,4,39,0,0,44,311,52,9,5,376,6,3,9,389,12,0,400,173,38,8,3,215,14,3,19,231,46,0,277,3,0,0,3,6,0,0,0,6,0,3,7,486,91,15,8,595,26,4,28,627,59,3,692,47,11,0,0,59,0,4,3,60,3,0,64,79,20,0,0,95,4,0,4,101,8,0,109,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,127,30,0,0,153,7,7,7,162,14,0,180,3,0,0,0,5,3,0,3,4,0,0,4,4,0,0,0,6,0,0,3,11,0,0,12,8,3,0,0,13,3,0,3,18,0,0,14,135,30,0,0,168,10,6,13,178,13,0,198,89,27,4,0
POA6148,498,26,0,532,5,3,0,0,14,4,0,4,13,7,0,22,34,8,0,0,41,0,0,0,39,0,0,39,38,7,0,0,50,5,0,5,60,7,0,63,439,79,11,8,534,24,3,25,556,33,0,587,203,24,6,3,239,4,5,15,248,26,0,272,3,0,0,0,4,0,0,0,4,0,0,5,640,107,20,7,767,26,12,35,807,58,0,867,102,22,3,0,128,11,0,16,143,22,0,166,177,28,3,0,210,6,0,6,218,4,0,225,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,283,48,6,3,344,19,0,23,368,23,0,392,6,3,0,0,11,3,0,3,13,3,0,19,19,4,3,0,23,0,0,0,29,0,0,29,24,3,3,0,38,3,0,4,43,3,0,40,313,55,13,4,384,22,4,22,408,31,0,435,107,15,0,3
POA6149,647,21,0,670,11,0,0,0,11,4,0,4,11,0,0,11,18,7,0,0,27,4,0,4,25,3,0,31,28,7,0,0,34,4,0,4,40,3,0,47,581,63,17,7,664,23,3,24,689,21,0,714,180,19,8,4,207,13,0,13,225,8,0,233,0,0,0,0,0,0,0,0,0,0,0,0,761,77,19,9,876,36,3,37,911,35,3,949,105,13,5,0,127,3,0,5,130,5,0,135,210,21,4,3,235,6,0,9,242,7,0,252,4,0,0,0,7,0,0,0,7,3,0,11,0,0,0,3,4,0,0,0,4,0,0,4,322,31,10,4,371,15,3,18,384,14,0,401,6,3,0,0,9,0,0,0,9,0,0,9,5,0,3,0,9,0,0,0,13,0,0,13,14,3,3,0,17,0,0,0,19,0,0,19,333,36,9,4,387,12,3,19,403,14,0,420,68,8,0,0
POA6150,320,15,0,331,3,0,0,0,7,0,0,0,7,0,0,7,19,0,0,0,20,0,0,0,20,0,0,20,21,0,0,0,25,0,0,0,25,0,0,25,297,29,8,3,338,3,0,3,344,15,0,355,112,16,0,0,129,7,0,7,129,12,0,143,0,0,0,0,0,0,0,0,0,0,0,0,409,43,8,3,463,13,0,13,479,29,0,506,64,8,0,0,75,3,0,0,77,3,0,83,127,16,0,0,146,0,0,0,148,0,0,148,0,0,6,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,197,27,9,3,226,3,0,5,236,8,0,238,0,3,0,0,3,0,0,0,3,0,0,3,13,0,0,0,13,0,0,0,13,0,0,9,14,3,0,0,18,0,0,0,18,0,0,18,207,31,9,3,241,3,0,5,250,9,0,253,47,5,3,0
POA6151,406,15,0,422,8,0,0,0,8,3,0,3,10,3,0,7,9,0,0,0,9,0,0,4,13,0,0,13,17,0,0,0,17,4,0,3,18,3,0,22,384,25,0,0,411,11,3,20,430,18,0,447,156,16,3,0,171,0,0,3,176,11,0,183,0,0,0,0,0,0,0,0,0,0,0,0,537,42,3,0,586,17,8,24,612,28,0,636,79,4,0,0,87,7,3,9,93,9,0,97,147,19,0,0,161,3,0,3,167,4,3,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,22,0,3,247,5,3,8,257,10,3,268,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,4,0,0,0,6,0,0,6,5,0,0,0,5,5,0,5,10,0,0,12,229,22,0,3,256,12,3,13,267,9,3,284,78,9,0,0
POA6152,620,19,0,637,13,0,0,0,10,4,0,7,16,3,0,20,14,3,0,0,26,4,0,4,29,3,0,33,28,8,0,3,36,11,0,14,48,5,0,52,565,55,3,6,639,21,12,29,670,23,0,693,161,25,3,0,195,12,10,19,216,27,0,242,0,0,0,0,0,0,0,0,0,0,0,0,732,83,5,11,830,37,14,50,882,46,0,929,99,14,0,0,117,3,5,11,123,7,0,129,172,11,3,4,191,6,0,4,195,9,0,207,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,274,28,3,6,305,10,6,14,320,21,0,339,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,15,0,0,0,11,0,0,11,13,0,0,0,15,3,0,3,20,0,0,20,281,31,3,6,319,11,4,18,338,21,0,355,58,23,4,7
POA6153,570,23,0,595,7,0,0,0,7,3,0,3,16,3,0,18,27,6,0,0,32,3,0,3,32,0,0,32,37,6,0,0,42,7,0,7,49,3,0,54,529,65,0,5,603,16,3,20,619,27,0,644,233,14,4,0,256,8,0,8,267,10,0,279,0,0,0,0,0,0,0,0,0,0,0,0,769,85,5,5,860,25,4,32,889,40,0,929,113,7,0,0,125,8,0,5,130,6,0,139,193,23,0,0,214,4,0,4,221,7,0,227,8,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,317,29,0,3,348,10,0,11,364,15,0,376,11,0,0,0,11,0,0,0,11,0,0,9,12,4,0,0,12,0,0,0,12,0,0,12,20,4,0,0,22,0,0,0,22,0,0,23,338,30,0,3,376,10,0,11,384,16,0,402,107,11,0,4
POA6154,383,7,0,391,3,0,0,0,3,0,0,0,3,0,0,3,19,0,0,0,17,3,0,3,21,0,0,21,20,0,0,0,19,3,0,3,22,0,0,22,348,38,3,8,394,15,0,15,409,7,0,421,99,11,0,4,116,3,0,3,114,8,0,126,0,0,0,0,0,0,0,0,0,0,3,3,454,49,3,11,515,14,0,14,527,14,3,545,72,3,0,0,71,7,0,7,78,0,0,81,130,20,3,0,153,7,0,7,155,10,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,199,17,3,3,229,10,0,10,238,10,0,245,0,0,0,0,3,0,0,0,4,0,0,4,7,0,0,0,9,0,0,0,9,0,0,9,4,3,0,0,11,0,0,0,8,0,0,8,210,23,3,3,235,14,0,15,247,10,0,254,42,4,0,0
POA6155,1881,82,0,1958,43,10,0,0,50,12,0,12,65,6,0,68,100,17,0,3,125,16,4,18,144,3,0,148,145,27,0,3,179,29,4,30,211,11,0,216,1700,235,15,33,1982,90,19,107,2087,88,0,2178,685,66,19,11,785,44,4,44,828,66,0,894,3,0,0,0,3,0,0,0,3,0,4,11,2389,303,39,42,2770,129,20,150,2922,156,4,3082,427,63,0,3,494,30,3,31,523,26,0,549,617,43,7,3,679,18,0,18,696,12,0,705,12,4,0,0,19,0,0,0,17,0,0,22,11,0,0,0,17,0,0,0,17,3,3,20,1066,114,14,7,1200,49,3,49,1252,45,3,1300,28,0,0,0,31,9,0,9,48,3,0,47,49,15,3,0,59,4,0,9,68,0,0,67,77,16,3,0,91,15,0,17,112,5,0,116,1144,124,16,7,1293,63,4,71,1364,49,3,1418,323,36,8,3
POA6156,610,20,0,627,3,0,0,0,4,0,0,0,4,0,0,4,27,0,0,0,29,0,0,0,29,0,0,25,30,3,0,0,33,0,0,0,33,0,0,35,555,52,18,0,632,6,0,10,639,16,0,655,155,17,3,3,184,3,0,3,183,16,0,200,0,0,0,0,0,0,0,0,0,0,3,3,711,74,23,4,815,15,0,15,830,31,7,862,127,17,3,3,147,0,3,3,152,10,0,158,208,19,7,0,229,5,0,5,239,3,0,238,3,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,337,33,16,3,387,8,3,9,397,14,0,407,5,0,0,0,5,0,0,0,5,0,0,5,10,0,0,0,10,0,0,0,10,0,0,10,14,0,0,0,14,0,0,0,14,0,0,11,352,33,16,3,395,8,3,9,410,11,0,423,92,10,7,0
POA6157,398,12,0,409,0,0,0,0,0,0,0,0,7,3,0,4,10,0,0,0,10,3,0,3,14,0,0,14,14,0,0,0,13,3,0,3,18,3,0,18,360,32,5,6,408,9,0,13,418,12,0,427,111,10,3,0,125,3,0,6,125,11,0,139,0,0,0,0,0,0,0,0,0,0,0,0,473,36,10,6,531,16,0,18,545,22,0,566,53,13,3,0,63,0,0,0,64,9,0,72,139,10,0,0,155,0,0,0,157,3,0,154,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,197,20,3,0,219,3,0,3,225,7,0,235,4,4,0,0,12,5,0,5,12,3,0,14,3,3,0,0,11,0,0,0,11,0,0,11,13,9,0,0,21,3,0,3,21,3,0,25,206,28,3,0,242,8,0,8,250,11,0,259,46,0,5,0
POA6158,283,17,0,297,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,19,0,0,0,20,0,0,20,13,0,0,3,19,0,0,0,20,0,0,20,256,20,8,3,287,6,0,8,299,17,0,315,55,4,0,0,60,4,0,4,63,7,0,74,0,0,0,0,0,0,0,0,0,0,0,0,312,30,8,3,350,8,0,14,360,25,0,387,63,14,3,0,78,3,0,3,82,5,0,85,92,4,0,0,100,0,0,0,100,3,0,100,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,160,16,4,0,182,3,0,3,185,8,0,192,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,7,0,0,7,161,16,4,0,185,3,0,3,190,8,0,196,30,6,5,0
POA6159,71,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,3,3,68,0,0,0,69,3,0,72,10,0,0,0,13,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,61,14,4,3,80,0,0,0,79,8,0,88,13,0,0,0,13,0,0,0,13,3,0,21,12,0,0,0,13,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3,31,0,0,0,31,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,29,0,0,0,31,3,0,36,11,3,0,0
POA6160,132,3,0,132,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,3,0,0,3,115,13,0,3,136,0,0,0,138,3,0,142,38,4,0,0,39,4,0,4,42,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,148,19,0,3,173,6,0,6,177,10,0,187,19,4,0,0,23,0,0,0,27,0,0,27,41,3,0,0,49,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,0,0,68,3,0,3,78,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,7,3,0,76,3,0,3,74,0,0,75,18,0,0,0
POA6161,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,298,19,0,314,3,0,0,0,3,4,0,4,3,0,0,3,6,0,0,0,11,0,0,0,10,0,0,10,12,0,0,0,10,3,0,3,12,0,0,12,234,69,0,0,300,6,0,9,309,19,0,331,99,8,4,0,107,3,3,4,117,4,0,123,0,0,0,0,0,0,0,0,0,0,0,3,329,74,9,0,410,11,4,10,421,28,3,453,47,19,0,0,71,3,0,3,68,3,0,71,95,16,0,0,109,0,0,0,109,0,0,109,3,3,0,0,4,0,0,0,4,0,0,4,4,0,0,0,8,0,0,0,8,0,0,8,149,41,0,0,191,3,0,3,194,3,0,193,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,3,0,0,3,3,0,0,0,3,0,3,3,3,0,0,3,150,41,0,0,194,7,3,8,196,3,0,199,37,3,0,0
POA6163,1184,37,0,1221,11,4,0,0,20,0,0,0,20,0,0,18,68,3,0,0,75,8,0,6,83,0,0,82,82,13,0,0,87,8,0,6,97,3,0,103,1072,135,19,17,1245,35,9,37,1283,38,0,1319,378,34,8,0,417,30,0,31,448,61,0,510,0,0,0,3,3,0,0,0,3,0,3,8,1453,166,24,19,1663,63,12,69,1734,101,3,1838,177,17,3,3,203,3,3,3,208,11,0,222,385,38,6,4,429,17,0,15,447,6,0,456,5,3,0,0,7,3,0,3,10,0,0,17,7,0,0,4,11,0,0,0,12,0,0,12,570,55,12,12,650,24,5,28,678,20,0,700,4,0,0,0,12,3,0,3,14,3,0,14,25,9,0,0,30,0,3,4,35,0,0,35,29,5,0,0,39,5,0,5,51,5,0,55,601,61,12,13,694,27,6,33,722,31,0,756,156,7,0,0
