POA_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
POA6012,3195,..,..,..,..,3195,..,9,0,9,0,9,..,7,0,7,0,7,..,0,0,0,0,0,..,15,3,20,0,20,..,35,7,49,0,49,..,3,3,8,0,8,..,60,14,75,0,75,..,3,0,3,0,3,..,5,0,5,0,5,..,36,0,37,0,37,..,23,0,23,0,19,..,9,0,10,0,10,..,4,0,4,0,4,..,16,0,16,0,15,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,12,0,12,..,45,3,43,0,44,..,33,0,32,3,36,..,14,5,18,0,19,..,3,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,19,6,19,0,19,..,15,3,18,0,18,..,8,3,13,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,13,0,13,..,6,0,9,0,9,..,10,0,8,0,8,..,0
POA6014,7824,..,..,..,..,7824,..,31,0,37,0,37,..,11,3,19,0,19,..,0,0,0,0,0,..,43,9,52,0,53,..,177,32,211,0,211,..,15,3,15,0,15,..,239,40,273,0,276,..,18,0,18,0,19,..,36,3,41,0,41,..,89,4,91,0,91,..,53,3,57,0,57,..,47,4,49,0,49,..,24,3,25,0,25,..,80,3,81,0,81,..,35,0,35,0,35,..,20,0,20,0,20,..,14,0,15,0,15,..,104,3,107,0,107,..,273,9,277,0,277,..,85,0,93,0,97,..,36,3,38,0,38,..,20,0,21,0,21,..,3,0,3,0,3,..,0,0,0,0,0,..,29,3,33,0,33,..,26,0,29,0,29,..,15,0,15,0,17,..,3,0,3,0,3,..,7,0,7,0,7,..,8,0,11,0,8,..,16,0,16,0,16,..,13,0,13,0,13,..,12
POA6015,2720,..,..,..,..,2720,..,10,0,10,0,10,..,10,0,10,0,10,..,0,0,0,0,0,..,16,3,14,0,15,..,33,5,41,0,41,..,6,0,6,0,6,..,56,6,66,0,65,..,8,0,8,0,8,..,29,0,27,0,30,..,26,0,26,0,26,..,26,0,30,0,30,..,27,0,27,0,27,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,45,3,49,0,49,..,3,3,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,7,0,7,0,7,..,3
POA6016,3473,..,..,..,..,3473,..,3,0,3,0,3,..,22,9,29,0,29,..,0,0,0,0,0,..,38,6,41,0,47,..,44,23,66,0,66,..,6,0,4,0,4,..,90,24,116,0,117,..,9,0,11,0,11,..,5,0,5,0,5,..,24,0,25,0,25,..,18,0,25,0,22,..,50,3,54,0,54,..,9,0,9,0,9,..,59,0,66,0,65,..,24,0,28,0,28,..,4,0,6,0,6,..,3,0,3,0,3,..,167,15,179,0,179,..,271,15,290,0,286,..,120,14,142,0,138,..,14,5,17,0,17,..,6,3,9,0,12,..,21,6,32,0,32,..,0,0,0,0,0,..,11,0,15,0,15,..,12,0,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,7,3,11,0,11,..,4,0,4,0,4,..,10,0,10,0,10,..,11,0,11,0,11,..,5
POA6017,1123,..,..,..,..,1123,..,4,0,4,0,4,..,33,15,46,0,46,..,0,0,0,0,0,..,15,10,23,0,23,..,34,16,47,0,49,..,4,0,4,0,4,..,52,23,71,3,72,..,8,3,10,0,10,..,3,0,3,0,3,..,10,0,10,0,10,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,70,0,75,0,75,..,29,3,28,0,29,..,5,0,3,0,3,..,23,0,21,0,21,..,111,9,114,0,119,..,232,17,248,5,248,..,59,10,73,0,72,..,7,0,8,0,8,..,9,4,14,0,14,..,12,0,16,0,16,..,0,0,0,0,0,..,22,8,30,0,30,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,11,0,11,..,6,3,8,0,8,..,5,0,5,0,5,..,15,0,15,0,15,..,8
POA6018,14242,..,..,..,..,14242,..,65,0,67,0,67,..,42,3,41,0,41,..,0,0,0,0,0,..,142,32,170,0,171,..,362,69,436,0,438,..,30,3,38,0,33,..,534,103,641,0,646,..,42,0,42,0,42,..,32,0,32,0,32,..,91,3,98,0,100,..,99,3,100,0,101,..,70,8,74,0,74,..,14,0,14,0,14,..,43,0,43,3,46,..,27,0,30,0,30,..,23,0,20,0,20,..,23,0,22,0,22,..,146,5,149,0,149,..,266,10,276,3,280,..,284,16,307,9,311,..,75,22,94,0,97,..,13,3,21,0,21,..,29,0,34,0,35,..,0,0,0,0,0,..,76,14,92,0,92,..,42,4,49,0,49,..,37,0,43,0,43,..,0,0,0,0,0,..,38,3,39,0,39,..,13,0,13,0,13,..,38,3,40,0,40,..,8,0,14,0,14,..,17
POA6019,8837,..,..,..,..,8837,..,53,0,55,3,60,..,20,0,20,3,20,..,3,0,3,0,3,..,33,8,39,0,39,..,73,18,96,0,93,..,11,0,11,0,11,..,125,19,141,0,145,..,7,0,9,0,9,..,22,0,22,0,22,..,71,0,76,0,76,..,86,3,85,0,85,..,34,0,30,0,30,..,3,0,3,0,3,..,17,0,17,0,17,..,11,0,11,0,11,..,4,0,7,0,7,..,8,0,7,0,7,..,27,0,27,0,27,..,68,0,69,0,69,..,117,9,119,0,124,..,35,0,37,0,37,..,4,0,8,0,8,..,12,0,11,0,11,..,0,0,0,0,0,..,17,3,18,0,19,..,21,0,18,0,18,..,17,0,12,0,12,..,3,0,3,0,3,..,18,0,18,0,18,..,7,0,7,0,7,..,17,0,17,0,17,..,8,0,8,0,8,..,5
POA6020,8929,..,..,..,..,8929,..,46,0,46,0,46,..,14,0,14,0,14,..,0,0,0,0,0,..,28,3,35,0,35,..,44,11,55,0,55,..,3,0,3,0,3,..,80,13,95,0,95,..,22,0,28,0,28,..,20,0,20,0,20,..,37,0,34,0,34,..,60,0,61,0,62,..,35,0,32,0,32,..,6,0,6,0,6,..,14,0,14,0,14,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,25,0,25,0,25,..,54,0,54,0,54,..,130,6,130,0,130,..,13,3,17,0,17,..,0,0,0,0,0,..,35,0,35,0,35,..,0,0,0,0,0,..,11,3,14,0,14,..,28,4,31,0,31,..,9,0,9,0,9,..,0,0,0,0,0,..,13,0,18,0,18,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,3,0,3,..,0
POA6021,5792,..,..,..,..,5792,..,26,0,33,0,33,..,52,13,63,3,66,..,0,0,0,0,0,..,137,33,167,0,169,..,205,64,269,0,269,..,17,0,18,0,18,..,357,91,452,0,450,..,130,11,139,0,140,..,6,0,6,0,6,..,40,0,40,0,40,..,15,3,23,0,23,..,103,10,113,0,115,..,8,0,7,0,7,..,89,7,89,0,90,..,92,8,100,0,100,..,14,0,14,0,14,..,42,7,48,0,53,..,175,11,183,0,185,..,418,29,441,3,449,..,725,102,827,7,829,..,30,4,40,0,38,..,6,4,11,0,11,..,314,32,346,4,355,..,3,0,3,0,3,..,45,3,53,0,53,..,33,0,30,0,30,..,13,3,13,0,13,..,3,0,3,0,3,..,46,4,47,0,47,..,21,0,21,0,21,..,27,3,27,0,27,..,27,0,27,0,27,..,9
POA6022,2070,..,..,..,..,2070,..,7,0,7,0,7,..,13,3,15,0,12,..,0,0,0,0,0,..,17,5,22,0,22,..,17,5,20,0,20,..,3,0,3,0,3,..,36,14,43,0,43,..,4,0,4,0,4,..,5,0,5,0,5,..,11,0,11,0,11,..,5,0,5,0,5,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,15,0,15,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,33,0,33,0,33,..,32,0,38,0,38,..,3,3,5,0,5,..,3,0,3,0,3,..,37,3,34,0,34,..,0,0,0,0,0,..,10,0,10,0,10,..,4,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,6,0,6,..,3,0,3,0,3,..,5,0,5,0,5,..,0
POA6023,6572,..,..,..,..,6572,..,75,6,79,0,79,..,3,0,5,3,5,..,0,0,0,0,0,..,30,3,31,0,33,..,43,17,62,0,62,..,5,0,5,0,5,..,84,17,98,0,101,..,11,0,11,0,11,..,14,0,14,0,14,..,35,0,38,0,37,..,59,0,61,0,61,..,22,0,27,0,27,..,4,0,4,0,4,..,11,0,15,0,15,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,26,0,30,0,30,..,53,3,55,0,55,..,45,8,56,0,55,..,18,3,19,0,19,..,3,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,22,0,22,0,22,..,22,0,24,0,24,..,5,3,11,0,11,..,0,0,0,0,0,..,11,0,16,0,16,..,4,0,4,0,4,..,6,0,6,0,6,..,4,0,4,0,4,..,8
POA6024,5660,..,..,..,..,5660,..,24,0,24,0,24,..,15,4,20,0,20,..,0,0,0,0,0,..,28,9,38,0,38,..,58,13,78,0,79,..,7,0,7,0,7,..,90,26,113,0,113,..,14,5,20,0,20,..,13,0,13,0,13,..,23,0,27,0,25,..,35,0,33,0,32,..,15,0,22,0,22,..,0,0,0,0,0,..,13,0,17,0,17,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,24,0,24,..,57,0,54,0,54,..,79,9,89,4,92,..,21,3,21,0,21,..,3,3,7,0,7,..,16,0,13,0,13,..,0,0,0,0,0,..,15,4,18,0,18,..,16,3,20,0,20,..,10,0,12,0,12,..,6,0,6,0,6,..,11,0,16,0,16,..,3,0,3,0,3,..,10,0,10,0,10,..,12,0,12,0,12,..,8
POA6025,12860,..,..,..,..,12860,..,114,0,113,0,113,..,47,0,43,0,43,..,0,0,0,0,0,..,57,11,59,0,64,..,73,27,101,0,105,..,4,0,7,0,7,..,133,40,171,3,171,..,24,0,27,0,23,..,32,0,32,0,32,..,37,0,37,0,43,..,100,0,100,0,101,..,20,5,22,0,22,..,0,0,0,0,0,..,15,0,15,0,15,..,18,0,18,0,18,..,3,0,3,0,3,..,14,0,14,0,16,..,50,0,50,0,50,..,97,0,98,0,99,..,110,4,113,0,113,..,21,7,26,0,26,..,8,0,8,0,8,..,26,3,26,0,27,..,3,0,3,0,3,..,14,3,14,0,14,..,63,5,68,0,68,..,36,0,36,0,36,..,0,0,0,0,0,..,35,0,37,0,37,..,9,0,9,0,9,..,16,0,15,0,15,..,17,0,21,0,21,..,31
POA6026,9594,..,..,..,..,9594,..,102,0,100,0,100,..,9,0,11,0,11,..,0,0,0,0,0,..,32,14,53,0,53,..,63,15,73,0,73,..,15,0,18,0,18,..,110,35,144,0,144,..,14,0,13,0,13,..,29,0,29,0,29,..,36,0,36,0,36,..,52,3,57,0,57,..,23,0,23,0,23,..,9,0,7,0,7,..,18,0,18,0,18,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,54,0,54,0,54,..,88,0,92,0,92,..,88,3,94,0,94,..,26,3,29,0,29,..,7,0,8,0,8,..,24,0,27,0,27,..,0,0,0,0,0,..,27,0,27,0,27,..,32,0,27,0,32,..,3,0,4,0,4,..,3,0,3,0,3,..,9,0,9,0,9,..,7,0,7,0,7,..,14,0,11,0,11,..,6,0,6,0,6,..,9
POA6027,17327,..,..,..,..,17327,..,220,0,221,7,223,..,189,17,209,0,209,..,3,0,7,0,7,..,73,18,89,0,89,..,154,41,192,0,191,..,6,3,13,0,13,..,233,63,298,0,299,..,34,0,38,0,38,..,55,0,54,0,54,..,100,7,103,0,101,..,122,0,122,0,120,..,28,0,28,0,28,..,18,0,21,0,21,..,49,0,48,0,48,..,28,6,31,0,31,..,18,0,18,0,18,..,11,3,16,0,16,..,48,0,48,0,48,..,176,7,186,0,186,..,98,7,107,0,107,..,35,11,41,0,41,..,23,6,30,0,30,..,22,0,25,0,31,..,6,0,6,0,6,..,64,8,76,0,76,..,89,9,99,0,99,..,11,4,18,0,18,..,3,0,3,0,3,..,24,3,25,0,25,..,19,0,19,0,22,..,38,3,40,0,41,..,29,0,29,0,29,..,26
POA6028,9488,..,..,..,..,9488,..,319,4,322,0,325,..,75,10,80,0,84,..,0,0,0,0,0,..,37,9,41,0,41,..,74,11,88,0,88,..,7,0,5,0,5,..,112,27,141,0,141,..,11,0,13,0,13,..,22,0,22,0,22,..,29,0,28,0,28,..,26,0,26,0,26,..,9,0,8,0,8,..,0,0,0,0,0,..,11,0,11,0,11,..,23,0,23,0,23,..,0,0,0,0,0,..,4,0,5,0,5,..,64,3,63,0,63,..,104,4,108,0,108,..,51,0,54,0,54,..,14,0,18,0,18,..,3,0,3,0,3,..,19,0,20,0,20,..,0,0,0,0,0,..,35,4,40,0,40,..,43,8,52,0,49,..,4,0,5,0,5,..,0,0,0,0,0,..,10,0,10,0,10,..,13,0,13,0,13,..,10,0,12,0,12,..,22,0,22,0,22,..,24
POA6029,1217,..,..,..,..,1217,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,19,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA6030,15610,..,..,..,..,15610,..,462,7,468,3,470,..,112,21,134,0,134,..,10,0,10,0,10,..,46,13,65,0,65,..,95,25,120,0,120,..,9,0,9,0,9,..,153,36,194,0,194,..,30,0,30,0,30,..,20,0,20,0,20,..,55,0,55,0,57,..,59,0,67,0,67,..,24,0,24,0,24,..,19,0,19,0,19,..,57,0,58,0,65,..,94,8,95,0,102,..,8,0,8,0,8,..,15,0,15,0,15,..,48,5,47,0,47,..,236,13,251,4,256,..,82,4,92,4,91,..,20,5,20,0,20,..,15,6,19,0,19,..,14,0,14,0,14,..,5,0,5,0,5,..,30,9,34,0,34,..,68,5,70,0,76,..,26,8,36,0,36,..,5,0,7,0,7,..,13,3,19,0,19,..,57,0,57,0,57,..,34,3,41,0,41,..,71,0,71,0,71,..,32
POA6031,6399,..,..,..,..,6399,..,101,3,98,0,100,..,39,8,45,0,50,..,0,0,0,0,0,..,11,4,14,0,14,..,44,6,54,0,54,..,5,0,5,0,5,..,61,16,74,0,74,..,4,0,4,0,4,..,6,0,6,0,6,..,20,3,25,0,22,..,17,0,17,0,17,..,5,0,5,0,5,..,3,0,3,0,3,..,53,4,58,0,55,..,79,3,82,0,82,..,24,0,24,0,24,..,10,0,12,0,12,..,70,7,79,0,79,..,233,16,254,0,251,..,33,0,33,0,33,..,10,0,9,0,9,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,16,3,16,0,16,..,21,0,19,0,19,..,6,3,14,0,14,..,0,0,0,0,0,..,15,5,22,0,22,..,58,0,59,0,57,..,8,0,8,0,8,..,84,4,85,0,86,..,22
POA6032,84,..,..,..,..,84,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
POA6033,177,..,..,..,..,177,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,5,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA6034,692,..,..,..,..,692,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0
POA6035,3690,..,..,..,..,3690,..,69,3,73,0,73,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,3,8,8,0,8,..,0,3,3,0,3,..,14,11,21,0,21,..,0,0,0,0,0,..,9,0,9,0,9,..,8,0,8,0,8,..,21,0,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,9,0,9,..,16,0,17,0,17,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0
POA6036,6114,..,..,..,..,6114,..,183,3,185,0,185,..,51,12,67,0,67,..,4,0,4,0,4,..,10,4,19,0,19,..,24,4,28,0,28,..,0,0,0,0,0,..,36,10,47,0,47,..,4,0,4,0,4,..,11,0,11,0,11,..,15,0,15,0,15,..,16,0,19,0,19,..,3,0,3,0,3,..,9,0,9,0,9,..,18,3,21,0,21,..,28,5,29,0,29,..,5,0,5,0,5,..,5,0,5,0,5,..,25,0,31,0,31,..,90,9,100,0,100,..,23,0,23,0,23,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,15,0,15,..,8,0,8,0,8,..,4,0,10,0,10,..,4,0,4,0,4,..,10,0,10,0,10,..,26,0,26,3,31,..,5,4,11,0,11,..,33,0,33,0,30,..,9
POA6037,1332,..,..,..,..,1332,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,10,0,10,..,0,0,0,0,0,..,8,3,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
