POA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA6122,3,0,320,7,42,0,0,40,0,46,0,3,3,0,7,0,7,0,0,0,0,0,0,3,6,42,3,0,44,0,52,0,0,0,0,0,0,0,322,44,3,3,53,0,373,83,4,0,0,4,0,84,5,25,0,0,25,0,28,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,28,3,0,31,0,35,0,0,0,0,0,0,0,83,32,3,0,34,0,116,31,0,0,0,0,0,31,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,31,3,0,0,3,0,40,3026,63,0,0,60,3,3089,95,570,0,0,570,0,666,0,34,11,0,48,0,48,0,11,0,0,11,0,12,91,612,16,0,630,0,723,7,3,0,0,3,8,17,3120,676,16,3,691,11,3830
POA6123,0,0,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37,0,0,0,0,0,42,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,3,263,10,21,0,0,21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,21,0,33,0,0,0,0,0,0,0,269,21,0,0,21,3,290
POA6124,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,181,0,0,0,0,0,183,8,6,0,0,6,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,6,0,0,6,0,18,0,0,0,0,0,0,0,192,8,0,0,8,0,203
POA6125,3,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,3,0,0,3,0,94,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,501,11,0,0,11,0,516,11,4,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,4,0,14,0,0,0,0,0,6,6,514,12,0,0,12,6,541
POA6126,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,34,4,0,0,4,0,38
POA6147,4,0,123,10,95,13,0,111,0,122,0,29,35,0,63,0,63,0,0,0,0,0,0,0,10,126,49,0,169,0,183,0,0,0,0,0,0,0,130,132,49,0,177,0,308,46,0,0,0,0,0,46,6,65,8,0,69,0,75,0,17,12,0,32,0,32,0,3,0,0,3,0,3,6,83,16,0,95,0,104,0,0,0,0,0,0,0,55,83,16,0,95,0,157,18,0,0,0,0,0,18,3,32,3,0,34,0,35,0,4,3,0,9,0,9,0,0,0,0,0,0,0,3,36,5,0,46,0,44,0,0,0,0,0,0,0,20,40,5,0,42,0,66,998,46,0,0,46,0,1043,110,933,68,0,1007,0,1116,7,161,185,4,348,0,355,0,8,0,0,9,0,9,116,1108,252,3,1367,0,1484,0,3,0,0,3,3,8,1109,1152,252,3,1414,7,2530
POA6148,3,0,283,18,194,10,0,198,0,220,0,10,15,0,26,0,28,0,0,0,0,0,0,0,18,206,26,0,231,0,250,0,0,0,0,0,0,0,295,205,26,0,233,0,530,189,3,0,0,3,0,192,7,99,3,0,104,0,110,0,4,11,0,20,0,20,0,0,0,0,0,0,0,7,104,15,0,125,0,129,0,0,0,0,0,0,0,197,110,15,0,128,0,324,73,3,0,0,3,0,71,10,39,3,0,41,0,49,0,7,8,0,16,0,16,0,0,0,0,0,0,0,10,51,13,0,61,0,71,0,0,0,0,0,0,0,79,52,13,0,62,0,145,1783,71,0,3,73,0,1856,137,1301,40,10,1342,0,1486,7,120,68,0,191,0,198,0,0,0,0,0,0,0,153,1421,107,10,1531,0,1683,6,0,0,0,0,0,6,1941,1489,107,10,1607,0,3547
POA6149,12,0,356,21,128,3,0,127,0,150,0,13,7,0,20,0,20,0,0,0,0,0,0,0,25,142,10,0,148,0,175,0,0,0,0,0,0,0,377,151,10,0,155,0,530,187,5,0,0,5,0,197,14,87,3,0,95,0,106,0,3,7,0,13,0,13,0,0,0,0,0,0,0,14,93,10,0,105,0,115,0,0,0,0,0,0,0,198,103,10,0,108,0,309,104,5,0,0,5,0,108,9,49,3,0,53,0,65,0,8,3,0,7,0,7,0,0,0,0,0,0,0,9,54,4,0,63,0,73,0,0,0,0,0,0,0,116,56,4,0,60,0,182,2308,83,0,0,80,0,2385,185,833,21,0,854,0,1035,3,56,36,0,97,0,96,3,5,3,0,7,0,10,185,897,54,0,948,0,1139,3,3,0,0,3,0,3,2496,974,59,0,1037,0,3527
POA6150,4,0,251,11,78,7,0,89,0,101,0,6,0,0,6,0,6,0,0,0,0,0,0,0,13,89,5,0,93,0,110,0,0,0,0,0,0,0,260,98,5,0,106,0,363,156,0,0,0,0,0,161,14,77,6,0,82,0,95,0,3,5,0,9,0,9,0,0,0,0,0,0,0,14,85,7,0,93,0,106,0,0,0,0,0,0,0,171,86,7,0,94,0,265,71,3,0,0,3,0,73,5,56,0,0,56,0,58,0,7,7,0,8,0,8,0,0,0,0,0,0,0,5,60,8,0,63,0,66,0,0,0,0,0,0,0,69,63,8,0,65,0,139,1341,38,0,0,38,0,1382,110,635,27,5,665,0,779,0,42,23,0,68,0,68,0,0,0,0,0,0,0,114,679,53,5,733,0,850,3,0,0,0,0,0,3,1458,719,53,5,775,0,2232
POA6151,11,0,250,12,27,0,0,26,0,37,0,3,0,0,7,0,7,0,0,0,0,0,0,0,12,34,3,0,32,0,43,0,0,0,0,0,0,0,250,44,3,0,45,0,292,160,0,0,0,0,0,160,5,20,0,0,22,0,30,0,0,3,0,6,0,6,0,0,0,0,0,0,0,5,25,7,0,29,0,36,0,0,0,0,0,0,0,167,23,7,0,25,0,195,67,4,0,0,4,0,72,4,13,0,0,13,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,12,0,0,18,0,21,0,0,0,0,0,0,0,77,14,0,0,15,0,94,1768,51,0,0,50,0,1820,128,406,12,0,421,0,548,0,46,12,0,58,0,56,0,4,0,0,9,0,9,129,451,27,0,483,0,610,4,0,0,0,0,4,5,1900,504,31,0,531,9,2435
POA6152,14,0,275,28,89,3,0,92,0,118,0,11,3,0,15,0,16,0,0,0,0,0,0,0,27,104,10,0,111,0,138,4,0,0,0,0,0,4,292,115,10,0,122,0,411,165,3,0,0,3,0,172,17,66,0,0,66,0,86,0,10,9,0,13,0,20,0,0,0,0,0,0,0,23,77,9,0,84,0,102,0,0,0,0,0,0,0,188,78,9,0,86,0,270,80,0,0,0,0,0,84,4,32,0,0,32,0,40,0,3,5,0,9,0,9,0,0,0,0,0,0,0,4,37,5,0,46,0,52,0,0,0,0,0,0,0,85,38,5,0,45,0,135,2115,82,0,3,87,3,2202,236,835,17,3,858,0,1095,3,101,36,0,137,0,142,3,3,0,0,3,0,10,246,947,59,3,1006,0,1249,5,3,0,0,3,0,5,2364,1032,59,3,1088,6,3460
POA6153,10,0,371,18,89,0,0,88,0,106,3,0,5,0,5,0,7,0,0,0,0,0,0,0,20,85,9,0,91,0,113,0,0,0,0,0,0,0,378,98,9,0,108,0,490,226,3,0,0,3,0,238,25,53,7,0,57,0,80,0,9,3,0,6,0,6,0,0,0,0,0,0,0,25,61,7,0,68,0,92,0,0,0,0,0,0,0,252,69,7,0,74,0,325,130,0,0,0,0,0,130,5,24,0,0,30,0,33,0,3,3,0,7,0,7,0,0,0,0,0,0,0,5,26,5,0,32,0,42,0,0,0,0,0,0,0,136,32,5,0,36,0,169,2359,115,0,0,115,0,2473,222,813,23,0,833,0,1057,11,53,26,3,84,0,89,0,0,0,0,0,0,0,227,864,53,3,916,0,1149,0,0,0,0,0,0,0,2582,978,53,3,1033,0,3618
POA6154,6,0,228,10,36,0,0,38,0,46,0,0,3,0,5,0,5,0,0,0,0,0,0,0,11,35,5,0,42,0,56,0,0,0,0,0,0,0,231,46,5,0,50,0,280,100,6,0,0,6,0,109,3,19,0,0,19,0,19,0,4,0,0,5,0,5,0,0,0,0,0,0,0,5,18,0,0,23,0,30,0,0,0,0,0,0,0,106,30,0,0,28,0,138,62,3,0,0,3,0,64,0,9,0,0,9,0,12,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,9,4,0,9,0,16,0,0,0,0,0,0,0,64,12,4,0,16,0,80,1484,47,0,0,47,0,1526,101,284,9,0,287,0,391,0,31,18,0,50,0,49,7,0,0,0,0,0,7,104,312,30,0,343,0,445,5,0,0,0,0,0,5,1592,359,30,0,385,0,1978
POA6155,12,0,891,66,653,23,3,675,0,744,0,56,81,0,141,0,141,0,0,0,0,0,0,0,66,713,105,3,816,0,887,0,0,0,0,0,0,0,940,731,105,3,835,0,1773,453,9,0,0,9,0,462,30,365,13,0,376,0,405,0,28,47,0,81,0,81,0,0,0,0,0,0,0,30,391,63,0,454,0,486,0,0,0,0,0,0,0,483,402,63,0,463,0,948,172,6,0,0,6,0,181,7,200,6,0,207,0,217,0,22,24,0,44,0,44,0,0,0,0,0,0,0,7,228,27,0,256,0,265,0,0,0,0,0,0,0,186,234,27,0,263,0,444,5352,197,0,0,197,7,5557,488,4666,158,11,4837,0,5328,7,424,394,0,828,0,833,3,13,0,3,16,0,22,497,5108,559,19,5676,0,6181,11,5,0,0,7,0,23,5868,5307,559,16,5883,10,11759
POA6156,17,0,365,9,34,0,0,36,0,50,0,3,3,0,4,0,4,0,0,0,0,0,0,0,9,39,3,0,44,0,53,0,0,0,0,0,0,0,354,58,3,0,57,0,414,161,5,0,0,5,0,167,12,13,0,0,19,0,26,0,0,3,0,3,0,3,0,0,0,0,0,0,0,12,14,3,0,20,0,29,0,0,0,0,0,0,0,167,24,3,0,26,0,199,72,4,0,0,4,0,71,4,8,0,0,8,0,10,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,10,0,0,10,0,9,0,0,0,0,0,0,0,71,11,0,0,11,0,86,2622,97,0,0,97,3,2726,160,256,3,0,261,0,416,0,35,3,0,38,0,41,4,0,0,6,4,0,9,166,288,8,11,307,0,470,3,0,0,0,0,0,3,2792,386,8,11,407,3,3201
POA6157,0,0,216,15,15,0,0,15,0,28,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,11,0,0,15,0,28,0,0,0,0,0,0,0,230,15,0,0,20,0,249,121,0,0,0,0,0,123,3,9,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,9,0,13,0,0,0,0,0,0,0,126,10,0,0,10,0,138,39,0,0,0,0,0,39,3,4,0,0,4,0,8,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,6,0,0,6,0,8,0,0,0,0,0,0,0,46,6,0,0,6,0,49,1842,47,3,0,49,0,1890,102,156,0,0,156,0,256,3,17,0,0,16,0,19,3,0,0,0,0,0,3,107,167,0,0,172,0,278,4,0,0,0,0,0,4,1954,213,8,0,224,0,2173
POA6158,4,0,159,6,8,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,8,0,16,3,0,0,0,0,0,3,161,9,0,0,9,0,177,107,0,0,0,0,0,107,8,13,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,13,0,15,0,0,0,0,0,0,0,119,11,0,0,11,0,125,55,0,0,0,0,0,56,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,63,3,0,0,3,0,67,1222,39,0,0,39,0,1258,76,66,0,0,65,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,66,0,0,65,0,142,8,0,0,0,0,0,8,1304,105,0,0,103,0,1412
POA6159,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,54,3,0,0,3,0,58,22,0,0,0,0,0,21,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,22,4,0,0,4,0,21,10,0,0,0,0,0,9,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,4,0,0,4,0,8,310,9,0,0,9,0,318,19,27,0,0,27,0,42,0,3,3,0,4,0,4,0,0,0,0,0,0,0,19,28,3,0,29,0,48,0,0,0,0,0,0,0,327,36,3,0,40,0,369
POA6160,0,0,82,11,4,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,4,0,12,0,0,0,0,0,0,0,92,3,0,0,3,0,100,31,0,0,0,0,0,30,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,35,3,0,0,4,0,35,23,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,20,612,26,0,0,26,0,645,51,60,0,0,64,0,112,0,0,3,0,3,0,3,0,0,0,0,0,0,0,51,61,4,0,67,0,121,0,0,0,0,0,0,0,664,90,4,0,97,0,764
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,14
POA6162,10,0,144,16,18,0,0,22,0,36,0,3,0,0,3,0,3,0,0,0,0,0,0,0,16,22,0,0,24,0,38,0,0,0,0,0,0,0,158,31,0,0,27,0,182,69,0,0,0,0,0,76,10,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,10,0,0,0,0,0,0,0,78,7,0,0,7,0,87,23,3,0,0,3,0,33,5,6,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,0,5,0,0,0,0,0,0,0,24,9,0,0,9,0,38,1240,65,0,0,65,0,1308,130,147,3,0,155,0,282,0,15,0,0,12,0,16,0,0,0,0,0,3,4,126,164,6,0,166,3,293,3,0,0,0,0,0,3,1374,228,6,0,232,3,1610
POA6163,16,3,677,59,165,7,0,168,0,226,0,16,22,0,31,0,36,0,0,0,0,0,0,0,59,175,25,3,207,0,267,0,0,0,0,0,0,0,719,199,25,3,220,3,942,245,12,0,0,12,0,266,19,94,8,0,98,0,115,0,8,12,0,23,0,23,0,0,0,0,0,0,0,19,104,16,0,119,0,138,0,0,0,0,0,0,0,261,115,16,0,136,0,399,148,6,0,0,6,0,154,3,53,5,0,59,0,62,0,7,5,0,12,0,12,0,0,0,0,0,0,0,3,65,16,0,77,0,77,0,0,0,0,0,0,0,150,71,16,0,85,0,239,4809,242,0,6,249,9,5064,378,1359,41,10,1413,0,1786,11,97,88,0,186,0,193,7,5,0,4,12,0,13,388,1457,137,16,1605,0,1995,6,0,0,0,0,3,10,5203,1697,137,22,1858,12,7066
POA6164,26,4,980,53,275,11,3,286,0,339,3,27,26,0,49,0,51,0,0,0,0,0,0,0,62,300,36,4,338,0,396,0,0,0,0,0,0,3,1014,321,36,5,361,3,1380,329,10,0,0,12,0,343,21,132,4,0,138,0,160,0,23,15,0,43,0,43,0,0,0,0,0,0,0,19,156,28,0,179,0,203,0,0,0,0,0,0,0,350,164,28,3,194,0,546,139,4,0,0,4,0,141,11,81,3,0,81,0,99,0,9,4,0,20,0,20,0,0,0,0,0,0,0,11,90,5,0,98,0,117,0,0,0,0,0,0,0,151,95,5,0,106,0,254,8223,344,3,3,350,14,8585,605,2534,73,15,2618,3,3226,15,212,190,0,406,0,420,8,10,0,5,14,0,24,627,2758,265,22,3041,3,3671,13,3,0,0,3,3,22,8865,3103,271,21,3390,19,12276
POA6165,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,6
POA6166,15,0,184,9,38,3,0,46,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,3,0,43,0,52,0,0,0,0,0,0,0,178,59,3,0,62,0,239,96,6,0,0,6,0,102,7,17,0,0,17,0,22,0,3,0,0,3,0,3,0,0,0,0,0,0,0,9,23,0,0,23,0,30,0,0,0,0,0,0,0,101,27,0,0,27,0,131,38,4,0,0,4,0,45,0,8,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,10,0,16,0,0,0,0,0,0,0,37,16,3,0,18,0,57,1220,99,0,0,99,3,1323,93,271,9,0,274,0,371,0,7,4,0,7,0,7,11,0,0,0,0,0,11,100,273,15,0,284,0,387,3,0,0,0,0,0,3,1327,370,15,0,386,3,1707
POA6167,10,0,331,13,82,3,0,81,0,100,0,4,5,0,14,0,15,0,0,0,0,0,0,0,14,89,8,0,99,0,113,0,0,0,0,0,0,0,337,101,8,0,107,0,447,63,3,0,0,3,0,67,0,50,0,0,51,0,49,0,5,9,0,9,0,14,0,0,0,0,0,0,0,3,52,7,0,61,0,66,0,0,0,0,0,0,0,69,55,7,0,66,0,133,20,0,0,0,0,0,24,0,23,0,0,23,0,23,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,24,4,0,23,0,23,0,0,0,0,0,0,0,20,25,4,0,28,0,48,2974,99,0,0,99,3,3079,164,917,23,7,945,0,1116,15,51,48,5,99,0,115,0,4,0,0,6,0,6,176,979,64,15,1052,0,1232,8,6,0,0,6,4,16,3161,1079,64,15,1158,9,4331
